PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
29-01901,60,2,1,0,1,0,12,1,1,16.3,7380,1,1,63900.0,0,500,N,2,2,2,2,28,27,14070
06-08507,33,1,1,0,1,2,4,1,2,3332.2824305559743,7460,10,12,12300.0,9,501,N,2,2,2,2,106,106,1025
26-02702,37,2,6,0,1,0,N,1,2,5266.491415645812,7990,12,9,521000.0,7,392,N,2,2,2,2,80,79,12431
40-00200,50,1,4,0,1,0,5,1,1,105.52257328801406,N,N,5,100.0,0,186,N,2,2,2,2,51,36,20644
17-03531,14,2,6,0,1,N,9,3,0,3224.8758591098267,8380,13,6,213200.0,0,91,N,2,2,2,2,82,0,6004
06-08507,66,1,1,0,1,0,3,1,1,3512.115344403354,9590,16,8,93380.0,8,501,N,2,2,2,1,70,67,2426
19-01700,52,2,2,0,6,1,3,1,1,3934.1817479670217,8080,11,3,-1700.0,0,276,N,2,2,2,2,109,65,9380
32-00405,24,1,6,1,1,2,4,1,1,8251.572868966969,8980,14,4,75050.0,1,82,N,2,2,2,2,252,186,16994
32-00405,4,2,N,1,6,2,4,1,2,8002.870639459947,N,N,1,N,N,265,N,N,N,2,2,129,102,23315
29-01901,31,2,6,0,1,0,N,1,2,3076.0362602275923,6880,8,10,292800.0,5,218,N,2,2,2,2,103,104,13065
08-00803,22,1,6,4,1,0,N,1,2,3720.489822861853,5470,6,7,333100.0,1,247,N,2,2,2,2,150,132,4423
29-01901,66,1,3,0,1,0,9,1,1,16.3,1790,0,6,100.0,1,81,N,2,2,2,2,16,17,13863
24-01004,61,2,1,1,1,0,2,1,1,4530.127204657547,7880,11,9,82700.0,7,51,N,2,2,2,2,62,48,10970
40-00200,38,2,1,0,1,2,3,1,2,11121.630254681475,9920,9,8,-6400.0,0,274,N,2,2,2,2,99,153,22025
29-01901,64,1,1,0,1,0,6,1,1,16.3,1770,0,6,573700.0,7,500,N,2,2,2,1,35,36,13759
17-03529,19,1,6,0,1,N,N,3,0,15134.07846343172,8690,14,7,1000.0,0,N,N,2,2,2,2,141,0,5298
06-08507,46,1,1,0,6,2,4,1,2,3541.3015051527086,7390,10,10,147100.0,9,501,N,2,2,2,2,101,101,1271
08-00803,17,2,6,0,1,N,9,3,0,3551.0442033098925,9920,9,6,-5100.0,0,97,N,2,2,2,2,74,0,3817
38-00100,46,2,1,0,3,0,12,1,2,65.00784464243962,8192,11,4,159900.0,3,417,N,2,2,2,2,117,75,19677
29-01901,10,2,N,0,2,1,2,1,2,5478.279335054883,N,N,3,N,N,82,N,2,2,2,2,285,287,26922
38-00100,12,1,6,0,1,3,4,1,1,16.3,9920,9,2,-1220.0,0,215,N,2,2,2,2,76,52,18757
38-00100,60,1,1,0,3,0,3,1,1,112.73809192110394,7072,9,9,412000.0,5,265,N,2,2,2,2,37,37,18966
13-04600,22,2,6,0,1,0,9,1,1,14906.61747534375,7790,10,8,285000.0,4,211,N,2,2,2,2,91,35,4506
17-03531,19,2,1,0,1,1,2,1,2,3494.121201568087,490,5,6,117500.0,1,172,N,2,2,2,2,107,90,7630
01-01301,40,2,1,4,1,1,2,1,1,33373.628149666816,8170,11,10,-7250.0,7,500,N,2,2,2,2,208,211,896
29-01901,64,1,1,0,3,0,4,1,1,16.3,7690,2,4,1980.0,3,165,N,2,2,2,2,8,15,14320
17-03531,79,2,3,0,1,0,9,1,1,3417.0636879831964,9920,9,3,209900.0,3,17,N,2,2,2,2,94,95,7263
36-04010,81,1,4,0,2,0,6,1,1,51098.35684712268,N,N,4,200250.0,3,501,N,2,2,2,2,43,52,17195
29-01901,85,1,4,0,1,0,9,1,1,16.3,1590,0,6,333000.0,4,275,N,2,2,2,2,18,16,13470
28-01100,65,2,2,0,2,0,N,1,2,2726.7676913792247,N,N,1,123600.0,3,102,N,1,1,2,2,100,100,11782
13-04600,26,1,6,0,1,0,9,1,2,14997.083030977867,690,8,11,44200.0,5,336,N,2,2,2,2,83,83,5330
29-01901,12,1,6,1,1,1,2,1,1,16.3,9920,9,3,-100.0,0,50,N,2,2,2,2,11,41,13227
38-00100,53,2,1,0,1,0,2,1,1,16.3,7780,10,4,19200.0,3,250,N,2,2,2,2,10,25,19497
38-00100,69,2,1,0,3,0,12,1,1,16.3,9920,9,4,1307600.0,2,209,N,1,1,2,1,40,34,18955
32-00405,7,1,N,0,2,0,6,1,2,52499.36811510277,9920,9,2,99030.0,9,470,N,1,2,2,2,86,79,23184
01-01301,17,1,6,0,6,0,12,1,2,33589.889113507845,8670,13,3,119210.0,2,21,N,2,2,2,2,125,111,2390
19-01700,62,1,1,0,1,0,2,1,1,4151.854237533898,6590,7,8,139000.0,8,500,N,2,2,2,2,52,52,10200
36-03710,7,1,N,1,8,2,6,1,2,52864.7,N,N,1,N,N,117,N,2,2,2,2,139,124,24569
29-01901,33,1,6,0,2,0,N,1,1,5571.731496328505,N,N,7,100000.0,0,100,N,2,2,2,2,213,213,13114
01-01301,20,1,6,0,6,0,9,1,2,33110.00851829363,7280,1,8,140020.0,8,50,N,2,2,2,2,35,34,1863
19-01700,13,1,6,0,2,N,9,2,0,3858.6367072409216,9920,9,3,-100.0,0,91,N,1,2,2,2,9,0,7166
19-01700,68,1,4,0,2,N,9,2,0,4039.0104532918276,9920,9,2,41320.0,0,96,N,2,1,2,2,70,0,7851
26-02702,23,2,6,0,1,0,N,1,2,5019.676617995791,9090,15,9,4200.0,1,310,N,2,2,2,2,204,193,11640
36-03710,38,2,1,0,2,2,3,1,2,49566.05378216873,8080,11,5,-100.0,0,61,N,2,2,2,2,103,128,16319
08-00803,27,1,6,0,1,0,2,1,1,3511.4723941698744,4480,5,7,100010.0,0,501,N,2,2,2,2,77,76,3619
30-00600,62,1,5,0,3,0,3,1,1,24.719435416579536,N,N,7,139700.0,3,105,N,2,2,2,2,45,44,14181
08-00803,47,2,1,0,1,2,4,1,1,3816.050901531124,N,N,9,10110.0,0,51,N,2,2,2,2,67,65,4352
08-00803,39,1,6,0,2,0,12,1,2,3106.87936090054,9920,9,4,-100.0,0,440,N,1,1,2,2,74,74,3466
19-01700,35,2,1,0,1,4,5,1,1,4075.384155286845,8080,11,1,134500.0,8,500,N,2,2,2,2,54,60,9263
30-00600,57,1,1,1,1,0,12,1,1,7938.859304528423,7690,2,1,0.0,8,500,N,2,1,2,2,64,64,14906
29-01901,39,1,1,0,1,3,4,1,1,16.3,1770,0,8,31640.0,4,157,N,2,2,2,2,19,20,13474
28-01100,24,2,1,0,1,0,12,1,1,5195.651931024642,7680,2,8,379000.0,5,500,N,2,2,2,2,110,115,11945
29-01901,84,1,1,0,2,0,3,1,1,3113.637209445762,N,N,3,2900.0,5,434,N,2,2,2,2,53,53,13251
19-01700,24,1,6,0,1,0,9,1,2,3849.567557740867,3790,4,8,55690.0,5,432,N,2,2,2,2,46,44,8096
01-01301,26,1,6,0,1,0,9,1,2,33346.22925126743,6080,6,8,60800.0,6,474,N,2,2,2,2,45,45,1335
36-03710,42,1,1,0,2,2,3,1,1,49890.82567117695,6992,8,8,118000.0,8,500,N,2,2,2,2,151,154,15578
29-01901,66,1,1,0,3,0,12,1,1,16.3,7690,2,4,263600.0,4,500,N,2,2,2,2,43,60,13386
29-01901,16,1,6,0,1,N,9,3,0,16.3,7790,10,4,185300.0,0,94,N,2,2,2,2,76,0,12447
40-00200,29,2,4,0,1,1,2,1,2,105.96194861337892,N,N,5,100.0,0,1,N,2,2,2,2,54,61,19974
38-00100,45,1,1,0,1,1,3,1,1,157.25608245064848,3570,4,8,145300.0,9,501,5,2,2,2,2,19,22,18503
30-00600,86,1,3,0,1,0,N,1,1,128.1214405782065,N,N,7,32700.0,1,261,N,2,2,2,2,283,291,15217
01-01301,24,2,4,0,2,0,4,1,1,2678.0352315375476,8180,11,6,29500.0,0,113,N,2,2,1,2,172,69,233
40-00200,1,2,N,0,1,1,12,1,1,10998.956735065462,9920,9,12,98200.0,9,50,N,N,N,2,2,66,73,25285
32-00405,15,1,6,1,8,2,5,1,2,52560.89542484945,9920,9,6,-5100.0,0,180,N,2,2,2,2,162,147,16182
01-01301,27,2,6,0,1,0,9,1,2,33052.47307347091,8870,14,1,12200.0,8,50,N,2,2,2,2,127,127,536
13-04600,44,1,6,0,2,0,N,1,1,3919.433947732856,4480,5,8,24310.0,4,181,N,2,2,2,2,113,113,5702
28-01100,58,2,1,0,1,0,2,1,1,2677.884826119721,8680,14,7,200000.0,5,227,N,2,2,2,2,59,53,12007
51-01301,14,2,6,0,1,1,3,1,2,11121.71761882781,9920,9,3,-1700.0,0,121,N,2,2,2,2,116,87,21858
06-08507,54,1,3,0,2,2,3,1,1,3441.1090875241935,7590,10,10,33400.0,9,501,N,2,2,2,2,57,58,2546
26-02702,54,1,1,0,2,0,12,1,1,2457.7603983629724,7780,10,3,127000.0,2,124,N,1,1,2,2,45,45,10925
24-01004,47,2,1,0,1,3,5,1,1,4240.275194626616,8563,14,11,80610.0,2,501,N,2,2,2,2,64,75,8754
36-04010,85,2,3,0,1,N,9,2,0,16.3,9920,9,4,43500.0,5,95,N,2,1,2,1,88,0,17089
06-08507,12,2,N,0,9,1,3,1,2,3313.30549880529,N,N,3,N,N,501,N,2,2,2,2,120,127,24135
32-00405,26,1,6,0,1,0,N,1,2,8177.974809420275,8690,14,9,49800.0,6,370,N,2,2,2,2,55,54,16424
38-00100,89,2,4,0,1,0,N,1,1,310.2717340068963,N,N,5,180080.0,3,149,N,1,2,2,2,184,177,19842
26-02702,83,1,1,0,2,0,4,1,1,2628.4061569764176,9920,9,1,117200.0,2,84,N,2,2,1,2,39,39,12145
13-04600,5,1,N,0,2,1,2,1,2,14990.494007177287,9920,9,12,99000.0,9,500,N,2,2,2,2,323,226,24955
32-00405,61,2,6,2,1,0,9,1,2,52601.80036053664,9920,9,5,-900.0,1,73,N,2,2,2,2,72,74,16755
01-01301,49,1,6,0,6,N,9,3,0,33101.810338374016,8790,14,11,620.0,6,50,N,2,2,2,2,1,0,107
08-00803,43,1,6,0,2,0,3,1,1,3507.029792657319,7690,2,4,46100.0,6,42,N,2,2,2,1,67,39,4038
51-51255,65,1,1,0,1,0,2,1,1,11244.921700365208,770,3,10,25900.0,9,501,N,2,2,2,2,59,58,22654
01-01301,41,1,2,0,6,0,12,1,2,33609.81931053454,8670,13,3,239200.0,3,210,N,2,2,2,2,111,111,2411
38-00100,67,2,3,0,9,0,9,1,1,31.847341246944172,9920,9,4,126800.0,2,101,N,2,2,2,2,30,30,19945
06-08507,65,1,1,0,6,0,2,1,1,3419.43136598365,N,N,9,375000.0,2,501,N,2,2,2,2,135,134,2377
30-00600,30,2,6,1,1,3,4,1,1,7737.3080881218275,9920,9,3,-100.0,0,0,N,2,2,2,2,95,53,14313
13-04600,75,1,2,0,2,0,N,1,1,3679.546982403415,N,N,9,300100.0,5,248,N,2,2,2,2,61,61,4550
29-01901,11,1,N,0,3,2,3,1,1,16.3,9920,9,2,99000.0,9,0,N,2,2,2,2,31,68,26923
51-01301,31,1,6,0,1,0,9,1,1,11135.946763143436,8790,14,4,61110.0,6,478,N,2,2,2,2,81,58,20464
36-04010,57,2,3,0,2,0,2,1,1,50674.90776128831,8270,12,5,41600.0,6,433,N,2,2,2,2,76,74,16772
51-51255,35,1,1,0,1,1,3,1,1,11326.820048862448,7770,3,9,80000.0,7,501,N,2,2,2,2,75,86,22503
13-04600,33,2,1,0,9,0,12,1,2,14904.720480185815,8770,14,4,293000.0,4,171,N,2,2,2,2,76,77,6055
40-00200,39,1,1,0,1,2,3,1,1,11126.184679008982,9480,15,1,10860.0,7,500,N,2,2,2,2,105,95,21643
06-08507,47,1,4,0,1,0,9,1,1,3331.492022991363,3490,3,8,111500.0,8,500,N,2,2,2,2,54,53,3409
40-00200,43,2,1,0,1,0,12,1,2,11109.715241936168,9380,15,1,116700.0,1,358,N,2,2,2,2,103,97,20736
51-01301,75,2,4,0,1,0,N,1,1,11236.29125968524,7970,11,10,193000.0,9,501,N,2,2,2,2,81,79,23183
17-03531,51,2,4,0,2,0,2,1,2,11235.481963677901,N,N,8,442000.0,6,26,N,2,2,2,2,156,154,6572
26-02702,5,2,N,0,9,4,6,1,1,5015.75678601942,N,N,2,N,N,327,N,2,2,2,2,127,90,26761
08-00803,15,2,6,0,1,N,9,3,0,3442.7545646349586,9920,9,6,-1800.0,0,94,N,2,2,2,2,75,0,3512
36-04010,22,1,1,0,1,0,12,1,2,43.98962791976953,9590,16,6,387000.0,4,389,N,2,2,2,2,114,114,18876
38-00100,81,2,1,0,1,0,2,1,2,157.97322910171994,N,N,5,65800.0,1,132,N,2,2,2,2,44,42,19912
29-01901,8,2,N,0,2,4,6,1,1,5709.558656989393,N,N,3,N,N,164,N,2,2,2,2,75,60,27196
06-08507,17,2,6,0,1,0,9,1,2,3110.4486417532294,4971,5,6,-1800.0,0,62,N,2,2,2,2,143,132,2919
36-04010,24,2,6,0,1,0,9,1,2,56.00320360367456,8590,13,4,79500.0,0,58,N,2,2,2,2,116,117,18191
24-01004,36,1,1,0,1,0,2,1,1,4447.715760483184,7390,10,10,185100.0,9,51,N,2,2,2,2,45,45,10393
17-03531,30,2,6,0,2,3,4,1,1,11199.790726759918,2380,4,5,37760.0,5,148,N,2,2,2,2,99,99,7171
17-03531,0,2,N,0,1,1,2,1,2,3470.267966529485,9920,9,9,99100.0,9,170,N,N,N,2,2,99,89,25298
01-01301,65,2,4,0,2,0,N,1,1,3038.179075819301,5593,6,7,130000.0,3,N,N,2,1,2,2,63,61,1021
36-04010,10,1,N,0,1,2,3,1,1,16.3,9920,9,2,9900.0,9,498,N,2,2,2,2,250,259,23800
19-01700,69,1,1,0,1,0,12,1,1,4135.713160057173,7270,1,1,89900.0,7,500,N,2,2,2,2,75,73,9202
29-01901,32,2,1,0,1,3,4,1,1,16.3,8180,11,8,34100.0,5,375,N,2,2,2,2,221,181,13576
26-02702,28,2,6,0,1,0,N,1,2,5062.421611656976,7880,11,10,412000.0,6,306,N,2,2,2,2,179,177,11778
51-01301,78,2,4,0,1,0,N,1,1,11371.509446513479,N,16,12,394000.0,9,51,N,2,2,2,2,73,71,23966
30-00600,78,1,1,0,1,0,2,1,1,118.87385127918336,4980,6,7,103800.0,9,501,N,2,2,2,2,109,155,14900
06-07502,59,1,1,0,6,0,12,1,1,3140.0604569201464,8170,11,8,432000.0,5,465,N,2,2,2,2,82,82,2336
01-01301,21,1,6,0,6,0,3,1,1,2774.4462010360166,7770,10,1,750.0,7,5,N,2,2,2,2,76,49,1137
51-51255,24,2,6,0,1,0,N,1,2,11242.961055808893,7860,11,9,516000.0,6,390,N,2,2,2,2,58,56,21865
24-01004,36,2,1,0,1,3,5,1,1,4331.605671811956,7860,11,10,100100.0,0,501,N,2,2,2,2,16,19,9852
24-01004,55,2,4,0,1,0,9,1,1,4649.054343248135,6695,7,6,78400.0,1,52,N,2,2,2,2,155,158,10266
29-01901,2,1,N,0,1,2,3,1,1,16.3,9920,9,12,99310.0,9,500,N,N,N,2,2,242,351,26825
08-00803,37,2,6,0,1,0,3,1,1,3624.437917796541,590,6,7,14820.0,2,111,N,1,2,2,2,117,86,4708
01-01301,24,1,6,0,1,0,9,1,2,33499.32990232793,6590,7,8,137500.0,8,500,N,2,2,2,2,87,88,1890
26-02702,83,2,1,0,1,0,2,1,1,4940.194954596803,N,N,10,7390.0,8,501,N,2,2,1,1,73,72,11236
36-03710,13,1,N,0,1,N,N,2,0,52864.7,N,N,3,N,N,N,N,1,2,2,2,19,1,24167
06-07502,46,1,1,0,1,0,12,1,1,3147.9186303898855,3790,3,8,19050.0,8,500,N,2,2,2,2,40,40,2312
32-00405,26,1,6,4,1,0,2,1,1,52402.67022932579,8170,11,8,144900.0,2,500,N,2,2,2,2,96,72,15830
06-07502,54,2,1,0,2,1,2,1,1,3240.588695349774,7860,10,8,59050.0,6,500,N,2,2,2,2,61,54,2479
29-01901,79,2,1,0,1,0,12,1,1,16.3,9920,9,4,141000.0,2,200,N,1,2,2,2,70,30,13488
13-04600,59,1,6,0,2,0,N,1,1,3793.5129785389604,6090,7,9,70700.0,8,501,N,2,2,2,2,62,61,5123
06-08507,46,2,6,0,1,0,3,1,1,3551.5705894743214,8780,14,9,14730.0,9,501,N,2,2,2,2,282,242,2782
29-01901,22,1,6,0,2,N,N,2,0,5528.797442540239,N,N,5,1000.0,0,N,N,2,2,2,2,127,0,12598
29-01901,56,2,1,0,1,0,12,1,1,16.3,1790,0,8,-9000.0,0,500,N,2,2,2,2,57,47,14746
51-01301,30,1,1,0,9,1,2,1,2,11213.67664397077,7670,1,3,103800.0,1,501,N,2,2,2,2,148,149,22347
30-00600,46,2,6,0,2,2,2,1,2,7913.529001587041,8370,12,1,299100.0,4,144,N,1,2,2,2,100,100,15303
32-00405,39,1,2,1,1,N,9,2,0,52681.04550569831,770,1,4,-7600.0,0,98,N,2,2,2,2,73,0,15740
19-01700,74,1,1,0,1,0,2,1,1,4021.20277741671,7181,1,10,5010.0,5,500,N,2,2,2,2,22,20,8043
19-01700,83,2,3,0,1,0,2,1,1,3605.6380626179675,9160,15,5,62000.0,8,472,N,2,2,2,2,60,60,8229
19-01700,49,1,6,0,1,0,3,1,1,3801.2735341848756,4180,4,5,510.0,1,293,N,2,2,2,2,151,146,8989
06-07502,38,1,1,0,1,0,2,1,2,33653.36695041548,9780,17,10,172500.0,9,501,N,2,2,2,2,98,99,1308
19-01700,58,1,1,0,1,0,2,1,1,3695.350587679494,6390,7,7,67000.0,8,501,N,2,2,2,2,107,110,8166
40-00200,29,2,6,0,1,0,9,1,2,11145.884911740539,9160,14,8,72750.0,6,500,N,2,2,2,2,26,25,21460
51-01301,45,2,2,1,8,0,9,1,2,11104.973130148965,8563,13,8,22800.0,3,174,N,2,2,2,2,477,266,20741
38-00100,82,2,3,0,1,0,9,1,2,16.3,9920,9,2,85050.0,1,68,N,1,1,2,1,12,9,19489
36-04010,48,1,1,0,2,3,5,1,2,51449.30065345005,4990,6,4,37150.0,5,260,N,2,2,2,2,90,82,18812
06-07502,0,1,N,0,6,1,2,1,2,3181.9687596975405,9920,9,9,99030.0,9,500,N,N,N,2,2,68,67,23551
36-03710,5,2,N,0,2,2,2,1,2,49261.60906942903,9920,9,2,9810.0,9,58,N,2,2,2,2,126,160,22280
24-01004,51,2,1,0,1,0,2,1,1,4238.743461332047,9180,15,11,19610.0,9,501,N,2,2,2,2,64,57,10598
36-04010,63,1,5,0,1,0,9,1,1,29.756862938339385,3365,3,4,47400.0,5,396,N,2,2,2,1,27,26,17777
38-00100,5,2,N,0,1,1,3,1,1,134.2634596193568,N,N,1,N,N,326,N,2,2,2,2,45,53,24580
38-00100,34,1,4,0,1,1,12,1,1,35.416341889196545,7690,2,3,12690.0,2,70,N,2,2,2,2,165,166,19712
17-03529,3,1,N,0,1,2,4,1,1,15206.757736426507,N,N,1,N,N,501,N,N,N,2,2,289,295,25493
26-02702,1,2,N,0,2,0,3,1,2,2360.2106069150104,9920,9,1,98500.0,9,276,N,N,N,2,2,81,60,26082
30-00600,38,2,1,0,3,5,8,1,1,167.64337326798787,7880,11,7,389800.0,6,349,N,2,2,2,2,27,35,15106
32-00405,40,2,4,4,2,1,12,1,2,52460.54313907354,8090,11,3,145200.0,2,81,N,2,2,2,2,420,425,15733
28-01100,29,1,6,0,2,0,6,1,1,5303.525828828217,9920,9,5,-6400.0,0,180,N,2,2,2,2,348,317,12156
28-01100,47,1,4,0,1,0,N,1,1,2717.2428454184533,7071,9,9,46500.0,7,349,N,2,2,2,2,47,46,12019
06-08507,58,1,1,0,1,0,3,1,1,3470.3395163216796,N,N,12,12400.0,9,501,N,2,2,2,2,101,101,2732
19-01700,51,1,1,0,1,2,3,1,1,3610.7056251507297,8680,14,1,117400.0,8,5,N,2,2,2,2,39,42,7968
24-01004,41,2,1,0,1,1,2,1,1,2110.1771092617064,770,10,1,133900.0,3,42,N,2,2,2,2,45,47,10195
32-00405,38,2,4,4,2,1,12,1,2,51987.25196489887,8080,11,3,140400.0,2,78,N,2,2,2,2,380,393,15118
08-00803,32,1,6,0,1,0,N,1,1,3484.9610066571327,5280,6,9,46000.0,6,350,N,2,2,2,2,60,44,3708
28-01100,8,1,N,0,2,2,3,1,2,2762.9217735585753,N,N,3,N,N,405,N,2,2,2,2,265,167,26900
19-01700,44,1,1,0,1,4,5,1,1,3989.4015357391318,6880,8,1,111900.0,8,500,N,2,2,2,2,44,34,9150
17-03529,66,2,2,0,2,0,N,1,2,15151.184385140876,N,N,1,93070.0,2,76,N,2,2,2,2,74,72,7251
24-01004,19,2,6,0,1,0,9,1,2,4575.24421566001,7790,10,6,69800.0,7,500,N,2,2,2,2,360,353,10564
29-01901,64,1,2,0,2,0,3,1,1,5805.600619067219,6070,2,4,80400.0,8,51,N,2,2,2,2,62,53,13990
24-01004,83,2,3,0,1,0,N,1,1,4442.988370176388,7880,11,10,142900.0,9,501,N,2,1,2,2,129,126,10288
51-01301,33,2,6,0,9,0,9,1,1,11169.426208201812,7380,1,8,111900.0,7,500,N,2,2,2,2,48,48,20555
51-01301,9,2,N,0,1,2,4,1,2,11185.825336087126,N,N,3,N,N,501,N,2,2,2,2,117,117,26072
17-03529,42,2,6,0,2,1,12,1,2,11049.15044727705,5190,5,4,12400.0,0,62,N,2,2,2,2,87,86,4900
06-07502,78,2,3,0,6,0,9,1,2,3079.5320919955957,9920,9,1,110000.0,7,500,N,2,2,2,2,345,336,847
30-00600,42,2,4,1,8,3,3,1,2,7928.388837929381,7680,1,3,195000.0,3,74,N,2,2,2,2,134,135,15098
36-03710,55,2,3,0,6,0,2,1,2,49872.327031612396,7870,10,6,303000.0,4,229,N,2,2,2,2,53,65,16695
01-01301,7,1,N,0,2,2,4,1,1,2650.940620754545,9920,9,2,99300.0,9,251,N,1,2,2,2,92,72,23072
08-00803,13,1,N,0,1,1,3,1,1,3487.377908819784,N,N,3,N,N,501,N,2,2,2,2,76,105,24944
01-01301,55,2,1,0,1,0,12,1,2,2569.1127620321568,7490,1,8,25380.0,4,171,N,2,1,2,1,79,79,24
13-04600,34,2,1,0,1,1,3,1,1,4058.178244264497,7470,10,10,7850.0,8,51,N,2,2,2,2,160,162,6040
19-01700,53,2,1,0,1,0,12,1,1,3960.4468266661543,6970,8,8,110130.0,7,500,N,2,2,2,2,82,81,8046
24-01004,18,1,6,0,1,3,5,1,1,4567.345083251397,N,N,4,100600.0,0,51,N,2,2,2,2,90,75,9891
29-01901,57,2,1,0,1,0,2,1,1,16.3,180,3,8,-300.0,8,500,N,2,2,2,1,34,33,12651
08-00803,19,1,6,0,1,0,N,1,2,3486.189323887293,8770,14,7,121550.0,1,91,N,2,2,2,2,104,104,4088
30-00600,3,1,N,1,1,3,5,1,2,7901.357826349554,9920,9,1,99030.0,9,140,N,N,N,2,2,113,96,22679
30-00600,29,1,6,0,3,0,2,1,2,37.611601966691445,5170,6,5,14100.0,3,185,N,2,2,2,2,108,20,14370
29-01901,4,1,N,0,2,3,5,1,1,3172.480082601254,N,N,N,N,N,384,N,N,N,2,2,61,50,27252
36-04010,75,1,1,0,2,0,2,1,1,51015.476319939895,8770,14,7,19300.0,9,501,N,2,2,2,2,52,51,17703
24-01004,42,2,1,0,1,3,4,1,1,4496.771394523204,7790,10,11,5700.0,6,500,N,2,2,2,2,67,67,10309
24-01004,16,1,6,0,1,1,3,1,2,4332.57264110122,N,N,4,100100.0,0,501,N,2,2,2,2,86,63,9568
36-04010,3,2,N,4,2,3,6,1,1,50615.077584344916,N,N,1,N,N,392,N,N,N,2,2,44,45,23775
06-07502,8,2,N,0,6,2,3,1,1,3198.9930408789482,9920,9,2,99100.0,9,500,N,2,2,2,2,90,92,23605
13-04600,32,2,6,0,2,0,9,1,1,15016.773629339277,8561,13,1,11690.0,1,88,N,2,2,2,2,84,84,6158
30-00600,65,1,1,0,3,0,4,1,1,35.057255313219194,N,N,7,100.0,0,76,N,2,2,2,2,72,80,13519
26-02702,12,1,6,0,2,1,12,1,1,2425.135349371153,9920,9,3,-1700.0,0,116,N,2,2,2,2,106,114,10893
32-00405,6,2,N,2,1,2,2,1,2,52176.42752328111,9920,9,2,98730.0,9,81,N,2,2,2,2,135,124,22839
17-03529,29,1,6,0,2,0,N,1,2,15194.282824452626,7870,11,9,77800.0,8,501,N,2,2,2,2,128,125,6793
13-04600,63,1,6,0,2,N,N,2,0,4168.613153944564,N,N,5,410.0,6,N,N,1,2,2,2,38,3,5579
26-02702,55,2,6,0,2,0,4,1,1,2565.314999628339,9920,9,4,87020.0,1,254,N,2,1,2,2,89,51,11855
28-01100,19,1,6,0,2,N,9,3,0,5427.040217084332,4990,5,6,540.0,6,99,N,2,2,2,2,65,0,12329
19-01700,52,2,4,1,8,0,2,1,1,3664.8307816218976,9390,16,5,21500.0,4,250,N,2,2,2,2,246,244,8453
51-01301,63,2,6,0,1,0,9,1,1,11164.903570627568,7390,1,8,10500.0,7,500,N,2,2,2,2,61,61,21689
51-51255,50,1,6,0,1,0,N,1,1,11287.946722928189,3690,4,10,544200.0,9,501,N,2,2,2,2,67,67,22828
36-04010,40,2,2,0,3,0,12,1,1,30.274863154426498,9380,15,8,54900.0,6,500,N,2,2,2,2,140,139,18539
51-01301,14,2,N,0,1,1,3,1,1,11186.403244567911,N,N,3,N,N,501,N,2,2,2,2,75,105,26062
01-01301,26,1,6,0,1,0,9,1,2,33188.01524394671,7380,1,1,21000.0,8,50,N,2,2,2,2,159,156,1960
40-00200,7,1,N,0,1,2,3,1,1,11108.710718532468,9920,9,2,99030.0,9,500,N,2,2,2,2,60,38,25534
13-04600,22,2,6,0,2,N,N,3,0,3884.162456330479,N,N,7,100180.0,0,N,N,2,2,2,2,49,1,4794
38-00100,21,2,6,0,3,0,3,1,1,16.3,9920,9,6,-2100.0,0,292,N,2,2,2,2,48,52,19084
28-01100,23,1,6,0,1,0,N,1,2,2735.9262239387276,7390,10,10,25400.0,5,191,N,2,2,2,2,57,56,12354
29-01901,55,2,1,0,1,0,12,1,1,16.3,9920,9,4,-900.0,0,500,N,2,1,2,2,352,382,14219
24-01004,50,2,1,4,8,2,4,1,1,4458.106548401095,9390,15,10,215200.0,9,51,N,2,2,2,2,216,218,11354
19-01700,36,2,1,0,1,1,2,1,2,4071.5694525844347,9080,14,10,116900.0,7,500,N,2,2,2,2,59,59,9317
36-03710,65,2,6,0,2,0,2,1,2,52864.7,8180,12,5,261000.0,4,194,N,2,2,2,2,175,173,16885
36-03710,28,1,6,4,2,1,3,1,2,52864.7,7590,10,4,100010.0,0,266,N,2,2,2,2,157,122,16683
36-04010,53,2,6,0,1,0,9,1,1,19.287813003886882,5295,5,6,48300.0,5,372,N,2,2,2,2,136,136,19014
36-04010,24,1,6,0,1,0,9,1,1,16.3,1870,3,7,9540.0,8,500,N,2,2,2,2,82,82,18793
01-01301,25,1,6,0,1,0,9,1,2,32780.53685177157,6180,7,8,170600.0,8,5,N,2,2,2,2,86,94,0
30-00600,70,1,1,0,1,0,2,1,1,125.4751053429684,6090,2,5,52010.0,7,434,N,2,2,2,1,29,31,15680
36-04010,35,1,4,0,1,0,9,1,2,50.955160541839824,7690,2,4,35300.0,4,269,N,2,2,2,2,981,961,17965
40-00200,57,2,1,0,1,0,2,1,1,11135.81330803573,9490,15,8,187000.0,8,500,N,2,2,2,2,77,93,21036
36-04010,7,1,N,0,1,4,5,1,1,25.955212433376857,9920,9,2,99100.0,9,430,N,2,2,2,2,28,30,23870
19-01700,34,2,1,0,1,2,3,1,1,4148.281782823632,7690,2,6,74100.0,6,500,N,2,2,2,2,91,90,8737
