SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,4,1,1,6,5,0,48-02102,12,2427
1,4,2,1,5,5,4,48-02101,6,9004
2,1,6,1,8,9,0,48-02101,12,5535
1,1,1,1,3,7,0,48-02515,9,9131
2,4,1,0,2,3,0,48-02101,N,4153
2,4,1,1,6,7,0,48-02516,6,1384
2,6,1,1,9,8,4,48-02515,9,8777
2,N,2,2,N,3,0,48-02507,N,3607
2,6,1,1,0,4,0,48-02516,N,3412
1,1,1,1,5,5,0,48-02101,9,5355
1,1,8,1,8,9,0,48-02101,1,2251
1,1,1,1,0,7,0,48-02101,N,3963
2,6,1,1,4,6,1,48-02101,1,2329
2,1,1,1,7,10,0,48-02507,3,5216
2,6,2,2,4,7,0,48-02101,3,8987
1,6,6,2,8,6,0,48-02510,13,5774
2,N,1,1,N,3,0,48-02101,N,644
1,1,1,1,7,9,0,48-02101,3,7967
1,N,1,1,N,2,1,48-02101,N,844
1,1,1,1,0,9,0,48-02516,N,1833
2,1,1,1,5,5,0,48-02101,4,4348
2,1,8,2,5,8,4,48-02101,3,4136
2,6,1,1,0,7,0,48-02101,N,8503
2,1,2,1,2,6,0,48-02515,N,6527
2,1,1,1,7,9,0,48-02102,N,2935
1,4,1,1,2,7,0,48-02101,16,9251
2,6,1,1,3,7,0,48-02510,14,781
2,3,1,1,2,1,0,48-02510,N,4572
2,1,1,1,6,5,0,48-02101,16,6325
1,1,6,1,9,7,0,48-02101,N,3688
1,4,1,1,7,5,0,48-02516,10,1736
1,1,1,1,4,6,1,48-02507,7,3093
2,6,1,1,2,9,0,48-02510,14,7770
1,N,1,1,N,3,0,48-02102,N,456
2,1,1,1,2,5,0,48-02102,N,1723
1,6,1,1,7,9,0,48-02102,11,3649
2,6,1,1,2,9,0,48-02516,7,3869
2,4,1,0,6,11,0,48-02507,17,8429
2,4,2,0,2,4,0,48-02515,N,3349
2,1,1,1,7,9,0,48-02102,11,1941
1,N,1,1,N,3,0,48-02101,N,7320
2,6,1,1,7,8,1,48-02102,11,2968
2,N,1,1,N,3,0,48-02102,N,8093
2,1,1,1,0,9,0,48-02101,N,2298
1,1,1,1,6,9,0,48-02510,6,3961
1,1,1,1,9,9,1,48-02516,16,3622
2,3,1,1,3,11,0,48-02516,N,5125
2,4,1,2,7,8,1,48-02102,3,5217
1,N,1,1,N,3,1,48-02510,N,7209
1,1,1,1,8,7,0,48-02516,11,669
2,1,1,1,0,9,0,48-02102,N,8451
1,1,1,1,7,7,0,48-02510,14,7577
2,1,1,1,9,7,1,48-02102,N,3057
1,N,1,1,N,3,0,48-02507,N,8385
2,4,1,1,0,5,0,48-02507,N,3695
2,6,1,1,0,4,0,48-02102,14,2543
1,1,1,1,0,5,0,48-02101,10,3231
2,1,1,2,6,4,1,48-02507,6,1586
1,1,1,1,8,5,0,48-02515,15,2946
1,N,1,1,N,3,0,48-02510,N,7284
1,6,9,1,8,5,0,48-02516,0,7769
2,4,1,1,4,7,0,48-02101,15,1645
1,1,1,1,5,5,0,48-02516,N,3416
1,1,1,1,8,5,0,48-02101,7,1493
1,N,1,1,N,2,1,48-02102,N,7334
1,1,1,2,5,7,0,48-02510,6,8222
2,1,1,1,8,7,0,48-02102,17,5671
1,1,1,1,9,9,0,48-02515,4,7011
1,1,1,1,6,9,0,48-02101,16,228
2,6,8,2,4,7,0,48-02102,11,8280
1,1,1,1,8,10,0,48-02510,4,6783
2,3,1,1,5,12,1,48-02510,N,3248
1,1,6,1,8,7,0,48-02101,4,7048
2,1,1,1,6,7,0,48-02515,N,8949
1,1,6,1,8,5,0,48-02510,4,3069
1,4,9,1,6,7,0,48-02516,6,6447
1,1,1,1,1,10,0,48-02101,14,2403
2,1,1,1,0,6,0,48-02101,N,9099
1,N,1,2,N,N,4,48-02515,N,7161
1,1,1,1,3,8,0,48-02101,N,5764
2,1,1,1,7,5,0,48-02102,10,1689
2,1,1,1,9,10,0,48-02102,3,1606
1,1,1,1,5,5,0,48-02101,6,5121
2,N,1,1,N,3,0,48-02101,N,2733
1,1,2,2,8,9,0,48-02515,9,899
1,1,2,1,9,9,4,48-02101,10,8305
2,1,1,1,4,9,0,48-02102,12,7111
2,1,1,1,8,10,0,48-02515,9,3210
1,6,1,1,6,6,0,48-02102,10,5351
1,1,2,1,4,7,0,48-02101,0,2179
2,6,1,1,0,4,0,48-02101,N,5983
1,1,1,1,1,8,0,48-02507,13,5754
2,5,8,2,2,7,1,48-02510,N,175
2,N,1,1,N,N,0,48-02102,N,4404
1,4,1,2,5,7,0,48-02510,15,6963
2,1,1,1,6,6,0,48-02510,11,1691
2,1,1,2,3,9,0,48-02507,17,5644
2,1,2,1,6,8,0,48-02516,9,8935
1,6,1,1,0,4,0,48-02101,N,2350
2,N,8,1,N,N,0,48-02102,N,2084
2,4,1,2,5,8,0,48-02515,4,8326
2,1,1,2,7,9,1,48-02510,15,8083
2,N,1,1,N,2,0,48-02101,N,6896
2,6,1,2,3,5,2,48-02510,15,1404
2,6,1,1,5,9,0,48-02507,14,4265
1,1,1,1,8,6,0,48-02515,5,1847
1,N,1,1,N,3,0,48-02515,N,3219
2,N,6,1,N,2,0,48-02510,N,5189
2,6,1,1,0,7,0,48-02101,13,2622
2,6,2,1,0,4,0,48-02101,N,622
2,4,1,2,8,9,1,48-02510,5,5487
1,1,1,1,8,10,0,48-02102,14,5539
1,1,8,1,0,7,0,48-02102,4,7537
1,6,1,2,5,9,0,48-02515,14,5147
1,5,2,2,3,N,0,48-02516,N,1920
2,1,1,1,5,10,1,48-02507,9,6177
2,1,1,1,2,5,0,48-02516,6,1045
2,1,1,2,8,5,1,48-02510,2,1994
2,1,1,1,0,3,0,48-02101,6,3497
2,6,1,1,0,5,0,48-02101,11,3920
2,1,1,1,2,5,0,48-02507,10,9219
2,N,1,0,3,1,0,48-02102,5,546
1,1,1,2,3,5,1,48-02515,12,6686
1,1,1,1,8,9,0,48-02515,4,1419
2,1,1,1,6,7,0,48-02101,11,8224
1,4,1,2,0,6,0,48-02102,N,2949
1,N,1,1,N,N,0,48-02516,N,7385
2,6,1,1,1,7,0,48-02515,0,2473
2,1,1,1,8,5,0,48-02516,N,1250
2,6,1,1,1,4,0,48-02101,0,4902
1,1,1,1,8,7,1,48-02510,5,5954
1,N,1,1,N,3,0,48-02507,N,4106
1,1,1,1,7,7,0,48-02516,11,5242
1,1,1,1,5,5,0,48-02102,7,6571
1,6,1,2,3,6,0,48-02102,9,7652
2,N,1,1,N,N,0,48-02510,N,628
1,N,1,1,N,2,0,48-02102,10,842
2,1,1,1,2,7,0,48-02102,11,1506
2,6,1,1,3,5,0,48-02507,13,3845
1,1,2,2,4,7,0,48-02510,9,8300
2,N,1,1,N,2,1,48-02101,N,1982
1,1,1,1,0,4,0,48-02515,10,1101
1,N,1,1,N,2,0,48-02516,N,2091
1,5,1,2,1,6,4,48-02101,7,2128
1,4,1,1,5,4,0,48-02101,7,5398
2,1,1,1,3,6,0,48-02101,N,7557
1,1,1,1,8,6,0,48-02102,7,6533
2,1,1,1,6,4,0,48-02102,16,5819
1,1,1,1,6,8,2,48-02515,4,7684
1,1,2,2,2,10,1,48-02510,14,8275
2,1,1,1,4,7,0,48-02101,6,7951
2,6,1,2,3,5,0,48-02510,14,1176
1,1,1,1,8,9,0,48-02507,9,3259
1,1,1,1,9,9,0,48-02516,3,7382
1,N,1,1,N,2,0,48-02507,N,2486
2,N,8,2,N,3,1,48-02516,N,3631
2,3,1,1,4,8,0,48-02102,N,8190
2,3,1,2,2,3,0,48-02510,N,6717
1,1,1,1,8,9,1,48-02516,15,8087
2,4,1,1,2,5,0,48-02507,N,7128
1,3,1,0,6,9,0,48-02507,9,8711
2,1,1,1,5,9,4,48-02515,N,6204
1,1,1,2,5,7,0,48-02101,4,2503
1,N,1,1,N,2,0,48-02101,N,4620
2,N,1,2,N,N,0,48-02101,N,1030
2,N,1,1,N,1,0,48-02101,N,6836
1,1,1,1,8,10,1,48-02516,10,6376
2,3,1,2,5,9,0,48-02515,8,6172
1,3,1,1,8,5,0,48-02102,6,140
2,4,1,2,4,9,0,48-02102,13,1552
2,1,1,2,5,6,0,48-02515,10,2046
2,1,1,1,6,6,0,48-02515,12,8832
2,1,1,1,2,9,1,48-02101,N,7721
1,1,2,1,9,11,0,48-02101,3,5357
1,1,1,2,4,9,1,48-02101,6,1520
2,1,1,1,3,7,0,48-02507,6,8630
1,3,1,1,6,5,0,48-02101,7,5661
2,1,2,1,9,9,0,48-02510,12,7736
2,1,2,2,8,5,0,48-02101,5,7648
2,2,1,1,3,5,0,48-02101,10,5160
1,1,2,1,8,7,0,48-02102,12,9058
1,4,1,1,7,5,0,48-02515,6,5947
2,1,1,1,9,8,4,48-02507,N,1970
1,1,1,1,4,7,1,48-02101,16,4082
1,1,1,1,1,9,0,48-02507,10,5200
2,6,1,1,4,5,0,48-02516,10,4394
1,6,1,2,0,7,0,48-02101,N,1510
2,1,1,2,0,5,1,48-02515,N,7384
2,1,1,2,7,12,1,48-02510,9,5088
1,1,1,1,7,10,0,48-02101,9,828
2,6,1,1,9,7,0,48-02515,6,7019
2,1,1,1,6,9,0,48-02101,N,2311
1,1,1,1,8,5,0,48-02101,12,2174
1,1,1,1,4,5,0,48-02516,6,1943
1,1,9,1,6,10,0,48-02516,4,2194
2,1,2,1,5,8,0,48-02102,N,443
1,1,2,1,7,7,0,48-02507,4,842
1,N,1,2,N,3,0,48-02101,N,6623
2,1,1,1,5,5,1,48-02102,3,1632
2,6,1,1,6,10,0,48-02515,6,1654
1,N,1,1,N,2,0,48-02101,N,1469
1,3,1,1,3,5,0,48-02516,14,4784
2,1,1,1,5,5,0,48-02510,12,8357
2,1,1,1,0,5,0,48-02101,N,1466
1,2,1,1,7,9,0,48-02102,N,6631
1,1,1,1,0,4,0,48-02516,N,5297
1,6,1,1,0,3,0,48-02101,N,1304
2,1,1,1,0,5,0,48-02101,N,2596
2,1,1,1,0,7,0,48-02102,10,1612
1,N,1,1,N,3,4,48-02101,N,9047
1,N,2,1,N,2,0,48-02507,N,1957
2,N,1,1,N,3,0,48-02101,N,1896
1,1,1,1,4,8,0,48-02101,5,3893
2,N,2,2,N,N,0,48-02507,N,2793
2,6,1,2,0,4,0,48-02516,N,920
1,N,1,1,N,4,0,48-02510,N,3616
1,6,1,1,0,4,0,48-02507,N,5166
1,2,6,1,6,7,0,48-02510,13,911
1,1,1,1,8,7,0,48-02510,7,8329
1,N,1,1,N,3,0,48-02101,N,6244
1,N,1,1,N,2,0,48-02507,N,4512
1,1,1,1,8,9,4,48-02515,4,893
1,1,1,1,0,5,0,48-02510,17,5746
2,4,1,2,9,10,0,48-02102,13,4303
2,1,1,1,7,7,1,48-02516,12,9091
2,6,1,1,6,8,4,48-02101,0,5657
1,1,1,1,5,8,1,48-02516,9,2088
1,1,1,1,9,7,0,48-02507,15,1406
2,1,1,1,4,7,0,48-02102,N,6173
1,3,1,0,2,4,0,48-02515,N,6526
2,1,1,1,8,8,1,48-02101,5,3215
2,N,1,2,N,3,0,48-02510,N,599
2,4,1,2,5,5,0,48-02516,15,2245
1,1,1,1,9,9,0,48-02101,7,3152
1,1,1,2,7,9,0,48-02516,5,3607
1,1,1,1,6,7,1,48-02507,N,6249
1,6,1,0,1,7,1,48-02101,13,8139
1,1,1,1,5,7,0,48-02102,12,1838
1,6,1,0,0,3,0,48-02102,0,8796
2,6,1,1,2,5,0,48-02101,15,3571
2,6,1,1,0,4,0,48-02101,N,2524
2,3,1,2,3,5,0,48-02516,2,2253
1,6,1,1,1,7,1,48-02101,10,4218
2,4,1,1,5,5,0,48-02516,6,6371
1,6,1,2,2,4,0,48-02507,3,788
1,3,1,1,3,5,1,48-02507,9,3085
2,N,1,2,3,12,0,48-02101,4,6775
2,4,2,1,5,5,0,48-02102,10,7658
2,N,1,1,N,N,0,48-02516,N,8118
2,N,1,1,N,3,0,48-02510,N,2715
1,6,1,1,4,9,0,48-02515,18,5492
1,1,1,1,9,9,0,48-02102,N,2478
1,1,1,1,8,10,0,48-02515,7,6072
2,6,1,0,2,1,0,48-02510,N,5393
1,4,1,1,1,7,0,48-02515,15,7151
1,1,1,1,9,5,0,48-02101,4,137
1,1,1,2,4,5,0,48-02510,14,9111
2,N,1,2,N,1,1,48-02102,10,1003
1,N,1,1,N,3,0,48-02516,N,5792
2,6,1,1,6,5,0,48-02102,16,5776
2,6,1,1,1,8,0,48-02102,15,4420
2,N,9,1,N,3,0,48-02515,N,8181
2,1,1,1,4,5,0,48-02515,7,3466
1,6,1,1,0,4,0,48-02507,N,8844
1,4,2,1,2,5,1,48-02101,N,6902
1,N,1,0,3,4,0,48-02516,14,7695
2,6,1,2,5,8,1,48-02515,9,860
1,1,1,1,5,8,0,48-02101,N,2017
2,N,3,2,N,N,0,48-02101,N,4253
1,N,1,2,N,3,0,48-02516,N,4249
2,1,1,1,5,7,1,48-02101,7,4759
1,6,2,1,0,4,0,48-02507,N,6065
1,1,1,1,9,12,1,48-02515,N,8124
2,3,1,1,1,7,1,48-02510,N,4320
2,1,1,1,3,5,0,48-02510,N,9048
2,1,1,1,7,9,0,48-02515,9,2347
2,N,1,2,N,2,0,48-02102,N,3086
2,1,2,2,7,7,0,48-02101,11,8473
1,N,1,1,N,3,0,48-02101,N,5764
1,2,1,2,2,12,0,48-02102,4,8259
2,1,1,2,8,8,0,48-02507,12,7195
2,4,1,2,6,7,0,48-02510,10,1227
2,1,1,1,9,8,0,48-02101,4,8382
1,1,1,1,5,5,0,48-02101,10,1834
1,6,1,1,4,5,0,48-02102,15,4221
1,1,1,1,3,8,0,48-02510,N,9082
1,1,1,1,8,7,0,48-02510,4,5457
2,6,1,1,3,9,0,48-02101,14,6740
2,5,1,2,7,2,0,48-02101,1,3875
1,1,1,1,6,9,1,48-02515,3,5248
2,1,2,1,0,9,1,48-02101,N,1265
2,N,1,1,N,3,1,48-02101,N,705
1,4,1,2,9,9,0,48-02507,10,8957
2,6,1,2,0,4,0,48-02102,N,5242
1,1,6,1,4,5,0,48-02102,N,2960
1,4,1,0,3,3,1,48-02510,7,8356
2,1,1,0,6,9,0,48-02507,16,4068
1,1,1,1,7,9,1,48-02516,10,2534
2,6,1,1,7,10,1,48-02516,16,659
1,6,1,1,2,7,1,48-02101,8,3074
2,1,1,1,4,1,0,48-02102,6,9162
2,6,1,1,0,3,0,48-02510,N,5869
1,6,6,1,2,5,0,48-02101,14,4282
1,6,1,0,1,5,0,48-02510,5,2481
1,6,1,1,9,9,1,48-02102,10,1718
1,4,1,1,4,9,0,48-02510,N,979
1,1,1,2,6,8,0,48-02507,7,8122
1,1,9,2,2,8,0,48-02101,8,1147
2,1,1,2,2,7,0,48-02102,N,8865
1,6,1,2,3,5,0,48-02101,6,3945
2,1,1,1,6,6,0,48-02515,N,71
1,1,1,1,5,9,0,48-02102,6,5425
1,N,1,1,3,11,0,48-02102,17,1848
2,1,1,1,9,10,0,48-02101,12,6670
2,6,6,1,1,4,0,48-02102,15,6392
1,1,2,1,6,7,0,48-02515,10,3438
1,2,8,0,4,5,0,48-02516,10,3436
2,4,1,1,7,5,0,48-02510,10,5402
2,1,1,1,7,6,0,48-02507,7,1222
2,1,1,2,5,4,0,48-02102,12,5021
2,1,1,1,8,9,0,48-02515,15,4543
2,6,1,1,8,5,4,48-02510,15,4623
2,N,1,1,N,2,0,48-02516,N,4074
1,6,1,1,9,9,0,48-02102,12,4023
2,3,1,1,0,8,0,48-02101,16,4860
2,1,1,1,9,10,0,48-02102,N,4575
1,N,2,1,N,3,0,48-02510,N,2334
1,6,2,2,4,5,0,48-02515,4,6615
1,1,1,1,8,8,0,48-02510,7,946
2,1,2,1,7,9,0,48-02516,15,6648
2,1,1,1,8,7,0,48-02102,N,4244
2,1,1,1,6,10,0,48-02515,9,5091
1,4,1,2,5,8,0,48-02101,7,8821
1,1,1,1,9,9,0,48-02510,9,4851
2,1,1,1,3,5,0,48-02507,14,3275
2,1,9,1,8,7,0,48-02516,13,7936
2,6,6,0,N,1,1,48-02101,5,3712
1,1,2,2,8,5,1,48-02101,7,8973
2,N,1,1,N,3,0,48-02507,N,7852
2,6,1,2,2,5,0,48-02101,10,4998
2,4,1,2,3,7,0,48-02102,N,7459
2,1,1,1,5,7,0,48-02507,11,3105
1,N,9,2,N,1,0,48-02516,N,4831
2,1,1,1,1,9,0,48-02510,6,5205
2,1,1,1,7,7,0,48-02102,6,7070
2,4,1,1,2,6,0,48-02102,N,8452
1,1,1,1,9,9,0,48-02101,10,5376
2,1,1,2,5,5,0,48-02510,12,4712
1,4,1,1,6,7,0,48-02507,11,3816
1,1,1,1,5,7,0,48-02516,10,1478
1,N,1,2,N,3,0,48-02516,N,1388
2,N,1,2,N,N,0,48-02516,N,9217
1,1,6,1,0,9,0,48-02102,3,9213
1,3,9,0,6,10,0,48-02515,1,8911
1,1,1,2,4,5,1,48-02516,7,8086
2,1,8,2,9,7,0,48-02101,6,6349
2,2,1,2,2,6,1,48-02516,10,5032
1,1,1,1,6,9,0,48-02510,4,2500
2,6,1,2,1,5,1,48-02102,17,3764
2,4,1,1,7,7,4,48-02510,2,7824
1,1,1,1,8,10,0,48-02516,16,8325
1,3,1,1,7,9,0,48-02102,4,7061
1,1,1,2,8,7,0,48-02101,16,3313
2,3,8,0,0,5,0,48-02101,16,6884
1,1,4,1,7,10,0,48-02516,10,1770
2,6,1,1,6,5,0,48-02101,15,9171
2,N,1,1,N,1,0,48-02515,N,2936
2,6,1,1,0,4,0,48-02101,N,1289
1,1,1,1,5,5,1,48-02516,7,6227
2,4,1,1,3,7,2,48-02101,10,2486
1,1,1,2,4,8,0,48-02102,17,1998
1,1,1,1,9,9,0,48-02516,4,224
1,N,1,2,N,N,1,48-02102,N,8036
2,4,1,1,7,9,0,48-02516,7,1636
1,1,1,0,6,8,0,48-02101,5,7637
1,N,1,1,N,3,0,48-02515,N,2513
2,6,1,1,7,10,0,48-02516,10,7095
1,6,1,1,2,4,4,48-02102,14,3206
2,1,1,1,7,10,0,48-02515,6,97
1,1,1,1,8,9,0,48-02516,16,7027
2,6,1,1,0,7,0,48-02507,N,9073
1,1,9,1,6,3,0,48-02515,6,4725
1,N,1,1,N,1,0,48-02510,N,7491
2,1,1,1,0,9,0,48-02515,N,3907
1,1,9,1,8,8,0,48-02515,7,167
2,1,1,1,3,5,1,48-02507,14,1932
2,4,1,1,5,5,1,48-02516,5,1626
2,1,8,1,6,4,0,48-02507,16,4190
1,3,1,0,0,3,0,48-02516,N,6603
2,6,2,1,0,3,0,48-02510,N,7532
1,1,1,1,7,8,2,48-02515,15,2568
2,6,1,1,0,4,0,48-02516,N,9044
2,5,2,2,6,7,1,48-02507,6,117
2,1,1,1,8,9,0,48-02510,11,8670
2,N,1,2,N,2,0,48-02510,N,4023
1,5,1,0,2,5,0,48-02101,15,589
2,1,1,1,4,9,0,48-02102,6,2147
2,N,2,1,N,3,0,48-02510,N,7709
2,N,8,1,N,N,0,48-02515,N,8953
2,4,1,1,7,5,1,48-02510,3,7200
2,N,1,2,N,3,0,48-02507,N,3876
2,4,1,1,7,7,0,48-02507,6,6668
2,6,1,1,6,9,0,48-02102,11,2581
1,6,1,1,6,8,0,48-02101,3,8828
2,6,1,1,2,7,0,48-02510,14,197
2,1,1,2,1,9,0,48-02515,6,3529
2,3,1,1,0,5,0,48-02516,0,3017
1,N,1,1,N,1,0,48-02510,N,8672
2,6,1,2,5,9,0,48-02516,10,8628
2,1,1,2,0,8,0,48-02101,N,1267
2,1,1,1,5,9,1,48-02507,6,766
1,6,1,1,5,7,0,48-02102,16,965
2,6,1,1,5,5,0,48-02102,12,1582
2,1,1,2,6,7,0,48-02510,14,7045
1,1,1,1,2,7,1,48-02102,5,5700
2,1,1,2,1,7,1,48-02516,11,2254
2,1,2,1,8,7,0,48-02507,12,1000
2,6,1,2,9,9,1,48-02102,12,2050
1,6,1,1,4,5,0,48-02101,6,5737
2,1,1,1,0,5,0,48-02102,3,2143
2,1,1,1,7,9,1,48-02101,12,8588
2,6,1,2,2,4,0,48-02102,18,1066
2,6,1,1,2,4,0,48-02102,14,481
2,N,1,1,N,2,0,48-02102,N,8484
2,N,1,1,N,3,0,48-02101,N,8618
2,1,1,2,7,7,0,48-02101,12,2252
1,1,1,2,1,8,0,48-02102,N,1503
2,4,8,2,7,3,0,48-02515,12,6812
2,6,1,2,2,4,0,48-02507,6,5115
2,1,1,1,7,10,0,48-02515,11,7741
1,N,1,2,N,N,0,48-02102,N,18
2,3,6,1,4,7,0,48-02101,N,4165
2,6,1,1,5,5,0,48-02101,6,4446
2,1,1,1,0,7,0,48-02516,N,330
1,1,1,1,0,1,0,48-02101,11,2714
2,6,1,2,8,9,0,48-02507,10,2237
2,1,1,1,8,10,1,48-02510,6,739
1,N,1,1,N,N,0,48-02516,N,4274
1,1,1,1,7,5,0,48-02101,11,4576
1,1,1,2,6,9,0,48-02516,3,4277
2,1,1,1,6,10,0,48-02516,6,4496
1,1,1,1,5,5,0,48-02102,6,4928
2,6,1,1,0,4,0,48-02101,N,600
2,1,9,1,6,10,0,48-02102,9,3057
1,1,1,1,5,4,0,48-02516,15,501
1,1,8,1,9,9,1,48-02515,10,7169
1,6,1,1,4,8,0,48-02102,14,5836
1,1,1,1,9,9,0,48-02102,4,3535
2,1,2,1,8,11,0,48-02101,4,7287
1,1,1,0,0,1,0,48-02507,1,137
2,N,2,1,N,N,0,48-02102,N,5768
2,1,1,1,6,5,0,48-02515,N,3762
1,6,1,1,2,9,0,48-02101,14,4793
1,1,1,2,5,9,0,48-02102,7,6193
2,2,1,2,4,5,0,48-02101,N,5472
2,N,1,1,N,3,1,48-02516,N,7105
1,4,1,1,6,7,0,48-02507,N,7155
2,N,1,1,N,1,0,48-02102,N,5674
2,N,1,2,N,3,0,48-02516,N,8178
1,4,1,2,9,7,0,48-02515,10,5012
1,N,1,1,N,N,0,48-02101,N,6469
1,1,6,1,5,4,0,48-02101,11,2573
2,N,1,1,N,3,0,48-02507,N,4346
2,3,1,1,7,5,0,48-02101,18,5283
1,3,1,1,6,7,0,48-02102,N,1539
1,1,1,1,9,9,0,48-02102,6,943
1,1,1,2,3,7,0,48-02102,N,5409
1,N,1,1,N,2,0,48-02101,N,3292
2,4,1,2,3,7,0,48-02101,N,6418
1,6,1,1,0,4,0,48-02101,N,171
2,4,1,1,9,5,1,48-02515,4,1950
1,4,1,1,9,9,0,48-02515,4,7108
1,6,1,1,3,9,0,48-02515,14,2662
2,1,6,2,3,5,0,48-02101,15,581
2,6,2,1,0,9,0,48-02102,N,2185
2,3,1,0,9,10,0,48-02515,2,5245
2,6,1,0,6,3,0,48-02516,16,4434
2,1,2,1,8,9,0,48-02507,12,3433
1,6,1,0,6,5,0,48-02102,11,7393
2,1,1,1,8,9,1,48-02102,11,7529
1,N,1,2,N,3,0,48-02516,N,73
1,1,1,1,1,5,0,48-02515,18,7799
1,3,1,2,4,7,0,48-02515,11,4719
2,1,1,1,2,7,0,48-02101,6,705
1,1,1,1,7,5,0,48-02102,4,2055
1,N,1,2,N,N,0,48-02516,N,749
2,N,1,1,N,N,0,48-02510,N,7426
1,6,1,1,1,4,0,48-02101,14,8927
2,N,1,1,N,3,0,48-02516,N,981
2,6,1,1,5,8,0,48-02507,N,8561
1,N,1,1,N,N,0,48-02507,N,8419
2,N,1,1,N,4,0,48-02101,N,7341
1,N,1,1,N,3,0,48-02101,N,2688
1,1,1,1,8,12,0,48-02101,4,3494
1,6,1,1,2,5,0,48-02101,11,2733
2,N,1,1,N,1,0,48-02101,N,2808
2,N,1,1,N,N,0,48-02515,N,5067
2,N,1,2,N,N,0,48-02102,N,72
1,1,1,1,9,9,0,48-02101,11,1055
2,N,9,1,N,3,0,48-02507,N,3871
2,1,1,1,6,4,0,48-02102,16,3360
2,6,1,1,0,7,0,48-02102,N,7086
2,1,1,1,5,6,1,48-02515,16,5017
1,6,1,2,1,5,0,48-02510,7,9072
2,1,2,1,8,7,0,48-02102,11,5256
2,4,1,1,9,10,1,48-02516,9,2514
1,N,1,1,N,3,0,48-02515,N,9235
1,N,2,2,N,3,0,48-02516,N,7423
2,6,6,2,8,9,0,48-02516,N,4522
1,1,1,1,8,8,0,48-02102,4,6179
1,1,1,1,9,7,0,48-02510,12,4291
2,6,1,2,0,4,4,48-02516,N,7167
1,N,1,1,N,2,0,48-02101,N,5587
2,1,1,2,6,7,0,48-02516,15,2384
1,6,1,1,0,3,0,48-02102,10,9242
2,1,1,1,1,7,0,48-02101,N,2437
1,6,1,1,0,8,1,48-02516,N,6505
2,1,1,1,3,9,0,48-02510,6,5055
1,4,1,2,4,8,0,48-02515,7,7123
2,1,2,1,3,7,0,48-02516,15,8930
2,6,1,1,6,3,0,48-02516,5,6159
2,1,1,1,9,9,0,48-02507,1,8724
2,1,1,1,0,9,0,48-02516,N,4665
2,1,8,1,4,5,0,48-02516,11,7512
2,6,1,0,6,9,0,48-02515,8,513
2,3,1,0,4,5,0,48-02516,N,2311
2,4,1,0,4,7,0,48-02510,9,6456
2,1,1,1,3,4,0,48-02515,N,8862
2,3,1,2,2,7,0,48-02515,N,481
1,1,1,1,8,8,0,48-02101,6,8988
2,6,1,1,0,7,0,48-02510,N,4397
1,1,1,2,8,8,0,48-02101,3,1679
2,4,1,1,1,9,0,48-02507,12,3402
1,4,1,2,4,7,0,48-02515,N,7043
2,1,1,1,4,9,0,48-02515,N,6628
2,4,1,2,5,5,0,48-02101,6,3304
2,N,1,1,N,2,0,48-02101,N,7518
2,4,2,1,7,7,0,48-02102,11,6266
1,6,1,1,5,5,0,48-02507,5,7486
2,1,1,1,9,10,0,48-02515,7,6653
1,1,1,2,3,8,0,48-02507,13,2758
2,1,1,1,3,7,1,48-02101,6,2731
2,6,1,2,3,7,0,48-02102,12,2648
1,N,1,1,N,3,0,48-02102,N,353
1,N,1,1,N,3,0,48-02101,N,5745
1,1,1,1,8,10,0,48-02101,12,94
2,4,1,1,1,7,0,48-02516,14,208
1,N,1,1,N,2,0,48-02516,N,248
2,1,1,1,3,8,0,48-02507,3,517
2,6,1,1,2,4,0,48-02515,7,7087
1,1,1,1,5,9,0,48-02516,3,4185
1,1,1,1,2,9,0,48-02101,N,6308
2,1,1,1,5,7,0,48-02515,11,6087
1,6,2,1,6,8,0,48-02510,11,8380
1,1,1,1,7,4,1,48-02516,11,5916
1,3,9,1,1,5,0,48-02516,2,9188
1,1,1,1,9,7,0,48-02516,7,9202
1,N,1,1,N,1,4,48-02101,N,2905
1,N,1,1,N,2,1,48-02102,N,2498
2,6,1,1,6,5,0,48-02102,N,5470
1,1,1,1,8,7,0,48-02515,6,8514
2,6,1,2,3,4,1,48-02507,11,3890
2,6,1,0,3,9,0,48-02516,14,524
2,N,1,1,N,3,0,48-02102,N,3997
2,1,1,1,2,7,0,48-02101,N,1431
2,N,1,1,N,N,0,48-02101,N,7084
1,N,1,1,N,1,1,48-02515,N,9153
2,N,1,2,N,3,0,48-02510,N,4146
2,4,1,0,0,7,0,48-02507,N,7488
1,1,1,1,6,7,0,48-02102,11,2346
2,2,1,2,0,10,0,48-02507,14,7872
1,1,2,1,7,9,0,48-02101,3,3303
2,N,1,2,N,3,1,48-02101,N,2403
1,6,1,1,5,7,0,48-02516,10,3269
2,4,1,0,0,7,1,48-02515,N,634
2,N,1,2,N,N,0,48-02507,N,1758
2,6,1,2,3,5,0,48-02507,11,1128
2,1,1,1,6,9,0,48-02510,12,1903
2,1,1,1,8,6,0,48-02507,15,4692
1,1,1,1,0,7,0,48-02102,12,1457
1,N,1,2,N,3,0,48-02510,N,8192
2,1,1,1,0,7,0,48-02516,N,2510
2,1,1,1,9,9,0,48-02101,N,2254
