,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,index_col
3673,2,6,1,1,1,9,34,3,5,2,3673
3674,1,5,1,1,5,10,44,1,N,2,3674
3675,1,3,1,1,6,3,28,1,N,2,3675
3676,2,2,1,1,3,8,57,3,N,2,3676
3677,1,5,1,1,8,4,50,2,N,2,3677
3678,1,3,1,1,N,5,65,3,N,2,3678
3679,1,5,1,1,N,10,21,3,5,2,3679
3680,1,5,5,1,7,6,9,1,N,2,3680
3681,2,6,2,1,7,3,63,3,N,2,3681
3682,2,3,1,1,8,11,36,3,N,2,3682
3683,1,5,1,1,3,5,73,3,N,2,3683
3684,2,6,1,1,1,4,30,3,N,2,3684
3685,1,3,1,1,N,11,48,1,N,2,3685
3686,2,6,1,1,0,9,65,3,N,2,3686
3687,2,4,1,1,0,4,66,3,N,2,3687
3688,2,N,1,1,N,1,29,3,N,2,3688
3689,1,2,1,1,2,9,8,1,N,2,3689
3690,1,2,1,1,3,5,40,3,N,2,3690
3691,1,3,1,1,7,1,25,3,N,2,3691
3692,2,6,1,1,4,6,18,3,N,2,3692
3693,2,4,2,1,5,12,44,3,N,2,3693
3694,2,5,2,1,8,10,67,3,5,2,3694
3695,2,6,1,1,2,6,67,3,N,2,3695
3696,1,6,1,1,7,12,13,2,N,2,3696
3697,1,4,1,1,9,8,64,3,N,2,3697
3698,2,N,1,1,N,9,31,1,N,2,3698
3699,2,6,2,1,4,7,81,3,N,2,3699
3700,1,2,1,1,1,5,79,3,N,2,3700
3701,2,2,1,1,0,9,35,3,N,2,3701
3702,1,6,1,1,1,7,74,2,N,2,3702
3703,2,2,2,1,2,6,9,3,N,2,3703
3704,2,N,2,1,6,10,23,2,N,2,3704
3705,2,3,1,1,4,9,73,2,N,2,3705
3706,1,1,1,1,7,6,21,1,N,2,3706
3707,1,N,1,1,0,9,36,3,5,2,3707
3708,2,6,1,1,2,8,52,3,N,2,3708
3709,1,N,2,1,5,3,68,1,N,2,3709
3710,1,4,1,1,9,3,23,3,5,2,3710
3711,2,4,1,1,5,7,63,3,5,2,3711
3712,1,6,2,1,1,9,66,3,N,2,3712
3713,2,3,1,1,8,2,24,1,N,2,3713
3714,1,1,1,1,2,2,55,3,N,2,3714
3715,1,6,1,1,1,5,19,2,5,2,3715
3716,1,4,1,2,8,11,40,2,N,2,3716
3717,1,5,1,1,9,10,77,3,N,2,3717
3718,1,1,1,1,6,1,15,3,N,2,3718
3719,1,6,3,1,0,8,21,3,N,2,3719
3720,2,6,1,2,9,5,50,3,5,2,3720
3721,2,4,2,1,3,6,12,3,N,2,3721
3722,1,5,3,1,5,6,74,3,N,2,3722
3723,2,4,1,1,9,4,84,3,N,2,3723
3724,1,5,1,1,N,9,69,2,N,2,3724
3725,2,2,1,1,2,5,49,2,N,2,3725
3726,2,4,1,1,9,8,83,2,N,2,3726
3727,1,1,1,1,3,5,46,1,N,2,3727
3728,2,5,1,1,N,3,23,1,N,2,3728
3729,2,1,1,1,6,12,15,2,N,2,3729
3730,2,1,1,1,7,10,74,1,N,2,3730
3731,1,4,1,1,4,7,73,1,N,2,3731
3732,1,3,1,1,3,9,77,3,N,2,3732
3733,1,6,1,1,6,3,66,3,N,2,3733
3734,1,N,1,1,N,3,8,1,N,2,3734
3735,1,3,1,1,7,9,47,3,N,2,3735
3736,2,4,1,1,1,9,31,3,N,2,3736
3737,2,2,1,1,5,1,10,2,N,2,3737
3738,1,4,1,1,0,8,32,3,N,2,3738
3739,1,5,1,1,N,4,16,2,2,2,3739
3740,1,1,1,1,0,3,48,2,N,2,3740
3741,1,4,1,1,9,6,91,1,N,2,3741
3742,2,2,2,1,1,9,49,3,N,2,3742
3743,2,4,1,1,7,10,37,3,N,2,3743
3744,1,2,1,1,4,9,63,3,N,2,3744
3745,2,4,1,1,2,9,67,3,N,2,3745
3746,1,3,1,1,5,12,13,3,N,2,3746
3747,2,5,1,1,N,4,43,3,N,2,3747
3748,1,4,1,1,4,5,78,2,5,2,3748
3749,2,1,1,1,8,7,43,3,N,2,3749
3750,1,1,4,1,5,8,24,3,N,2,3750
3751,1,4,1,1,0,5,17,3,N,2,3751
3752,1,3,2,1,5,1,24,3,N,2,3752
3753,1,1,1,1,8,6,27,3,N,2,3753
3754,2,N,1,1,7,6,10,3,N,2,3754
3755,1,1,1,1,2,7,9,3,N,2,3755
3756,2,1,1,1,4,7,76,3,N,2,3756
3757,2,4,1,1,9,7,78,2,N,2,3757
3758,1,3,1,1,2,2,47,3,N,2,3758
3759,2,2,1,1,1,7,27,1,N,2,3759
3760,2,6,1,1,7,7,45,3,N,2,3760
3761,1,1,1,1,7,10,22,3,N,2,3761
3762,2,5,1,1,6,9,55,3,N,2,3762
3763,1,N,1,1,N,N,2,3,N,2,3763
3764,1,2,1,1,9,9,29,3,N,2,3764
3765,1,3,1,1,5,5,45,2,N,2,3765
3766,2,N,1,1,N,10,28,3,N,2,3766
3767,2,1,1,2,N,9,80,2,N,2,3767
3768,1,N,1,1,5,4,8,2,N,2,3768
3769,2,6,1,1,2,8,32,3,N,2,3769
3770,2,3,1,1,N,5,54,2,N,2,3770
3771,2,2,1,1,9,4,70,3,N,2,3771
3772,2,N,1,1,0,7,60,3,N,2,3772
3773,2,5,1,1,N,1,39,1,N,2,3773
3774,1,3,1,1,8,1,32,2,N,2,3774
3775,2,4,1,1,9,4,72,3,N,2,3775
3776,1,5,2,1,0,4,76,3,N,2,3776
3777,2,5,1,1,5,6,39,3,N,2,3777
3778,1,N,1,1,N,7,77,2,N,2,3778
3779,1,4,1,1,5,1,9,1,N,2,3779
3780,1,3,1,1,4,7,52,3,N,2,3780
3781,2,6,1,1,1,9,55,3,N,2,3781
3782,2,6,3,1,0,9,68,3,N,2,3782
3783,2,3,1,1,7,4,36,3,N,2,3783
3784,1,1,1,1,3,7,77,3,N,2,3784
3785,1,5,2,1,2,9,63,3,N,2,3785
3786,1,4,1,1,4,6,8,3,N,2,3786
3787,2,6,1,1,3,9,42,3,N,2,3787
3788,2,1,1,1,2,7,50,3,N,2,3788
3789,1,5,1,1,6,11,33,2,N,2,3789
3790,1,2,1,1,1,1,28,2,N,2,3790
3791,1,6,1,1,1,5,43,3,N,2,3791
3792,2,6,1,1,5,9,16,3,N,2,3792
3793,1,4,1,1,6,8,31,3,N,2,3793
3794,1,6,1,1,9,9,42,3,N,2,3794
3795,1,3,1,1,2,7,64,3,N,2,3795
3796,1,2,1,1,4,7,75,3,N,2,3796
3797,2,4,1,1,6,10,39,3,N,2,3797
3798,1,2,1,1,1,5,65,3,N,2,3798
3799,2,N,1,1,5,12,30,3,5,2,3799
3800,2,5,1,1,5,6,28,3,N,2,3800
3801,2,6,1,1,1,1,28,3,N,2,3801
3802,1,2,1,1,4,7,10,3,N,2,3802
3803,1,6,1,1,1,10,54,2,5,2,3803
3804,1,2,1,1,N,10,3,3,N,2,3804
3805,1,6,1,2,4,5,82,3,N,2,3805
3806,2,2,5,1,5,1,5,3,N,2,3806
3807,1,3,1,1,8,5,86,3,N,2,3807
3808,1,4,1,1,3,11,11,3,N,2,3808
3809,2,N,1,1,6,8,30,2,N,2,3809
3810,1,3,1,1,3,8,7,3,5,2,3810
3811,2,2,1,1,7,6,74,3,N,2,3811
3812,1,6,1,1,9,5,70,1,N,2,3812
3813,2,2,2,1,6,2,18,2,N,2,3813
3814,2,N,1,1,N,10,87,3,N,2,3814
3815,1,3,1,1,9,5,60,3,5,2,3815
3816,1,5,1,1,3,4,41,1,N,2,3816
3817,2,2,1,1,9,6,7,3,N,2,3817
3818,1,N,1,1,N,12,31,1,N,2,3818
3819,2,3,1,1,5,12,34,3,N,2,3819
3820,2,6,1,1,7,5,77,3,N,2,3820
3821,2,4,1,1,9,8,60,2,N,2,3821
3822,1,4,1,1,2,6,84,1,N,2,3822
3823,2,4,1,1,N,12,47,3,N,2,3823
3824,1,3,1,1,N,2,23,2,N,2,3824
3825,2,N,1,2,N,6,32,1,N,2,3825
3826,1,6,1,1,3,3,14,3,N,2,3826
3827,2,6,1,1,9,5,89,3,N,2,3827
3828,1,1,1,1,2,5,76,2,5,2,3828
3829,2,6,1,1,1,5,64,3,N,2,3829
3830,1,5,2,1,5,1,16,2,N,2,3830
3831,1,3,1,2,8,3,36,3,N,2,3831
3832,1,3,1,1,6,6,18,3,N,2,3832
3833,1,3,1,1,8,9,8,3,N,2,3833
3834,2,N,1,1,N,N,18,1,N,2,3834
3835,1,N,1,1,N,N,15,1,N,2,3835
3836,2,6,4,1,0,6,42,3,N,2,3836
3837,2,6,1,1,9,6,10,3,N,2,3837
3838,2,3,1,1,1,3,33,3,N,2,3838
3839,1,N,2,1,N,12,23,3,N,2,3839
3840,2,4,1,1,4,12,57,3,N,2,3840
3841,1,3,1,1,N,5,54,3,N,2,3841
3842,2,4,1,1,5,9,20,3,N,2,3842
3843,1,5,1,1,8,5,89,1,N,2,3843
3844,2,5,2,1,N,6,22,3,5,2,3844
3845,1,2,1,1,4,8,36,3,N,2,3845
3846,1,5,2,1,8,1,63,3,5,2,3846
3847,1,5,1,1,4,4,29,3,N,2,3847
3848,1,6,1,1,4,7,66,3,5,2,3848
3849,1,4,1,1,1,8,62,3,5,2,3849
3850,1,1,1,1,9,6,52,2,N,2,3850
3851,1,5,1,1,N,12,26,3,N,2,3851
3852,2,1,1,1,7,9,5,3,N,2,3852
3853,2,N,1,1,N,12,22,3,2,2,3853
3854,2,6,1,1,2,4,42,3,N,2,3854
3855,2,1,1,1,5,9,58,1,N,2,3855
3856,2,1,1,1,8,10,20,3,5,2,3856
3857,1,2,3,1,N,11,3,3,N,2,3857
3858,1,1,1,1,8,3,18,1,N,2,3858
3859,2,5,1,1,7,10,15,1,N,2,3859
3860,2,4,1,1,5,1,51,3,N,2,3860
3861,1,1,1,1,N,3,15,3,N,2,3861
3862,1,N,1,1,N,4,28,1,N,2,3862
3863,1,1,1,1,N,11,5,3,N,2,3863
3864,1,2,1,1,7,1,19,3,N,2,3864
3865,1,1,1,1,5,5,73,3,N,2,3865
3866,1,4,1,1,4,1,33,1,N,2,3866
3867,1,N,1,1,N,N,48,1,5,2,3867
3868,2,2,1,1,3,12,1,3,N,2,3868
3869,2,5,1,1,6,4,59,1,N,2,3869
3870,1,N,1,1,6,10,28,2,N,2,3870
3871,1,N,1,1,N,10,10,3,N,2,3871
3872,1,3,1,1,2,9,61,2,N,2,3872
3873,2,N,1,1,N,11,15,3,2,2,3873
3874,1,5,1,1,4,8,81,3,N,2,3874
3875,2,1,1,1,4,4,11,1,N,2,3875
3876,1,5,1,1,6,1,31,1,N,2,3876
3877,2,5,1,2,8,6,39,3,N,2,3877
3878,1,2,1,1,6,2,18,2,N,2,3878
3879,2,3,1,1,0,1,55,3,5,2,3879
3880,2,3,1,1,0,11,58,3,N,2,3880
3881,2,5,1,1,N,9,58,3,N,2,3881
3882,2,3,2,1,7,6,79,1,5,2,3882
3883,2,6,1,1,3,9,72,3,N,2,3883
3884,2,4,1,1,3,6,72,3,N,2,3884
3885,1,N,1,1,7,10,43,3,N,2,3885
3886,2,5,1,1,N,8,39,3,N,2,3886
3887,1,6,1,1,8,6,9,3,N,2,3887
3888,1,1,1,1,9,1,15,3,N,2,3888
3889,2,5,1,1,2,4,61,3,N,2,3889
3890,2,1,1,1,N,11,11,3,N,2,3890
3891,2,6,1,1,3,7,58,3,N,2,3891
3892,1,4,1,1,N,3,45,3,5,2,3892
3893,1,3,1,1,6,6,32,2,N,2,3893
3894,1,6,2,1,7,9,34,3,N,2,3894
3895,2,6,1,1,4,8,60,3,N,2,3895
3896,2,5,1,1,6,9,39,3,N,2,3896
3897,1,2,1,1,6,4,18,3,5,2,3897
3898,1,4,1,1,8,6,26,3,N,2,3898
3899,1,1,1,1,2,1,53,2,N,2,3899
3900,1,2,1,1,4,10,58,3,N,2,3900
3901,2,N,1,1,9,7,56,3,N,2,3901
3902,1,2,2,1,2,10,69,3,5,2,3902
3903,1,6,1,1,5,7,19,3,N,2,3903
3904,2,3,1,1,2,7,64,3,N,2,3904
3905,2,N,1,1,N,4,16,2,N,2,3905
3906,2,3,1,1,4,2,29,3,N,2,3906
3907,1,5,1,1,N,6,24,3,N,2,3907
3908,2,4,1,1,9,8,20,3,5,2,3908
3909,1,3,1,1,9,5,84,2,N,2,3909
3910,1,6,1,1,1,5,81,3,N,2,3910
3911,2,4,1,1,4,5,75,2,N,2,3911
3912,2,6,1,1,3,5,84,3,N,2,3912
3913,2,1,1,1,2,6,22,2,N,2,3913
3914,1,2,1,1,0,11,52,3,N,2,3914
3915,1,2,1,1,4,8,74,2,N,2,3915
3916,1,1,1,1,6,7,42,3,N,2,3916
3917,1,5,3,1,N,N,5,2,N,2,3917
3918,1,1,1,1,5,1,16,3,N,2,3918
3919,2,N,1,1,5,9,54,3,N,2,3919
3920,2,N,1,1,N,3,36,3,N,2,3920
3921,2,1,1,1,8,8,17,3,5,2,3921
3922,1,4,1,1,4,11,4,3,N,2,3922
3923,2,5,1,1,7,5,40,2,N,2,3923
3924,2,5,1,1,2,9,17,2,5,2,3924
3925,2,N,1,1,2,9,17,3,N,2,3925
3926,2,4,1,1,N,2,11,3,N,2,3926
3927,2,1,1,1,4,10,6,3,N,2,3927
3928,1,1,1,1,8,11,37,1,5,2,3928
3929,2,2,1,1,4,1,72,3,N,2,3929
3930,1,3,1,1,7,4,46,2,N,2,3930
3931,1,3,1,1,6,8,30,3,N,2,3931
3932,2,5,1,1,N,N,37,3,N,2,3932
3933,2,5,1,1,N,6,19,3,N,2,3933
3934,1,3,2,1,5,8,21,3,N,2,3934
3935,1,4,1,1,3,5,15,3,N,2,3935
3936,2,5,1,1,4,7,59,1,N,2,3936
3937,2,5,1,1,2,8,66,3,N,2,3937
3938,1,2,3,1,0,6,26,3,5,2,3938
3939,2,4,1,1,4,5,89,1,N,2,3939
3940,2,N,4,2,5,4,42,2,5,2,3940
3941,1,3,1,1,6,6,14,3,N,2,3941
3942,1,5,1,1,0,7,81,3,N,2,3942
3943,2,6,1,1,1,7,6,3,N,2,3943
3944,1,4,1,1,0,9,55,3,N,2,3944
3945,2,1,1,1,6,8,29,1,N,2,3945
3946,1,1,1,1,N,5,72,3,5,2,3946
3947,2,N,1,1,N,1,67,3,N,2,3947
3948,1,3,1,1,4,4,46,1,N,2,3948
3949,1,2,1,1,0,9,49,2,N,2,3949
3950,2,4,1,1,3,1,40,2,N,2,3950
3951,1,N,1,1,4,2,56,3,N,2,3951
3952,2,4,1,1,2,5,91,3,N,2,3952
3953,1,2,1,1,7,7,55,3,N,2,3953
3954,1,6,1,1,1,7,70,3,N,2,3954
3955,2,N,2,2,N,N,20,3,N,2,3955
3956,2,2,1,1,1,8,40,3,N,2,3956
3957,2,N,1,1,N,6,21,2,5,2,3957
3958,1,2,1,1,4,5,67,3,N,2,3958
3959,1,2,1,1,1,7,21,3,N,2,3959
3960,1,6,1,2,0,5,45,3,N,2,3960
3961,2,N,1,1,N,N,32,1,5,2,3961
3962,2,5,1,1,4,8,82,3,N,2,3962
3963,2,4,1,1,4,7,81,3,5,2,3963
3964,1,2,1,1,9,7,46,3,N,2,3964
3965,2,6,1,1,1,9,45,3,N,2,3965
3966,1,N,1,1,N,9,42,1,N,2,3966
3967,2,4,1,1,7,5,45,2,N,2,3967
3968,1,2,1,1,2,5,93,3,N,2,3968
3969,2,2,1,1,5,8,40,3,N,2,3969
3970,1,3,1,1,9,5,55,3,N,2,3970
3971,1,2,1,1,9,7,86,1,N,2,3971
3972,1,3,1,1,2,9,74,3,N,2,3972
3973,1,5,1,1,5,1,20,3,N,2,3973
3974,2,2,1,1,0,8,64,3,N,2,3974
3975,2,4,1,1,9,10,63,3,N,2,3975
3976,2,2,3,1,9,7,29,3,N,2,3976
3977,1,5,1,1,8,9,61,3,N,2,3977
3978,2,6,2,2,1,5,83,3,N,2,3978
3979,2,1,2,1,N,7,58,2,N,2,3979
3980,1,6,1,1,8,5,15,3,N,2,3980
3981,2,2,2,1,0,9,87,2,N,2,3981
3982,2,4,1,1,2,7,19,2,N,2,3982
3983,2,5,1,1,4,4,21,3,N,2,3983
3984,1,3,1,1,2,1,13,3,N,2,3984
3985,2,N,1,1,2,6,38,1,N,2,3985
3986,1,4,1,1,0,9,71,3,N,2,3986
3987,2,2,1,1,1,12,61,3,N,2,3987
3988,2,4,3,1,8,6,1,3,N,2,3988
3989,1,4,1,1,0,6,57,2,5,2,3989
3990,1,N,1,1,N,N,0,3,N,2,3990
3991,2,6,1,1,1,5,58,3,N,2,3991
3992,1,1,2,1,N,9,60,3,N,2,3992
3993,1,6,1,1,7,8,26,3,N,2,3993
3994,2,2,1,1,4,5,86,3,N,2,3994
3995,1,6,1,1,1,5,88,3,N,2,3995
3996,2,3,1,1,4,8,34,3,N,2,3996
3997,2,N,1,1,N,10,92,2,N,2,3997
3998,2,5,1,1,5,5,69,3,5,2,3998
3999,2,2,1,1,1,8,37,3,N,2,3999
4000,1,2,1,1,2,5,82,3,N,2,4000
4001,2,2,1,1,9,7,49,1,N,2,4001
4002,2,2,1,1,2,5,59,3,N,2,4002
4003,1,6,1,1,4,5,88,3,N,2,4003
4004,2,6,1,1,0,8,36,3,N,2,4004
4005,1,3,1,1,7,9,42,3,N,2,4005
4006,2,4,1,1,2,5,50,3,N,2,4006
4007,2,4,1,1,7,8,30,2,N,2,4007
4008,1,4,1,1,3,8,54,3,N,2,4008
4009,1,5,1,1,N,10,63,3,N,2,4009
4010,2,1,1,1,4,N,41,3,N,2,4010
4011,2,N,1,1,6,11,76,3,N,2,4011
4012,1,4,1,1,3,1,44,2,N,2,4012
4013,1,N,1,1,N,3,1,3,N,2,4013
4014,1,4,1,1,9,5,65,2,N,2,4014
4015,1,6,1,1,3,8,55,3,N,2,4015
4016,2,3,1,1,N,12,18,1,N,2,4016
4017,2,2,1,1,0,5,73,3,N,2,4017
4018,2,3,1,1,6,6,6,3,N,2,4018
4019,1,6,1,1,7,9,32,3,N,2,4019
4020,2,2,1,1,8,5,83,3,N,2,4020
4021,2,1,1,1,N,2,14,3,N,2,4021
4022,1,N,1,1,N,10,22,1,N,2,4022
4023,2,4,1,1,4,9,3,3,N,2,4023
4024,2,N,1,1,N,12,6,3,N,2,4024
4025,2,2,2,1,0,9,93,1,N,2,4025
4026,2,4,1,1,9,5,81,3,N,2,4026
4027,2,5,1,1,7,4,46,3,N,2,4027
4028,1,1,1,1,4,5,57,3,N,2,4028
4029,2,1,1,1,9,8,74,3,N,2,4029
4030,1,4,1,1,5,6,44,2,N,2,4030
4031,1,6,2,1,3,6,10,3,N,2,4031
4032,1,2,1,1,2,7,86,3,N,2,4032
4033,2,3,1,1,2,1,29,3,5,2,4033
4034,1,4,1,1,4,10,52,2,N,2,4034
4035,1,5,1,1,6,5,36,3,N,2,4035
4036,1,2,1,1,8,8,65,3,N,2,4036
4037,1,1,1,1,7,6,34,3,N,2,4037
4038,1,5,1,1,N,5,48,2,N,2,4038
4039,2,5,1,1,5,4,53,1,N,2,4039
4040,2,4,1,1,7,5,21,3,N,2,4040
4041,2,4,1,1,9,5,83,1,5,2,4041
4042,1,6,1,1,9,8,38,3,N,2,4042
4043,2,6,1,1,9,7,20,3,5,2,4043
4044,1,5,1,1,5,11,60,3,N,2,4044
4045,1,4,2,1,8,10,35,3,N,2,4045
4046,1,3,1,1,4,9,58,1,5,2,4046
4047,1,4,1,1,4,3,28,3,N,2,4047
4048,2,5,1,1,9,8,51,3,N,2,4048
4049,1,1,1,1,5,6,53,3,N,2,4049
4050,2,N,1,1,N,2,1,1,N,2,4050
4051,2,5,2,1,6,2,11,3,5,2,4051
4052,2,6,1,1,6,6,26,1,N,2,4052
4053,2,6,1,1,1,5,82,3,N,2,4053
4054,1,2,1,1,0,7,47,3,5,2,4054
4055,1,6,1,1,3,5,88,3,N,2,4055
4056,2,6,1,1,7,4,43,3,N,2,4056
4057,1,6,1,1,4,7,32,3,N,2,4057
4058,1,5,1,1,6,9,8,1,N,2,4058
4059,2,2,1,1,2,11,50,3,N,2,4059
4060,2,4,1,1,2,9,44,1,N,2,4060
4061,2,6,1,1,1,9,92,3,5,2,4061
4062,1,6,1,1,9,8,29,3,N,2,4062
4063,2,4,1,1,4,9,64,3,N,2,4063
4064,1,3,1,1,7,4,47,2,N,2,4064
4065,2,5,1,1,4,3,62,2,N,2,4065
4066,1,2,1,1,5,6,18,3,N,2,4066
4067,2,2,1,1,3,5,60,3,N,2,4067
4068,2,2,1,1,0,7,48,3,N,2,4068
4069,2,2,1,1,3,5,90,2,N,2,4069
4070,1,6,1,1,4,5,73,3,N,2,4070
4071,2,5,1,1,8,5,52,3,N,2,4071
4072,2,N,2,1,2,5,12,3,N,2,4072
4073,1,6,2,1,1,5,53,3,N,2,4073
4074,1,4,1,1,6,1,9,3,N,2,4074
4075,1,2,1,1,1,5,60,3,5,2,4075
4076,2,5,1,1,1,6,88,3,N,2,4076
4077,1,1,1,1,6,6,66,3,N,2,4077
4078,2,2,1,1,9,7,50,3,N,2,4078
4079,2,1,1,1,6,8,53,2,N,2,4079
4080,2,2,1,1,7,12,48,3,N,2,4080
4081,2,4,1,1,N,9,24,3,N,2,4081
4082,2,1,1,1,8,11,21,1,N,2,4082
4083,1,2,1,1,1,5,69,3,N,2,4083
4084,2,5,1,1,7,5,69,3,N,2,4084
4085,2,1,1,1,N,1,23,1,N,2,4085
4086,1,3,1,1,9,1,66,1,N,2,4086
4087,1,N,1,1,8,7,90,3,N,2,4087
4088,1,4,1,1,8,5,70,3,5,2,4088
4089,1,5,1,1,N,10,44,1,N,2,4089
4090,2,3,1,1,9,5,91,1,N,2,4090
4091,1,1,1,1,6,1,37,3,N,2,4091
4092,2,4,1,1,7,7,48,3,2,2,4092
4093,2,2,1,1,2,1,20,1,N,2,4093
4094,1,N,2,1,N,3,20,1,5,2,4094
4095,2,1,1,1,7,8,62,1,N,2,4095
4096,2,5,1,1,7,9,40,3,N,2,4096
4097,2,1,1,1,8,5,57,3,N,2,4097
4098,2,3,1,1,3,7,75,1,N,2,4098
4099,2,4,1,1,8,6,51,3,N,2,4099
4100,2,2,1,1,0,6,29,1,N,2,4100
4101,1,1,1,1,6,11,3,1,N,2,4101
4102,1,6,1,1,9,8,14,3,N,2,4102
4103,2,5,1,1,5,9,72,3,N,2,4103
4104,1,5,1,1,6,4,13,3,N,2,4104
4105,2,4,1,1,2,8,19,3,N,2,4105
4106,1,6,1,1,3,5,10,3,5,2,4106
4107,1,2,1,1,0,5,65,3,N,2,4107
4108,2,6,1,1,9,5,64,3,N,2,4108
4109,1,5,1,1,8,6,40,3,N,2,4109
4110,2,5,1,1,N,11,57,2,N,2,4110
4111,1,6,1,1,1,5,89,3,N,2,4111
4112,1,4,1,1,9,4,27,3,N,2,4112
4113,1,6,1,1,0,11,9,3,5,2,4113
4114,2,4,1,1,0,9,49,3,N,2,4114
4115,2,N,1,1,2,9,33,3,N,2,4115
4116,1,4,1,1,0,6,81,3,N,2,4116
4117,1,6,6,1,0,8,46,3,N,2,4117
4118,1,N,1,1,6,2,25,1,N,2,4118
4119,2,N,1,1,N,4,9,3,N,2,4119
4120,2,2,2,1,9,8,29,3,N,2,4120
4121,1,4,1,1,5,11,7,1,5,2,4121
4122,2,4,1,1,8,6,85,3,N,2,4122
4123,1,6,1,1,7,4,8,3,N,2,4123
4124,1,N,1,1,3,5,71,2,N,2,4124
4125,2,N,1,1,N,6,55,3,N,2,4125
4126,1,5,1,1,7,6,49,3,N,2,4126
4127,2,5,1,1,4,8,57,1,N,2,4127
4128,1,N,1,1,N,11,24,2,5,2,4128
4129,2,2,1,1,5,4,45,2,N,2,4129
4130,2,6,2,1,2,1,49,3,N,2,4130
4131,1,6,1,1,1,5,68,3,N,2,4131
4132,2,3,1,1,0,1,10,3,N,2,4132
4133,2,1,1,1,N,3,8,3,N,2,4133
4134,1,1,1,1,8,10,20,3,5,2,4134
4135,1,2,1,1,8,2,24,3,N,2,4135
4136,1,4,1,1,N,6,34,1,N,2,4136
4137,1,N,1,1,N,1,11,1,N,2,4137
4138,2,1,2,1,6,3,2,2,N,2,4138
4139,1,3,1,1,3,5,75,3,N,2,4139
4140,1,N,1,1,N,4,12,1,N,2,4140
4141,1,4,1,1,3,7,79,3,N,2,4141
4142,1,3,1,1,N,3,30,3,N,2,4142
4143,2,6,1,1,1,9,87,3,N,2,4143
4144,2,6,1,1,9,6,29,3,N,2,4144
4145,2,N,3,1,N,4,12,3,N,2,4145
4146,2,4,1,1,0,7,77,3,N,2,4146
4147,1,1,2,1,3,9,80,3,5,2,4147
4148,1,4,1,1,8,6,6,3,N,2,4148
4149,1,N,1,1,N,4,33,2,N,2,4149
4150,1,1,1,1,N,8,6,2,N,2,4150
4151,2,N,1,1,N,4,30,1,N,2,4151
4152,1,6,2,1,6,11,10,3,N,2,4152
4153,1,2,1,2,2,1,58,3,N,2,4153
4154,1,4,1,1,9,1,54,3,N,2,4154
4155,2,2,1,2,1,7,92,3,N,2,4155
4156,1,N,1,1,N,8,35,3,N,2,4156
4157,2,3,1,2,6,3,35,3,N,2,4157
4158,2,4,2,1,6,6,9,3,N,2,4158
4159,2,4,1,1,9,5,54,3,N,2,4159
4160,2,2,1,1,1,2,25,1,N,2,4160
4161,1,2,2,1,1,9,79,1,N,2,4161
4162,2,1,1,1,9,12,32,3,N,2,4162
4163,2,3,1,2,5,5,29,1,N,2,4163
4164,1,3,2,1,7,6,40,3,N,2,4164
4165,2,6,1,1,4,7,53,1,N,2,4165
4166,2,4,1,1,2,5,71,3,N,2,4166
4167,1,1,2,1,2,8,61,3,N,2,4167
4168,2,4,1,1,0,9,70,3,N,2,4168
4169,2,3,3,1,2,6,76,2,N,2,4169
4170,2,6,1,1,1,5,84,3,N,2,4170
4171,1,4,2,1,9,2,11,3,N,2,4171
4172,2,6,1,1,3,5,42,2,N,2,4172
4173,1,1,1,1,N,12,4,2,N,2,4173
4174,1,4,1,1,4,8,29,3,N,2,4174
4175,2,4,1,1,5,11,19,1,N,2,4175
4176,1,3,1,1,7,4,35,3,N,2,4176
4177,2,6,1,1,1,5,52,3,N,2,4177
4178,1,5,1,1,N,5,59,3,5,2,4178
4179,1,2,1,1,0,5,90,3,N,2,4179
4180,2,4,1,1,2,4,30,3,N,2,4180
4181,1,N,1,1,N,1,11,3,N,2,4181
4182,2,3,1,1,6,7,69,3,N,2,4182
4183,1,N,1,1,6,7,85,1,N,2,4183
4184,1,4,1,1,0,7,67,3,N,2,4184
4185,1,4,1,1,2,9,19,3,N,2,4185
4186,2,4,1,1,8,9,45,1,N,2,4186
4187,1,2,2,1,8,10,13,3,N,2,4187
4188,1,4,1,1,5,5,86,3,N,2,4188
4189,1,1,1,1,8,7,17,3,N,2,4189
4190,1,3,1,1,0,7,90,3,N,2,4190
4191,2,4,2,1,4,11,52,3,N,2,4191
4192,2,2,1,1,6,7,41,2,N,2,4192
4193,2,5,1,1,6,1,39,3,N,2,4193
4194,1,5,1,1,4,12,37,3,N,2,4194
4195,1,3,1,1,8,10,69,2,N,2,4195
4196,2,2,2,1,7,10,5,3,N,2,4196
4197,2,2,1,1,1,5,93,1,N,2,4197
4198,1,6,2,1,7,11,0,2,N,2,4198
4199,1,6,1,1,1,8,21,3,N,2,4199
4200,1,5,1,1,9,7,41,3,N,2,4200
4201,1,6,1,1,0,8,78,3,N,2,4201
4202,1,4,1,1,6,7,82,3,N,2,4202
4203,1,N,1,1,N,12,11,3,N,2,4203
4204,1,N,1,1,N,9,58,1,N,2,4204
4205,1,5,2,1,6,4,16,3,N,2,4205
4206,1,6,1,1,3,6,28,3,N,2,4206
4207,1,3,1,1,8,4,78,1,5,2,4207
