SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2,3,2,1,7,7,73,1,N,2
2,1,1,1,0,9,34,1,N,2
1,1,1,2,8,10,64,1,N,2
2,1,1,1,5,7,58,1,N,2
1,6,1,0,1,7,37,3,N,2
2,6,2,2,0,3,64,1,N,2
1,6,1,2,8,9,24,1,N,2
1,6,2,1,8,7,33,1,N,2
2,6,2,2,3,5,47,1,N,2
2,1,1,2,4,9,67,1,N,2
1,6,6,2,8,11,31,1,N,2
2,N,1,1,N,3,13,1,N,2
2,1,6,1,3,10,73,1,N,2
2,1,1,2,4,9,31,1,N,2
2,1,8,2,4,5,48,1,N,2
2,1,1,2,5,9,40,1,N,2
2,1,1,1,6,9,56,1,N,2
2,6,1,1,2,7,34,1,N,2
2,1,1,2,7,9,31,1,N,2
1,N,1,1,0,3,8,1,N,2
1,6,1,0,5,9,31,3,N,2
2,3,1,1,3,9,90,1,N,2
1,6,2,1,9,9,50,1,N,2
1,1,2,1,6,7,46,1,N,2
2,1,1,2,7,10,45,1,N,2
2,6,2,2,2,5,61,1,N,2
2,1,1,1,8,10,71,1,N,2
1,1,1,1,6,10,74,1,N,2
1,1,1,2,6,11,30,1,N,2
2,1,1,2,4,9,37,1,N,2
2,1,1,1,6,9,67,1,N,2
1,6,1,0,5,7,28,1,N,2
1,6,2,1,4,7,34,1,N,2
1,1,6,2,7,10,58,1,N,2
1,1,2,1,5,7,64,1,N,2
2,1,1,1,4,7,45,1,N,2
2,1,1,1,0,1,51,1,N,2
1,1,6,1,6,10,37,1,N,2
1,1,2,2,6,5,58,1,N,2
1,N,1,2,0,3,8,1,N,2
1,6,1,2,5,9,46,1,N,2
2,1,1,2,4,5,75,1,N,2
2,N,1,1,N,1,2,1,N,2
1,6,1,2,6,9,18,1,N,2
1,N,2,2,0,2,10,1,N,2
1,N,9,1,N,2,5,1,N,2
1,6,1,1,8,9,31,1,N,2
1,6,1,1,2,7,32,1,N,2
2,N,1,1,N,3,12,1,N,2
2,1,1,1,7,9,72,1,N,2
2,6,2,2,7,7,23,1,N,2
2,6,1,2,3,7,38,1,N,2
1,6,1,0,0,7,39,3,N,2
2,1,6,1,6,10,54,1,N,2
1,N,1,1,0,3,14,1,N,2
2,6,1,2,6,9,34,1,N,2
1,6,1,2,0,5,45,1,N,2
2,6,1,2,3,7,34,1,N,2
1,1,1,1,8,10,67,1,N,2
2,6,1,2,2,5,61,1,N,2
2,N,1,1,N,2,4,1,N,2
2,6,2,1,0,4,17,1,N,2
1,N,1,1,0,2,12,1,N,2
2,6,2,2,4,7,33,1,N,2
2,1,8,2,4,5,59,1,N,2
1,1,2,1,7,10,55,1,N,2
1,1,1,1,7,7,37,1,N,2
2,3,1,2,9,9,82,1,N,2
2,3,2,1,4,5,87,1,N,2
1,6,1,1,6,9,24,1,N,2
2,1,1,1,8,9,66,1,N,2
1,N,1,2,0,3,64,1,N,2
1,1,2,1,6,10,49,1,N,2
2,1,2,1,2,5,65,1,N,2
2,1,2,2,4,5,64,1,N,2
2,N,1,1,N,1,3,1,N,2
2,6,6,1,1,9,34,1,N,2
1,1,6,1,8,10,33,1,N,2
2,4,2,2,4,5,67,1,N,2
2,6,1,1,6,9,31,1,N,2
1,N,1,1,0,3,22,1,N,2
2,6,2,2,0,4,13,1,N,2
2,6,2,2,0,4,20,1,N,2
1,1,1,1,8,9,60,1,N,2
2,6,6,2,3,9,24,1,N,2
2,6,2,2,2,5,63,1,N,2
1,1,1,1,8,10,86,1,N,2
2,6,1,2,0,4,55,1,N,2
1,N,1,2,N,2,3,1,N,2
1,6,2,2,6,7,30,1,N,2
2,1,2,2,0,5,36,1,N,2
1,6,2,2,4,7,49,1,N,2
1,1,1,1,8,9,53,1,N,2
2,1,1,1,7,9,51,1,N,2
1,6,1,2,1,7,42,1,N,2
1,6,2,1,7,9,33,1,N,2
2,N,1,1,N,N,3,1,N,2
1,1,1,2,8,9,31,1,N,2
2,1,2,1,2,4,60,1,N,2
2,6,2,2,4,7,33,1,N,2
1,N,1,0,0,3,10,1,N,2
1,6,2,2,7,7,25,1,N,2
1,1,2,1,8,7,59,1,N,2
2,1,1,1,8,9,60,1,N,2
2,4,2,1,8,9,61,1,N,2
2,1,1,1,8,11,54,1,N,2
1,1,8,1,4,5,37,1,N,2
2,6,1,2,3,9,27,1,N,2
2,1,1,1,7,9,59,1,N,2
2,6,1,1,3,4,53,1,N,2
2,3,1,2,4,9,85,1,N,2
1,N,1,1,0,3,6,1,N,2
1,1,6,1,8,10,40,1,N,2
1,N,2,1,N,N,0,1,N,2
1,N,2,1,0,3,17,1,N,2
2,6,8,1,0,3,58,1,N,2
1,1,1,1,7,9,36,1,N,2
2,6,2,2,3,5,35,1,N,2
2,1,2,2,3,5,29,1,N,2
1,1,2,2,8,9,35,1,N,2
1,6,1,2,6,9,27,1,N,2
1,6,1,2,6,9,24,1,N,2
2,1,2,2,8,9,63,1,N,2
2,1,1,1,5,9,62,1,N,2
1,1,1,1,6,10,59,1,N,2
2,1,1,1,8,10,49,1,N,2
2,6,1,2,4,7,36,1,N,2
1,6,1,2,0,4,14,1,N,2
1,6,2,0,1,7,36,3,N,2
1,1,1,2,8,10,58,1,N,2
1,N,1,2,0,3,10,1,N,2
2,6,2,2,5,7,30,1,N,2
1,N,1,1,N,N,0,1,N,2
2,6,2,1,7,7,46,1,N,2
1,6,1,1,7,9,25,1,N,2
2,N,2,2,N,3,52,1,N,2
1,6,1,2,5,9,35,1,N,2
2,N,1,1,0,2,3,1,N,2
2,1,1,1,2,3,10,1,N,2
2,4,1,1,2,5,54,1,N,2
1,1,6,1,8,10,43,1,N,2
2,6,2,2,2,7,36,1,N,2
2,6,2,2,2,7,29,1,N,2
2,6,1,1,0,3,14,1,N,2
2,1,2,1,3,5,75,1,N,2
1,6,2,1,8,7,47,1,N,2
2,6,2,2,2,5,61,1,N,2
2,6,2,1,2,7,32,1,N,2
1,6,1,2,8,9,30,1,N,2
1,6,1,0,0,4,34,3,N,2
2,N,2,2,N,1,0,1,N,2
2,6,2,2,5,7,56,1,N,2
2,6,2,2,3,4,70,1,N,2
2,6,2,2,2,4,61,1,N,2
2,1,1,1,0,3,37,1,N,2
1,6,1,2,7,10,58,1,N,2
2,6,1,1,4,7,30,1,N,2
2,3,2,1,4,5,73,1,N,2
2,N,1,1,1,3,12,1,N,2
2,6,1,1,8,9,26,1,N,2
2,1,6,2,3,9,62,1,N,2
2,4,1,2,4,9,59,1,N,2
2,N,1,1,N,2,77,1,N,2
1,6,6,1,6,9,34,1,N,2
1,6,1,1,0,4,9,1,N,2
1,N,8,1,0,3,10,1,N,2
2,N,9,1,0,1,8,1,N,2
1,1,2,1,5,7,61,1,N,2
2,4,2,1,5,7,69,1,N,2
1,1,1,1,8,10,61,1,N,2
1,6,2,2,0,3,11,1,N,2
2,4,1,2,2,5,75,1,N,2
1,1,1,1,3,5,84,1,N,2
2,6,2,2,3,7,38,1,N,2
2,4,2,2,4,5,63,1,N,2
2,1,1,2,4,9,72,1,N,2
1,1,1,1,4,7,69,1,N,2
2,3,2,2,2,3,85,1,N,2
1,1,1,1,8,9,53,1,N,2
1,N,6,2,0,3,10,1,N,2
2,4,2,1,6,7,64,1,N,2
2,1,1,2,2,4,54,1,N,2
2,6,1,2,3,9,30,1,N,2
2,1,1,1,8,11,56,1,N,2
1,N,9,1,N,1,3,1,N,2
1,1,1,1,8,10,56,1,N,2
2,6,2,1,2,4,65,1,N,2
1,6,1,2,8,10,32,1,N,2
1,6,1,2,4,9,48,1,N,2
1,6,2,1,6,7,28,1,N,2
1,1,2,2,8,9,54,1,N,2
2,1,1,1,3,7,72,1,N,2
2,1,1,1,7,9,62,1,N,2
2,6,1,2,3,5,60,1,N,2
1,N,1,2,0,2,2,1,N,2
1,1,1,1,5,7,60,1,N,2
2,1,1,2,2,3,95,1,N,2
1,1,2,2,5,5,56,1,N,2
2,6,6,1,1,9,24,1,N,2
2,1,1,1,7,9,33,1,N,2
1,N,1,1,0,2,10,1,N,2
1,1,8,1,2,5,74,1,N,2
1,N,1,1,N,2,2,1,N,2
1,N,2,1,N,2,4,1,N,2
1,1,1,1,4,7,58,1,N,2
1,1,1,2,8,10,58,1,N,2
2,N,1,1,N,2,6,1,N,2
2,1,1,1,0,5,38,1,N,2
2,3,2,2,2,4,74,1,N,2
1,1,1,1,5,7,67,1,N,2
2,1,1,2,4,9,39,1,N,2
2,1,1,1,8,9,54,1,N,2
2,N,2,2,0,3,12,1,N,2
1,6,2,2,4,7,45,1,N,2
1,1,1,1,8,10,48,1,N,2
2,N,2,2,N,N,2,1,N,2
2,4,2,1,8,7,56,1,N,2
2,6,2,0,2,4,64,2,N,2
1,6,6,1,0,4,30,1,N,2
2,4,2,2,5,7,68,1,N,2
2,1,6,2,0,3,63,1,N,2
1,1,1,1,8,9,64,1,N,2
2,6,1,1,4,9,29,1,N,2
2,1,8,2,4,5,50,1,N,2
2,1,1,1,4,5,44,1,N,2
1,1,1,1,4,7,60,1,N,2
2,1,1,1,5,9,69,1,N,2
2,1,1,1,0,3,77,1,N,2
1,N,9,1,0,3,13,1,N,2
1,N,2,1,N,1,5,1,N,2
1,N,9,2,N,N,3,1,N,2
2,6,2,2,0,3,16,1,N,2
1,1,1,1,6,9,58,1,N,2
2,1,1,2,4,5,70,1,N,2
2,6,1,2,5,9,29,1,N,2
1,6,1,2,8,9,49,1,N,2
2,3,1,1,4,7,83,1,N,2
1,1,2,1,4,5,71,1,N,2
2,1,2,2,7,7,55,1,N,2
1,1,2,1,7,7,69,1,N,2
1,6,1,2,8,10,35,1,N,2
1,1,1,2,8,10,45,1,N,2
1,6,1,1,8,9,27,1,N,2
1,1,6,2,6,10,65,1,N,2
2,1,1,1,2,5,69,1,N,2
1,1,1,2,6,9,61,1,N,2
2,1,1,1,8,11,63,1,N,2
2,1,1,1,6,10,55,1,N,2
2,N,1,1,0,3,19,1,N,2
1,1,1,1,6,7,38,1,N,2
1,1,1,1,8,9,40,1,N,2
2,1,1,2,7,10,42,1,N,2
1,N,1,1,0,2,5,1,N,2
2,1,2,1,2,4,65,1,N,2
2,4,2,1,3,7,67,1,N,2
1,1,1,2,7,10,63,1,N,2
2,6,1,1,0,7,27,1,N,2
2,1,1,1,8,9,47,1,N,2
1,1,6,1,3,7,55,1,N,2
2,4,2,1,2,5,61,1,N,2
1,1,1,1,6,9,34,1,N,2
1,6,1,0,0,4,36,3,N,2
2,1,1,1,2,5,66,1,N,2
2,1,1,1,0,9,60,1,N,2
1,6,1,1,0,4,32,1,N,2
1,6,1,2,7,9,33,1,N,2
1,6,2,2,0,3,15,1,N,2
2,6,1,2,6,9,27,1,N,2
2,1,2,1,3,5,64,1,N,2
2,6,1,1,0,4,14,1,N,2
1,1,1,2,5,9,63,1,N,2
1,6,1,2,8,10,21,1,N,2
2,6,1,2,4,5,27,1,N,2
2,1,2,2,3,5,62,1,N,2
1,1,1,2,8,10,48,1,N,2
1,6,1,1,1,4,12,1,N,2
2,1,1,1,6,7,70,1,N,2
2,3,2,2,7,7,85,1,N,2
1,6,2,0,0,7,30,3,N,2
1,N,1,1,N,N,1,1,N,2
1,6,6,2,8,10,31,1,N,2
1,1,1,1,8,10,65,1,N,2
2,1,1,1,4,7,52,1,N,2
2,6,1,1,1,7,22,1,N,2
1,1,2,1,4,7,64,1,N,2
2,1,1,1,5,11,65,1,N,2
1,1,2,2,7,7,56,1,N,2
2,6,2,2,3,7,29,1,N,2
2,6,2,1,0,7,30,1,N,2
2,6,1,2,8,9,33,1,N,2
1,1,2,1,6,7,51,1,N,2
1,1,1,1,8,10,65,1,N,2
1,6,1,1,0,4,22,1,N,2
1,1,1,1,6,7,50,1,N,2
2,6,2,2,0,7,28,1,N,2
2,6,1,1,5,9,19,1,N,2
2,1,1,1,3,5,66,1,N,2
2,6,1,2,2,9,35,1,N,2
2,1,2,1,2,5,69,1,N,2
1,6,1,2,5,9,28,1,N,2
1,1,1,1,8,10,30,1,N,2
2,1,6,1,0,3,66,1,N,2
1,4,2,2,8,9,54,1,N,2
2,6,1,2,0,5,37,1,N,2
2,1,1,1,8,11,37,1,N,2
1,6,1,1,8,9,24,1,N,2
1,1,1,2,8,9,31,1,N,2
1,N,3,1,0,3,14,1,N,2
1,1,2,1,2,4,75,1,N,2
2,4,1,2,3,5,54,1,N,2
1,N,1,0,0,3,15,3,N,2
2,6,2,1,4,7,41,1,N,2
1,6,1,2,7,9,52,1,N,2
1,6,6,1,1,7,29,1,N,2
1,6,1,1,1,4,29,1,N,2
1,6,6,2,6,9,29,1,N,2
2,1,2,2,6,5,70,1,N,2
2,1,1,2,4,9,48,1,N,2
1,6,1,2,8,10,48,1,N,2
2,1,1,1,8,9,53,1,N,2
1,N,2,1,N,1,5,1,N,2
2,6,2,2,1,7,27,1,N,2
1,1,1,1,4,7,66,1,N,2
1,1,2,1,8,10,68,1,N,2
2,6,2,2,3,4,70,1,N,2
1,1,2,1,4,7,61,1,N,2
2,1,2,2,3,5,67,1,N,2
2,6,1,2,2,5,66,1,N,2
2,1,1,1,8,10,66,1,N,2
2,6,2,1,7,7,58,1,N,2
2,6,1,1,0,4,49,1,N,2
1,1,1,1,8,7,62,1,N,2
2,1,1,1,8,10,51,1,N,2
1,6,1,2,1,7,37,1,N,2
2,1,1,1,6,9,35,1,N,2
2,4,2,1,7,7,61,1,N,2
2,1,1,1,2,5,64,1,N,2
1,6,1,0,8,9,32,3,N,2
2,N,1,1,0,3,8,1,N,2
2,1,1,1,6,11,76,1,N,2
1,6,1,1,0,4,9,1,N,2
1,N,2,1,0,3,17,1,N,2
2,1,1,1,4,9,61,1,N,2
1,1,1,1,8,10,64,1,N,2
1,6,1,0,0,4,24,3,N,2
2,4,1,1,3,5,64,1,N,2
2,N,1,1,N,3,5,1,N,2
2,6,2,2,2,4,50,1,N,2
2,6,2,2,2,5,61,1,N,2
1,N,2,0,0,3,6,2,N,2
2,1,6,1,4,10,50,1,N,2
2,6,2,2,5,7,29,1,N,2
2,6,2,2,2,7,28,1,N,2
1,1,2,1,7,7,48,1,N,2
1,1,1,1,8,10,73,1,N,2
1,6,1,1,7,9,32,1,N,2
1,1,2,2,8,9,49,1,N,2
2,1,1,2,4,9,77,1,N,2
1,1,1,1,8,7,60,1,N,2
2,6,2,2,4,7,50,1,N,2
2,1,2,2,5,5,41,1,N,2
1,1,2,1,3,5,80,1,N,2
2,6,2,2,0,4,37,1,N,2
1,6,2,1,4,7,21,1,N,2
2,1,6,1,7,10,33,1,N,2
1,1,2,1,0,5,58,1,N,2
2,1,1,1,6,10,66,1,N,2
2,3,2,2,3,5,81,1,N,2
1,N,2,2,0,2,4,1,N,2
2,1,8,1,2,5,65,1,N,2
2,3,2,1,2,4,71,1,N,2
2,1,1,1,8,11,55,1,N,2
1,6,1,2,0,4,26,1,N,2
1,1,2,2,7,7,54,1,N,2
1,N,1,2,N,1,3,1,N,2
2,1,8,2,2,5,31,1,N,2
1,1,1,1,7,10,72,1,N,2
1,N,2,2,0,3,14,1,N,2
1,4,1,2,7,9,68,1,N,2
2,3,2,1,2,4,71,1,N,2
2,N,2,2,N,1,5,1,N,2
1,6,1,1,4,7,39,1,N,2
1,1,8,1,N,1,54,1,N,2
1,6,1,0,8,9,34,3,N,2
1,1,1,1,5,7,64,1,N,2
1,N,9,1,0,3,6,1,N,2
2,1,1,1,9,10,61,1,N,2
2,4,2,1,4,7,67,1,N,2
1,1,1,1,8,7,60,1,N,2
1,6,2,1,0,5,52,1,N,2
2,N,2,2,N,2,5,1,N,2
1,6,1,1,1,4,23,1,N,2
2,3,1,1,3,5,77,1,N,2
1,6,1,1,8,9,24,1,N,2
2,N,2,2,0,3,15,1,N,2
1,1,1,1,8,10,57,1,N,2
1,1,6,1,8,10,37,1,N,2
1,1,1,1,8,9,49,1,N,2
1,1,1,1,8,10,26,1,N,2
2,6,1,2,0,5,42,1,N,2
1,1,6,1,8,10,35,1,N,2
2,6,6,1,0,4,13,1,N,2
1,N,1,2,0,3,11,1,N,2
1,1,1,1,6,7,83,1,N,2
2,1,1,1,5,9,66,1,N,2
1,N,2,1,0,3,9,1,N,2
1,1,1,1,8,10,79,1,N,2
2,6,1,2,2,5,57,1,N,2
1,1,1,1,8,10,48,1,N,2
1,1,1,1,5,7,74,1,N,2
1,1,1,2,7,9,33,1,N,2
2,1,1,1,7,9,60,1,N,2
1,1,1,2,8,9,27,1,N,2
2,6,2,2,7,7,55,1,N,2
2,6,6,0,0,4,29,3,N,2
2,6,6,2,0,3,62,1,N,2
2,6,2,1,0,4,19,1,N,2
2,6,1,2,4,7,38,1,N,2
1,4,2,1,8,7,60,1,N,2
2,6,1,2,0,7,20,1,N,2
1,6,1,2,1,7,36,1,N,2
1,6,1,2,1,7,29,1,N,2
1,N,1,1,N,3,11,1,N,2
2,6,1,1,0,4,37,1,N,2
1,4,1,2,6,9,55,1,N,2
2,4,1,1,3,7,67,1,N,2
1,1,6,1,8,10,64,1,N,2
1,N,1,1,N,2,5,1,N,2
1,6,1,2,8,9,62,1,N,2
1,6,1,2,5,9,28,1,N,2
1,6,1,2,1,7,34,1,N,2
1,6,1,2,8,9,33,1,N,2
2,6,2,2,0,4,46,1,N,2
1,6,1,2,6,9,43,1,N,2
2,1,1,1,0,4,35,1,N,2
2,1,1,1,4,11,53,1,N,2
1,N,2,2,0,3,12,1,N,2
2,6,1,1,1,4,43,1,N,2
1,6,6,2,8,11,32,1,N,2
1,6,1,2,3,7,41,1,N,2
1,1,2,1,6,7,64,1,N,2
2,1,2,1,0,5,57,1,N,2
2,1,1,1,2,1,74,1,N,2
2,N,2,2,N,N,0,1,N,2
1,1,1,1,8,10,44,1,N,2
1,4,2,1,8,7,62,1,N,2
1,6,1,2,8,10,47,1,N,2
2,N,8,2,0,3,19,1,N,2
1,6,1,2,0,4,26,1,N,2
1,N,1,1,0,3,14,1,N,2
2,6,1,2,4,9,38,1,N,2
2,6,1,2,0,5,28,1,N,2
1,1,1,1,8,10,38,1,N,2
2,1,2,1,3,5,60,1,N,2
2,6,1,2,1,9,33,1,N,2
2,6,1,1,0,7,24,1,N,2
1,1,2,2,5,7,43,1,N,2
2,1,1,1,5,9,56,1,N,2
2,6,1,2,3,5,38,1,N,2
1,6,2,0,0,7,37,3,N,2
2,6,8,2,0,5,35,1,N,2
1,3,1,1,8,10,90,1,N,2
1,1,8,1,4,5,39,1,N,2
2,6,2,1,2,5,55,1,N,2
1,6,2,1,8,9,42,1,N,2
2,1,1,1,3,9,35,1,N,2
2,6,1,2,2,5,67,1,N,2
2,1,1,1,4,10,83,1,N,2
2,1,2,2,2,5,68,1,N,2
1,1,1,1,8,9,84,1,N,2
2,1,1,2,4,10,54,1,N,2
2,6,2,2,5,7,23,1,N,2
2,6,6,1,0,3,13,1,N,2
1,1,2,1,7,7,68,1,N,2
2,3,2,2,2,4,71,1,N,2
2,6,1,1,0,4,16,1,N,2
1,6,1,1,0,4,26,1,N,2
1,1,2,1,6,7,64,1,N,2
1,1,2,1,4,5,82,1,N,2
2,6,2,1,2,5,31,1,N,2
2,1,1,1,7,9,60,1,N,2
2,N,1,1,N,1,0,1,N,2
2,1,2,2,0,5,39,1,N,2
1,N,9,2,0,N,0,1,N,2
2,1,1,1,4,7,66,1,N,2
2,N,1,2,0,3,8,1,N,2
2,1,1,1,4,9,38,1,N,2
2,6,6,1,0,9,29,1,N,2
1,N,1,2,0,2,4,1,N,2
2,6,2,2,5,7,25,1,N,2
2,1,1,1,7,9,33,1,N,2
1,6,2,2,5,7,60,1,N,2
1,6,1,1,1,4,22,1,N,2
2,6,1,1,1,7,31,1,N,2
1,4,2,1,8,7,61,1,N,2
1,1,6,2,7,10,55,1,N,2
2,1,1,1,4,5,74,1,N,2
2,1,6,1,6,10,56,1,N,2
1,6,6,0,1,7,29,3,N,2
2,1,1,1,8,9,65,1,N,2
1,6,1,0,5,9,38,3,N,2
2,4,1,2,4,9,63,1,N,2
2,1,1,1,4,10,37,1,N,2
2,N,1,1,N,3,5,1,N,2
2,1,2,1,2,5,65,1,N,2
2,6,2,2,3,5,53,1,N,2
2,1,1,1,5,9,64,1,N,2
1,N,2,0,0,3,16,2,N,2
2,6,2,0,3,5,57,2,N,2
1,1,1,1,6,7,44,1,N,2
1,1,2,1,6,7,49,1,N,2
2,N,1,1,0,3,8,1,N,2
1,1,1,1,6,9,27,1,N,2
1,6,1,2,0,4,28,1,N,2
2,6,1,2,4,5,48,1,N,2
1,1,1,1,8,9,48,1,N,2
1,1,1,1,8,10,69,1,N,2
1,1,6,1,7,10,56,1,N,2
2,N,1,1,N,N,17,1,N,2
1,6,1,0,5,7,19,3,N,2
2,4,1,1,5,9,54,1,N,2
1,1,2,1,7,7,48,1,N,2
1,1,1,1,8,10,79,1,N,2
2,1,2,2,0,1,56,1,N,2
1,6,2,0,0,3,35,2,N,2
2,1,8,2,0,5,30,1,N,2
2,1,6,2,7,10,45,1,N,2
1,1,1,1,7,10,66,1,N,2
2,N,2,2,0,3,12,1,N,2
1,1,1,1,8,10,60,1,N,2
1,N,2,1,N,3,13,1,N,2
1,6,1,1,7,9,26,1,N,2
1,1,1,1,8,10,44,1,N,2
2,6,2,2,0,7,29,1,N,2
1,6,1,2,8,10,54,1,N,2
1,3,1,1,8,10,77,1,N,2
1,6,1,2,8,9,33,1,N,2
2,4,1,2,4,9,69,1,N,2
1,N,2,2,0,3,7,1,N,2
1,1,1,1,8,9,28,1,N,2
1,N,2,1,N,2,3,1,N,2
2,6,1,2,5,9,30,1,N,2
1,1,2,1,7,7,72,1,N,2
1,6,6,2,7,10,40,1,N,2
2,1,1,2,6,9,53,1,N,2
2,1,8,1,4,7,66,1,N,2
2,N,2,2,0,3,14,1,N,2
1,1,2,1,8,7,46,1,N,2
1,6,6,0,0,11,30,3,N,2
2,6,2,2,0,7,30,1,N,2
2,6,2,2,7,9,31,1,N,2
1,6,1,2,0,4,35,1,N,2
1,1,1,1,8,10,57,1,N,2
1,1,1,1,8,10,55,1,N,2
2,6,1,1,1,7,28,1,N,2
1,N,1,2,0,3,7,1,N,2
2,N,2,1,N,N,3,1,N,2
2,6,2,2,5,7,31,1,N,2
1,1,1,1,8,7,69,1,N,2
1,6,1,0,0,7,37,3,N,2
2,3,2,1,8,7,76,1,N,2
1,1,1,2,8,10,49,1,N,2
2,4,1,1,3,5,46,1,N,2
2,4,1,1,6,7,54,1,N,2
1,N,8,1,0,3,8,1,N,2
2,N,2,2,N,1,3,1,N,2
1,6,1,0,1,7,24,3,N,2
2,N,1,1,N,1,1,1,N,2
1,1,1,1,8,10,77,1,N,2
2,6,2,1,2,5,65,1,N,2
2,6,1,2,3,5,40,1,N,2
1,1,2,2,8,9,67,1,N,2
1,N,1,1,N,1,5,1,N,2
2,6,2,2,5,7,59,1,N,2
2,N,1,1,0,3,11,1,N,2
2,6,2,2,0,4,30,1,N,2
1,6,1,2,0,4,27,1,N,2
2,1,1,1,6,9,30,1,N,2
1,1,1,1,6,7,67,1,N,2
2,6,2,1,4,7,50,1,N,2
1,6,1,2,7,9,31,1,N,2
2,3,1,1,9,9,79,1,N,2
1,1,6,1,8,10,34,1,N,2
1,1,1,1,8,9,35,1,N,2
2,6,1,0,2,5,61,3,N,2
2,6,1,1,2,4,69,1,N,2
2,1,1,1,8,9,71,1,N,2
2,6,1,1,2,7,30,1,N,2
1,1,1,1,4,5,71,1,N,2
2,1,1,1,3,9,56,1,N,2
2,6,1,0,0,7,39,3,N,2
2,1,2,2,3,5,32,1,N,2
1,6,1,2,8,10,26,1,N,2
1,6,1,2,1,7,33,1,N,2
2,4,6,2,0,9,57,1,N,2
2,1,6,2,4,9,71,1,N,2
2,6,2,2,2,5,42,1,N,2
1,6,2,1,4,7,53,1,N,2
2,N,1,1,0,3,8,1,N,2
1,6,1,1,6,9,26,1,N,2
2,1,6,1,0,4,41,1,N,2
1,1,2,1,5,7,61,1,N,2
1,6,6,2,8,11,31,1,N,2
2,6,6,1,2,9,22,1,N,2
2,6,1,1,0,4,50,1,N,2
1,N,2,1,N,1,6,1,N,2
2,6,6,1,6,9,22,1,N,2
1,N,2,2,0,N,5,1,N,2
2,1,1,1,4,7,44,1,N,2
1,1,1,2,6,11,50,1,N,2
1,1,1,1,7,10,64,1,N,2
1,6,1,2,8,9,27,1,N,2
1,6,1,1,8,9,34,1,N,2
2,1,8,1,3,5,58,1,N,2
1,1,1,1,6,9,26,1,N,2
1,1,1,1,6,7,71,1,N,2
2,1,6,1,0,9,27,1,N,2
2,1,6,1,6,10,36,1,N,2
2,6,1,2,7,9,41,1,N,2
1,1,3,1,0,5,39,1,N,2
2,6,2,2,4,7,33,1,N,2
2,N,2,2,N,3,8,1,N,2
2,6,1,2,3,5,33,1,N,2
1,6,2,0,0,7,45,2,N,2
2,1,1,1,5,9,58,1,N,2
1,1,1,1,6,7,60,1,N,2
2,6,1,1,0,4,36,1,N,2
1,6,1,1,8,9,33,1,N,2
1,6,1,2,7,9,37,1,N,2
2,6,2,2,1,7,23,1,N,2
1,4,1,2,8,10,70,1,N,2
2,4,1,1,7,7,69,1,N,2
2,4,2,2,5,7,69,1,N,2
2,3,1,1,7,7,81,1,N,2
1,1,2,1,6,7,40,1,N,2
2,6,2,2,0,7,21,1,N,2
1,1,1,2,8,10,54,1,N,2
1,4,1,2,7,7,77,1,N,2
2,6,1,2,0,7,36,1,N,2
1,6,2,2,0,4,18,1,N,2
2,6,6,1,0,3,23,1,N,2
1,N,6,2,0,3,8,1,N,2
2,1,6,2,0,9,31,1,N,2
1,6,2,2,0,4,14,1,N,2
2,6,1,1,1,7,30,1,N,2
2,3,1,1,3,1,75,1,N,2
1,N,9,1,N,1,2,1,N,2
2,1,2,1,2,4,77,1,N,2
2,1,6,2,4,9,24,1,N,2
2,N,2,1,N,2,5,1,N,2
1,1,1,1,8,10,47,1,N,2
1,6,1,1,1,9,41,1,N,2
1,6,2,2,0,4,12,1,N,2
1,1,6,1,6,10,80,1,N,2
1,1,1,1,8,9,48,1,N,2
2,1,1,1,4,10,43,1,N,2
2,1,6,1,1,10,28,1,N,2
1,1,8,1,0,1,55,1,N,2
2,6,6,1,0,4,29,1,N,2
1,1,2,1,4,5,59,1,N,2
1,1,6,1,6,10,64,1,N,2
2,1,1,1,4,7,70,1,N,2
1,6,1,0,1,7,30,2,N,2
2,6,2,1,3,5,61,1,N,2
2,1,6,2,4,9,27,1,N,2
1,6,1,1,0,4,8,1,N,2
1,6,6,2,8,10,52,1,N,2
2,6,2,1,0,5,38,1,N,2
2,1,1,1,5,9,54,1,N,2
2,6,2,2,4,5,66,1,N,2
2,1,1,1,8,10,20,1,N,2
2,6,1,1,2,5,29,1,N,2
2,3,2,1,2,3,94,1,N,2
1,1,1,1,7,7,57,1,N,2
2,1,6,2,7,9,27,1,N,2
1,6,1,2,5,7,33,1,N,2
1,1,1,1,6,7,61,1,N,2
2,N,1,1,N,2,3,1,N,2
1,N,1,2,0,3,17,1,N,2
2,6,1,2,1,7,25,1,N,2
2,6,1,2,5,9,27,1,N,2
2,3,1,1,8,9,63,1,N,2
2,6,1,2,0,3,46,1,N,2
1,1,1,1,6,7,70,1,N,2
2,N,2,1,N,3,7,1,N,2
1,1,2,1,6,7,42,1,N,2
1,1,1,1,8,9,55,1,N,2
2,1,1,1,3,5,35,1,N,2
1,6,6,1,1,4,23,1,N,2
1,6,2,1,0,4,23,1,N,2
2,1,1,1,6,9,59,1,N,2
1,6,1,2,7,9,28,1,N,2
2,1,8,2,3,5,37,1,N,2
2,1,6,1,0,10,37,1,N,2
1,N,6,2,0,3,25,1,N,2
1,6,1,2,8,10,51,1,N,2
