,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
8895,51-51255,67,1,2.0,1,6,5.0,4.0,3,0,14641.471492122813,170.0,9.666300706325302,6.0,218759.28727559705,0.0,436.52534693658373,6.0,1.0,1.0,1,1,296,376
8896,51-51255,90,1,2.0,1,8,9.0,2.0,3,0,15085.030115034193,170.0,11.04283217806856,6.0,57880.62872944785,1.0,209.74849663618105,6.0,1.0,1.0,1,1,441,404
8897,40-00200,16,1,5.0,1,6,9.0,3.0,3,0,37413.35015620134,170.0,2.3616277893599493,7.0,266929.1156365322,0.0,448.04977794458534,2.0,1.0,1.0,1,1,57,35
8898,38-00100,92,1,4.0,1,6,5.0,3.0,3,0,15314.27079266273,170.0,11.580192979126286,6.0,-9000.0,8.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,224
8899,40-00200,0,1,2.0,1,6,9.0,3.0,3,0,15759.827939572726,1545.4934265635543,11.896691893916282,6.0,342376.271210428,0.0,501.0,6.0,1.0,1.0,1,1,1229,708
8900,38-00100,69,1,5.0,1,6,5.0,3.0,3,1,13897.308108717116,2812.797617119395,7.287833247677465,6.0,184803.3523963508,2.0,118.13091846621609,6.0,1.0,1.0,1,1,364,210
8901,51-51255,0,1,4.0,3,6,9.0,4.0,3,0,14889.365622967509,170.0,10.788069673682752,7.0,-9000.0,0.0,501.0,6.0,1.0,1.0,1,1,328,56
8902,36-03710,12,1,2.0,2,6,9.0,3.0,3,0,15170.034791708618,170.0,9.823678856177143,9.0,155536.5063818375,6.0,298.6510041444314,6.0,1.0,1.0,1,1,287,193
8903,51-01301,90,1,4.0,1,6,9.0,4.0,3,0,13402.727072401527,170.0,10.625737337016826,6.0,-9000.0,4.0,427.6720750998058,6.0,1.0,1.0,1,1,629,376
8904,36-03710,37,2,3.0,1,6,2.0,3.0,3,0,13453.689988532169,7270.200187866513,4.728245994360268,9.0,20451.667088557013,1.0,501.0,3.0,1.0,1.0,1,1,393,379
8905,38-00100,95,1,4.0,1,6,9.0,3.0,3,0,15932.695177201722,4839.253818539701,13.5506325965281,6.0,131389.41085582037,4.0,269.82928130264145,6.0,1.0,1.0,1,1,1636,47
8906,51-51255,43,1,2.0,1,6,7.0,4.0,3,0,52864.7,9920.0,12.982322959363291,6.0,342376.271210428,0.0,499.72682560539624,6.0,1.0,1.0,1,1,924,241
8907,40-00200,53,1,4.0,1,6,7.0,2.0,3,0,14025.165180295538,1233.5280662471891,13.392001979018922,7.0,218713.9290846886,2.0,237.6865062743543,2.0,1.0,1.0,1,1,391,222
8908,51-01301,95,1,4.0,1,6,9.0,3.0,3,0,14920.098181428231,3504.433810886313,11.803569343141964,6.0,218338.61651439394,4.0,501.0,6.0,1.0,1.0,1,1,1636,228
8909,51-51255,67,1,2.0,1,6,9.0,4.0,3,2,14723.576016767285,2011.733573440326,12.91781459633531,6.0,-9000.0,0.0,191.95885959354393,5.0,1.0,1.0,1,1,1636,388
8910,40-00200,51,1,2.0,1,6,4.0,2.0,2,0,15301.122978347215,9099.65028976628,0.0,7.0,62381.680894900055,2.0,42.96089601931412,6.0,1.0,1.0,1,1,291,338
8911,40-00200,68,1,4.0,1,6,9.0,3.0,3,0,13896.440587082223,7551.860240308592,13.970290047562818,6.0,-9000.0,3.0,150.91407555584533,6.0,1.0,1.0,1,1,553,637
8912,32-00405,95,1,4.0,1,6,9.0,4.0,3,0,15628.224706044795,1489.6694729027263,9.469301025554998,6.0,-9000.0,1.0,428.1354514357625,6.0,1.0,1.0,1,1,1399,376
8913,38-00100,71,1,4.0,1,6,9.0,3.0,3,0,15481.420422907991,320.0403467249589,12.70435140485538,7.0,64199.784601029896,4.0,230.37758574350366,6.0,1.0,1.0,1,1,316,327
8914,36-04010,76,1,4.0,1,6,7.0,4.0,3,0,13628.72099237595,1774.4504314931073,10.676300421285315,6.0,-9000.0,9.0,177.78805553668607,6.0,1.0,1.0,1,1,1636,137
8915,36-03710,64,1,4.0,1,6,9.0,4.0,3,0,16067.915552765864,5237.2689413671105,0.000934668547036388,6.0,110638.67544382902,1.0,464.0133340024013,6.0,1.0,1.0,1,1,1636,356
8916,51-51255,90,1,4.0,1,6,9.0,3.0,3,0,14344.807103560728,4384.323850259137,11.358181810567185,6.0,-9000.0,4.0,309.4167758434794,6.0,1.0,1.0,1,1,1380,176
8917,51-51255,86,1,4.0,1,6,9.0,4.0,3,0,13402.727072401527,1903.4430530575364,12.950340383517965,6.0,-9000.0,2.0,148.02499212627637,6.0,1.0,1.0,1,1,1636,125
8918,51-51255,74,2,5.0,2,6,7.0,4.0,3,0,14606.543317922473,170.0,4.403339678795373,6.0,74510.13805504367,4.0,392.7222901884647,6.0,1.0,1.0,1,1,649,0
8919,32-00405,50,1,4.0,1,6,9.0,3.0,3,0,15825.122847126253,3217.2937450273257,10.296946854015635,6.0,122981.11641117065,3.0,501.0,6.0,1.0,1.0,1,1,1636,376
8920,51-51255,74,1,4.0,1,6,9.0,3.0,3,0,15366.24783251639,170.0,13.5506325965281,6.0,-9000.0,3.0,118.98702256036216,6.0,1.0,1.0,1,1,1636,157
8921,38-00100,66,1,4.0,1,6,4.0,3.0,3,0,11688.875372472205,4975.561460292752,13.375547528036877,6.0,-9000.0,3.0,320.71194260960175,6.0,1.0,1.0,1,1,1143,376
8922,38-00100,75,1,4.0,1,6,9.0,3.0,3,0,14010.424970068498,5871.87213241424,12.381743813611115,6.0,74348.32649569275,3.0,465.6766572176881,6.0,1.0,1.0,1,1,1,133
8923,38-00100,80,1,4.0,1,6,7.0,3.0,3,0,33887.175953824924,4155.343407001062,11.743443871543334,6.0,74970.3237415387,4.0,381.031408249136,6.0,1.0,1.0,1,1,1636,91
8924,36-04010,61,1,3.0,1,6,9.0,4.0,3,0,14157.94556309878,2558.086102775538,9.701746580223974,6.0,56181.841847399395,0.0,450.4015183420811,6.0,1.0,1.0,1,1,1012,246
8925,40-00200,72,1,3.0,1,6,9.0,3.0,3,0,16783.586039473998,3710.7462302389104,11.38199791073863,7.0,92048.389260781,0.0,383.00880171219256,2.0,1.0,1.0,1,1,690,96
8926,40-00200,75,1,4.0,1,6,7.0,4.0,3,0,13469.076759308697,170.0,2.733963205999951,6.0,-9000.0,0.0,130.68946149349898,6.0,1.0,1.0,1,1,1113,101
8927,51-51255,80,2,4.0,1,6,9.0,3.0,3,0,14350.187551331135,8244.384018119303,11.415930996289948,6.0,248873.80513731195,0.0,285.1482208184605,6.0,1.0,1.0,1,1,848,376
8928,51-51255,0,2,4.0,1,6,4.0,2.0,3,0,33791.2903092101,234.71359455024276,11.632149741145602,7.0,496277.78157861554,1.0,262.2976034412845,6.0,1.0,1.0,1,1,661,225
8929,36-04010,78,1,5.0,1,6,9.0,4.0,3,0,15780.868966487003,7507.4190626135905,11.74919872219849,6.0,72796.94581209891,0.0,314.318501277298,6.0,1.0,2.0,1,1,1546,395
8930,51-51255,61,1,2.0,1,6,7.0,3.0,3,0,16150.574344136647,566.6319286717485,8.136698724278414,6.0,342376.271210428,1.0,440.55403035363673,6.0,1.0,1.0,1,1,1636,338
8931,26-02702,77,1,4.0,1,6,9.0,3.0,3,0,14703.26880635323,170.0,12.626030556335202,7.0,78117.79369581083,3.0,327.3292497752011,6.0,1.0,1.0,1,1,1636,252
8932,38-00100,43,1,4.0,1,6,9.0,4.0,3,0,14591.578116312076,5280.463235098308,11.239768130481147,7.0,-4919.969885918195,3.0,143.10699387151175,6.0,1.0,1.0,1,1,925,370
8933,40-00200,93,1,4.0,1,6,6.0,3.0,2,0,48045.75701570443,2171.5596234203153,12.210910984107986,6.0,18218.465052698048,2.0,409.0414908911608,6.0,1.0,1.0,1,1,1636,253
8934,51-51255,58,1,4.0,1,6,9.0,3.0,3,0,13715.22881905155,1192.0511574340826,12.894343696605898,6.0,-9000.0,4.0,118.13091846621609,6.0,1.0,1.0,1,1,1419,95
8935,40-00200,43,1,4.0,1,6,9.0,3.0,3,0,15125.621915815029,9793.822918526515,0.0,10.0,133888.0977051052,1.0,485.3518131647052,6.0,1.0,1.0,1,1,1,376
8936,51-51255,84,1,4.0,1,6,9.0,4.0,3,0,15345.170180269442,3419.110657855677,12.81333583216968,7.0,18976.362720052784,0.0,172.2906946041176,6.0,1.0,1.0,1,1,1070,34
8937,40-00200,73,2,5.0,1,6,4.0,4.0,3,0,13402.727072401527,6867.182596592844,11.339976039780089,7.0,62363.953493718844,1.0,118.13091846621609,6.0,1.0,1.0,1,1,1365,313
8938,40-00200,79,1,4.0,1,6,9.0,3.0,3,0,34558.07452350314,8190.6342051917345,2.2073861037027958,6.0,272966.53991406027,4.0,222.4777002056552,6.0,1.0,1.0,1,1,1411,391
8939,38-00100,95,1,4.0,1,6,9.0,3.0,3,2,45057.200273277434,6655.400180510271,18.0,6.0,37736.946506552136,4.0,251.72946300952017,2.0,1.0,1.0,1,1,1636,218
8940,36-04010,32,1,4.0,1,3,9.0,3.0,3,0,14943.064380918337,483.81404327297787,10.054148636943804,6.0,17928.4281688309,4.0,423.69758268910925,6.0,1.0,1.0,1,1,1636,376
8941,36-04010,65,1,4.0,1,6,9.0,3.0,3,2,14858.849138855918,3114.0852160858603,0.0,6.0,52706.04310770055,2.0,390.83117704000836,6.0,1.0,1.0,1,1,1090,690
8942,51-01301,15,1,4.0,1,6,9.0,3.0,3,0,15605.985068518594,5194.258203984007,11.442920235020411,6.0,68963.14248301515,0.0,371.9976795482889,6.0,1.0,1.0,1,1,1636,38
8943,51-51255,89,1,4.0,1,6,9.0,3.0,3,0,16206.48928736504,170.0,12.94209268056049,6.0,-9000.0,1.0,501.0,6.0,1.0,1.0,1,1,1636,347
8944,51-51255,78,2,4.0,1,6,9.0,2.0,3,2,14715.081055494424,5319.890684621988,1.4908442058591216,7.0,91062.86103984772,1.0,452.70490584791037,2.0,1.0,1.0,1,1,719,155
8945,38-00100,76,1,4.0,1,6,9.0,3.0,3,0,14634.0556431275,6914.208837577491,11.031331474432905,6.0,240136.61469218927,3.0,458.5879296808914,6.0,1.0,1.0,1,1,1573,181
8946,51-51255,68,1,4.0,1,6,9.0,3.0,3,0,14751.980045394936,5985.420036674264,13.069076552674153,6.0,109081.12827710624,4.0,405.9215063305938,6.0,1.0,1.0,1,1,364,297
8947,36-04010,22,2,5.0,1,6,2.0,4.0,3,1,13402.727072401527,4821.725152920826,9.45039684905604,7.0,27985.18262756706,0.0,491.8661933796116,6.0,1.0,1.0,1,1,1636,76
8948,51-51255,95,1,4.0,1,6,9.0,2.0,3,0,15211.8045856084,170.0,13.098850664789124,6.0,100465.87956053874,4.0,255.12056518227865,6.0,1.0,1.0,1,1,1492,166
8949,51-01301,73,1,4.0,1,6,9.0,3.0,3,0,16723.721404249347,170.0,10.788069673682752,6.0,301308.089305829,2.0,427.10401545544283,6.0,1.0,1.0,1,1,1636,31
8950,51-51255,80,1,2.0,1,3,9.0,3.0,3,0,14131.796586934603,974.7204412917863,10.788069673682752,7.0,63024.97766978895,1.0,14.068596999201755,6.0,1.0,1.0,1,1,1547,354
8951,38-00100,50,1,4.0,1,6,7.0,3.0,3,0,15444.930029652067,1176.352217660009,13.5506325965281,6.0,143419.8708725052,3.0,301.23247804998715,6.0,1.0,1.0,1,1,1636,85
8952,40-00200,75,1,4.0,1,6,7.0,4.0,3,0,16044.194629604894,6414.814253273402,11.244213726394891,6.0,78823.08282708566,0.0,182.66579297014562,6.0,1.0,1.0,1,1,1636,131
8953,40-00200,43,1,4.0,1,6,9.0,3.0,3,0,15153.132288844485,8098.444519408972,9.569989224521626,7.0,112445.42965021958,4.0,456.128841873286,6.0,1.0,1.0,1,1,1636,376
8954,38-00100,57,1,4.0,1,6,7.0,2.0,3,0,14392.104665215866,8153.709464545334,9.676588957788226,6.0,76909.62247841123,1.0,118.92123661483026,6.0,1.0,1.0,1,1,873,252
8955,51-01301,75,1,4.0,1,6,9.0,4.0,3,0,14172.318613182086,7926.394547156399,13.5506325965281,6.0,-9000.0,2.0,383.64374471984877,6.0,1.0,1.0,1,1,1636,1013
8956,51-51255,16,1,2.0,4,6,2.0,3.0,3,0,37380.30617912777,4300.852149613786,12.932546209806548,7.0,88217.05125742915,0.0,0.0,6.0,1.0,2.0,1,1,1303,535
8957,36-04010,95,1,2.0,1,6,5.0,3.0,3,0,29795.12392786471,6007.399457707329,10.88449345753571,6.0,74099.04340484556,1.0,0.0,6.0,1.0,1.0,1,1,752,157
8958,38-00100,84,1,4.0,1,6,7.0,4.0,3,0,13403.898478502253,3586.218785826051,11.531410875962738,6.0,-9000.0,3.0,317.29804961949657,6.0,1.0,1.0,1,1,649,229
8959,38-00100,66,1,3.0,1,6,9.0,4.0,3,0,13402.727072401527,170.0,10.553758670121393,6.0,-6842.987332802761,0.0,306.8000589392445,6.0,1.0,1.0,1,1,1074,244
8960,51-51255,51,1,4.0,1,6,4.0,3.0,3,0,14681.085189968608,170.0,9.992893492548456,7.0,71414.21495640294,2.0,306.1217291324176,6.0,1.0,1.0,1,1,1600,182
8961,51-01301,75,1,4.0,1,6,4.0,3.0,3,0,14608.192415088357,5226.838174965157,12.681915920293283,1.0,-9000.0,1.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,261
8962,51-01301,68,1,4.0,1,6,9.0,3.0,3,0,14753.657077563523,8569.947141635093,13.469692245678244,6.0,-9000.0,4.0,148.04550681789584,6.0,1.0,1.0,1,1,1250,282
8963,32-00405,95,1,4.0,1,6,9.0,3.0,3,0,14703.368354712728,2757.745389084694,9.386331047515132,6.0,137319.3431288775,1.0,366.6347338164386,6.0,1.0,1.0,1,1,1636,264
8964,38-00100,76,1,4.0,1,6,9.0,2.0,3,0,15788.331063151354,170.0,0.0,6.0,147392.33768321277,1.0,293.9999998714823,6.0,1.0,1.0,1,1,1288,290
8965,51-51255,48,1,4.0,1,6,9.0,3.0,3,0,16783.586039473998,170.0,10.800505687360262,6.0,137408.3927223461,2.0,179.43783284788842,6.0,1.0,1.0,1,1,1636,376
8966,51-51255,80,1,4.0,1,6,9.0,3.0,3,0,14705.32954807653,6987.705466512405,0.0,6.0,41.90058707243588,9.0,118.13091846621609,6.0,1.0,1.0,1,1,1,299
8967,38-00100,83,1,4.0,1,6,9.0,5.0,3,0,34526.62369196231,170.0,10.335561274556607,6.0,60931.884435392945,0.0,501.0,6.0,1.0,1.0,1,1,1636,284
8968,51-51255,43,1,4.0,1,6,9.0,3.0,3,0,37413.35015620134,170.0,12.502268720488328,1.0,261887.0618700703,1.0,501.0,6.0,1.0,1.0,1,1,413,614
8969,51-01301,74,1,3.0,1,6,9.0,4.0,3,0,14510.541419110878,170.0,10.602549212483234,6.0,-9000.0,3.0,456.1486692931761,6.0,1.0,1.0,1,1,543,350
8970,36-04010,85,1,3.0,1,6,9.0,2.0,3,0,35987.50261358917,170.0,9.386331047515132,7.0,205772.25623508877,1.0,223.26863911583135,6.0,1.0,1.0,1,1,492,679
8971,51-51255,54,1,4.0,1,6,7.0,3.0,3,0,14591.181635750716,9333.426025956043,13.180673780601836,1.0,172140.6589767047,3.0,118.13091846621609,5.0,1.0,1.0,1,1,792,464
8972,51-51255,47,1,4.0,1,6,9.0,3.0,3,0,15836.247980844782,855.3545645180257,13.5506325965281,6.0,-9000.0,1.0,353.20700351931765,6.0,1.0,1.0,1,1,1397,161
8973,40-00200,49,1,4.0,2,6,3.0,4.0,3,0,16783.586039473998,5349.481826525365,9.644277501421099,6.0,79645.94708169899,2.0,218.29951671242713,6.0,1.0,1.0,1,1,1235,376
8974,32-00405,0,1,4.0,1,6,9.0,2.0,3,0,13402.727072401527,5251.423936114756,10.695148067566281,8.0,85230.52778034238,1.0,399.12451455786845,6.0,1.0,1.0,1,1,398,356
8975,51-51255,74,1,4.0,1,6,7.0,3.0,3,0,11294.048309812071,2370.7504778301077,13.44551245329203,7.0,-7238.402764849772,1.0,260.64337733888794,3.0,1.0,1.0,1,1,344,81
8976,36-04010,95,1,4.0,1,6,9.0,3.0,3,0,46942.96145149763,2690.074441190769,6.822622359839664,6.0,-9000.0,1.0,129.33068378728743,6.0,1.0,1.0,1,1,1431,252
8977,38-00100,71,2,2.0,1,6,9.0,3.0,3,0,14231.238042778752,5396.04606030771,10.34479983867863,6.0,190340.30510801167,2.0,245.93313148467598,6.0,1.0,1.0,1,1,685,221
8978,51-51255,0,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,1613.1513659602706,11.200888868040733,6.0,-9000.0,1.0,298.08720484578845,6.0,1.0,1.0,1,1,1636,189
8979,51-51255,95,1,2.0,1,6,9.0,3.0,3,0,29795.12392786471,3251.403535747946,12.20113404877707,6.0,-9000.0,3.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,153
8980,51-51255,54,1,5.0,1,6,7.0,4.0,3,0,15587.887670473463,170.0,13.2868000500229,6.0,50257.65777598458,0.0,386.38958741899256,6.0,1.0,1.0,1,1,1137,246
8981,38-00100,54,1,2.0,1,3,4.0,4.0,3,2,14086.05955664778,2899.889881141481,10.169981597780566,6.0,231909.09390095196,1.0,253.68404163766962,6.0,1.0,1.0,1,1,1636,376
8982,51-51255,62,1,4.0,1,6,7.0,4.0,3,0,14271.51139964239,170.0,13.5506325965281,6.0,-9000.0,0.0,308.3279896238539,6.0,1.0,1.0,1,1,935,0
8983,51-51255,87,1,2.0,1,6,4.0,3.0,3,0,29795.12392786471,2684.1969511237057,9.182075472686416,6.0,6070.896472876542,4.0,205.20421162176106,6.0,1.0,1.0,1,2,344,244
8984,51-01301,93,1,5.0,1,6,9.0,5.0,3,0,51017.62629135873,1266.7525340118618,10.197383922856996,6.0,57196.55470842398,1.0,430.1194423379197,2.0,1.0,1.0,1,1,274,225
8985,51-51255,92,1,4.0,1,6,9.0,3.0,3,0,13707.908991905024,579.1587057510851,13.5506325965281,6.0,-9000.0,4.0,194.24258225989215,6.0,1.0,1.0,1,1,1636,304
8986,51-51255,95,1,4.0,1,6,9.0,3.0,3,0,14313.491134281603,170.0,11.071845510624385,6.0,47690.9368091362,3.0,173.0912996586159,6.0,1.0,1.0,1,1,1636,0
8987,51-51255,95,1,4.0,1,5,7.0,3.0,3,0,13980.87049288949,2145.750775708799,12.68122216855107,6.0,-9000.0,4.0,376.23665887699264,6.0,1.0,1.0,1,1,1636,239
8988,38-00100,95,1,4.0,1,6,4.0,3.0,3,0,16407.79279600533,8824.497923471365,12.068281396831267,6.0,-9000.0,4.0,393.3687690151475,6.0,1.0,1.0,1,1,1636,495
8989,51-51255,95,1,5.0,1,6,3.0,3.0,3,0,14400.291762103661,4023.9218836867294,14.771487783374706,6.0,59151.67209060985,0.0,273.89099071279514,6.0,1.0,1.0,1,1,1636,163
8990,40-00200,95,1,4.0,1,6,5.0,3.0,3,0,13402.727072401527,170.0,11.028991272335045,6.0,-9000.0,4.0,501.0,6.0,1.0,1.0,1,1,1248,68
8991,40-00200,95,1,4.0,1,6,9.0,3.0,3,0,13998.764209751702,170.0,11.540423908715614,6.0,-4754.989527425962,3.0,490.21798521906373,6.0,1.0,1.0,1,1,1636,376
8992,38-00100,60,1,4.0,1,6,7.0,2.0,3,0,13402.727072401527,8588.110353912118,9.774763392615581,6.0,26848.92096908079,1.0,175.51018576506502,6.0,1.0,1.0,1,1,1220,177
8993,40-00200,68,1,2.0,1,6,9.0,3.0,3,0,13402.727072401527,5479.893564265441,11.61545877542604,6.0,-9000.0,2.0,182.98888458311512,6.0,1.0,1.0,1,1,1636,214
8994,26-02702,65,1,4.0,1,6,9.0,2.0,2,0,15050.655300743125,626.1303797459286,11.926395979301281,6.0,143850.3395606532,1.0,100.09495652926138,6.0,1.0,1.0,1,1,4,145
8995,51-01301,65,1,4.0,1,6,7.0,3.0,3,0,15247.178296653025,170.0,10.788069673682752,6.0,511002.96123326273,2.0,353.2781915684424,6.0,1.0,1.0,1,1,391,1010
8996,51-51255,52,1,4.0,1,6,9.0,4.0,3,0,15210.400895803954,170.0,13.5506325965281,6.0,-9000.0,1.0,501.0,6.0,1.0,1.0,1,1,1636,116
8997,40-00200,8,1,2.0,1,6,9.0,3.0,3,0,14928.334246436185,3944.5501849445463,10.210117220380246,6.0,323432.3026800238,1.0,268.61500517725585,6.0,1.0,1.0,1,1,698,708
8998,51-51255,95,1,4.0,1,6,7.0,3.0,3,0,14173.51551091738,170.0,2.6999063707412105,6.0,25153.33457416504,2.0,395.5377173026982,6.0,1.0,1.0,1,1,1473,159
8999,38-00100,88,1,4.0,1,6,9.0,3.0,3,0,14355.500642746962,5178.4670032238755,11.132949164217656,6.0,118287.42299390714,1.0,441.4411799159001,6.0,1.0,1.0,1,1,1636,376
9000,51-51255,68,1,4.0,1,6,9.0,4.0,3,0,14387.680607150267,3551.389473533386,14.993766478996644,6.0,187274.38419964068,2.0,322.4742070888465,6.0,1.0,1.0,1,1,878,209
9001,36-04010,50,2,2.0,1,3,7.0,6.0,3,2,52864.7,4002.654970847815,0.0,7.0,21841.527527626342,0.0,483.5078335548472,3.0,1.0,1.0,1,1,224,321
9002,32-00405,54,1,4.0,1,6,4.0,4.0,3,0,14641.370583537755,170.0,10.036249115668957,6.0,-9000.0,1.0,501.0,6.0,1.0,1.0,1,1,1636,507
9003,51-51255,4,1,4.0,1,6,7.0,4.0,3,0,14402.809841887447,8965.357537556418,11.16813776667418,7.0,162912.8338541383,0.0,355.8959430752806,6.0,1.0,1.0,1,1,733,92
9004,51-51255,8,1,4.0,1,6,9.0,3.0,3,0,14511.462745223473,2081.165100812592,12.144403648036745,6.0,-9000.0,4.0,399.9500794001711,6.0,1.0,1.0,1,1,30,181
9005,40-00200,95,1,4.0,1,6,7.0,3.0,3,0,13645.904772253323,984.5547074630827,12.305129668840294,7.0,151016.28095156618,4.0,248.32116426349137,6.0,1.0,1.0,1,1,930,1313
9006,51-51255,90,1,4.0,1,6,7.0,3.0,3,0,16031.20739747354,170.0,12.618481817565947,6.0,23725.480018697068,4.0,429.64726448981645,6.0,1.0,1.0,1,1,950,121
9007,36-03710,82,1,3.0,1,6,7.0,2.0,3,0,16783.586039473998,9920.0,11.217833909476619,6.0,56296.7615170575,1.0,147.52519038866535,6.0,1.0,1.0,1,1,1636,376
9008,40-00200,78,1,4.0,1,6,7.0,4.0,3,0,15536.706513708537,170.0,13.43656020138276,6.0,4242.3593271968275,3.0,347.3122886769194,6.0,1.0,1.0,1,1,1636,152
9009,51-51255,93,1,4.0,1,6,9.0,3.0,3,0,14728.150278999809,2046.4472303104121,12.059253502401981,6.0,57426.34334695393,1.0,464.5821289536144,6.0,1.0,1.0,1,1,1636,200
9010,51-01301,95,1,5.0,1,6,5.0,4.0,3,0,15712.56670097791,6078.531825278581,10.974041418329163,7.0,52440.86532036065,1.0,353.62026259666834,6.0,1.0,1.0,1,1,391,114
9011,51-01301,74,1,4.0,1,6,7.0,3.0,3,0,15793.54818309712,1656.0970553979241,13.370132665377751,6.0,12711.051083479571,4.0,293.79754292205615,6.0,1.0,1.0,1,1,1636,210
9012,51-51255,50,1,4.0,1,6,9.0,3.0,3,0,33656.435886675776,7295.898945128866,9.386331047515132,6.0,240201.35959624412,3.0,349.3066791827443,6.0,1.0,1.0,1,1,1380,365
9013,40-00200,95,1,2.0,1,6,4.0,4.0,3,0,15448.00199832173,3024.66843169194,15.286583255177199,7.0,-9000.0,0.0,452.95703850233156,6.0,1.0,1.0,1,1,1410,206
9014,40-00200,53,1,4.0,1,6,7.0,3.0,3,0,15554.359369889193,4370.442434353593,10.76834930126181,7.0,101225.82730820171,2.0,316.3999813047593,6.0,1.0,1.0,1,1,1010,304
9015,51-51255,68,1,2.0,1,6,9.0,3.0,3,0,15813.80758410168,871.4060868144279,11.095572575497227,6.0,27429.9963428161,0.0,312.6681992747754,6.0,1.0,1.0,1,1,1636,160
9016,51-51255,57,1,4.0,1,6,9.0,3.0,3,0,16046.251492166411,2716.15436590033,13.387821845533907,6.0,-1522.573574573209,4.0,483.02571613173376,6.0,1.0,1.0,1,1,1636,202
9017,51-51255,68,1,4.0,1,6,7.0,2.0,3,0,13935.012553664006,170.0,11.454524660126289,7.0,-9000.0,0.0,501.0,6.0,1.0,1.0,1,1,1073,238
9018,51-51255,0,1,4.0,1,6,7.0,4.0,3,0,15348.429633362117,170.0,11.726281334592562,6.0,101747.00920936746,0.0,501.0,6.0,1.0,1.0,1,1,508,282
9019,36-04010,22,1,2.0,3,6,9.0,3.0,3,0,15232.375692375765,2764.2528006848856,4.453497351370801,9.0,342376.271210428,0.0,317.90962908336496,6.0,1.0,1.0,1,1,823,255
9020,51-51255,57,2,2.0,1,6,9.0,2.0,3,0,31509.926567050425,170.0,13.5506325965281,6.0,409.7221161970665,1.0,163.01899991449577,6.0,1.0,1.0,1,1,1065,187
9021,51-01301,60,1,4.0,1,6,7.0,3.0,3,0,14481.323824462212,2271.5942339870053,9.004266554333414,1.0,32983.278812340955,3.0,361.2545785787854,6.0,1.0,1.0,1,1,1636,264
9022,51-01301,50,1,4.0,1,6,9.0,3.0,3,0,14358.66261300784,170.0,12.888232475981557,6.0,-9000.0,1.0,215.54886311117804,6.0,1.0,1.0,1,1,1636,376
9023,38-00100,88,1,2.0,1,6,6.0,3.0,3,0,14830.120822379035,7526.465381950307,9.024306701360498,6.0,145089.09285856542,1.0,0.0,6.0,1.0,1.0,1,1,1511,282
9024,51-51255,95,1,4.0,1,6,4.0,3.0,3,0,14212.029844238401,170.0,11.379814888709017,6.0,-9000.0,3.0,281.9048746774887,6.0,1.0,1.0,1,1,1636,0
9025,51-51255,81,1,4.0,1,6,7.0,4.0,3,0,29795.12392786471,1985.7970877899638,13.5506325965281,6.0,-9000.0,3.0,118.13091846621609,6.0,1.0,1.0,1,1,519,0
9026,51-51255,18,1,2.0,1,6,7.0,2.0,3,0,16783.586039473998,170.0,10.788069673682752,6.0,782329.7550530825,0.0,389.2628044786382,6.0,1.0,1.0,1,1,288,52
9027,51-51255,60,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,170.0,11.413687084824106,6.0,-9000.0,4.0,389.8785094203872,6.0,1.0,1.0,1,1,93,272
9028,51-01301,62,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,6632.410252669614,11.552335061447769,6.0,31248.665487201055,4.0,273.09912066027607,6.0,1.0,1.0,1,1,1636,257
9029,40-00200,0,1,4.0,1,6,9.0,4.0,3,0,14609.173943776661,8783.778787459363,7.227580132813913,6.0,-9000.0,0.0,501.0,6.0,1.0,1.0,1,1,1128,115
9030,40-00200,57,1,3.0,1,6,3.0,7.0,3,0,14419.182725816203,1107.0478015225776,0.4669738892792834,6.0,59617.04193250001,0.0,410.0950488921443,6.0,1.0,1.0,1,1,1039,305
9031,51-51255,95,1,4.0,1,6,9.0,3.0,3,0,14734.65324031887,2390.1745068722444,12.268992649422412,6.0,251288.78498848042,4.0,501.0,6.0,1.0,1.0,1,1,596,123
9032,51-51255,49,1,4.0,1,6,9.0,4.0,3,0,13850.396347333754,493.5542049941755,12.46201275177307,7.0,-9000.0,1.0,501.0,6.0,1.0,1.0,1,1,1557,0
9033,51-01301,73,1,4.0,1,6,9.0,3.0,3,0,15117.76243177228,170.0,13.5506325965281,6.0,112892.35708110743,2.0,361.7273254583205,6.0,1.0,1.0,1,1,1636,169
9034,51-51255,79,1,4.0,1,6,9.0,4.0,3,0,30564.491753329163,4700.595277284901,12.044582576694955,7.0,179954.92048218488,4.0,118.13091846621609,6.0,1.0,1.0,1,1,713,0
9035,51-01301,50,1,4.0,1,6,7.0,2.0,3,0,13681.569483405006,4519.997624428551,4.014133984218114,6.0,199743.26659031815,4.0,501.0,6.0,1.0,1.0,1,1,1266,161
