,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
215,smartnoise-synth,mst,stat model,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_1_family_na2019.csv,deid_data/smartnoise_mst/national/mst_e_1_family_na2019.json,deid_data/smartnoise_mst/national/r_mst_e_1_family_na2019,CRC,,5/20/2023 00:00:00,,934acab8390c3741299bbd42e40f1d2c84810e9b
216,smartnoise-synth,mst,stat model,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_10_family_focused_na2019.csv,deid_data/smartnoise_mst/national/mst_e_10_family_focused_na2019.json,deid_data/smartnoise_mst/national/r_mst_e_10_family_focused_na2019,CRC,,5/20/2023 00:00:00,,054138cd0b67906c163f8099e35654d9265cdafb
217,smartnoise-synth,mst,stat model,national2019,family-focused-with-DEYE,997920000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_5_family_with_DEYE.csv,deid_data/smartnoise_mst/national/mst_e_5_family_with_DEYE.json,deid_data/smartnoise_mst/national/r_mst_e_5_family_with_DEYE,CRC,,5/20/2023 00:00:00,,c298000ccf0e13d74817c950b511dbd2c1cc00f8
218,smartnoise-synth,mst,stat model,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_1_industry_na2019.csv,deid_data/smartnoise_mst/national/mst_e_1_industry_na2019.json,deid_data/smartnoise_mst/national/r_mst_e_1_industry_na2019,CRC,,5/20/2023 00:00:00,,7a502dfb87d78a96e4e50122e70a6322ff4ea6bd
219,smartnoise-synth,mst,stat model,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_5_industry.csv,deid_data/smartnoise_mst/national/mst_e_5_industry.json,deid_data/smartnoise_mst/national/r_mst_e_5_industry,CRC,,5/20/2023 00:00:00,,9d3c376ae70f799f15ca910f4a2a4c767c99b3a6
220,smartnoise-synth,mst,stat model,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e10_industry_focused_na2019.csv,deid_data/smartnoise_mst/national/mst_e10_industry_focused_na2019.json,deid_data/smartnoise_mst/national/r_mst_e10_industry_focused_na2019,CRC,,5/20/2023 00:00:00,,5c58e58b9649aa91a1b1081c2f9e424d0e333288
221,smartnoise-synth,mst,stat model,national2019,simple-features,196151155200000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_10_simple_na2019.csv,deid_data/smartnoise_mst/national/mst_e_10_simple_na2019.json,deid_data/smartnoise_mst/national/r_mst_e_10_simple_na2019,CRC,,5/20/2023 00:00:00,,ea02977d2beea53fec7c7229d311748fdbdfab88
222,smartnoise-synth,mst,stat model,national2019,simple-features,196151155200000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/national/mst_e_1_simple_na2019.csv,deid_data/smartnoise_mst/national/mst_e_1_simple_na2019.json,deid_data/smartnoise_mst/national/r_mst_e_1_simple_na2019,CRC,,5/20/2023 00:00:00,,93f0a6cf2eda899c0059dbc2ff90427ff6d3759c
223,smartnoise-synth,mst,stat model,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_5_all.csv,deid_data/smartnoise_mst/tx/mst_e_5_all.json,deid_data/smartnoise_mst/tx/r_mst_e_5_all,CRC,,5/20/2023 00:00:00,,9b3e1e4b5a9e02a7841552f386d7f438031d53d4
224,smartnoise-synth,mst,stat model,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3.0,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_10_demographic.csv,deid_data/smartnoise_mst/tx/mst_e_10_demographic.json,deid_data/smartnoise_mst/tx/r_mst_e_10_demographic,CRC,,9/5/2023 00:00:00,,a7304d9fc5bef11c3305a693139360586620ffa7
225,smartnoise-synth,mst,stat model,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_5_demographic.csv,deid_data/smartnoise_mst/tx/mst_e_5_demographic.json,deid_data/smartnoise_mst/tx/r_mst_e_5_demographic,CRC,,9/5/2023 00:00:00,,8031989cee2202434abf2c38b30c9028943675e5
226,smartnoise-synth,mst,stat model,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_1_demographic.csv,deid_data/smartnoise_mst/tx/mst_e_1_demographic.json,deid_data/smartnoise_mst/tx/r_mst_e_1_demographic,CRC,,9/5/2023 00:00:00,,b1dc323244c8ce6e503430f7055f83bebf883970
227,smartnoise-synth,mst,stat model,tx2019,demographic-focused-except-DEYE,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_5_demographic_except_DEYE.csv,deid_data/smartnoise_mst/tx/mst_e_5_demographic_except_DEYE.json,deid_data/smartnoise_mst/tx/r_mst_e_5_demographic_except_DEYE,CRC,,5/20/2023 00:00:00,,e41ec25108620d7965bf6f82916b64de73103a8f
228,smartnoise-synth,mst,stat model,tx2019,demographic-focused-except-DEYE,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_1_demographic_except_DEYE_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_1_demographic_except_DEYE_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_1_demographic_except_DEYE_tx2019,CRC,,5/20/2023 00:00:00,,53ab8dcdab222dc8e51e124c4e9b8faaef2d8d8e
229,smartnoise-synth,mst,stat model,tx2019,demographic-focused-except-DEYE,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_10_demographic_except_DEYE_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_10_demographic_except_DEYE_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_10_demographic_except_DEYE_tx2019,CRC,,5/20/2023 00:00:00,,971c6b24ddbbad3a55ef378951cdecb4986e0cc4
230,smartnoise-synth,mst,stat model,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_5_family.csv,deid_data/smartnoise_mst/tx/mst_e_5_family.json,deid_data/smartnoise_mst/tx/r_mst_e_5_family,CRC,,9/5/2023 00:00:00,,c64f7bd6ef1942d88d7c4b687299bab1e40ed930
231,smartnoise-synth,mst,stat model,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3.0,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_10_family.csv,deid_data/smartnoise_mst/tx/mst_e_10_family.json,deid_data/smartnoise_mst/tx/r_mst_e_10_family,CRC,,9/5/2023 00:00:00,,682f872f4ef8cbfd41d434210a95673b38a20ded
232,smartnoise-synth,mst,stat model,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_1_family.csv,deid_data/smartnoise_mst/tx/mst_e_1_family.json,deid_data/smartnoise_mst/tx/r_mst_e_1_family,CRC,,9/5/2023 00:00:00,,209141e079a3561e4a1bd141b1acdf0156413f2d
233,smartnoise-synth,mst,stat model,tx2019,family-focused-with-DEYE,249480000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_10_family_with_DEYE_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_10_family_with_DEYE_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_10_family_with_DEYE_tx2019,CRC,,5/20/2023 00:00:00,,a7f8557c1253e20ad078543aaf9d42ba184742e3
234,smartnoise-synth,mst,stat model,tx2019,family-focused-with-DEYE,249480000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_5_family_with_DEYE.csv,deid_data/smartnoise_mst/tx/mst_e_5_family_with_DEYE.json,deid_data/smartnoise_mst/tx/r_mst_e_5_family_with_DEYE,CRC,,5/20/2023 00:00:00,,58e13f95cc69a9179a7ca24716c0d9e0d4aaa565
235,smartnoise-synth,mst,stat model,tx2019,family-focused-with-DEYE,249480000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_1_family_with_DEYE_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_1_family_with_DEYE_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_1_family_with_DEYE_tx2019,CRC,,5/20/2023 00:00:00,,0003eee13499f4ae7510431525f7e7d9b3462cf3
236,smartnoise-synth,mst,stat model,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,5.0,,preprocessor-epsilon: 1.5,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_5_industry.csv,deid_data/smartnoise_mst/tx/mst_e_5_industry.json,deid_data/smartnoise_mst/tx/r_mst_e_5_industry,CRC,,5/20/2023 00:00:00,,d70925821ab449edab2c790c5f44d0b4ec434611
237,smartnoise-synth,mst,stat model,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_10_industry_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_10_industry_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_10_industry_tx2019,CRC,,5/20/2023 00:00:00,,8436f92b9610d55b75a5cd8d421b12bfe40ded66
238,smartnoise-synth,mst,stat model,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_1_industry_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_1_industry_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_1_industry_tx2019,CRC,,5/20/2023 00:00:00,,04431d376506f728162e5c1235c621d4eb8f075c
239,smartnoise-synth,mst,stat model,tx2019,simple-features,14711336640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,1.0,,preprocessor-epsilon: 0.3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_1_simple_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_1_simple_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_1_simple_tx2019,CRC,,5/20/2023 00:00:00,,31cde42525a8f74539b1f535a2b6d0ed18ec63a0
240,smartnoise-synth,mst,stat model,tx2019,simple-features,14711336640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Differentially private synthetic data.  From McKenna et al. “Winning the NIST Contest: A scalable and general approach to differentially private synthetic data”,10.0,,preprocessor-epsilon: 3,,https://doi.org/10.48550/arXiv.2108.04978,deid_data/smartnoise_mst/tx/mst_e_10_simple_tx2019.csv,deid_data/smartnoise_mst/tx/mst_e_10_simple_tx2019.json,deid_data/smartnoise_mst/tx/r_mst_e_10_simple_tx2019,CRC,,5/20/2023 00:00:00,,43580c159faf094b7535c561d24636bb72286d5d
241,smartnoise-synth,mwem,query matching,national2019,custom-features-12,113513400000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Multiplicative Weights Exponential Mechanism. From “A Simple and Practical Algorithm for Differentially Private Data Release”.,10.0,,"split-factor: 3, preprocessor-epsilon: 3",,https://doi.org/10.48550/arXiv.1012.4763,deid_data/smartnoise_mwem/national/mwem_e_10_cf12_na2019.csv,deid_data/smartnoise_mwem/national/mwem_e_10_cf12_na2019.json,deid_data/smartnoise_mwem/national/r_mwem_e_10_cf12_na2019,CRC,,5/20/2023 00:00:00,,297bae0ce01d90dc7a58cb2f08adb1d54051d256
242,smartnoise-synth,mwem,query matching,national2019,demographic-focused-except-DEYE,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Multiplicative Weights Exponential Mechanism. From “A Simple and Practical Algorithm for Differentially Private Data Release”.,10.0,,"split-factor: 3, preprocessor-epsilon: 3",,https://doi.org/10.48550/arXiv.1012.4763,deid_data/smartnoise_mwem/national/mwem_e_10_c9_na2019.csv,deid_data/smartnoise_mwem/national/mwem_e_10_c9_na2019.json,deid_data/smartnoise_mwem/national/r_mwem_e_10_c9_na2019,CRC,,5/20/2023 00:00:00,,09fee0d92885042bc2e702c6d53e98a8544c1546
243,smartnoise-synth,mwem,query matching,national2019,detailed-industry-focused,1427025600,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP, EDU, PINCP_DECILE",dp,Multiplicative Weights Exponential Mechanism. From “A Simple and Practical Algorithm for Differentially Private Data Release”.,10.0,,"split-factor: 3, preprocessor-epsilon: 3",,https://doi.org/10.48550/arXiv.1012.4763,deid_data/smartnoise_mwem/national/mwem_e_10_det_indp_focused_na2019.csv,deid_data/smartnoise_mwem/national/mwem_e_10_det_indp_focused_na2019.json,deid_data/smartnoise_mwem/national/r_mwem_e_10_det_indp_focused_na2019,CRC,,5/20/2023 00:00:00,,7356236b049baebf88d6ea081242a33b972964ba
244,smartnoise-synth,mwem,query matching,national2019,family-focused-with-DEYE,997920000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Multiplicative Weights Exponential Mechanism. From “A Simple and Practical Algorithm for Differentially Private Data Release”.,10.0,,"split-factor: 3, preprocessor-epsilon: 3",,https://doi.org/10.48550/arXiv.1012.4763,deid_data/smartnoise_mwem/national/mwem_e_10_fam_with_DEYE_na2019.csv,deid_data/smartnoise_mwem/national/mwem_e_10_fam_with_DEYE_na2019.json,deid_data/smartnoise_mwem/national/r_mwem_e_10_fam_with_DEYE_na2019,CRC,,5/20/2023 00:00:00,,3300d7626304270473241cad81f4fb631a605187
245,smartnoise-synth,mwem,query matching,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Multiplicative Weights Exponential Mechanism. From “A Simple and Practical Algorithm for Differentially Private Data Release”.,10.0,,"split-factor: 3, preprocessor-epsilon: 3",,https://doi.org/10.48550/arXiv.1012.4763,deid_data/smartnoise_mwem/national/mwem_e_10_indp_focused_na2019.csv,deid_data/smartnoise_mwem/national/mwem_e_10_indp_focused_na2019.json,deid_data/smartnoise_mwem/national/r_mwem_e_10_indp_focused_na2019,CRC,,5/20/2023 00:00:00,,2f81ed9a75beb1aa49f4f734e814debb7918da15
246,smartnoise-synth,pacsynth,query matching,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10.0,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pac_synth_e_10_demographic_ma2019.csv,deid_data/smartnoise_pacsynth/ma/pac_synth_e_10_demographic_ma2019.json,deid_data/smartnoise_pacsynth/ma/r_pac_synth_e_10_demographic_ma2019,CRC,,5/20/2023 00:00:00,,f74bbada21e12ce5905272fa5dde283d3b660d94
247,smartnoise-synth,pacsynth,query matching,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5.0,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_demographic.csv,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_demographic.json,deid_data/smartnoise_pacsynth/ma/r_pacsynth_e_5_demographic,CRC,,9/5/2023 00:00:00,,a90c96b24751a715f1f3fa9d7982d4afe638aac6
248,smartnoise-synth,pacsynth,query matching,ma2019,demographic-focused-except-DEYE,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5.0,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_demographic_except_DEYE.csv,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_demographic_except_DEYE.json,deid_data/smartnoise_pacsynth/ma/r_pacsynth_e_5_demographic_except_DEYE,CRC,,5/20/2023 00:00:00,,3381b70fbc90f9c42046da37afabbe7598a3ae29
249,smartnoise-synth,pacsynth,query matching,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10.0,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pac_synth_e_10_family_ma2019.csv,deid_data/smartnoise_pacsynth/ma/pac_synth_e_10_family_ma2019.json,deid_data/smartnoise_pacsynth/ma/r_pac_synth_e_10_family_ma2019,CRC,,5/20/2023 00:00:00,,e9d4bb87e8daa30d288f2529f38233939f127678
250,smartnoise-synth,pacsynth,query matching,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5.0,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_family.csv,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_family.json,deid_data/smartnoise_pacsynth/ma/r_pacsynth_e_5_family,CRC,,9/5/2023 00:00:00,,d1c505204c355d0920659bc51fd34d490ef2a63e
251,smartnoise-synth,pacsynth,query matching,ma2019,family-focused-with-DEYE,116424000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5.0,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_family_with_DEYE.csv,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_family_with_DEYE.json,deid_data/smartnoise_pacsynth/ma/r_pacsynth_e_5_family_with_DEYE,CRC,,5/20/2023 00:00:00,,ddd80cb0418fceda76ccde5619297f5738a120f5
252,smartnoise-synth,pacsynth,query matching,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5.0,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_industry.csv,deid_data/smartnoise_pacsynth/ma/pacsynth_e_5_industry.json,deid_data/smartnoise_pacsynth/ma/r_pacsynth_e_5_industry,CRC,,5/20/2023 00:00:00,,e45608d99ae95674826fee7c8437dd92f9691443
