,PUMA,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU,NOC,HISP
16567,24-01004,66,1,N,2,1,1,N,8,3,4,0
16568,30-00600,57,1,6,2,1,2,N,N,10,0,0
16569,17-03529,4,2,5,2,1,1,N,N,4,3,4
16570,30-00600,59,1,6,1,1,1,N,7,5,3,0
16571,30-00600,64,3,1,1,1,1,N,0,8,0,0
16572,32-00405,24,1,6,1,1,1,N,8,9,0,0
16573,06-08507,6,6,6,2,1,1,N,3,10,2,0
16574,32-00405,20,1,N,2,1,1,N,7,7,0,0
16575,24-01004,56,2,5,1,2,2,N,4,10,0,4
16576,17-03531,12,2,3,2,1,0,N,3,9,0,0
16577,24-01004,9,6,6,1,1,2,N,5,3,2,0
16578,36-03710,25,9,3,2,1,1,N,7,5,0,0
16579,13-04600,4,2,1,1,1,2,N,3,7,N,0
16580,26-02702,18,1,1,2,1,1,N,4,9,0,0
16581,28-01100,56,1,N,2,1,2,N,0,7,1,0
16582,13-04600,27,2,1,1,1,2,N,N,3,2,0
16583,30-00600,5,3,6,2,1,1,N,2,7,1,0
16584,51-51255,35,1,1,2,1,2,N,3,10,2,0
16585,17-03531,57,2,3,2,1,1,N,7,9,0,0
16586,38-00100,45,1,1,2,1,1,N,9,10,0,0
16587,17-03529,9,1,1,1,1,2,N,8,7,2,0
16588,38-00100,36,3,6,1,1,1,N,N,6,0,0
16589,51-01301,6,1,4,1,1,2,3,6,7,1,0
16590,32-00405,57,3,1,1,1,2,N,5,3,2,0
16591,08-00803,31,1,4,1,2,1,N,2,8,0,0
16592,38-00100,12,9,6,1,1,2,N,N,6,1,0
16593,17-03529,3,6,1,2,1,2,N,4,9,0,0
16594,36-03710,18,1,1,2,1,2,N,0,9,0,0
16595,36-03710,48,1,N,2,1,1,N,9,5,N,1
16596,40-00200,27,3,4,1,1,1,N,8,N,5,1
16597,36-03710,48,1,1,2,1,1,N,5,10,0,0
16598,51-51255,59,6,6,1,3,1,N,N,N,2,0
16599,29-01901,31,2,4,2,1,1,N,N,9,N,0
16600,29-01901,29,2,6,2,1,2,N,7,7,0,0
16601,38-00100,13,5,6,1,1,2,N,8,7,0,0
16602,24-01004,57,1,6,2,1,0,N,0,9,0,0
16603,24-01004,1,1,N,2,1,2,N,N,9,1,0
16604,51-51255,58,1,6,1,1,1,N,8,9,0,0
16605,51-51255,30,1,4,1,1,0,N,0,9,0,0
16606,19-01700,62,1,1,2,1,2,N,6,5,0,0
16607,51-51255,26,1,4,1,1,2,N,7,5,0,0
16608,30-00600,29,1,N,2,1,1,N,6,5,0,0
16609,06-08507,35,6,6,1,1,1,N,2,5,0,0
16610,38-00100,21,5,1,1,1,2,N,N,9,0,0
16611,08-00803,46,1,1,2,1,2,N,0,9,5,1
16612,36-03710,26,1,1,1,1,1,N,6,3,3,0
16613,32-00405,14,1,N,2,1,2,N,N,5,0,0
16614,06-08507,68,2,4,1,1,2,N,N,6,0,0
16615,30-00600,4,1,6,2,1,2,N,1,10,0,0
16616,08-00803,82,1,1,1,1,1,N,6,9,0,0
16617,51-01301,46,1,N,2,1,1,N,9,10,0,0
16618,30-00600,11,8,6,2,1,2,N,6,12,2,0
16619,36-03710,18,1,N,2,1,2,N,N,1,2,0
16620,38-00100,22,1,4,1,1,1,N,3,3,2,0
16621,36-03710,11,2,1,1,1,2,N,5,2,3,0
16622,51-01301,25,1,6,1,1,1,N,5,10,0,0
16623,40-00200,38,3,1,1,1,2,N,8,10,0,0
16624,36-04010,19,2,N,1,1,1,N,9,7,N,4
16625,30-00600,32,3,3,2,1,1,N,2,9,0,0
16626,26-02702,73,1,4,1,1,0,N,0,3,2,0
16627,36-04010,29,2,1,2,1,0,N,0,9,0,0
16628,51-51255,3,9,1,1,1,1,N,6,2,4,0
16629,19-01700,31,1,6,1,1,2,N,6,3,2,0
16630,17-03531,34,2,2,2,2,1,N,N,5,3,0
16631,13-04600,66,1,N,2,1,2,N,0,5,N,0
16632,28-01100,65,2,1,1,1,1,N,N,7,0,0
16633,13-04600,39,2,6,2,1,2,N,6,7,0,0
16634,38-00100,15,1,3,2,1,2,N,N,7,0,0
16635,40-00200,55,3,1,2,1,1,N,2,4,0,0
16636,28-01100,25,2,N,1,1,2,N,4,7,N,2
16637,29-01901,42,2,4,2,1,2,N,4,10,0,0
16638,29-01901,29,2,N,1,1,2,N,8,11,1,0
16639,40-00200,43,1,3,2,1,0,N,0,12,0,0
16640,29-01901,66,2,3,2,1,2,N,N,3,0,1
16641,30-00600,12,3,1,1,1,1,N,N,7,0,0
16642,38-00100,10,1,6,2,1,1,N,0,8,0,0
16643,36-04010,20,2,3,2,2,1,N,4,N,N,0
16644,01-01301,19,2,1,2,1,1,N,7,12,0,0
16645,36-03710,63,8,1,1,1,2,N,7,4,0,0
16646,40-00200,47,3,1,2,1,2,N,9,12,1,0
16647,29-01901,86,2,1,2,1,1,N,9,11,0,0
16648,36-04010,48,6,1,1,1,2,N,N,9,0,0
16649,32-00405,44,1,1,2,1,1,N,9,3,2,0
16650,51-01301,90,6,1,2,1,1,N,1,9,0,0
16651,36-04010,32,2,2,2,1,2,N,7,5,0,0
16652,30-00600,51,1,1,2,1,1,N,7,3,2,0
16653,28-01100,8,2,3,2,1,1,N,0,10,0,0
16654,17-03529,53,2,1,2,1,1,N,N,7,0,0
16655,19-01700,76,1,6,1,3,2,N,8,N,1,4
16656,51-51255,3,1,1,2,1,1,N,3,3,2,0
16657,28-01100,85,2,6,2,1,1,N,N,12,1,0
16658,40-00200,12,9,6,1,1,1,N,9,1,2,0
16659,28-01100,82,2,1,2,1,2,N,7,1,0,0
16660,19-01700,9,1,N,2,1,1,N,5,9,0,0
16661,06-08507,15,6,6,2,1,1,N,N,11,0,0
16662,17-03529,17,2,6,2,3,2,N,N,4,0,0
16663,17-03529,65,1,2,2,1,2,N,2,7,0,0
16664,01-01301,7,2,1,2,1,1,N,0,5,4,1
16665,32-00405,44,3,1,1,1,1,N,0,3,2,0
16666,51-51255,29,1,6,2,1,2,N,0,5,0,0
16667,28-01100,15,2,1,2,1,2,N,4,5,N,0
16668,13-04600,45,1,6,1,3,2,N,2,9,1,0
16669,38-00100,42,3,N,2,1,1,N,4,8,1,4
16670,36-03710,14,8,1,1,1,1,N,3,9,0,0
16671,06-08507,27,1,6,2,1,1,N,N,4,N,0
16672,06-08507,38,6,6,1,1,2,N,N,10,2,0
16673,36-04010,83,2,1,1,1,1,N,9,9,0,0
16674,30-00600,57,1,1,1,1,2,N,0,5,2,0
16675,08-00803,28,1,6,2,3,2,N,0,3,2,4
16676,38-00100,23,1,6,1,1,1,N,5,8,0,0
16677,40-00200,11,6,1,1,1,1,N,2,10,0,0
16678,51-51255,38,1,6,2,1,1,N,0,3,0,0
16679,38-00100,50,3,1,1,1,1,N,0,9,1,0
16680,24-01004,90,1,6,2,1,1,N,9,5,1,0
16681,32-00405,28,1,1,1,1,1,N,4,5,3,0
16682,30-00600,14,1,1,1,1,2,N,0,9,0,0
16683,06-08507,31,6,6,1,1,1,N,6,1,2,0
16684,51-51255,30,1,6,1,1,2,N,6,7,0,0
16685,08-00803,82,1,6,2,1,1,N,0,4,2,1
16686,26-02702,52,1,N,2,1,2,N,6,9,0,0
16687,08-00803,7,1,1,2,1,1,N,3,9,0,0
16688,13-04600,11,2,6,1,3,2,N,0,2,2,0
16689,13-04600,68,6,5,2,1,2,N,N,12,0,0
16690,51-51255,4,9,1,1,1,1,N,5,8,0,1
16691,06-08507,3,1,1,2,1,2,N,7,10,0,0
16692,06-08507,22,6,5,1,1,1,N,7,9,0,4
16693,36-03710,51,2,N,2,1,2,N,3,4,2,0
16694,30-00600,59,1,6,1,1,1,N,9,7,0,0
16695,28-01100,13,1,N,2,1,2,N,N,1,1,0
16696,30-00600,5,1,N,1,1,1,N,6,9,0,0
16697,51-51255,51,1,6,1,1,2,N,5,3,5,0
16698,36-03710,0,2,1,2,1,1,N,9,8,0,0
16699,30-00600,18,3,6,2,1,2,N,N,9,0,0
16700,06-08507,7,1,1,1,1,2,N,4,3,0,1
16701,17-03531,11,2,3,2,1,1,N,5,6,1,0
16702,17-03531,25,2,6,1,1,2,N,9,5,0,0
16703,32-00405,33,8,6,1,1,1,N,N,3,2,0
16704,06-08507,27,1,6,1,2,1,N,N,7,0,0
16705,40-00200,56,3,4,2,1,1,N,3,3,2,0
16706,38-00100,34,1,N,1,1,1,N,9,12,0,0
16707,30-00600,0,1,4,2,1,1,N,4,7,0,1
16708,08-00803,21,1,1,2,1,1,N,9,5,0,0
16709,40-00200,11,3,3,2,1,2,N,5,7,N,0
16710,17-03529,26,1,1,2,1,1,N,3,3,1,1
16711,17-03529,3,1,6,2,1,0,N,2,9,0,0
16712,30-00600,50,1,N,2,1,2,N,0,5,0,0
16713,17-03529,38,2,1,2,1,2,N,6,10,0,0
16714,24-01004,12,1,6,2,1,1,N,3,2,3,1
16715,19-01700,13,1,1,1,1,1,N,6,11,0,0
16716,51-01301,93,1,1,2,1,1,N,9,9,N,0
16717,30-00600,67,1,1,1,1,2,N,0,2,3,1
16718,29-01901,75,2,6,2,1,1,N,N,5,0,0
16719,08-00803,67,6,5,2,1,1,N,0,5,N,0
16720,17-03529,81,2,6,2,1,1,N,N,N,1,0
16721,08-00803,58,1,1,1,1,1,N,4,10,0,0
16722,38-00100,69,1,3,1,1,2,N,6,9,0,0
16723,24-01004,55,6,2,1,1,1,N,7,5,0,0
16724,29-01901,6,2,N,2,1,1,N,7,5,0,4
16725,40-00200,94,1,6,1,3,1,N,2,5,0,0
16726,40-00200,71,3,1,2,1,1,N,7,4,1,0
16727,36-04010,10,2,1,1,1,1,N,1,10,2,0
16728,06-08507,27,1,6,1,2,1,N,N,3,0,4
16729,36-04010,11,2,6,1,2,2,N,0,9,1,0
16730,24-01004,30,1,6,2,3,1,N,N,5,0,0
16731,36-04010,32,2,N,1,1,1,N,9,5,0,4
16732,17-03529,73,2,4,2,1,2,N,5,5,0,0
16733,36-04010,35,2,5,1,2,2,N,7,3,2,0
16734,08-00803,37,1,6,2,1,1,N,9,2,2,0
16735,30-00600,60,1,1,2,1,2,N,N,5,0,2
16736,01-01301,7,2,N,2,1,2,N,8,9,0,0
16737,19-01700,50,1,1,1,1,2,4,2,5,0,0
16738,51-51255,36,1,3,2,1,1,N,0,6,0,1
16739,38-00100,32,1,6,1,1,1,N,N,5,0,0
16740,36-03710,40,6,6,2,1,1,N,1,5,0,0
16741,36-04010,7,2,6,1,1,1,N,6,9,0,0
16742,17-03529,71,2,6,2,3,2,N,0,9,1,0
16743,06-07502,16,1,1,2,1,1,N,N,12,1,0
16744,32-00405,58,1,N,2,1,1,N,4,5,3,1
16745,28-01100,66,2,2,1,1,2,N,N,3,2,0
16746,08-00803,49,1,1,1,1,1,5,0,9,1,0
16747,28-01100,4,2,3,2,1,2,N,8,5,0,0
16748,01-01301,21,2,1,1,1,1,N,3,10,0,0
16749,19-01700,76,1,4,2,1,1,N,N,10,0,0
16750,01-01301,75,2,1,2,1,1,N,N,9,0,0
16751,06-07502,55,3,6,2,3,1,N,5,10,1,0
16752,40-00200,77,3,2,1,1,2,N,0,12,0,0
16753,38-00100,25,1,1,2,1,1,N,N,10,2,0
16754,40-00200,54,1,1,2,1,1,N,6,7,N,0
16755,29-01901,30,2,6,2,1,2,N,9,7,0,0
16756,06-07502,48,6,1,2,1,0,N,1,4,5,4
16757,38-00100,3,1,6,1,1,1,N,9,7,0,0
16758,13-04600,19,1,1,1,1,2,N,9,10,2,0
16759,51-01301,6,6,1,2,1,2,N,7,10,2,0
16760,32-00405,17,1,6,2,1,1,N,9,N,2,0
16761,13-04600,66,2,6,2,1,1,N,6,7,0,0
16762,19-01700,74,1,N,2,1,1,N,0,9,0,0
16763,32-00405,57,1,1,2,1,1,N,5,5,4,0
16764,29-01901,52,2,6,1,1,2,N,7,9,2,0
16765,51-51255,58,1,1,2,1,2,N,1,9,0,0
16766,24-01004,33,1,6,1,1,1,N,1,9,0,0
16767,36-04010,37,2,6,1,1,1,N,8,4,3,0
16768,32-00405,32,1,1,1,1,1,N,N,9,0,0
16769,01-01301,9,2,6,1,1,1,N,9,3,1,4
16770,13-04600,77,1,1,1,1,0,N,1,4,1,0
16771,30-00600,73,3,2,2,2,2,N,2,3,3,0
16772,40-00200,67,1,1,2,1,2,N,4,3,3,0
16773,24-01004,33,1,N,2,1,1,N,N,9,2,0
16774,08-00803,35,1,N,2,1,2,N,N,9,0,0
16775,06-08507,79,1,1,2,1,0,N,1,1,0,0
16776,40-00200,79,3,1,2,1,2,N,7,5,0,0
16777,51-01301,88,6,4,1,1,2,N,1,10,0,0
16778,38-00100,74,1,6,1,1,1,N,4,4,3,0
16779,19-01700,77,1,6,2,1,2,N,0,9,1,0
16780,38-00100,74,1,3,1,1,2,N,6,9,0,0
16781,51-01301,33,1,1,2,1,1,N,N,10,0,0
16782,06-07502,28,6,1,2,1,1,N,N,11,1,0
16783,38-00100,58,1,N,1,1,1,N,1,9,0,0
16784,51-01301,39,1,N,2,1,1,N,9,8,1,0
16785,06-07502,62,1,6,1,2,0,N,0,9,0,0
16786,29-01901,38,1,6,2,1,1,N,9,1,1,0
16787,29-01901,6,2,3,1,1,0,N,7,7,N,0
16788,51-51255,3,1,2,1,1,1,N,3,9,0,0
16789,51-51255,35,1,6,2,1,1,N,9,7,0,0
16790,30-00600,19,1,N,2,1,2,N,1,9,0,0
16791,08-00803,21,2,6,2,1,1,N,4,11,2,0
16792,28-01100,44,2,6,1,1,1,N,9,10,0,0
16793,51-01301,57,1,4,2,1,2,N,3,1,3,0
16794,13-04600,37,2,1,1,1,1,N,8,9,0,0
16795,17-03531,58,2,2,1,1,1,N,1,5,0,0
16796,28-01100,19,2,1,1,1,1,N,9,10,2,0
16797,51-51255,29,1,1,2,1,2,N,N,10,0,0
16798,24-01004,8,1,1,2,1,1,N,9,7,0,0
16799,24-01004,63,1,6,1,3,1,N,7,4,N,0
16800,17-03529,93,2,5,1,1,1,N,N,10,0,0
16801,38-00100,32,1,1,1,1,0,N,1,7,0,0
16802,40-00200,15,9,N,1,1,2,N,4,5,N,1
16803,06-07502,42,1,1,1,1,1,N,6,4,3,0
16804,40-00200,72,1,6,2,1,1,N,0,9,3,0
16805,24-01004,41,6,6,1,3,2,N,6,10,0,0
16806,19-01700,31,1,1,2,1,2,N,5,5,0,0
16807,06-08507,62,1,3,2,1,1,N,1,5,0,0
16808,36-04010,15,2,2,2,2,2,N,6,7,0,0
16809,38-00100,63,1,N,1,1,1,N,3,8,0,0
16810,51-01301,35,1,N,2,1,2,N,N,N,2,1
16811,29-01901,0,2,N,1,1,1,N,0,7,0,0
16812,40-00200,38,3,1,1,1,1,2,9,4,1,4
16813,38-00100,70,1,6,1,1,1,N,3,3,N,0
16814,06-07502,23,1,1,1,1,1,N,4,8,0,0
16815,38-00100,26,1,6,2,1,1,N,6,10,0,0
16816,30-00600,67,3,5,2,1,1,1,8,9,0,0
16817,40-00200,53,1,6,2,3,2,N,1,9,0,0
16818,51-01301,47,1,N,1,1,1,N,3,7,0,0
16819,36-03710,47,2,2,2,1,2,N,3,5,0,0
16820,24-01004,52,1,6,1,1,2,N,8,5,0,0
16821,24-01004,51,1,N,1,1,1,N,1,8,0,0
16822,32-00405,15,1,6,1,1,1,N,8,9,0,0
16823,38-00100,61,1,1,1,1,1,N,9,9,0,1
16824,28-01100,63,1,3,2,1,2,N,8,4,4,1
16825,17-03531,34,1,4,1,1,1,N,8,1,0,0
16826,38-00100,40,1,N,2,1,2,N,N,7,0,0
16827,28-01100,1,4,N,1,1,1,N,7,7,N,0
16828,40-00200,53,1,1,2,1,2,N,9,3,0,2
16829,36-03710,38,8,6,2,1,2,N,8,9,0,2
16830,29-01901,83,1,3,2,1,1,N,N,8,0,0
16831,51-01301,46,6,6,1,1,1,N,9,5,2,0
16832,30-00600,52,1,6,2,1,1,N,N,5,0,0
16833,06-07502,28,6,6,1,1,1,N,9,7,N,0
16834,30-00600,49,1,1,2,1,1,N,4,9,0,0
16835,28-01100,31,2,6,1,1,2,N,3,3,1,0
16836,17-03531,13,2,N,2,1,0,N,8,7,0,0
16837,24-01004,14,6,3,1,1,1,N,9,1,3,0
16838,38-00100,71,1,1,1,1,0,N,5,3,1,0
16839,17-03529,65,2,6,1,1,0,N,0,3,1,0
16840,06-07502,16,1,1,1,1,1,N,0,9,0,0
16841,38-00100,9,1,1,1,1,2,N,8,7,3,0
16842,30-00600,73,3,1,1,1,1,N,4,6,N,0
16843,32-00405,33,1,6,2,1,2,N,5,12,1,0
16844,19-01700,0,1,3,1,1,1,N,9,9,0,0
16845,28-01100,50,2,1,2,1,1,N,3,5,N,0
16846,13-04600,21,2,N,2,1,2,N,5,5,0,0
16847,19-01700,29,1,6,1,1,2,N,N,9,0,0
16848,36-03710,63,8,6,2,1,1,N,5,7,0,0
16849,38-00100,40,1,1,2,1,1,N,0,7,3,0
16850,13-04600,11,2,1,2,1,1,N,0,9,0,0
16851,06-08507,5,1,6,2,1,1,N,N,4,N,0
16852,24-01004,28,1,6,2,1,0,N,5,3,0,0
16853,19-01700,76,1,1,2,1,1,N,7,7,0,0
16854,38-00100,6,1,6,1,2,2,N,N,2,2,0
16855,06-07502,20,6,4,2,1,2,N,4,9,0,0
16856,30-00600,60,1,6,1,1,1,N,9,9,N,0
16857,26-02702,31,1,N,2,1,2,N,9,7,0,0
16858,30-00600,42,1,3,2,1,1,N,9,4,1,0
16859,19-01700,29,1,6,2,1,2,N,1,9,0,0
16860,32-00405,38,5,1,2,1,1,N,N,3,1,0
16861,26-02702,76,1,5,2,1,1,N,6,5,2,0
16862,13-04600,19,2,N,1,1,1,N,6,5,0,0
16863,17-03529,44,1,N,2,1,2,N,6,5,3,0
16864,30-00600,57,1,N,2,1,2,N,N,8,0,0
16865,36-03710,23,2,6,1,1,2,N,3,8,0,0
16866,32-00405,59,1,N,1,1,2,N,0,4,0,0
16867,19-01700,23,6,1,2,1,2,N,1,10,0,0
16868,36-03710,24,2,6,1,1,1,N,5,3,N,1
16869,36-04010,74,1,4,1,1,1,N,5,12,0,0
16870,13-04600,70,2,1,1,1,2,N,9,5,0,0
16871,38-00100,50,3,1,2,1,1,N,3,11,4,0
16872,19-01700,2,1,1,2,1,2,N,3,9,N,0
16873,30-00600,42,1,N,2,1,1,N,3,3,4,0
16874,51-01301,15,9,3,2,1,1,N,N,5,0,0
16875,38-00100,53,1,6,1,1,1,N,2,11,3,0
16876,32-00405,16,6,3,2,1,1,N,0,9,0,0
16877,36-04010,18,2,N,2,3,1,N,0,3,2,4
16878,24-01004,65,1,4,2,1,1,N,1,3,0,0
16879,36-04010,67,1,N,1,1,2,N,6,8,0,0
16880,24-01004,59,1,6,2,1,2,N,5,9,0,0
16881,17-03531,15,2,6,1,1,2,N,0,9,0,0
16882,51-01301,43,1,1,2,1,1,5,9,3,3,0
16883,28-01100,30,9,N,1,1,1,N,7,4,0,0
16884,29-01901,6,2,4,2,1,1,N,9,7,0,0
16885,13-04600,70,2,1,2,1,1,N,5,9,0,0
16886,29-01901,10,2,6,1,1,0,N,0,5,0,0
16887,32-00405,20,8,6,2,1,1,N,7,9,0,0
16888,24-01004,87,1,6,2,1,0,N,3,7,0,0
16889,06-08507,33,1,N,1,1,1,N,6,4,2,0
16890,38-00100,19,1,6,1,1,1,N,8,9,0,0
16891,13-04600,19,1,6,1,3,1,N,4,4,2,0
16892,08-00803,43,1,1,2,1,1,N,9,7,0,0
16893,19-01700,77,1,3,2,1,2,N,2,4,0,0
16894,32-00405,65,2,6,2,1,1,N,3,5,0,1
16895,24-01004,15,1,1,2,1,2,N,5,10,0,0
16896,06-07502,22,1,6,1,1,2,N,7,5,0,0
16897,40-00200,71,6,1,2,1,1,1,9,10,0,0
16898,24-01004,49,6,5,2,1,1,N,6,7,0,0
16899,30-00600,14,1,3,1,1,0,N,5,3,1,0
16900,17-03529,22,2,1,2,1,1,N,8,7,0,0
16901,36-03710,15,1,6,1,1,2,N,N,7,0,0
16902,36-03710,77,8,1,2,1,2,N,0,6,0,0
16903,08-00803,16,1,6,2,2,1,N,7,9,0,0
16904,36-03710,20,6,1,1,1,2,N,0,4,0,0
16905,38-00100,26,1,6,1,1,1,N,6,4,2,0
16906,51-01301,33,1,3,2,1,2,N,N,8,0,0
16907,51-51255,3,9,6,2,1,1,N,0,7,3,0
16908,24-01004,24,1,6,1,1,1,N,9,10,0,0
16909,28-01100,12,2,6,2,1,2,N,9,7,0,0
16910,28-01100,34,2,4,2,1,1,N,9,4,0,0
16911,51-51255,35,1,6,2,1,1,N,9,2,4,0
16912,24-01004,47,1,1,1,1,2,4,2,12,1,0
16913,36-03710,48,1,6,1,1,1,N,9,3,2,0
16914,28-01100,62,2,1,1,1,2,N,9,3,2,0
16915,32-00405,36,1,3,2,1,2,N,5,8,0,0
16916,06-08507,40,1,1,2,1,0,N,1,9,2,0
16917,38-00100,24,1,1,2,1,0,N,2,10,0,0
16918,51-01301,56,1,N,1,1,0,N,4,5,0,0
16919,38-00100,55,3,6,2,1,1,N,8,7,0,0
16920,38-00100,30,1,N,2,1,2,N,4,4,1,0
16921,17-03529,17,6,6,1,1,1,N,0,9,0,0
16922,24-01004,17,1,6,2,1,2,N,3,3,2,0
16923,17-03529,23,2,6,2,1,2,N,8,4,1,4
16924,40-00200,14,3,3,2,1,2,N,2,5,0,0
16925,40-00200,54,1,6,1,1,2,N,2,9,1,0
16926,32-00405,13,9,1,1,1,2,N,6,10,0,0
16927,08-00803,30,1,6,2,1,1,N,9,9,0,0
16928,08-00803,30,1,6,1,1,1,N,1,11,0,0
16929,24-01004,47,1,6,1,1,1,N,2,3,3,0
16930,51-51255,33,2,N,1,1,2,N,6,1,3,0
16931,17-03529,50,2,N,1,1,2,N,N,7,0,0
16932,19-01700,26,1,3,2,1,2,N,7,2,2,0
16933,01-01301,75,1,1,1,1,1,N,9,N,1,0
16934,08-00803,31,1,4,2,1,2,N,4,5,0,0
16935,51-01301,22,8,1,2,1,1,N,9,5,0,0
16936,06-08507,62,1,6,1,1,1,N,1,4,5,0
16937,51-51255,72,2,6,1,1,2,N,2,9,0,0
16938,24-01004,42,6,1,1,1,1,N,9,10,0,0
16939,36-03710,62,1,6,1,1,1,N,8,5,0,0
16940,24-01004,12,1,4,1,1,1,N,N,7,0,0
16941,28-01100,52,2,N,2,1,2,N,2,9,0,0
16942,38-00100,72,1,6,2,3,0,N,0,5,0,0
16943,51-51255,59,1,1,1,1,2,N,3,9,0,0
16944,17-03531,15,2,4,2,1,1,N,0,9,0,0
16945,19-01700,23,1,1,2,1,1,N,3,12,1,3
16946,06-08507,55,1,6,2,1,2,N,7,7,N,0
16947,26-02702,13,1,1,2,1,1,N,1,9,5,0
16948,19-01700,64,1,N,2,1,1,N,N,7,N,0
16949,01-01301,27,2,4,1,1,2,N,5,3,0,0
16950,36-04010,57,2,6,2,1,1,N,7,5,0,0
16951,08-00803,18,1,1,2,1,1,N,2,9,0,0
16952,19-01700,43,1,3,2,1,0,N,0,3,1,0
16953,51-01301,63,1,1,1,1,1,N,0,12,1,0
16954,51-01301,49,1,6,2,1,1,N,1,N,2,4
16955,30-00600,18,1,1,1,1,1,N,4,5,0,0
16956,32-00405,38,1,1,1,1,1,N,6,9,0,0
16957,30-00600,20,1,5,2,1,1,N,7,9,1,0
16958,06-07502,46,9,N,2,1,1,N,2,12,1,0
16959,26-02702,42,6,6,1,1,2,N,7,4,2,0
16960,36-04010,33,2,N,1,1,2,N,2,N,1,0
16961,51-01301,34,1,6,1,1,2,N,8,12,0,0
16962,40-00200,26,1,N,2,1,1,N,N,5,0,0
16963,06-08507,40,1,6,1,1,0,N,1,10,0,0
16964,24-01004,65,1,6,1,3,1,N,7,12,0,0
16965,32-00405,24,1,4,2,1,1,N,9,4,1,0
16966,40-00200,4,1,6,2,1,1,N,3,4,0,0
16967,28-01100,38,1,6,1,1,1,N,4,7,1,0
16968,30-00600,13,1,1,2,1,1,N,8,10,2,0
16969,17-03529,72,2,1,1,1,1,N,5,9,7,0
16970,38-00100,32,1,3,2,1,1,N,9,7,N,0
16971,38-00100,57,3,6,1,1,1,N,5,9,0,0
16972,38-00100,47,1,N,1,1,1,N,2,N,1,0
16973,06-08507,4,6,N,1,1,2,N,N,10,0,0
16974,51-51255,1,1,6,2,1,1,N,9,7,N,0
16975,06-08507,48,6,6,2,1,2,N,7,1,3,0
16976,17-03529,65,1,6,1,1,2,N,9,3,1,0
16977,01-01301,6,1,6,1,1,2,N,1,10,3,0
16978,17-03529,61,1,1,1,1,0,N,2,9,0,0
16979,17-03529,67,2,N,2,1,2,N,N,8,1,0
16980,13-04600,18,2,1,1,1,1,N,9,5,0,0
16981,30-00600,87,1,1,2,1,1,N,9,10,0,0
16982,51-01301,71,1,6,1,1,1,N,7,4,0,0
16983,38-00100,56,1,1,2,1,1,N,0,10,1,0
16984,06-08507,59,6,6,2,1,1,N,N,3,4,0
16985,32-00405,32,1,4,1,1,0,N,5,4,0,0
16986,30-00600,66,1,3,2,1,1,N,8,10,0,0
16987,06-07502,58,1,1,1,1,1,N,N,5,0,2
16988,32-00405,14,8,1,2,1,1,N,2,11,1,0
16989,24-01004,48,6,6,2,1,2,N,6,5,0,0
16990,30-00600,62,1,1,2,1,2,N,5,3,5,4
16991,01-01301,39,2,2,2,1,2,N,0,10,0,0
16992,24-01004,18,1,1,2,1,1,N,N,9,0,0
16993,30-00600,39,1,1,2,1,1,N,9,7,0,0
16994,19-01700,12,2,N,1,1,0,N,0,9,0,0
16995,38-00100,3,3,6,1,1,1,N,2,12,1,0
16996,06-08507,0,1,6,2,3,0,N,0,9,1,0
16997,28-01100,52,2,6,1,2,2,N,5,1,0,0
16998,51-01301,6,1,4,1,1,1,N,N,N,3,0
16999,01-01301,36,2,1,2,1,2,N,3,7,0,0
17000,08-00803,31,1,6,1,1,2,N,2,5,N,0
17001,38-00100,70,1,6,1,1,2,N,6,9,0,0
17002,17-03529,17,2,N,1,1,0,N,1,10,0,0
17003,36-04010,35,2,1,1,1,1,N,5,3,0,0
17004,30-00600,53,1,3,2,1,2,N,6,6,0,0
17005,17-03529,12,1,3,2,1,1,N,4,3,3,0
17006,29-01901,24,1,1,1,1,2,N,9,5,3,0
17007,38-00100,26,1,4,2,1,1,N,9,7,2,0
17008,26-02702,13,6,N,2,1,0,N,5,10,0,0
17009,51-51255,38,1,6,1,1,1,N,5,7,0,0
17010,29-01901,15,6,4,1,1,1,N,7,4,1,0
17011,40-00200,15,9,6,2,1,1,N,8,9,0,0
17012,06-08507,67,6,1,1,1,1,N,6,7,0,0
17013,24-01004,41,2,6,2,1,1,N,3,10,3,0
17014,06-08507,18,1,N,2,1,2,N,N,6,0,0
17015,17-03531,26,1,N,1,1,1,N,9,1,2,0
17016,17-03529,81,2,6,1,3,2,N,0,8,0,0
17017,19-01700,77,1,4,2,1,1,N,1,9,0,0
17018,30-00600,73,1,N,2,1,1,5,4,3,1,4
17019,36-04010,18,2,N,1,1,1,N,6,7,N,0
17020,38-00100,60,1,N,1,1,2,N,5,5,0,0
17021,36-03710,64,8,1,1,1,1,N,2,5,0,0
17022,30-00600,67,1,1,2,1,1,N,2,7,0,0
17023,17-03529,45,2,5,2,1,2,N,4,9,1,4
17024,17-03529,71,2,N,2,1,1,N,9,9,0,0
17025,06-07502,28,1,3,2,1,1,N,6,3,0,0
17026,26-02702,47,1,1,1,1,1,N,9,4,4,1
17027,36-03710,17,2,6,1,1,1,N,6,9,0,0
17028,30-00600,24,1,N,1,1,1,N,8,4,3,0
17029,24-01004,41,2,6,2,3,1,N,7,4,1,0
17030,51-51255,93,1,6,1,1,1,N,8,3,5,0
