"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DREM","HOUSING_TYPE","OWN_RENT"
"12418","21","1","6","6","7","1","N","2","3","0"
"12419","44","2","1","1","12","8","N","2","1","1"
"12420","38","1","6","1","8","6","N","2","1","1"
"12421","21","1","6","2","6","0","N","2","3","0"
"12422","28","1","6","9","9","9","N","2","1","2"
"12423","73","1","4","1","5","4","N","2","1","1"
"12424","65","2","4","2","8","7","N","2","1","1"
"12425","59","1","1","1","9","3","2","2","1","1"
"12426","44","2","1","6","12","0","N","2","1","1"
"12427","16","1","6","1","4","0","N","2","1","1"
"12428","76","1","4","1","7","5","N","2","1","1"
"12429","38","2","2","2","7","0","N","2","1","2"
"12430","15","1","6","8","4","0","N","2","1","1"
"12431","74","2","1","1","10","9","N","2","1","1"
"12432","68","2","1","1","9","6","N","2","1","1"
"12433","24","1","6","1","5","2","N","2","1","2"
"12434","5","1","N","1","2","N","N","2","1","1"
"12435","71","2","6","2","4","4","N","2","1","2"
"12436","86","1","1","2","12","3","N","2","1","1"
"12437","16","1","6","1","4","1","N","2","1","1"
"12438","36","2","6","3","8","6","N","2","1","2"
"12439","47","2","1","1","9","7","N","2","1","1"
"12440","26","1","1","1","6","6","N","2","1","2"
"12441","69","2","4","1","7","9","N","2","1","1"
"12442","32","1","1","1","7","9","N","2","1","2"
"12443","9","2","N","2","3","N","N","2","1","1"
"12444","37","2","6","1","12","9","N","1","1","2"
"12445","73","1","5","1","7","9","N","2","1","1"
"12446","14","1","N","8","3","N","N","2","1","2"
"12447","73","2","1","1","10","8","N","2","1","1"
"12448","66","1","1","1","9","1","N","2","1","1"
"12449","28","1","6","1","7","8","N","2","1","2"
"12450","48","1","6","1","7","2","N","2","3","0"
"12451","79","1","5","2","5","4","N","2","1","1"
"12452","0","1","N","9","N","N","N","N","1","1"
"12453","60","2","3","2","4","0","N","2","1","1"
"12454","43","1","6","2","6","7","N","2","1","1"
"12455","69","2","5","2","5","6","N","2","1","2"
"12456","56","1","1","1","9","9","N","2","1","1"
"12457","55","1","1","7","6","6","N","2","1","1"
"12458","24","2","6","1","8","1","N","2","1","1"
"12459","61","2","1","2","9","9","N","2","1","2"
"12460","21","1","6","2","7","2","N","2","1","2"
"12461","29","1","1","1","5","0","N","2","1","1"
"12462","59","2","1","1","7","4","N","2","1","2"
"12463","54","1","6","1","8","9","N","2","1","2"
"12464","50","1","6","1","10","9","N","2","1","1"
"12465","11","1","N","9","3","N","N","2","1","1"
"12466","72","1","1","1","9","9","N","2","1","1"
"12467","66","2","5","2","7","2","N","2","1","2"
"12468","10","2","N","1","3","N","N","2","1","1"
"12469","27","1","1","1","10","9","N","2","1","1"
"12470","16","2","6","1","4","0","N","2","1","1"
"12471","29","2","6","2","7","2","N","2","1","2"
"12472","84","2","3","2","5","5","N","1","1","1"
"12473","58","1","6","1","7","4","N","2","1","2"
"12474","28","1","6","9","9","6","N","2","1","2"
"12475","58","2","1","1","10","9","N","2","1","1"
"12476","85","2","4","2","7","3","N","2","1","1"
"12477","36","2","6","1","9","9","N","2","1","1"
"12478","9","1","N","2","3","N","N","2","1","2"
"12479","28","2","6","1","9","8","N","2","1","1"
"12480","83","2","3","2","7","5","N","2","1","1"
"12481","65","2","1","9","1","2","5","2","1","1"
"12482","77","2","3","6","9","7","N","2","1","1"
"12483","71","1","1","1","9","8","N","2","1","1"
"12484","64","2","1","1","9","4","N","2","1","2"
"12485","10","2","N","6","3","N","N","2","1","2"
"12486","4","2","N","1","2","N","N","N","1","1"
"12487","66","2","6","2","8","3","N","2","2","0"
"12488","37","2","1","1","11","9","N","2","1","1"
"12489","77","2","3","2","5","3","N","2","1","1"
"12490","40","1","6","3","8","6","N","2","1","1"
"12491","24","2","6","2","9","0","N","2","1","2"
"12492","52","1","6","2","4","0","N","1","1","1"
"12493","25","1","6","1","10","9","N","2","1","2"
"12494","62","1","1","1","9","3","N","2","1","1"
"12495","76","1","1","1","9","2","N","2","1","1"
"12496","13","2","N","1","3","N","N","2","1","1"
"12497","26","2","6","1","9","1","N","2","1","1"
"12498","38","2","4","1","10","7","N","2","1","2"
"12499","60","2","4","2","7","1","N","2","1","1"
"12500","13","2","N","2","3","N","N","1","1","2"
"12501","24","2","6","1","9","0","N","2","1","2"
"12502","3","1","N","6","1","N","N","N","1","2"
"12503","25","2","4","1","9","6","N","2","1","1"
"12504","9","2","N","1","3","N","N","2","1","2"
"12505","7","1","N","1","2","N","N","2","1","1"
"12506","53","1","2","8","5","3","N","2","1","2"
"12507","50","2","4","2","7","5","N","2","1","1"
"12508","65","1","1","1","9","7","5","1","1","2"
"12509","87","2","1","1","10","8","N","2","1","1"
"12510","79","1","1","1","9","9","N","2","1","1"
"12511","67","2","1","1","9","8","N","2","1","1"
"12512","8","2","N","2","3","N","N","2","1","1"
"12513","46","2","1","1","4","2","N","2","1","1"
"12514","36","2","6","1","9","7","N","2","1","1"
"12515","35","2","6","1","9","7","N","2","1","1"
"12516","23","2","6","1","9","0","N","2","1","1"
"12517","56","2","4","1","12","8","N","2","1","2"
"12518","62","2","3","3","7","3","N","2","1","1"
"12519","23","1","6","1","9","7","N","2","1","1"
"12520","46","1","4","1","5","9","N","2","1","1"
"12521","55","1","1","6","5","3","N","2","1","1"
"12522","50","1","1","1","10","6","N","2","1","1"
"12523","29","1","6","2","10","9","N","2","1","2"
"12524","56","2","1","1","12","7","N","2","1","2"
"12525","8","1","N","6","3","N","N","2","1","2"
"12526","10","1","N","1","3","N","N","2","1","1"
"12527","65","1","4","2","7","2","N","2","1","1"
"12528","89","2","6","1","4","0","N","2","1","1"
"12529","36","2","1","6","9","8","N","2","1","2"
"12530","15","2","6","1","4","1","N","2","1","2"
"12531","68","2","6","2","7","4","N","2","1","2"
"12532","3","1","N","3","1","N","N","N","1","1"
"12533","18","2","6","1","7","1","N","2","3","0"
"12534","49","2","1","1","10","9","N","2","1","1"
"12535","1","1","N","1","N","N","N","N","1","1"
"12536","21","1","6","2","7","0","N","2","3","0"
"12537","36","1","1","6","12","9","N","2","1","1"
"12538","37","2","1","1","12","9","N","2","1","1"
"12539","69","1","6","2","4","4","N","2","1","2"
"12540","64","2","4","1","7","3","N","2","1","1"
"12541","32","2","1","1","10","9","N","2","1","1"
"12542","65","1","6","9","8","4","N","2","1","1"
"12543","46","1","6","2","4","4","N","2","1","1"
"12544","49","2","1","6","9","5","N","2","1","1"
"12545","14","1","N","1","3","N","N","2","1","1"
"12546","43","2","6","1","10","5","N","2","1","2"
"12547","17","2","6","2","4","1","N","2","3","0"
"12548","7","1","N","1","2","N","N","2","1","1"
"12549","72","1","1","1","7","2","N","2","1","1"
"12550","11","1","N","1","3","N","N","2","1","2"
"12551","52","2","6","2","4","0","N","1","1","1"
"12552","11","2","N","6","3","N","N","2","1","2"
"12553","58","2","4","6","12","4","N","2","1","1"
"12554","20","1","6","1","7","0","N","2","1","1"
"12555","22","2","6","2","8","4","N","2","1","2"
"12556","55","2","1","1","5","5","N","2","1","1"
"12557","67","2","1","1","9","2","N","2","1","1"
"12558","21","1","6","1","7","0","N","2","3","0"
"12559","63","1","1","2","5","4","N","1","1","1"
"12560","86","2","3","6","3","4","N","2","1","2"
"12561","84","2","4","1","5","5","N","2","1","1"
"12562","37","2","1","9","10","6","N","2","1","2"
"12563","60","2","1","9","9","0","N","2","1","1"
"12564","28","2","6","1","10","2","N","2","3","0"
"12565","40","1","1","1","9","9","N","2","1","2"
"12566","12","1","N","1","3","N","N","2","1","1"
"12567","34","1","6","2","5","5","N","2","1","2"
"12568","58","2","6","5","8","0","N","2","1","1"
"12569","1","2","N","1","N","N","N","N","1","1"
"12570","10","1","N","1","3","N","N","2","1","1"
"12571","47","2","2","6","9","1","N","2","3","0"
"12572","41","2","4","6","3","5","N","2","1","2"
"12573","29","2","6","2","7","0","N","2","3","0"
"12574","78","1","2","6","10","0","N","2","1","2"
"12575","33","2","6","2","9","1","N","2","3","0"
"12576","11","2","N","1","3","N","N","2","1","1"
"12577","50","2","1","2","7","4","N","2","1","1"
"12578","70","2","4","2","3","7","N","2","1","2"
"12579","52","2","6","6","4","0","N","1","3","0"
"12580","54","1","1","1","10","9","N","2","1","2"
"12581","70","2","1","1","7","3","N","2","1","2"
"12582","70","2","1","1","6","5","N","2","1","1"
"12583","15","2","6","1","4","0","N","2","1","2"
"12584","51","1","1","2","7","7","N","2","1","1"
"12585","3","2","N","1","1","N","N","N","1","1"
"12586","59","1","1","1","6","3","N","2","1","1"
"12587","5","2","N","2","2","N","N","2","1","2"
"12588","40","1","1","3","7","0","N","2","1","1"
"12589","31","1","5","2","4","4","N","2","1","1"
"12590","4","2","N","1","1","N","N","N","1","2"
"12591","72","1","3","1","12","9","N","2","1","1"
"12592","39","1","1","1","7","9","N","2","1","1"
"12593","9","2","N","2","3","N","N","2","1","1"
"12594","7","2","N","1","2","N","N","2","1","1"
"12595","45","1","1","3","6","2","N","2","1","1"
"12596","81","1","1","1","5","5","N","2","1","1"
"12597","23","1","6","2","9","4","N","2","1","2"
"12598","53","2","1","2","7","6","N","2","1","1"
"12599","10","1","N","2","3","N","N","2","1","1"
"12600","47","2","1","2","8","0","N","2","1","1"
"12601","13","1","N","1","3","N","N","2","1","1"
"12602","36","2","1","9","10","6","N","2","1","1"
"12603","9","1","N","1","3","N","N","2","1","1"
"12604","20","2","6","2","7","3","N","1","3","0"
"12605","8","2","N","1","3","N","N","2","1","2"
"12606","18","2","6","1","7","0","N","2","3","0"
"12607","84","2","3","2","5","7","N","2","1","2"
"12608","17","1","6","1","4","0","N","2","1","2"
"12609","53","2","1","1","10","9","N","2","1","1"
"12610","45","1","4","8","5","6","N","2","1","1"
"12611","12","1","N","1","3","N","N","2","1","1"
"12612","9","1","N","1","3","N","N","2","1","1"
"12613","13","2","N","2","3","N","N","2","1","1"
"12614","2","2","N","3","N","N","N","N","1","1"
"12615","8","1","N","8","3","N","N","2","1","2"
"12616","42","2","1","1","11","8","N","2","1","1"
"12617","19","1","6","6","7","0","N","2","3","0"
"12618","21","1","6","1","9","1","N","2","1","2"
"12619","29","1","6","2","5","5","N","2","1","2"
"12620","2","1","N","1","N","N","N","N","1","2"
"12621","39","1","6","2","6","1","N","2","2","0"
"12622","32","2","1","6","10","9","N","2","1","1"
"12623","77","1","1","3","5","4","N","2","1","2"
"12624","59","1","1","2","5","0","N","2","1","1"
"12625","45","2","1","1","11","6","N","2","1","1"
"12626","43","2","6","2","5","3","N","2","1","2"
"12627","52","2","6","2","7","8","N","2","1","1"
"12628","38","2","6","1","10","6","N","2","1","1"
"12629","82","2","1","1","6","1","N","2","1","1"
"12630","66","2","4","1","10","8","N","2","1","2"
"12631","31","2","1","1","9","7","N","2","1","1"
"12632","60","2","5","2","7","1","N","2","1","1"
"12633","20","2","6","3","7","0","N","2","1","1"
"12634","16","1","6","1","4","1","N","1","1","1"
"12635","34","2","1","1","11","4","N","2","1","1"
"12636","73","1","1","1","7","3","N","2","1","1"
"12637","57","2","4","2","5","1","N","2","1","1"
"12638","30","2","6","6","10","8","N","2","1","2"
"12639","58","1","1","1","9","9","N","2","1","1"
"12640","26","1","6","1","9","0","N","2","1","2"
"12641","69","1","1","1","4","5","N","2","1","1"
"12642","30","2","1","1","7","5","N","2","1","2"
"12643","26","2","6","1","9","7","N","2","1","2"
"12644","46","1","1","1","7","7","N","2","1","1"
"12645","29","1","1","6","7","5","N","2","1","1"
"12646","69","1","3","1","11","6","N","2","1","2"
"12647","39","2","2","6","11","0","N","1","3","0"
"12648","70","1","1","1","9","8","N","2","1","1"
"12649","18","2","6","1","7","1","N","2","3","0"
"12650","19","1","6","1","7","1","N","2","1","1"
"12651","2","2","N","2","N","N","N","N","1","2"
"12652","31","1","6","1","10","9","N","2","1","2"
"12653","18","1","6","1","5","0","N","2","1","1"
"12654","74","1","6","1","12","4","N","2","1","1"
"12655","56","1","1","1","5","5","N","2","1","1"
"12656","43","1","1","2","8","8","N","2","1","2"
"12657","67","2","1","6","10","6","N","2","1","2"
"12658","31","2","1","1","10","8","N","2","1","1"
"12659","10","1","N","9","3","N","N","2","1","1"
"12660","42","1","1","1","6","0","N","2","1","1"
"12661","82","2","3","1","7","4","N","2","1","1"
"12662","3","2","N","6","1","N","N","N","1","1"
"12663","60","2","5","3","7","5","N","2","1","1"
"12664","67","2","1","6","11","8","N","2","1","1"
"12665","77","1","1","1","10","6","N","2","1","1"
"12666","33","1","6","1","6","6","6","2","2","0"
"12667","43","2","6","2","6","3","N","2","1","2"
"12668","72","2","1","2","7","6","N","2","1","1"
"12669","78","1","1","1","4","2","N","2","1","2"
"12670","23","1","6","1","7","5","N","2","1","1"
"12671","84","2","3","1","7","6","N","2","1","1"
"12672","19","1","6","6","4","0","N","2","3","0"
"12673","6","1","N","2","2","N","N","2","1","1"
"12674","34","1","4","1","9","8","N","2","1","2"
"12675","73","2","1","1","9","4","N","2","1","1"
"12676","14","2","N","1","3","N","N","2","1","1"
"12677","75","1","1","1","7","9","N","2","1","1"
"12678","70","2","1","1","8","2","N","2","1","1"
"12679","61","2","6","2","1","4","N","2","1","2"
"12680","36","1","1","1","10","9","N","2","1","1"
"12681","22","1","6","2","7","1","N","2","1","2"
"12682","18","1","6","2","7","0","N","2","3","0"
"12683","38","1","1","1","9","8","N","2","1","2"
"12684","31","2","1","8","4","5","N","2","1","1"
"12685","16","2","6","2","4","0","N","2","1","1"
"12686","3","2","N","1","2","N","N","N","1","1"
"12687","70","1","1","1","6","2","N","2","1","2"
"12688","26","2","6","2","8","6","N","2","1","2"
"12689","19","2","6","1","6","1","N","2","1","1"
"12690","66","2","4","2","8","8","N","2","1","1"
"12691","57","2","4","2","7","3","N","1","1","1"
"12692","55","1","6","2","1","7","N","2","1","2"
"12693","6","1","N","9","2","N","N","2","1","1"
"12694","30","1","1","8","10","2","N","2","1","2"
"12695","56","1","1","1","9","9","3","2","1","1"
"12696","20","1","6","1","7","2","N","2","3","0"
"12697","94","1","1","1","5","7","N","2","1","2"
"12698","35","1","6","1","9","9","N","2","2","0"
"12699","32","2","1","1","7","5","N","2","1","1"
"12700","54","2","1","6","10","6","N","2","1","1"
"12701","94","2","3","1","9","9","N","1","1","1"
"12702","26","2","1","1","9","5","N","2","1","1"
"12703","0","2","N","6","N","N","N","N","1","1"
"12704","32","1","6","2","5","1","N","2","2","0"
"12705","82","1","1","1","12","6","N","2","1","1"
"12706","32","2","6","2","9","8","N","2","1","2"
"12707","76","1","4","1","12","9","N","2","1","1"
"12708","82","2","1","1","10","2","N","2","1","1"
"12709","35","2","1","1","10","5","N","2","1","2"
"12710","50","2","6","1","7","9","N","2","1","1"
"12711","66","2","3","2","5","3","N","2","1","1"
"12712","73","2","5","1","7","1","N","2","1","1"
"12713","9","1","N","1","3","N","N","2","1","2"
"12714","69","2","3","2","10","9","N","2","1","1"
"12715","4","1","N","1","1","N","N","N","1","1"
"12716","53","1","1","1","10","8","N","2","1","1"
"12717","35","1","1","1","5","3","N","2","1","1"
"12718","55","2","6","1","7","2","N","2","1","1"
"12719","13","1","N","3","3","N","N","2","1","1"
"12720","31","1","6","1","5","7","N","2","1","1"
"12721","94","2","1","1","9","4","N","2","1","1"
"12722","61","1","1","1","7","6","N","2","1","1"
"12723","36","2","1","3","8","3","N","2","1","1"
"12724","71","2","4","2","7","4","N","2","2","0"
"12725","51","1","6","2","7","3","N","2","1","2"
"12726","54","2","1","1","8","1","N","2","1","1"
"12727","67","1","4","3","8","4","N","2","1","2"
"12728","63","2","1","1","10","9","N","2","1","1"
"12729","5","2","N","6","1","N","N","1","1","1"
"12730","48","2","3","1","7","8","N","2","1","2"
"12731","28","1","6","1","9","0","N","1","1","2"
"12732","42","1","1","6","9","9","N","2","1","1"
"12733","67","1","1","2","3","4","N","2","1","2"
"12734","26","1","6","1","9","6","N","2","1","2"
"12735","60","1","1","6","9","9","N","2","1","1"
"12736","50","1","1","1","9","5","N","2","1","1"
"12737","65","2","1","6","7","0","N","2","1","1"
"12738","59","2","4","2","5","8","N","2","1","1"
"12739","40","2","1","9","7","4","N","2","1","1"
"12740","67","2","3","1","6","3","N","2","1","1"
"12741","35","2","4","1","10","7","N","2","1","2"
"12742","4","1","N","6","2","N","N","N","1","2"
"12743","28","2","6","1","11","6","N","2","1","2"
"12744","65","1","4","2","6","9","N","2","1","2"
"12745","6","1","N","1","2","N","N","2","1","2"
"12746","59","1","6","1","7","2","N","1","3","0"
"12747","60","2","1","1","9","9","N","2","1","1"
"12748","9","2","N","1","3","N","N","2","1","1"
"12749","4","1","N","8","1","N","N","N","1","1"
"12750","51","2","1","3","7","4","N","2","1","1"
"12751","56","2","2","6","7","8","N","2","1","2"
"12752","43","2","4","1","9","3","N","2","1","2"
"12753","69","1","1","2","7","5","N","2","1","1"
"12754","78","1","1","1","9","8","N","2","1","1"
"12755","58","1","1","1","9","9","N","2","1","1"
"12756","41","1","6","1","10","9","N","2","1","1"
"12757","93","1","3","2","12","8","N","1","1","2"
"12758","43","2","6","2","10","8","N","2","1","1"
"12759","36","2","1","1","7","1","N","2","1","1"
"12760","66","1","1","1","7","7","N","2","1","1"
"12761","4","2","N","2","2","N","N","N","1","1"
"12762","50","2","6","2","9","8","N","2","1","2"
"12763","60","1","1","1","7","6","N","2","1","1"
"12764","68","2","1","1","5","0","N","2","1","1"
"12765","62","1","6","2","5","2","3","2","1","1"
"12766","71","2","3","1","7","5","N","2","1","1"
"12767","17","2","6","1","5","1","N","2","1","1"
"12768","64","1","4","2","5","7","N","2","1","1"
"12769","29","1","1","3","8","7","N","2","1","2"
"12770","19","2","6","1","7","3","N","2","1","2"
"12771","61","1","1","2","4","3","N","2","1","1"
"12772","46","1","1","9","5","9","N","2","1","2"
"12773","25","1","6","6","9","5","N","2","1","2"
"12774","73","2","2","1","10","4","N","2","1","2"
"12775","6","2","N","2","3","N","N","2","1","1"
"12776","55","2","1","2","6","0","N","2","1","1"
"12777","54","1","6","2","5","9","N","2","1","1"
"12778","78","1","1","2","9","9","N","2","1","1"
"12779","12","2","N","2","3","N","N","2","1","2"
"12780","54","1","4","1","10","9","N","2","1","1"
"12781","14","1","N","2","4","N","N","2","1","1"
"12782","56","1","1","1","5","8","N","2","1","1"
"12783","69","1","1","3","5","2","2","2","1","1"
"12784","37","2","6","9","7","2","N","2","1","2"
"12785","30","1","6","1","9","7","N","2","1","2"
"12786","43","2","6","2","9","6","N","2","1","2"
"12787","58","2","6","2","5","0","N","2","3","0"
"12788","42","2","3","1","5","4","N","2","1","2"
"12789","17","2","6","1","4","1","N","2","1","2"
"12790","3","1","N","1","2","N","N","N","3","0"
"12791","47","1","1","3","5","9","N","2","1","1"
"12792","27","2","6","2","6","0","N","2","1","2"
"12793","37","2","4","1","7","1","N","2","1","2"
"12794","20","1","6","1","7","2","N","2","2","0"
"12795","39","2","6","1","9","6","N","2","1","1"
"12796","25","1","6","6","1","4","N","2","1","1"
"12797","30","2","6","1","9","7","N","2","1","2"
"12798","58","2","1","2","9","8","N","2","1","1"
"12799","20","2","6","3","7","0","N","2","1","2"
"12800","22","1","6","1","9","5","N","2","1","2"
"12801","2","1","N","1","N","N","N","N","1","2"
"12802","65","1","1","1","1","0","N","2","1","1"
"12803","18","1","6","1","3","0","N","2","3","0"
"12804","64","1","1","1","7","8","N","2","1","1"
"12805","69","2","1","1","7","7","N","2","1","2"
"12806","59","1","1","8","4","7","N","2","1","1"
"12807","42","1","1","6","10","9","N","2","1","2"
"12808","67","1","1","2","1","7","N","2","1","1"
"12809","81","2","6","1","8","6","N","2","1","1"
"12810","72","2","1","1","10","9","N","2","1","1"
"12811","59","2","6","1","5","2","N","2","1","1"
"12812","37","2","4","6","10","7","N","2","1","2"
"12813","11","1","N","1","3","N","N","2","1","1"
"12814","10","1","N","1","3","N","N","2","1","2"
"12815","67","2","1","1","7","9","N","2","1","1"
"12816","68","2","3","1","7","4","N","1","1","1"
"12817","41","2","6","1","10","5","N","2","1","1"
"12818","76","1","6","1","4","3","N","2","1","2"
"12819","79","1","1","1","10","9","N","2","1","1"
"12820","58","2","1","1","10","9","N","2","1","1"
"12821","21","2","6","1","7","0","N","2","3","0"
"12822","27","2","6","1","10","7","N","2","1","2"
"12823","53","2","6","1","5","5","N","2","1","1"
"12824","41","1","1","1","5","4","N","2","1","1"
"12825","10","1","N","1","3","N","N","2","1","2"
"12826","27","2","6","1","9","5","N","2","1","1"
"12827","64","1","1","1","10","9","N","2","1","1"
"12828","66","1","1","1","5","1","N","2","1","1"
"12829","84","1","3","3","5","4","2","2","1","2"
"12830","70","1","4","2","7","7","5","1","1","2"
"12831","48","2","6","1","10","9","N","2","1","2"
"12832","79","2","1","1","9","0","N","2","1","1"
"12833","40","2","1","3","4","4","N","2","1","1"
"12834","26","2","6","2","9","6","N","2","1","1"
"12835","47","1","1","1","10","5","N","2","1","1"
"12836","21","1","6","2","7","0","N","2","1","2"
"12837","13","2","N","3","3","N","N","1","1","1"
"12838","68","2","6","2","9","6","N","2","1","1"
"12839","67","2","1","2","7","5","N","2","1","2"
"12840","67","2","3","1","8","8","N","2","1","1"
"12841","47","2","1","1","7","7","N","2","1","2"
"12842","4","1","N","1","1","N","N","N","1","1"
"12843","39","2","6","2","5","0","N","2","1","2"
"12844","56","1","1","2","5","3","N","2","1","1"
"12845","26","2","1","6","9","5","N","2","1","2"
"12846","73","1","4","1","7","7","N","2","1","1"
"12847","19","1","6","6","7","1","N","2","1","1"
"12848","87","2","3","1","5","5","N","2","1","2"
"12849","39","1","1","1","10","6","N","2","1","1"
"12850","21","2","6","2","7","1","N","2","3","0"
"12851","74","2","1","1","1","4","N","1","1","1"
"12852","26","1","6","2","9","5","N","2","1","2"
"12853","39","2","2","6","12","0","N","2","3","0"
"12854","25","2","6","6","10","0","N","2","1","2"
"12855","31","2","1","2","8","7","N","2","1","2"
"12856","24","2","6","2","9","4","N","2","1","2"
"12857","9","2","N","6","3","N","N","2","1","2"
"12858","62","1","4","1","4","4","N","2","1","1"
"12859","9","1","N","1","3","N","N","2","1","1"
"12860","26","2","6","1","7","1","N","2","2","0"
"12861","13","1","N","1","3","N","N","2","1","2"
"12862","27","2","6","2","4","3","N","2","1","2"
"12863","70","1","1","1","4","5","N","2","1","1"
"12864","12","2","N","2","3","N","N","2","1","2"
"12865","10","2","N","2","3","N","N","1","1","2"
"12866","71","1","1","1","8","3","N","2","1","1"
"12867","61","1","4","1","7","2","N","2","1","2"
"12868","43","2","1","2","10","2","N","2","1","1"
"12869","16","2","6","1","4","0","N","2","1","2"
"12870","35","2","4","2","7","4","N","2","1","2"
"12871","29","1","6","1","9","8","N","2","1","1"
"12872","27","1","6","3","1","4","N","2","1","2"
"12873","46","2","6","1","5","2","N","2","1","2"
"12874","45","2","4","2","8","0","N","2","1","1"
"12875","9","2","N","1","3","N","N","2","1","1"
"12876","9","2","N","2","3","N","N","2","1","1"
"12877","78","2","3","1","5","4","N","2","1","1"
"12878","45","1","4","8","4","8","N","2","1","1"
"12879","31","2","6","2","9","3","N","2","1","2"
"12880","64","2","6","2","7","7","N","2","1","1"
"12881","41","2","1","8","5","5","N","2","1","2"
"12882","58","2","1","1","10","0","N","2","1","1"
"12883","29","1","6","1","5","8","N","2","1","2"
"12884","81","2","1","1","11","5","N","2","1","1"
"12885","42","1","6","2","8","4","N","1","1","2"
"12886","49","2","1","6","9","9","N","2","1","1"
"12887","26","1","6","6","9","0","N","2","1","2"
"12888","60","2","1","2","9","4","N","2","1","1"
"12889","69","1","5","2","5","4","N","2","1","1"
"12890","37","2","1","1","10","1","N","2","1","2"
"12891","19","1","6","1","5","1","N","2","1","1"
"12892","35","1","1","1","9","7","N","2","1","1"
"12893","72","1","4","2","7","7","N","2","1","1"
"12894","13","1","N","2","3","N","N","2","1","1"
"12895","40","2","1","1","9","1","N","2","1","1"
"12896","20","2","6","1","7","0","N","2","1","2"
"12897","71","1","3","1","9","6","N","2","1","1"
"12898","62","2","1","1","5","0","N","2","1","1"
"12899","67","1","6","1","10","5","N","2","1","2"
"12900","20","1","6","2","6","1","N","2","1","2"
"12901","1","2","N","1","N","N","N","N","1","2"
"12902","14","1","N","2","3","N","N","2","1","2"
"12903","50","1","1","1","11","9","N","2","1","1"
"12904","91","1","6","1","5","2","N","1","2","0"
"12905","24","1","6","1","6","0","N","1","1","2"
"12906","70","1","1","2","7","8","N","2","1","1"
"12907","31","2","6","1","7","0","N","2","1","2"
"12908","78","2","4","1","10","9","N","2","1","1"
"12909","4","1","N","1","2","N","N","N","1","1"
"12910","33","1","6","2","10","7","N","2","1","1"
"12911","37","2","6","1","7","4","N","2","1","1"
"12912","26","1","6","6","10","8","N","2","1","1"
"12913","82","1","1","1","9","7","N","2","1","1"
"12914","4","1","N","1","2","N","N","N","1","1"
"12915","51","2","1","1","11","9","N","2","1","1"
"12916","33","1","6","1","11","9","N","2","1","2"
"12917","61","1","1","1","7","7","N","2","1","1"
"12918","24","1","6","1","9","7","N","2","1","1"
"12919","82","2","1","1","10","5","N","2","1","1"
"12920","69","2","6","1","1","2","N","2","1","2"
"12921","21","2","6","2","7","2","N","1","3","0"
"12922","5","1","N","1","2","N","N","2","1","1"
"12923","56","1","1","1","12","9","N","2","1","1"
"12924","19","2","6","1","4","1","N","2","1","2"
"12925","46","2","6","2","6","0","N","2","1","2"
"12926","66","2","1","1","7","5","N","2","1","1"
"12927","8","2","N","1","3","N","N","2","1","1"
"12928","30","2","6","1","5","2","N","2","1","2"
"12929","82","2","2","1","5","0","N","1","2","0"
"12930","80","2","1","1","9","8","N","2","1","1"
"12931","78","2","1","1","10","5","N","2","1","1"
"12932","33","1","6","1","9","2","N","2","1","2"
"12933","87","2","1","1","12","8","N","2","1","1"
"12934","12","2","N","2","3","N","N","2","1","2"
"12935","75","2","2","2","3","2","N","2","1","2"
"12936","38","2","2","2","7","1","N","2","1","1"
"12937","68","2","1","1","9","2","N","2","1","1"
"12938","27","2","6","2","9","8","N","2","1","2"
"12939","60","2","1","6","9","0","N","2","1","2"
"12940","31","2","6","1","9","8","N","2","1","1"
"12941","58","2","1","1","10","7","N","2","1","2"
"12942","41","2","1","9","9","7","N","2","1","2"
"12943","39","2","5","2","3","3","N","2","1","2"
"12944","37","1","1","1","10","9","N","2","1","1"
"12945","68","1","6","2","5","2","N","1","1","2"
"12946","60","2","1","1","5","7","N","2","1","1"
"12947","24","1","6","1","8","0","N","2","3","0"
"12948","7","2","N","2","3","N","N","2","1","1"
"12949","72","2","3","2","5","4","N","2","1","1"
"12950","25","1","6","6","10","0","N","2","1","2"
"12951","21","2","6","1","7","2","N","2","1","2"
"12952","3","2","N","1","1","N","N","N","1","1"
"12953","9","2","N","1","3","N","N","2","1","2"
"12954","10","2","N","9","3","N","N","2","1","2"
"12955","30","2","1","1","10","8","N","2","1","1"
"12956","14","1","N","1","3","N","N","2","1","1"
"12957","44","2","3","1","9","9","N","2","1","1"
"12958","29","1","6","1","10","9","N","2","1","2"
"12959","70","1","1","1","12","9","N","2","1","1"
"12960","32","2","1","6","9","1","N","2","1","1"
"12961","30","1","1","1","4","5","N","2","1","2"
"12962","62","2","6","1","7","4","N","2","1","2"
"12963","61","2","4","1","9","8","N","2","1","1"
"12964","25","2","6","6","9","3","N","2","1","2"
"12965","18","2","6","9","5","1","N","2","1","2"
"12966","51","2","4","2","3","4","N","1","1","2"
"12967","10","1","N","1","3","N","N","2","1","1"
"12968","27","2","6","2","4","0","N","1","1","2"
"12969","59","1","1","1","9","4","N","2","1","1"
"12970","37","2","1","2","7","0","N","2","1","2"
"12971","59","2","4","2","7","4","N","2","1","1"
"12972","27","2","6","1","7","2","N","2","2","0"
"12973","39","1","4","2","5","5","N","2","1","2"
"12974","46","1","1","1","10","4","N","2","1","1"
