PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
48-02510,63,1,4,0,1,N,N,2,0,N,N,8,30000.0,5,N,N,1,1,2,1
48-02507,32,1,6,0,2,0,N,1,2,4972,6,5,68000.0,8,501,2,2,2,2,2
48-02101,35,2,1,0,2,3,6,1,1,6870,9,7,38400.0,6,293,N,2,2,2,2
48-02101,78,2,1,0,1,0,2,1,1,N,N,9,60000.0,7,501,N,2,2,2,1
48-02101,66,1,1,1,1,0,2,1,1,8770,15,5,25000.0,4,220,N,2,2,2,2
48-02516,5,1,N,1,1,2,4,1,1,N,N,2,N,N,490,N,2,2,2,2
48-02515,28,1,1,0,1,0,2,1,2,8564,14,9,60000.0,7,501,N,2,2,2,2
48-02101,71,1,1,0,1,0,2,1,1,3580,4,7,111000.0,9,501,N,2,2,2,2
48-02102,74,2,1,0,1,0,2,1,1,5070,6,8,200.0,1,501,N,2,2,2,2
48-02516,19,2,6,0,1,3,6,1,2,N,N,7,0.0,0,129,N,2,2,2,2
48-02507,7,1,N,0,2,4,6,1,2,N,N,3,N,N,89,N,2,2,2,2
48-02101,17,1,6,1,1,0,6,1,1,N,N,4,0.0,0,412,N,1,2,2,2
48-02510,12,1,N,0,1,2,4,1,1,N,N,3,N,N,27,N,2,2,2,2
48-02102,80,2,4,0,1,0,N,1,1,N,N,5,6000.0,2,40,N,2,2,2,2
48-02101,15,2,6,0,1,1,5,1,1,N,N,4,16000.0,6,343,N,1,2,2,2
48-02102,72,2,3,0,1,0,N,1,1,8270,12,8,128000.0,9,501,N,2,2,2,2
48-02102,92,1,3,0,1,0,2,1,2,N,N,3,8600.0,2,47,N,2,2,2,2
48-02507,21,2,6,0,2,0,3,1,1,7870,11,7,4200.0,2,431,N,2,2,2,2
48-02507,71,2,1,0,1,0,2,1,2,4670,6,6,38000.0,6,420,N,2,2,2,2
48-02101,76,1,1,0,1,0,2,1,1,N,N,5,48100.0,7,501,N,2,2,2,2
48-02515,3,2,N,1,1,3,5,1,1,N,N,1,N,N,280,N,N,N,2,2
48-02515,43,1,1,1,6,1,3,1,1,8870,15,5,20000.0,4,0,N,2,2,2,2
48-02510,78,2,1,0,1,0,2,1,1,7860,11,10,34600.0,5,501,N,2,2,2,2
48-02515,29,2,6,1,1,1,5,1,1,8680,14,5,57000.0,7,319,N,2,2,2,2
48-02102,58,1,4,0,1,0,4,1,1,9470,16,9,0.0,0,235,N,2,2,2,2
48-02515,41,1,1,0,1,2,5,1,1,3580,4,9,124000.0,9,389,N,2,2,2,2
48-02515,15,1,6,0,1,2,8,1,1,N,N,3,0.0,0,488,N,2,2,2,2
48-02102,24,1,4,0,1,1,5,1,2,770,3,6,24000.0,4,205,N,2,2,2,2
48-02102,59,1,3,0,1,0,N,1,2,N,N,5,0.0,0,0,N,2,2,2,2
48-02516,25,1,6,0,1,0,2,1,2,9160,15,12,15000.0,3,347,N,2,2,2,2
48-02102,69,2,1,0,1,0,3,1,1,7860,11,5,32000.0,5,501,N,2,2,2,2
48-02507,56,2,1,0,2,0,2,1,1,7860,11,9,50000.0,7,501,N,2,2,2,2
48-02516,55,2,1,0,1,0,4,1,1,N,N,9,21000.0,4,501,N,2,2,2,2
48-02101,52,2,4,0,1,0,N,1,1,290,0,7,12800.0,3,94,N,2,2,2,2
48-02515,74,2,4,0,1,2,6,1,2,6670,8,8,52100.0,7,194,N,2,2,2,2
48-02507,65,2,1,0,1,0,2,1,1,9170,15,9,24500.0,4,501,N,2,2,2,2
48-02515,28,2,1,0,1,3,6,1,1,8090,12,7,19200.0,4,501,N,2,2,2,2
48-02507,8,2,N,1,1,2,4,1,2,N,N,3,N,N,72,N,2,2,2,2
48-02102,78,1,1,0,1,0,2,1,1,N,N,7,42000.0,6,384,N,2,2,2,2
48-02507,92,1,2,0,1,N,N,3,0,N,N,7,13000.0,3,106,4,1,2,2,2
48-02101,48,1,1,0,1,3,5,1,1,8770,15,7,30300.0,5,299,N,2,2,2,2
48-02102,58,2,1,0,1,1,3,1,1,7072,9,7,250000.0,9,501,N,2,2,2,2
48-02101,11,2,N,1,1,2,4,1,1,N,N,3,N,N,281,N,2,2,2,2
48-02516,21,1,6,0,1,0,6,1,1,5391,6,5,3200.0,1,501,N,2,2,2,2
48-02516,65,1,1,0,6,0,2,1,2,7780,10,7,81900.0,8,501,N,2,2,2,2
48-02516,52,1,1,0,1,0,2,1,1,370,1,7,12000.0,3,118,5,1,2,2,1
48-02516,41,2,1,0,1,2,4,1,1,9920,18,5,29000.0,5,501,N,2,2,2,2
48-02101,0,1,N,0,1,1,3,1,2,N,N,N,N,N,184,N,N,N,2,2
48-02516,75,2,4,0,1,0,N,1,1,N,N,7,41500.0,6,339,N,2,2,2,2
48-02516,37,2,1,0,1,11,13,1,1,8191,12,9,56000.0,7,311,N,2,2,2,2
48-02102,18,1,6,0,1,2,3,1,2,N,N,4,16000.0,6,201,N,2,2,2,2
48-02102,5,2,N,0,1,0,5,1,1,N,N,1,N,N,281,N,1,2,2,2
48-02510,59,1,1,0,1,0,2,1,1,4180,5,7,5300.0,2,175,N,2,2,2,2
48-02510,57,1,1,0,1,0,2,1,1,2980,4,10,85000.0,8,501,N,2,2,2,2
48-02101,48,1,1,0,9,0,2,1,1,6290,7,4,0.0,0,501,N,2,2,2,2
48-02516,46,2,1,0,1,0,2,1,2,5570,6,6,18000.0,4,250,N,2,2,2,2
48-02510,14,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02101,13,2,N,0,1,3,5,1,1,N,N,3,N,N,346,N,2,2,2,2
48-02101,60,2,1,0,9,0,2,1,1,9590,16,9,93900.0,8,501,5,1,2,2,2
48-02510,64,1,1,0,1,0,2,1,1,6380,7,5,72100.0,8,501,N,2,2,2,2
48-02102,12,2,N,0,1,2,5,1,2,N,N,3,N,N,480,N,2,2,2,2
48-02101,54,2,1,0,1,0,2,1,1,7071,9,5,4600.0,2,501,N,2,2,2,2
48-02101,39,2,4,0,1,0,N,1,1,7860,11,9,45900.0,6,356,N,2,2,2,2
48-02101,38,2,4,1,1,0,N,1,1,6890,9,5,54060.0,7,409,N,2,2,2,2
48-02101,37,2,1,0,1,5,7,1,1,N,N,8,0.0,0,237,N,2,2,2,2
48-02101,63,2,1,0,1,0,2,1,1,570,2,7,71000.0,8,501,N,2,2,2,2
48-02510,70,2,1,0,1,0,2,1,1,N,N,10,325300.0,9,501,N,2,2,2,2
48-02507,50,2,4,0,1,0,2,1,2,7970,12,10,69000.0,8,501,N,2,2,2,2
48-02507,33,1,4,0,1,3,4,1,2,6870,9,9,44020.0,6,458,5,2,2,2,2
48-02515,82,1,1,0,1,0,2,1,1,N,N,7,326000.0,9,501,N,2,2,2,2
48-02515,62,2,1,0,1,0,2,1,1,770,3,9,8600.0,2,279,N,2,2,2,2
48-02516,48,1,1,1,9,0,3,1,1,8680,14,7,5800.0,2,501,N,1,2,2,2
48-02507,72,2,4,0,1,0,N,1,2,9470,16,7,45000.0,6,369,N,2,2,2,2
48-02510,21,2,6,0,1,0,3,1,2,8680,14,9,10520.0,3,292,N,2,2,2,2
48-02507,54,2,6,0,1,0,N,1,1,5275,6,9,48000.0,6,361,N,2,2,2,2
48-02101,54,2,1,0,1,0,2,1,1,N,N,8,302000.0,9,501,N,2,2,2,2
48-02101,57,1,1,0,2,0,4,1,1,7860,11,9,83000.0,8,474,N,2,2,2,2
48-02507,51,1,1,0,2,0,3,1,1,4265,5,10,189200.0,9,501,5,2,2,2,2
48-02101,65,1,1,0,1,1,2,1,1,N,N,7,39000.0,6,183,N,2,2,2,2
48-02507,66,1,3,1,1,0,N,1,1,2370,4,4,30000.0,5,242,N,2,2,2,1
48-02101,56,1,1,0,1,1,3,1,1,5275,6,7,74000.0,8,451,N,2,2,2,2
48-02507,72,2,3,0,1,0,N,1,1,N,N,8,22000.0,4,181,N,2,2,2,2
48-02102,39,1,2,0,1,N,N,2,0,3790,4,6,39500.0,6,N,N,2,2,2,2
48-02102,24,1,4,0,1,2,4,1,1,8570,14,9,2300.0,1,501,N,2,2,2,2
48-02101,39,2,1,0,1,1,3,1,1,7860,11,9,62500.0,7,501,N,2,2,2,2
48-02102,53,1,1,0,1,0,3,1,1,9470,16,10,115000.0,9,501,N,2,2,2,2
48-02507,49,2,1,0,2,0,5,1,1,9290,15,8,52000.0,7,501,N,2,2,2,2
48-02516,35,1,6,0,1,0,2,1,1,N,N,8,0.0,0,210,N,2,2,2,2
48-02101,57,1,1,1,1,0,4,1,1,2490,4,1,12000.0,3,501,N,2,2,2,2
48-02102,39,2,1,0,1,2,4,1,1,9470,16,5,32000.0,5,501,N,2,2,2,2
48-02507,79,2,1,0,1,0,3,1,1,N,N,4,8000.0,2,446,N,2,2,2,1
48-02510,85,1,4,0,1,0,N,1,1,N,N,5,13000.0,3,110,N,2,2,2,2
48-02101,50,2,1,0,1,1,4,1,1,8090,12,6,27200.0,5,501,N,2,2,2,2
48-02516,31,2,1,0,1,0,2,1,1,8980,15,8,48000.0,6,501,N,2,2,2,2
48-02516,38,2,1,0,9,2,4,1,1,8680,14,5,20000.0,4,423,N,2,2,2,2
48-02507,53,1,4,0,9,3,4,1,1,6190,7,6,32000.0,5,146,N,1,1,1,2
48-02510,38,2,1,0,1,2,4,1,1,7980,12,10,100200.0,9,501,N,2,2,2,2
48-02507,3,1,N,0,2,1,2,1,2,N,N,1,N,N,56,N,N,N,2,2
48-02101,60,1,1,0,1,0,2,1,1,570,2,7,36000.0,6,501,N,2,2,2,2
48-02507,67,1,1,0,1,0,2,1,1,4265,5,5,48000.0,6,501,N,2,2,2,2
48-02101,55,2,1,0,2,0,2,1,1,770,3,9,200000.0,9,501,N,2,2,2,2
48-02515,1,2,N,0,2,1,3,1,2,N,N,N,N,N,340,N,N,N,2,2
48-02507,48,2,4,0,1,0,3,1,1,7380,10,11,175000.0,9,501,N,2,2,2,2
48-02101,34,1,1,1,1,2,4,1,1,6380,7,5,25000.0,4,124,N,2,2,2,2
48-02516,7,2,N,0,2,2,4,1,2,N,N,3,N,N,338,N,2,2,2,2
48-02516,15,2,6,1,1,2,5,1,1,N,N,3,0.0,0,246,N,2,2,2,2
48-02507,84,2,3,0,1,0,N,1,1,N,N,7,27000.0,5,226,N,1,1,2,2
48-02101,65,2,1,0,1,0,2,1,1,5570,6,7,40000.0,6,501,N,2,2,2,2
48-02516,92,2,3,0,1,N,N,2,0,N,N,4,12680.0,3,N,N,1,1,2,2
48-02516,15,1,6,0,1,5,7,1,1,N,N,4,0.0,0,501,N,2,2,2,2
48-02516,25,2,6,0,3,0,5,1,2,N,N,6,0.0,0,501,N,2,2,2,2
48-02507,54,1,1,0,1,0,2,1,1,8680,14,9,79600.0,8,501,N,2,2,2,2
48-02507,66,1,1,0,1,0,2,1,1,9160,15,10,51200.0,7,501,N,2,1,1,2
48-02101,50,2,1,0,1,2,4,1,1,7071,9,8,219000.0,9,501,N,2,2,2,2
48-02102,11,1,N,1,1,3,6,1,2,N,N,3,N,N,358,N,2,2,2,2
48-02515,18,1,6,0,1,1,5,1,1,8660,14,4,4800.0,2,501,N,2,2,2,2
48-02102,60,2,4,0,2,0,4,1,1,8191,12,5,34200.0,5,501,N,2,1,2,2
48-02516,23,2,6,0,1,0,4,1,1,8590,14,5,30000.0,5,392,N,2,2,2,2
48-02515,64,2,4,0,1,0,N,1,2,N,N,5,7200.0,2,69,N,2,2,2,2
48-02510,67,1,1,0,1,0,3,1,1,7860,11,10,173000.0,9,501,N,2,2,2,2
48-02510,8,2,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02102,80,2,1,0,1,0,3,1,1,N,N,10,33300.0,5,501,N,2,2,2,2
48-02507,13,1,N,0,1,2,3,1,2,N,N,3,N,N,182,N,2,2,2,2
48-02102,57,2,6,0,1,0,2,1,1,N,N,5,12000.0,3,351,N,2,2,2,2
48-02516,52,1,4,0,1,0,N,1,1,9920,18,7,60000.0,7,458,N,2,2,2,2
48-02516,57,2,1,1,8,0,4,1,2,N,N,3,0.0,0,307,N,2,2,2,2
48-02515,64,2,4,0,1,0,N,1,1,N,N,5,0.0,0,0,N,2,2,2,2
48-02102,48,2,1,1,1,0,3,1,2,N,N,3,0.0,0,148,N,2,2,2,1
48-02507,15,1,6,0,1,4,7,1,1,N,N,4,0.0,0,474,N,2,2,2,2
48-02516,48,1,1,0,1,2,4,1,1,2190,4,9,102500.0,9,501,N,2,2,2,2
48-02507,35,2,4,4,8,0,N,1,1,7380,10,10,97100.0,8,501,N,2,2,2,2
48-02102,56,2,1,0,1,0,4,1,1,770,3,9,140000.0,9,501,N,2,2,2,2
48-02515,65,1,1,0,1,0,2,1,1,3170,4,10,137600.0,9,501,N,2,2,2,2
48-02510,57,1,4,0,1,0,N,1,1,2890,4,9,21800.0,4,183,N,2,2,2,2
48-02516,48,1,4,0,1,2,3,1,1,7470,10,7,92000.0,8,501,2,2,2,2,2
48-02515,50,2,1,0,1,2,4,1,1,7860,11,10,50000.0,7,501,N,2,2,2,2
48-02102,35,2,1,0,1,6,8,1,2,6870,9,8,56000.0,7,501,N,2,2,2,2
48-02507,52,1,2,0,6,3,5,1,1,7860,11,9,60000.0,7,323,N,2,2,2,2
48-02510,24,2,1,0,9,1,3,1,2,8660,14,5,10000.0,2,501,N,2,2,2,2
48-02515,54,1,6,1,1,0,N,1,1,770,3,5,60000.0,7,456,N,2,2,2,2
48-02507,16,1,6,0,1,4,7,1,1,N,N,4,0.0,0,474,N,2,2,2,2
48-02507,60,1,1,0,1,0,2,1,1,7870,11,11,52000.0,7,487,N,2,2,2,2
48-02516,42,1,4,0,1,0,N,1,2,6170,7,9,100000.0,9,501,N,2,2,2,2
48-02510,79,2,3,0,1,0,N,1,1,9470,16,9,93000.0,8,501,N,2,1,2,2
48-02102,49,2,1,0,1,0,2,1,1,7860,11,10,90000.0,8,501,N,2,2,2,2
48-02516,15,2,6,0,1,1,3,1,1,N,N,4,0.0,0,501,N,2,2,2,2
48-02510,22,1,1,0,9,0,2,1,1,2570,4,9,115000.0,9,501,N,2,2,2,2
48-02102,66,2,6,1,1,0,N,1,2,N,N,4,12000.0,3,91,N,2,2,2,2
48-02101,32,1,1,0,1,0,4,1,1,9470,16,9,0.0,0,265,N,2,2,2,2
48-02101,28,2,1,1,1,0,2,1,1,7860,11,10,35600.0,6,253,N,2,2,2,2
48-02510,48,1,1,0,1,4,6,1,1,8561,14,5,45000.0,6,310,N,2,2,2,2
48-02101,2,2,N,0,1,3,5,1,1,N,N,N,N,N,363,N,N,N,2,2
48-02516,57,2,1,0,1,0,2,1,1,7860,11,11,62000.0,7,412,N,2,2,2,2
48-02101,76,2,1,0,1,0,2,1,1,N,N,5,7500.0,2,234,N,2,2,2,2
48-02515,37,2,1,0,1,0,5,1,1,7870,11,12,75000.0,8,501,N,2,2,2,2
48-02516,63,1,4,0,1,0,N,1,1,N,N,8,30000.0,5,226,N,2,2,2,1
48-02102,0,1,N,0,1,3,5,1,1,N,N,N,N,N,200,N,N,N,2,2
48-02516,64,2,1,0,1,0,2,1,1,N,N,5,0.0,0,294,N,2,2,2,2
48-02510,16,1,6,0,1,2,5,1,2,N,N,4,0.0,0,188,N,2,2,2,2
48-02507,45,2,1,0,2,1,3,1,1,7390,10,10,20000.0,4,501,N,2,2,2,2
48-02510,21,1,6,1,8,0,4,1,1,2980,4,7,30700.0,5,501,N,2,2,2,2
48-02102,28,1,4,4,1,0,2,1,2,7380,10,5,73000.0,8,501,N,2,2,2,2
48-02101,22,2,6,0,2,0,2,1,1,8090,12,7,12000.0,3,338,N,2,2,2,2
48-02516,31,1,5,0,1,0,3,1,1,6991,9,9,32000.0,5,501,N,2,2,2,2
48-02515,82,2,1,0,1,0,2,1,1,N,N,7,109000.0,9,501,N,2,2,2,2
48-02102,21,2,6,0,2,N,N,3,0,8680,14,5,4000.0,2,N,N,1,2,2,1
48-02102,3,1,N,0,1,2,4,1,1,N,N,1,N,N,155,N,N,N,2,2
48-02102,34,1,4,0,1,1,2,1,1,3570,4,6,32000.0,5,252,N,2,2,2,2
48-02101,4,1,N,0,1,2,4,1,1,N,N,1,N,N,363,N,N,N,2,2
48-02102,59,1,1,0,1,1,3,1,2,N,N,5,0.0,0,355,N,2,2,2,2
48-02102,35,1,1,0,1,2,4,1,2,9670,17,9,52200.0,7,395,5,2,2,2,2
48-02510,42,2,1,0,1,2,4,1,1,7970,12,9,20000.0,4,325,N,2,2,2,2
48-02515,69,2,3,0,1,N,N,2,0,N,N,5,35000.0,5,N,N,2,1,2,1
48-02507,56,1,1,0,2,0,5,1,1,5391,6,7,100030.0,9,399,N,2,2,2,2
48-02101,16,1,6,0,1,3,4,1,1,N,N,4,0.0,0,251,N,2,2,2,2
48-02515,34,2,6,0,1,2,8,1,1,8680,14,3,39000.0,6,293,N,2,2,1,2
48-02101,52,1,1,0,1,2,4,1,1,490,1,9,170000.0,9,501,N,2,2,2,2
48-02510,45,1,1,0,2,0,2,1,2,8770,15,5,71000.0,8,501,N,2,2,2,2
48-02515,75,2,3,0,2,0,N,1,1,N,N,6,12000.0,3,98,N,2,1,2,2
48-02101,13,2,N,0,9,0,6,1,1,N,N,3,N,N,197,N,1,2,2,2
48-02516,72,2,1,0,1,0,2,1,1,7890,11,10,36000.0,6,501,N,2,2,2,2
48-02101,29,1,6,0,2,0,N,1,1,6970,9,6,25000.0,4,190,N,2,2,2,2
48-02510,2,1,N,0,9,2,6,1,1,N,N,N,N,N,501,N,N,N,2,2
48-02102,55,1,4,0,1,0,N,1,2,770,3,5,45600.0,6,358,N,2,2,2,2
48-02102,6,1,N,0,1,3,5,1,1,N,N,2,N,N,307,N,2,2,2,2
48-02507,49,2,1,0,1,0,2,1,2,8170,12,9,52000.0,7,501,N,2,2,2,2
48-02515,17,1,6,0,1,3,6,1,1,N,N,4,0.0,0,124,N,2,2,2,2
48-02101,30,1,6,0,1,0,2,1,1,7290,10,5,9600.0,2,501,N,2,2,2,2
48-02102,1,1,N,0,1,1,3,1,1,N,N,N,N,N,501,N,N,N,2,2
48-02516,29,1,1,0,2,3,7,1,1,8770,15,5,54000.0,7,180,N,2,2,2,2
48-02516,0,1,N,0,9,0,5,1,1,N,N,N,N,N,403,N,N,N,2,2
48-02101,35,1,5,0,1,2,4,1,1,8680,14,7,25000.0,4,279,N,2,2,2,2
48-02507,68,1,1,0,1,0,2,1,1,3570,4,5,46000.0,6,501,N,2,2,2,1
48-02516,1,1,N,0,1,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
48-02510,71,1,1,0,1,0,2,1,1,N,N,5,4300.0,2,83,N,2,2,2,2
48-02516,92,2,3,0,1,0,N,1,1,N,N,5,0.0,0,0,N,2,1,2,2
48-02101,0,1,N,1,1,2,3,1,1,N,N,N,N,N,292,N,N,N,2,2
48-02101,6,2,N,1,1,2,4,1,1,N,N,2,N,N,501,N,2,2,2,2
48-02515,56,1,4,0,1,0,N,1,1,4270,5,9,60000.0,7,353,N,2,2,2,2
48-02510,66,2,1,0,1,0,2,1,1,N,N,10,0.0,0,501,N,2,2,2,2
48-02515,44,1,4,0,1,0,N,1,1,6680,8,10,129000.0,9,501,N,2,2,2,2
48-02510,52,1,1,0,1,1,3,1,1,7290,10,9,150000.0,9,501,N,2,2,2,2
48-02515,7,1,N,0,1,3,6,1,1,N,N,3,N,N,501,N,1,2,2,2
48-02507,43,1,4,0,2,0,N,1,2,6380,7,5,0.0,0,0,N,2,2,2,2
48-02101,88,2,3,0,1,0,N,1,1,N,N,9,60600.0,7,501,N,2,1,2,1
48-02516,33,2,1,0,1,1,3,1,1,7860,11,9,45000.0,6,501,N,2,2,2,2
48-02516,35,1,1,0,1,0,2,1,1,8180,12,7,42500.0,6,501,N,2,2,2,2
48-02507,7,2,N,0,1,3,5,1,1,N,N,3,N,N,132,N,2,2,2,2
48-02101,16,2,6,0,1,2,4,1,1,8590,14,4,6000.0,2,501,N,2,2,2,2
48-02102,18,2,6,0,1,0,3,1,1,4795,6,4,600.0,1,440,N,2,2,2,2
48-02515,38,2,1,2,1,3,5,1,2,9920,18,1,7000.0,2,58,N,2,1,2,1
48-02102,24,1,1,4,1,0,2,1,1,8660,14,7,0.0,0,30,N,2,2,2,2
48-02102,72,2,1,0,9,0,2,1,1,7480,10,5,228100.0,9,501,N,2,2,2,2
48-02102,67,2,1,0,1,0,2,1,1,N,N,7,28000.0,5,501,N,2,2,2,2
48-02507,31,1,1,0,1,1,3,1,1,7690,10,5,21500.0,4,90,N,2,2,2,2
48-02507,20,2,6,1,1,0,5,1,1,8680,14,7,13000.0,3,142,N,2,2,2,2
48-02101,6,2,N,0,1,4,7,1,1,N,N,3,N,N,229,N,2,2,2,2
48-02515,41,2,1,0,1,2,5,1,1,9090,15,7,8000.0,2,312,N,2,2,2,2
48-02515,33,2,6,1,1,0,N,1,2,5391,6,8,14400.0,3,109,N,2,2,2,2
48-02102,3,1,N,0,1,0,6,1,1,N,N,1,N,N,147,N,N,N,2,2
48-02101,11,1,N,1,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02507,6,2,N,0,2,3,5,1,1,N,N,2,N,N,383,N,2,2,2,2
48-02101,3,1,N,0,1,2,3,1,2,N,N,1,N,N,319,N,N,N,2,2
48-02102,73,2,3,0,1,0,N,1,1,N,N,7,17420.0,4,143,N,2,2,2,2
48-02510,35,2,1,0,1,1,3,1,1,7860,11,9,54500.0,7,501,N,2,2,2,2
48-02101,26,2,1,0,1,3,4,1,1,5070,6,10,0.0,0,501,N,2,2,2,2
48-02101,84,2,4,0,1,0,2,1,1,N,N,1,2600.0,1,75,N,1,2,2,2
48-02102,48,2,1,0,1,1,4,1,1,N,N,7,0.0,0,501,N,2,2,2,2
48-02102,10,2,N,0,1,5,7,1,1,N,N,3,N,N,238,N,2,2,2,2
48-02507,49,2,4,0,2,0,N,1,2,8470,13,7,58000.0,7,428,N,2,2,2,2
48-02101,58,2,1,0,1,0,3,1,1,8191,12,8,98000.0,8,501,N,2,2,2,2
48-02510,4,2,N,0,1,3,5,1,1,N,N,1,N,N,501,N,N,N,2,2
48-02515,45,2,1,0,1,0,3,1,2,3080,4,7,45000.0,6,501,N,2,2,2,2
48-02510,21,1,6,0,6,0,4,1,1,N,N,7,0.0,0,501,N,2,2,2,2
48-02102,76,2,1,0,1,0,2,1,1,N,N,7,8400.0,2,136,N,2,1,2,2
48-02101,14,2,N,0,1,2,6,1,2,N,N,4,N,N,500,N,2,2,2,2
48-02507,18,1,6,0,9,0,4,1,2,7870,11,6,2100.0,1,306,N,2,2,2,2
48-02102,63,1,4,0,1,0,3,1,1,4270,5,4,45000.0,6,501,N,2,2,2,2
48-02102,45,2,1,0,1,0,2,1,2,7460,10,11,374000.0,9,501,N,2,2,2,2
48-02101,43,1,1,0,9,0,2,1,1,6992,9,9,77260.0,8,501,N,2,2,2,2
48-02516,2,1,N,0,1,2,4,1,2,N,N,N,N,N,58,N,N,N,2,2
48-02516,14,1,N,0,2,2,4,1,1,N,N,3,N,N,292,N,2,2,2,2
48-02507,77,1,1,0,1,0,3,1,1,N,N,5,24600.0,4,263,3,2,2,2,2
48-02101,60,1,1,0,1,0,2,1,1,770,3,5,51600.0,7,501,N,2,2,2,2
48-02507,66,2,1,0,1,0,2,1,1,7270,10,10,105000.0,9,501,N,2,2,2,2
48-02507,9,2,N,0,1,3,5,1,1,N,N,3,N,N,206,N,2,2,2,2
48-02101,76,2,1,0,1,0,2,1,1,8191,12,10,13200.0,3,501,N,2,2,2,2
48-02515,65,2,1,0,1,0,2,1,1,8191,12,9,25100.0,5,501,N,2,2,2,2
48-02507,34,1,1,1,1,3,5,1,2,770,3,3,32000.0,5,204,N,2,2,2,2
48-02101,0,2,N,0,1,2,4,1,1,N,N,N,N,N,395,N,N,N,2,2
48-02516,19,1,6,4,1,3,6,1,1,6570,8,7,8600.0,2,335,N,2,2,2,2
48-02102,92,2,3,0,1,0,N,1,1,N,N,8,0.0,0,0,N,1,1,2,2
48-02510,72,2,1,0,1,0,2,1,1,N,N,9,27400.0,5,243,N,2,2,2,2
48-02507,49,1,1,0,1,0,4,1,1,8180,12,9,128000.0,9,501,5,2,2,2,2
48-02516,42,2,1,0,1,2,4,1,1,N,N,9,0.0,0,501,N,2,2,2,2
48-02101,70,2,1,0,1,0,2,1,1,7290,10,6,160000.0,9,501,N,2,2,2,2
48-02516,14,1,N,1,1,3,5,1,2,N,N,3,N,N,4,N,1,2,2,2
48-02515,77,2,4,0,1,0,N,1,1,N,N,6,29000.0,5,223,N,2,2,2,2
48-02515,63,2,4,0,1,0,N,1,2,4972,6,7,14400.0,3,115,N,2,2,2,2
48-02516,67,1,1,0,1,0,2,1,1,2870,4,4,0.0,0,32,2,2,2,2,2
48-02516,70,2,1,0,1,0,2,1,1,5690,6,6,30000.0,5,384,N,2,1,2,2
48-02516,34,2,1,0,6,1,3,1,2,9160,15,6,30000.0,5,162,N,2,2,2,2
48-02515,10,1,N,0,1,3,6,1,1,N,N,3,N,N,260,N,2,2,2,2
48-02101,58,2,4,0,1,0,N,1,1,4195,5,5,89000.0,8,501,N,2,2,2,2
48-02516,28,1,1,0,1,3,5,1,2,8191,12,10,70000.0,8,305,N,2,2,2,2
48-02507,55,2,3,0,1,0,2,1,1,7860,11,10,65000.0,8,501,N,2,2,2,2
48-02515,5,2,N,1,1,3,5,1,2,N,N,2,N,N,166,N,2,2,2,2
48-02102,70,1,1,0,1,0,4,1,1,4170,5,7,76000.0,8,281,N,2,2,2,2
48-02507,10,1,N,0,2,4,5,1,2,N,N,3,N,N,76,N,1,2,2,2
48-02101,83,1,3,0,1,0,N,1,2,N,N,9,21600.0,4,180,N,2,1,1,2
48-02510,54,2,1,0,1,0,2,1,1,8191,12,8,55000.0,7,501,N,2,2,2,2
48-02510,32,2,1,0,1,2,4,1,1,7860,11,9,70000.0,8,501,N,2,2,2,2
48-02516,2,1,N,1,1,3,5,1,1,N,N,N,N,N,427,N,N,N,2,2
48-02507,48,2,1,0,2,0,5,1,2,5381,6,7,46000.0,6,491,N,2,2,2,2
48-02507,25,1,6,0,1,0,N,1,2,6870,9,9,15000.0,3,114,N,2,2,2,2
48-02510,27,1,6,0,6,0,5,1,1,670,2,4,38000.0,6,501,N,2,2,2,2
48-02102,45,2,1,0,1,0,4,1,1,6870,9,7,38400.0,6,334,N,2,2,2,2
48-02102,62,1,2,1,1,0,3,1,1,7680,10,6,60000.0,7,501,N,2,2,2,2
48-02510,69,2,4,0,1,0,N,1,2,N,N,10,31200.0,5,239,N,2,2,1,2
48-02101,9,2,N,0,1,2,4,1,1,N,N,3,N,N,389,N,2,2,2,2
48-02101,70,2,3,0,1,0,N,1,1,7860,11,7,13800.0,3,115,N,2,1,2,2
48-02510,10,2,N,0,9,2,6,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02510,55,2,1,0,1,0,2,1,1,9370,16,7,5900.0,2,501,N,2,2,2,2
48-02102,85,1,1,0,1,0,2,1,1,N,N,7,52100.0,7,501,N,2,2,2,2
48-02102,27,1,6,1,1,0,N,1,2,4070,5,7,42000.0,6,321,N,2,2,2,2
48-02510,64,2,1,0,1,0,2,1,1,8590,14,9,37800.0,6,501,N,2,2,2,2
48-02510,9,2,N,0,1,0,4,1,1,N,N,3,N,N,456,N,2,2,2,2
48-02515,74,1,1,0,1,0,2,1,1,5680,6,10,130100.0,9,501,N,2,2,2,2
48-02102,45,1,1,0,1,2,4,1,1,6080,7,7,80000.0,8,480,N,2,2,2,2
