PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
25-02800,44,2,5,0,1,2,3,1,1,3683.9,6,9,6000.0,1,29,N,2,2,2,2
25-00703,0,1,N,0,1,2,3,1,2,2195.3,N,N,N,N,0,N,N,N,2,2
25-01300,15,1,6,0,1,2,4,1,1,1457.2,N,4,0.0,0,501,N,2,2,2,2
25-01000,31,1,1,0,1,0,2,1,2,2447.1,9,9,80000.0,7,501,N,2,2,2,2
25-02800,81,1,1,0,1,0,2,1,1,3683.9,N,5,42000.0,5,501,N,2,2,2,2
25-01000,36,1,1,0,1,1,4,1,1,2447.1,6,8,39800.0,5,166,N,2,2,2,2
25-01300,41,1,1,0,1,4,6,1,1,1457.2,10,10,243000.0,9,501,N,2,2,2,2
25-01300,11,2,N,0,1,2,3,1,1,1457.2,N,3,N,N,501,N,1,2,2,2
25-00703,20,1,6,0,2,N,N,3,0,2195.3,6,7,5900.0,1,N,N,2,2,2,2
25-01000,56,2,1,0,1,0,2,1,1,2447.1,11,5,25000.0,4,471,N,2,2,1,2
25-01000,17,1,6,0,2,N,N,2,0,2447.1,N,4,0.0,0,N,N,1,2,2,2
25-01000,46,2,5,0,1,1,3,1,1,2447.1,6,9,100000.0,8,501,N,2,2,2,2
25-00503,12,2,N,0,6,2,4,1,1,2872.7,N,3,N,N,501,N,2,2,2,2
25-01300,34,1,1,0,1,2,4,1,1,1457.2,9,9,150000.0,9,501,N,2,2,2,2
25-02800,57,2,1,0,1,0,4,1,1,3683.9,12,6,24800.0,4,501,N,2,2,2,2
25-00503,73,2,3,0,1,0,4,1,1,2872.7,15,5,24400.0,4,246,N,2,2,2,2
25-00703,77,2,1,0,1,0,2,1,1,2195.3,N,5,15600.0,3,501,N,2,2,2,2
25-00703,43,1,1,1,1,3,5,1,2,2195.3,0,4,23000.0,3,176,N,2,2,2,2
25-02800,67,2,1,0,1,0,2,1,1,3683.9,N,8,14000.0,3,91,N,2,2,2,2
25-01000,72,2,4,0,1,0,N,1,1,2447.1,13,9,38900.0,5,322,N,2,2,2,2
25-00703,1,1,N,0,1,1,3,1,1,2195.3,N,N,N,N,501,N,N,N,2,2
25-00703,39,2,1,0,1,2,4,1,1,2195.3,10,9,35000.0,5,501,N,2,2,2,2
25-02800,48,2,1,0,1,0,2,1,2,3683.9,10,5,20000.0,3,501,N,2,2,2,2
25-00703,62,2,1,0,1,0,7,1,2,2195.3,4,5,48000.0,6,329,N,2,2,2,2
25-01300,7,2,N,0,1,1,2,1,1,1457.2,N,3,N,N,501,N,2,2,2,2
25-01300,28,2,6,0,1,1,2,1,1,1457.2,15,5,70000.0,7,501,N,2,2,2,2
25-01300,50,2,5,0,1,1,2,1,2,1457.2,5,7,62000.0,6,353,N,2,2,2,2
25-00703,52,2,6,0,1,0,N,1,1,2195.3,11,9,40000.0,5,305,N,2,2,2,2
25-00703,35,1,6,0,1,0,2,1,1,2195.3,6,5,15000.0,3,263,N,2,2,2,2
25-00503,55,2,1,0,1,1,4,1,1,2872.7,10,10,67320.0,7,501,N,2,2,2,2
25-01300,58,1,1,0,1,0,3,1,1,1457.2,12,4,30000.0,4,331,N,2,2,2,2
25-00703,43,2,6,0,1,0,3,1,1,2195.3,9,9,63400.0,7,501,N,2,2,2,2
25-00703,65,2,1,0,1,0,2,1,1,2195.3,16,9,113850.0,8,501,N,2,2,2,2
25-02800,34,2,1,0,1,0,2,1,1,3683.9,10,10,95000.0,8,501,N,2,2,2,2
25-00503,42,2,1,0,6,1,3,1,2,2872.7,N,9,0.0,0,501,N,2,2,2,2
25-00703,22,1,6,0,1,0,3,1,1,2195.3,14,9,18100.0,3,501,N,2,2,2,2
25-02800,52,1,6,0,1,0,N,1,2,3683.9,14,6,12000.0,2,91,N,2,2,2,2
25-02800,73,1,1,0,1,0,2,1,1,3683.9,10,7,66200.0,7,501,N,2,2,2,2
25-01300,33,1,6,0,1,0,N,1,2,1457.2,3,6,87000.0,8,501,N,2,2,2,2
25-00503,1,1,N,0,1,1,3,1,1,2872.7,N,N,N,N,501,N,N,N,2,2
25-01000,66,2,1,0,1,0,2,1,1,2447.1,16,10,57500.0,6,501,N,2,2,2,2
25-00703,78,1,1,0,1,0,2,1,1,2195.3,N,5,48000.0,6,423,N,2,2,2,2
25-01300,53,2,1,0,1,0,2,1,1,1457.2,12,10,53000.0,6,501,N,2,2,2,2
25-00703,80,1,6,0,1,0,N,1,2,2195.3,N,5,0.0,0,0,N,1,1,2,1
25-00503,2,2,N,0,1,0,6,1,1,2872.7,N,N,N,N,365,N,N,N,2,2
25-01300,52,1,6,0,1,0,N,1,1,1457.2,N,4,580.0,1,4,N,2,1,2,2
25-01000,39,1,1,0,1,2,4,1,1,2447.1,3,5,78000.0,7,348,N,2,2,2,2
25-01300,56,1,1,0,1,0,2,1,1,1457.2,6,9,300000.0,9,501,N,2,2,2,2
25-00503,35,1,6,0,1,0,N,1,1,2872.7,3,8,45000.0,5,340,N,2,2,2,2
25-00703,5,2,N,0,1,3,5,1,1,2195.3,N,1,N,N,501,N,2,2,2,2
25-01300,62,1,1,0,1,0,3,1,1,1457.2,11,9,80000.0,7,501,N,2,2,2,2
25-00503,5,1,N,2,1,2,3,1,2,2872.7,N,2,N,N,28,N,2,2,2,2
25-01000,29,1,6,0,1,0,2,1,1,2447.1,4,9,62000.0,6,501,N,2,2,2,2
25-01300,13,1,N,0,1,3,5,1,1,1457.2,N,3,N,N,501,N,2,2,2,2
25-00703,74,2,4,0,1,0,3,1,1,2195.3,N,9,104500.0,8,501,N,1,2,2,2
25-01000,85,1,1,0,1,0,6,1,1,2447.1,N,5,12000.0,2,501,N,2,1,2,2
25-00703,21,1,6,0,1,0,3,1,1,2195.3,12,7,12000.0,2,487,N,2,2,2,2
25-00703,14,1,N,0,1,2,4,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00503,44,1,1,0,6,2,4,1,1,2872.7,9,10,300000.0,9,501,N,2,2,2,2
25-02800,47,1,1,0,1,1,3,1,1,3683.9,11,10,90000.0,8,501,N,2,2,2,2
25-01000,22,1,6,2,8,0,N,1,2,2447.1,14,5,3600.0,1,27,N,1,2,2,2
25-01300,84,2,3,0,6,N,N,2,0,1457.2,N,3,0.0,0,N,N,1,1,2,2
25-01000,57,1,1,0,1,0,3,1,1,2447.1,4,8,0.0,0,501,N,2,2,2,1
25-02800,61,2,1,0,6,0,2,1,1,3683.9,N,4,0.0,0,164,N,2,2,2,2
25-02800,20,1,6,0,1,2,5,1,1,3683.9,N,7,7200.0,2,501,N,2,2,2,2
25-00703,70,1,4,0,1,0,N,1,2,2195.3,6,7,22400.0,3,184,N,2,2,2,2
25-01000,64,1,1,0,1,0,3,1,1,2447.1,6,9,200000.0,9,501,N,2,2,2,2
25-00703,5,2,N,0,1,3,6,1,1,2195.3,N,2,N,N,281,N,2,2,2,2
25-00703,7,1,N,0,1,2,4,1,1,2195.3,N,2,N,N,501,N,2,2,2,2
25-00703,27,1,6,0,1,0,N,1,2,2195.3,12,7,32000.0,4,244,N,2,2,2,2
25-00503,46,2,1,0,1,2,4,1,1,2872.7,9,10,250000.0,9,501,N,2,2,2,2
25-00503,64,2,6,0,1,0,N,1,2,2872.7,N,7,10900.0,2,82,N,2,1,2,1
25-02800,71,2,6,0,1,0,N,1,1,3683.9,11,10,88000.0,8,501,N,2,2,2,2
25-00703,62,1,6,0,1,0,2,1,1,2195.3,N,8,2700.0,1,468,N,2,2,2,2
25-00703,12,1,N,0,1,3,5,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00703,65,1,1,0,1,0,3,1,1,2195.3,9,8,155100.0,9,501,N,2,2,2,2
25-00503,56,2,1,0,6,0,2,1,1,2872.7,10,10,74400.0,7,501,N,2,2,2,2
25-00703,5,1,N,0,1,3,5,1,1,2195.3,N,2,N,N,501,N,2,2,2,2
25-00703,66,2,1,0,1,0,2,1,1,2195.3,14,9,28600.0,4,501,N,2,2,2,2
25-00703,0,1,N,0,1,0,N,1,1,2195.3,N,N,N,N,N,N,N,N,2,2
25-01000,82,1,3,0,1,N,N,2,0,2447.1,N,4,22000.0,3,N,2,2,1,1,2
25-02800,58,1,1,0,1,0,2,1,1,3683.9,9,9,19320.0,3,238,N,2,2,2,2
25-00703,59,2,1,0,1,0,2,1,2,2195.3,12,9,40000.0,5,501,N,2,2,2,2
25-02800,49,1,1,0,1,2,4,1,1,3683.9,10,9,180000.0,9,501,N,2,2,2,2
25-00503,19,2,6,0,6,N,N,3,0,2872.7,N,5,0.0,0,N,N,2,2,2,2
25-00703,25,2,6,0,1,1,2,1,1,2195.3,14,7,17000.0,3,128,N,2,2,2,2
25-00703,13,1,N,0,1,1,3,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00703,10,1,N,0,1,1,2,1,1,2195.3,N,3,N,N,472,N,2,2,2,2
25-01000,94,2,3,0,1,N,N,2,0,2447.1,N,5,0.0,0,N,N,1,1,1,1
25-02800,1,1,N,0,1,1,2,1,2,3683.9,N,N,N,N,299,N,N,N,2,2
25-00503,56,1,3,0,1,0,2,1,1,2872.7,4,10,144000.0,9,501,N,2,2,2,2
25-02800,8,1,N,0,1,2,4,1,1,3683.9,N,3,N,N,434,N,2,2,2,2
25-00503,16,1,6,4,8,1,3,1,1,2872.7,N,4,0.0,0,501,N,2,2,2,2
25-00503,44,1,6,0,1,0,N,1,1,2872.7,13,10,40000.0,5,304,N,2,2,2,2
25-00703,43,2,1,0,1,2,4,1,1,2195.3,8,9,250000.0,9,501,N,2,2,2,2
25-00703,65,2,6,0,1,0,N,1,1,2195.3,10,10,25400.0,4,207,N,2,2,2,2
25-01300,64,1,1,0,6,0,2,1,1,1457.2,6,9,40000.0,5,501,N,2,2,2,2
25-01000,71,2,3,1,1,0,N,1,1,2447.1,N,7,82830.0,7,501,N,2,2,2,2
25-00703,34,2,1,0,1,0,2,1,1,2195.3,12,9,80000.0,7,501,N,2,2,2,2
25-00503,60,1,6,0,1,0,2,1,1,2872.7,N,5,10000.0,2,170,N,2,2,2,2
25-00503,20,1,6,0,1,2,5,1,1,2872.7,10,5,2700.0,1,425,N,2,2,2,2
25-00703,50,2,1,0,1,1,6,1,1,2195.3,9,8,80000.0,7,501,N,2,2,2,2
25-00703,57,1,1,0,1,1,3,1,1,2195.3,N,9,291000.0,9,501,N,2,2,2,2
25-02800,70,2,4,0,1,0,N,1,1,3683.9,N,9,35800.0,5,292,N,2,2,2,2
25-00703,57,2,1,0,1,0,2,1,1,2195.3,6,7,100000.0,8,501,N,2,2,2,2
25-01300,13,2,N,4,1,1,2,1,2,1457.2,N,3,N,N,385,N,2,2,2,2
25-00703,43,2,6,2,1,0,4,1,2,2195.3,10,8,45000.0,5,397,N,1,1,2,2
25-02800,22,2,6,0,1,0,N,1,2,3683.9,15,9,10000.0,2,75,N,2,2,2,2
25-00703,32,1,6,0,1,0,2,1,2,2195.3,7,9,70000.0,7,501,N,2,2,2,2
25-01000,52,1,1,0,1,0,7,1,1,2447.1,12,9,88000.0,8,422,N,2,2,2,2
25-00503,66,2,3,0,1,0,N,1,2,2872.7,N,5,16900.0,3,139,N,2,2,2,2
25-00503,70,2,4,0,2,0,N,1,2,2872.7,12,4,28900.0,4,237,N,2,2,2,2
25-00703,46,1,1,0,1,2,4,1,1,2195.3,9,7,60000.0,6,501,N,2,2,2,2
25-00703,43,2,1,0,1,2,4,1,1,2195.3,11,10,92000.0,8,501,N,2,2,2,2
25-02800,66,1,1,0,1,0,3,1,2,3683.9,N,11,0.0,0,501,N,2,2,2,2
25-02800,28,2,6,0,1,0,4,1,1,3683.9,12,9,65000.0,7,501,N,2,2,2,2
25-01000,72,1,1,0,1,0,2,1,1,2447.1,6,7,83000.0,7,501,N,2,1,2,2
25-00503,7,1,N,0,1,2,4,1,1,2872.7,N,3,N,N,501,N,2,2,2,2
25-02800,66,2,6,0,1,0,N,1,2,3683.9,12,10,102000.0,8,501,N,2,2,2,2
25-00503,24,1,6,0,1,0,3,1,1,2872.7,3,9,55000.0,6,501,N,2,2,2,2
25-01300,11,2,N,0,6,1,3,1,1,1457.2,N,3,N,N,501,N,2,2,2,2
25-02800,50,2,2,0,1,0,2,1,2,3683.9,12,8,147600.0,9,501,N,2,2,2,2
25-01300,49,2,6,0,1,1,3,1,1,1457.2,12,5,50000.0,6,377,N,2,2,2,2
25-00503,22,1,6,0,1,0,4,1,1,2872.7,6,7,12000.0,2,501,N,2,2,2,2
25-01000,87,1,1,0,1,0,2,1,2,2447.1,N,8,14400.0,3,230,N,2,1,2,2
25-01000,38,1,1,0,1,1,3,1,1,2447.1,4,9,100000.0,8,501,N,2,2,2,2
25-00503,69,2,4,0,1,0,N,1,1,2872.7,11,9,56700.0,6,467,N,2,2,2,2
25-00503,34,2,6,0,1,0,N,1,2,2872.7,10,10,90000.0,8,501,N,2,2,2,2
25-00503,30,2,6,0,1,0,4,1,1,2872.7,9,9,50000.0,6,501,N,2,2,2,2
25-00503,51,2,1,0,1,0,2,1,1,2872.7,4,10,157000.0,9,501,N,2,2,2,2
25-00703,83,2,3,0,1,N,N,2,0,2195.3,N,6,2800.0,1,N,N,1,1,2,2
25-01300,8,2,N,4,1,1,2,1,2,1457.2,N,3,N,N,219,N,2,2,2,2
25-00703,8,2,N,0,1,2,4,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00703,73,1,1,0,1,0,2,1,1,2195.3,9,5,31300.0,4,377,N,2,2,2,2
25-02800,21,1,6,0,1,0,4,1,1,3683.9,14,7,25000.0,4,501,N,2,2,2,2
25-01000,60,2,1,0,1,1,4,1,1,2447.1,7,5,10000.0,2,300,N,2,2,2,2
25-00503,54,1,1,0,1,3,5,1,1,2872.7,4,10,180000.0,9,501,N,2,2,2,2
25-02800,50,1,6,4,1,N,N,2,0,3683.9,N,6,0.0,0,N,N,1,1,1,2
25-01000,35,1,6,0,1,0,N,1,1,2447.1,11,9,43000.0,5,324,N,2,2,2,2
25-00703,24,1,6,2,1,N,N,3,0,2195.3,14,7,0.0,0,0,N,2,2,2,2
25-01000,32,2,1,0,1,1,3,1,1,2447.1,16,9,60000.0,6,501,N,2,2,2,2
25-00703,42,2,1,0,1,4,6,1,1,2195.3,10,9,235000.0,9,501,N,2,2,2,2
25-00503,57,2,1,0,1,0,3,1,1,2872.7,9,7,49000.0,6,501,N,2,2,2,2
25-01300,51,2,4,0,1,0,4,1,1,1457.2,12,7,36800.0,5,501,N,2,2,2,2
25-00503,48,2,1,0,1,1,3,1,1,2872.7,10,9,80000.0,7,501,N,2,2,2,2
25-00703,19,2,6,0,1,N,N,3,0,2195.3,15,5,3500.0,1,N,N,2,2,2,2
25-00703,14,2,N,4,8,2,4,1,1,2195.3,N,3,N,N,268,N,2,2,2,2
25-00703,58,1,1,0,1,0,3,1,1,2195.3,11,8,52000.0,6,487,N,2,2,2,2
25-01000,24,2,4,0,1,0,7,1,1,2447.1,11,9,3000.0,1,422,N,2,2,2,2
25-00703,53,2,4,0,1,0,N,1,2,2195.3,9,10,135500.0,9,501,N,2,2,2,2
25-02800,12,2,N,0,9,3,5,1,1,3683.9,N,3,N,N,501,N,2,2,2,2
25-01300,66,2,3,0,1,2,5,1,1,1457.2,N,11,0.0,0,443,N,2,2,2,2
25-00703,46,2,5,0,1,1,2,1,2,2195.3,6,7,42500.0,5,246,N,2,2,2,2
25-01000,29,2,6,0,1,0,N,1,2,2447.1,14,7,14100.0,3,107,N,2,2,2,2
25-01300,79,2,1,0,1,0,2,1,1,1457.2,N,5,13900.0,2,501,N,2,2,2,2
25-02800,52,2,6,0,1,N,N,3,0,3683.9,N,9,9300.0,2,70,N,2,2,2,2
25-02800,44,1,1,0,1,2,4,1,1,3683.9,15,9,5000.0,1,326,N,2,2,2,2
25-00703,18,1,6,0,1,N,N,3,0,2195.3,14,7,3000.0,1,N,N,2,2,2,2
25-00703,59,2,1,0,1,0,2,1,1,2195.3,11,9,53000.0,6,501,N,2,2,2,2
25-01000,55,2,4,0,1,0,2,1,1,2447.1,12,7,45000.0,5,501,N,2,2,2,2
25-00503,0,2,N,0,2,1,3,1,2,2872.7,N,N,N,N,193,N,N,N,2,2
25-00503,11,1,N,0,1,2,4,1,1,2872.7,N,3,N,N,501,N,2,2,2,2
25-02800,50,2,1,0,1,2,4,1,1,3683.9,8,9,114000.0,8,501,N,2,2,2,2
25-01300,38,2,6,0,1,0,N,1,1,1457.2,14,8,45200.0,5,341,N,2,2,2,2
25-02800,12,1,N,0,1,2,3,1,2,3683.9,N,3,N,N,501,N,2,2,2,2
25-01300,60,2,1,0,1,0,2,1,1,1457.2,11,7,57000.0,6,501,N,2,2,2,1
25-01000,70,1,4,0,1,2,5,1,1,2447.1,N,5,13770.0,2,501,N,2,2,2,2
25-00703,72,2,1,0,1,0,2,1,1,2195.3,N,7,21000.0,3,378,N,2,2,2,2
25-00703,26,2,6,0,1,0,N,1,1,2195.3,10,9,125000.0,9,501,N,2,2,2,2
25-01000,12,2,N,0,9,2,4,1,1,2447.1,N,3,N,N,501,N,2,2,2,2
25-00703,7,2,N,0,1,1,2,1,1,2195.3,N,3,N,N,455,N,2,2,2,2
25-00503,34,2,1,0,1,0,2,1,1,2872.7,4,10,165400.0,9,501,N,2,2,2,2
25-00503,67,1,1,0,6,0,2,1,1,2872.7,6,12,28300.0,4,501,N,2,2,2,2
25-02800,54,2,1,0,1,0,4,1,1,3683.9,14,9,26000.0,4,501,N,2,2,2,2
25-02800,37,1,1,0,1,1,3,1,1,3683.9,10,11,75000.0,7,501,N,2,2,2,2
25-01000,76,1,6,0,1,0,2,1,1,2447.1,N,5,13770.0,2,451,N,2,2,2,2
25-00703,75,2,3,0,1,0,N,1,1,2195.3,10,11,230000.0,9,501,N,2,2,2,2
25-00703,54,2,1,0,1,0,4,1,1,2195.3,12,9,100000.0,8,501,N,2,2,2,2
25-01300,19,2,6,0,1,0,3,1,1,1457.2,11,7,2500.0,1,501,N,2,2,2,2
25-00703,81,1,1,0,1,0,2,1,1,2195.3,6,12,213100.0,9,501,N,2,2,2,1
25-00503,94,2,3,0,1,0,N,1,2,2872.7,N,5,14000.0,3,116,N,2,1,2,1
25-00503,64,1,3,0,1,0,N,1,2,2872.7,14,7,21300.0,3,160,N,2,2,2,2
25-00703,61,1,1,0,1,0,2,1,1,2195.3,0,9,65000.0,7,501,N,2,2,2,2
25-01000,75,2,3,0,1,0,3,1,1,2447.1,N,4,22800.0,3,316,N,2,2,2,2
25-00503,21,1,6,0,1,N,N,3,0,2872.7,3,5,7900.0,2,N,N,2,2,2,2
25-00503,49,1,1,0,1,1,3,1,1,2872.7,12,9,120000.0,8,501,N,2,2,2,2
25-02800,65,2,1,0,1,0,2,1,1,3683.9,15,10,152000.0,9,501,N,2,2,2,2
25-00503,20,2,6,0,6,0,N,1,2,2872.7,N,5,0.0,0,0,N,2,2,2,2
25-00703,46,1,1,0,1,1,4,1,2,2195.3,3,5,30000.0,4,137,N,2,2,2,2
25-01000,62,2,3,0,1,0,N,1,1,2447.1,11,7,81300.0,7,501,N,2,2,2,2
25-02800,58,2,6,0,1,0,4,1,1,3683.9,10,5,40000.0,5,501,N,2,1,2,2
25-01300,35,1,1,0,1,0,2,1,2,1457.2,8,10,55000.0,6,501,N,2,2,2,2
25-00703,62,1,1,0,1,0,2,1,1,2195.3,10,9,100000.0,8,501,N,2,2,2,2
25-02800,53,2,6,0,1,N,N,3,0,3683.9,N,1,4000.0,1,30,N,1,2,2,2
25-00703,11,1,N,0,1,3,5,1,1,2195.3,N,3,N,N,451,N,2,2,2,2
25-02800,40,2,1,0,6,1,3,1,1,3683.9,8,10,105490.0,8,501,N,2,2,2,2
25-01300,25,2,2,0,1,0,N,1,2,1457.2,10,9,5000.0,1,37,N,2,2,2,2
25-01300,36,1,1,0,1,2,4,1,1,1457.2,3,7,100000.0,8,501,N,2,2,2,2
25-00703,40,1,1,0,1,2,4,1,2,2195.3,6,9,105000.0,8,408,N,2,2,2,2
25-01300,47,2,6,0,1,0,2,1,2,1457.2,14,7,24000.0,4,260,N,2,2,2,2
25-01300,68,2,1,0,1,0,2,1,1,1457.2,9,9,10800.0,2,501,N,2,2,2,2
25-02800,7,2,N,0,1,2,4,1,1,3683.9,N,3,N,N,444,N,2,2,2,2
25-00503,83,2,3,0,1,0,N,1,1,2872.7,15,9,86000.0,8,501,N,2,1,2,2
25-01300,12,2,N,4,1,0,2,1,1,1457.2,N,3,N,N,222,N,1,2,2,2
25-00503,21,2,6,0,1,N,N,3,0,2872.7,N,8,0.0,0,N,N,2,2,2,2
25-00703,36,2,6,0,1,0,3,1,1,2195.3,11,10,4200.0,1,501,N,2,2,2,2
25-00503,63,2,2,0,1,2,5,1,2,2872.7,N,5,0.0,0,501,N,2,2,2,2
25-00503,41,2,1,0,1,1,3,1,1,2872.7,16,10,72350.0,7,501,N,2,2,2,2
25-01300,22,1,6,0,1,0,4,1,1,1457.2,3,5,25000.0,4,356,N,2,2,2,2
25-02800,40,1,1,0,1,1,3,1,1,3683.9,3,10,155300.0,9,501,N,2,2,2,2
25-01000,94,2,4,0,1,0,N,1,1,2447.1,N,9,72300.0,7,501,N,2,2,2,2
25-02800,26,2,6,0,1,0,N,1,2,3683.9,12,10,75400.0,7,501,N,2,2,2,2
25-02800,65,2,1,0,1,0,2,1,1,3683.9,N,5,11500.0,2,501,N,2,2,2,2
25-02800,53,1,6,0,1,N,N,3,0,3683.9,16,5,14000.0,3,106,N,1,2,2,2
25-00703,75,2,3,0,1,0,2,1,1,2195.3,N,7,39100.0,5,289,N,2,2,2,2
25-01300,50,2,1,0,1,1,5,1,1,1457.2,11,9,30000.0,4,399,N,2,2,2,2
25-01300,36,2,1,0,1,2,4,1,1,1457.2,10,10,0.0,0,501,N,2,2,2,2
25-01300,9,2,N,0,1,2,5,1,1,1457.2,N,3,N,N,501,N,2,2,2,2
25-02800,33,1,1,0,1,2,4,1,1,3683.9,8,10,150000.0,9,501,N,2,2,2,2
25-00503,54,1,1,0,1,0,3,1,1,2872.7,4,10,185000.0,9,501,N,2,2,2,2
25-01300,56,2,1,0,1,0,3,1,1,1457.2,5,5,69000.0,7,501,N,2,2,2,2
25-00703,45,2,1,0,6,2,7,1,1,2195.3,12,9,110000.0,8,501,N,2,2,2,2
25-02800,22,2,6,0,1,0,N,1,2,3683.9,10,9,47010.0,5,359,N,2,2,2,2
25-01000,53,2,1,0,1,0,3,1,1,2447.1,6,8,21000.0,3,501,N,2,2,2,2
25-00503,36,1,6,0,1,0,3,1,1,2872.7,11,9,48000.0,6,501,N,2,2,2,2
25-00503,36,2,6,0,1,0,N,1,2,2872.7,15,9,120000.0,8,501,N,2,2,2,2
25-00703,3,1,N,0,1,4,6,1,1,2195.3,N,1,N,N,233,N,N,N,2,2
25-00703,53,1,1,0,1,1,3,1,1,2195.3,10,12,110000.0,8,501,N,2,2,2,2
25-00503,7,2,N,0,1,2,4,1,1,2872.7,N,2,N,N,501,N,2,2,2,2
25-01300,26,1,6,0,1,0,3,1,1,1457.2,6,8,4700.0,1,331,N,2,2,2,2
25-01000,67,2,1,0,1,0,2,1,1,2447.1,11,8,18000.0,3,305,N,2,1,2,2
25-00703,62,1,1,0,1,0,3,1,1,2195.3,10,9,50000.0,6,501,N,2,2,2,2
25-01300,44,2,4,0,1,2,5,1,1,1457.2,2,7,63000.0,6,478,N,2,2,2,2
25-00703,16,1,6,0,1,1,4,1,2,2195.3,14,4,4800.0,1,481,N,2,2,2,2
25-00503,20,2,6,2,1,N,N,3,0,2872.7,N,7,0.0,0,N,N,2,2,2,2
25-00703,3,1,N,0,9,2,3,1,2,2195.3,N,2,N,N,64,N,N,N,2,2
25-01000,62,1,4,0,1,N,N,2,0,2447.1,N,5,8800.0,2,N,N,1,1,2,2
25-00703,73,2,4,0,1,0,3,1,1,2195.3,N,6,33600.0,4,501,N,1,2,2,1
25-00703,65,1,1,0,1,0,3,1,1,2195.3,14,5,51010.0,6,501,N,2,2,2,2
25-00503,39,1,1,0,1,3,5,1,1,2872.7,10,11,433000.0,9,501,N,2,2,2,2
25-01300,17,1,6,0,1,2,5,1,1,1457.2,N,4,0.0,0,501,N,2,2,2,2
25-00703,13,1,N,0,1,3,5,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00703,70,2,4,0,1,0,N,1,1,2195.3,N,10,79000.0,7,501,N,2,2,2,2
25-02800,65,2,3,0,1,0,N,1,1,3683.9,N,5,48600.0,6,399,N,2,2,2,2
25-00503,21,1,6,0,1,N,N,3,0,2872.7,9,7,8000.0,2,N,N,2,2,2,2
25-02800,34,2,1,0,6,1,3,1,2,3683.9,11,10,45000.0,5,501,N,2,2,2,2
25-00503,15,1,6,0,6,2,4,1,1,2872.7,N,4,0.0,0,501,N,2,2,2,2
25-01300,21,2,6,0,1,0,4,1,1,1457.2,13,7,12000.0,2,490,N,2,2,2,2
25-00503,69,1,1,0,6,0,2,1,1,2872.7,9,9,96200.0,8,501,N,2,2,2,2
25-00503,53,1,1,0,1,2,4,1,1,2872.7,3,8,20000.0,3,501,N,2,2,2,2
25-01000,51,1,1,0,1,3,5,1,1,2447.1,7,9,120000.0,8,394,N,2,2,2,2
25-00703,62,2,4,0,1,0,N,1,1,2195.3,16,11,157000.0,9,501,N,2,2,2,2
25-00503,83,2,4,0,1,0,N,1,1,2872.7,N,5,25900.0,4,213,N,2,1,2,1
25-01300,41,1,1,0,1,2,4,1,1,1457.2,4,10,185000.0,9,501,N,2,2,2,2
25-00703,76,1,3,0,1,0,N,1,1,2195.3,5,9,90500.0,8,501,N,2,2,2,2
25-00503,12,2,N,0,1,0,7,1,1,2872.7,N,3,N,N,350,N,2,2,2,2
25-01300,5,1,N,0,1,2,4,1,1,1457.2,N,2,N,N,501,N,2,2,2,2
25-01000,53,1,1,0,1,2,4,1,1,2447.1,9,10,133000.0,9,501,N,2,2,2,2
25-02800,22,2,6,0,1,0,3,1,1,3683.9,6,5,3600.0,1,501,N,2,2,2,2
25-00703,91,2,3,0,1,0,N,1,1,2195.3,N,5,24500.0,4,202,N,2,1,2,2
25-01300,64,1,1,0,1,0,2,1,1,1457.2,3,5,32300.0,4,283,N,2,2,2,2
25-02800,89,2,3,0,1,0,6,1,2,3683.9,N,5,28600.0,4,435,N,1,2,2,2
25-01300,6,2,N,0,1,2,4,1,1,1457.2,N,2,N,N,501,N,2,2,2,2
25-00503,15,1,6,2,1,0,4,1,2,2872.7,N,4,0.0,0,158,N,2,2,2,2
25-00703,49,1,4,0,1,1,3,1,2,2195.3,10,10,135000.0,9,501,N,2,2,2,2
25-00503,94,2,6,0,1,0,N,1,2,2872.7,N,9,24000.0,4,198,N,2,1,2,2
25-01000,7,1,N,0,9,2,4,1,1,2447.1,N,2,N,N,501,N,2,2,2,2
25-02800,46,1,6,0,1,0,N,1,2,3683.9,N,5,0.0,0,0,N,1,2,2,2
25-00503,12,1,N,0,1,3,5,1,1,2872.7,N,3,N,N,501,N,2,2,2,2
25-00503,12,2,N,0,9,2,4,1,1,2872.7,N,3,N,N,501,N,2,2,2,2
25-00703,44,1,1,0,1,3,6,1,1,2195.3,4,7,37600.0,5,281,N,1,2,2,2
25-01000,72,2,1,0,1,2,6,1,1,2447.1,N,5,23600.0,4,449,N,2,1,2,2
25-01000,24,1,6,0,1,0,4,1,1,2447.1,18,9,15000.0,3,501,N,2,2,2,2
25-00503,2,2,N,0,1,2,4,1,1,2872.7,N,N,N,N,501,N,N,N,2,2
25-00703,20,2,6,0,1,N,N,3,0,2195.3,14,6,11000.0,2,N,N,2,2,2,2
