,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
169,smartnoise-synth,pacsynth,query matching,national2019,demographic-focused,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/national/pacsynth_e_5_demographic.csv,deid_data/smartnoise_pacsynth/national/pacsynth_e_5_demographic.json,deid_data/smartnoise_pacsynth/national/report_pacsynth_e_5_demographic_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,d6305c272c28a4e82f3412e4ea4baaeb4ba4cad7
170,smartnoise-synth,pacsynth,query matching,national2019,family-focused,997920000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/national/pacsynth_e_5_family.csv,deid_data/smartnoise_pacsynth/national/pacsynth_e_5_family.json,deid_data/smartnoise_pacsynth/national/report_pacsynth_e_5_family_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,c31c4bd3fa38be629c5dfc825326aa456bb21026
171,smartnoise-synth,pacsynth,query matching,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/national/pac_synth_e_10_family_focused_na2019.csv,deid_data/smartnoise_pacsynth/national/pac_synth_e_10_family_focused_na2019.json,deid_data/smartnoise_pacsynth/national/report_pac_synth_e_10_family_focused_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,44e2092e155fe2b9b97c2286bc404ed42a8f0cd8
172,smartnoise-synth,pacsynth,query matching,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/national/pacsynth_e_5_industry.csv,deid_data/smartnoise_pacsynth/national/pacsynth_e_5_industry.json,deid_data/smartnoise_pacsynth/national/report_pacsynth_e_5_industry_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,d683cc919395675a03652c2cdcb40b704fb0dd11
173,smartnoise-synth,pacsynth,query matching,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/national/pac_synth_e_10_industry_focused_na2019.csv,deid_data/smartnoise_pacsynth/national/pac_synth_e_10_industry_focused_na2019.json,deid_data/smartnoise_pacsynth/national/report_pac_synth_e_10_industry_focused_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,b0a133c78c4b15eb14a47fc0267ab5926227648d
174,smartnoise-synth,pacsynth,query matching,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,1,,preprocessor-epsilon: 0.3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/national/pac_synth_e_1_industry_na2019.csv,deid_data/smartnoise_pacsynth/national/pac_synth_e_1_industry_na2019.json,deid_data/smartnoise_pacsynth/national/report_pac_synth_e_1_industry_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,2e501f20d48f35b5e92bb403249ad8d0c2e06a99
175,smartnoise-synth,pacsynth,query matching,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pac_synth_e_10_demographic_tx2019.csv,deid_data/smartnoise_pacsynth/tx/pac_synth_e_10_demographic_tx2019.json,deid_data/smartnoise_pacsynth/tx/report_pac_synth_e_10_demographic_tx2019_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,bae078d27f74a6f7743165d5230ca0b7b9b60653
176,smartnoise-synth,pacsynth,query matching,tx2019,demographic-focused,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pacsynth_e_5_demographic.csv,deid_data/smartnoise_pacsynth/tx/pacsynth_e_5_demographic.json,deid_data/smartnoise_pacsynth/tx/report_pacsynth_e_5_demographic_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,42c61cb6c3caa78388f2f86214a7a5c3d80d7466
177,smartnoise-synth,pacsynth,query matching,tx2019,family-focused,124740000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pac_synth_e_10_family_tx2019.csv,deid_data/smartnoise_pacsynth/tx/pac_synth_e_10_family_tx2019.json,deid_data/smartnoise_pacsynth/tx/report_pac_synth_e_10_family_tx2019_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,8495bd84e21ae5f48582dc24dfd121f67c4b6fbb
178,smartnoise-synth,pacsynth,query matching,tx2019,family-focused,249480000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pacsynth_e_5_family.csv,deid_data/smartnoise_pacsynth/tx/pacsynth_e_5_family.json,deid_data/smartnoise_pacsynth/tx/report_pacsynth_e_5_family_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,8a52ec3da67016c5c2393f85d5d051d9c41f9a9c
179,smartnoise-synth,pacsynth,query matching,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,5,,preprocessor-epsilon: 1.5,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pacsynth_e_5_industry.csv,deid_data/smartnoise_pacsynth/tx/pacsynth_e_5_industry.json,deid_data/smartnoise_pacsynth/tx/report_pacsynth_e_5_industry_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,f84f79b22b0463f356204e8c7ab8ed1d6312b8b3
180,smartnoise-synth,pacsynth,query matching,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,1,,preprocessor-epsilon: 0.3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pac_synth_e_1_industry_tx2019.csv,deid_data/smartnoise_pacsynth/tx/pac_synth_e_1_industry_tx2019.json,deid_data/smartnoise_pacsynth/tx/report_pac_synth_e_1_industry_tx2019_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,00083665bddad26c4ea569f7787651e6868bb235
181,smartnoise-synth,pacsynth,query matching,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,The pac-synth synthesizer will suppress marginal combinations that could uniquely fingerprint individuals (similar to k-anonymity). pac-synth is a differentially-private synthesizer that computes differentially private marginals to build synthetic data.   ,10,,preprocessor-epsilon: 3,,https://github.com/microsoft/synthetic-data-showcase/tree/main/docs/dp,deid_data/smartnoise_pacsynth/tx/pac_synth_e_10_industry_tx2019.csv,deid_data/smartnoise_pacsynth/tx/pac_synth_e_10_industry_tx2019.json,deid_data/smartnoise_pacsynth/tx/report_pac_synth_e_10_industry_tx2019_tx2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,fe8915d3c09a91131deb9e2143641c811405f330
182,smartnoise-synth,patectgan,neural net,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_5_all.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_5_all.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_5_all_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,9475d3b11b5f843a41b249626a93859c19491538
183,smartnoise-synth,patectgan,neural net,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,1,,preprocessor-epsilon: 0.3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_1_demographic_focused_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_1_demographic_focused_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_1_demographic_focused_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,7fddbec8634086c42dec03ac30f3ac7bc8a08e9a
184,smartnoise-synth,patectgan,neural net,ma2019,demographic-focused,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_5_demographic.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_5_demographic.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_5_demographic_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,d9007a56b0b86d69774149a8c80c049184975c48
185,smartnoise-synth,patectgan,neural net,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_10_demographic_focused_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_10_demographic_focused_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_10_demographic_focused_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,8d2686be13eab9890512ea526d886c6a6414eb9e
186,smartnoise-synth,patectgan,neural net,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_10_family_focused_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_10_family_focused_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_10_family_focused_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,e4e5ab974fa99c35bdd0228005c49d7766b97491
187,smartnoise-synth,patectgan,neural net,ma2019,family-focused,116424000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_5_family.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_5_family.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_5_family_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,2e4e4c82594dc80e1cb7c54cedcd5cdd39dc238d
188,smartnoise-synth,patectgan,neural net,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,1,,preprocessor-epsilon: 0.3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_1_family_focused_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_1_family_focused_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_1_family_focused_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,7e1d2c880b13b6f55bcc7b48201dc835c274b626
189,smartnoise-synth,patectgan,neural net,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_10_industry_focused_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_10_industry_focused_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_10_industry_focused_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,082ca80abb820674f5fb9723659fde68ea0b5448
190,smartnoise-synth,patectgan,neural net,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_5_industry.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_5_industry.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_5_industry_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,c18d7b9fa03c57e0bc3c1685471a83c27cce2064
191,smartnoise-synth,patectgan,neural net,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,1,,preprocessor-epsilon: 0.3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_1_industry_focused_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_1_industry_focused_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_1_industry_focused_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,71a8cb7c3586cff24da333ec8b48a8a5a11acddf
192,smartnoise-synth,patectgan,neural net,ma2019,simple-features,5721075360000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,1,,preprocessor-epsilon: 0.3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_1_simple_features_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_1_simple_features_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_1_simple_features_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,4659211f8e39de76647b33dd962a4ab669ca6fec
193,smartnoise-synth,patectgan,neural net,ma2019,simple-features,5721075360000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/ma/patectgan_e_10_simple_features_ma2019.csv,deid_data/smartnoise_patectgan/ma/patectgan_e_10_simple_features_ma2019.json,deid_data/smartnoise_patectgan/ma/report_patectgan_e_10_simple_features_ma2019_ma2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,18d870198862e25ee994964c5dcd452093772b3b
194,smartnoise-synth,patectgan,neural net,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_5_all.csv,deid_data/smartnoise_patectgan/national/patectgan_e_5_all.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_5_all_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,ae683726072017edbae5e8be7b4f8b0d67384b2e
195,smartnoise-synth,patectgan,neural net,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_10_demographic_focused_na2019.csv,deid_data/smartnoise_patectgan/national/patectgan_e_10_demographic_focused_na2019.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_10_demographic_focused_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,502abdd38e2a95c49305ed6cfed5eb816ead0bfa
196,smartnoise-synth,patectgan,neural net,national2019,demographic-focused,113513400,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_5_demographic.csv,deid_data/smartnoise_patectgan/national/patectgan_e_5_demographic.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_5_demographic_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,6bfd2a6eec2c527becb3228d188114f0db7a5a3d
197,smartnoise-synth,patectgan,neural net,national2019,family-focused,997920000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP, DEYE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_5_family.csv,deid_data/smartnoise_patectgan/national/patectgan_e_5_family.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_5_family_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,dc469a8c3adfe54134141de9d4063087af891b33
198,smartnoise-synth,patectgan,neural net,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_10_family_focused_na2019.csv,deid_data/smartnoise_patectgan/national/patectgan_e_10_family_focused_na2019.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_10_family_focused_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,0a69bd584368244cdcc9d16e620d9059315a0a0c
199,smartnoise-synth,patectgan,neural net,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,5,,preprocessor-epsilon: 1.5,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_5_industry.csv,deid_data/smartnoise_patectgan/national/patectgan_e_5_industry.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_5_industry_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,5bec159744a0cf96c13b716d963dc78c28a13d5a
200,smartnoise-synth,patectgan,neural net,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,10,,preprocessor-epsilon: 3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_10_industry_focused_na2019.csv,deid_data/smartnoise_patectgan/national/patectgan_e_10_industry_focused_na2019.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_10_industry_focused_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,09428317010945b07c1eb4a21e84bc9bf8377a7a
201,smartnoise-synth,patectgan,neural net,national2019,simple-features,196151155200000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Conditional tabular GAN using Private Aggregation of Teacher Ensembles. From “PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees” and “Modeling Tabular data using Conditional GAN”.,1,,preprocessor-epsilon: 0.3,,https://openreview.net/forum?id=S1zk9iRqF7,deid_data/smartnoise_patectgan/national/patectgan_e_1_simple_features_na2019.csv,deid_data/smartnoise_patectgan/national/patectgan_e_1_simple_features_na2019.json,deid_data/smartnoise_patectgan/national/report_patectgan_e_1_simple_features_na2019_national2019_06-19-2023T20.33.47,CRC,,5/20/2023 00:00:00,,d2bae376f0c8d58bb3109007ec52d84b2a9b4a55
