PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
48-02102,46,1,1,1,1,2,4,1,1,450.9,6,3,38000.0,6,147,N,2,2,2,2
48-02507,6,1,N,1,1,1,3,1,2,3731.1,N,3,N,N,501,N,2,2,2,2
48-02510,34,2,1,0,1,3,5,1,2,3092.4,7,9,55000.0,7,340,N,2,2,2,2
48-02101,53,1,1,0,1,0,2,1,1,357.4,2,7,112000.0,9,501,N,2,2,2,2
48-02101,74,2,1,0,1,2,6,1,1,357.4,6,5,54700.0,7,501,N,2,2,2,2
48-02515,15,2,6,0,1,1,4,1,1,2134.8,N,4,0.0,0,117,N,2,2,2,2
48-02101,63,1,3,0,2,0,N,1,2,357.4,N,4,9000.0,2,68,N,1,1,1,1
48-02102,57,1,1,0,1,1,3,1,1,450.9,9,11,40000.0,6,295,N,2,2,2,2
48-02515,62,1,1,0,1,0,2,1,1,2134.8,4,9,19100.0,4,257,N,2,1,2,2
48-02102,32,2,4,0,1,0,4,1,2,450.9,11,5,21000.0,4,179,N,2,2,2,2
48-02516,51,2,1,0,1,1,3,1,1,1338.4,11,11,82000.0,8,501,N,2,2,2,2
48-02516,27,2,1,1,1,0,2,1,1,1338.4,16,9,50000.0,7,501,N,2,2,2,2
48-02516,69,2,1,1,1,0,2,1,2,1338.4,N,5,6000.0,2,124,N,2,2,2,2
48-02102,30,1,6,0,1,0,3,1,1,450.9,4,10,87000.0,8,501,N,2,2,2,2
48-02101,6,2,N,4,1,2,4,1,1,357.4,N,2,N,N,281,N,2,2,2,2
48-02507,59,2,4,0,1,0,2,1,1,3731.1,12,5,45000.0,6,501,N,2,2,2,2
48-02510,61,2,1,0,1,0,2,1,1,3092.4,6,7,-1300.0,0,501,N,2,2,2,2
48-02101,63,2,1,0,1,0,2,1,1,357.4,11,9,49000.0,7,501,N,2,2,2,2
48-02507,20,2,6,1,1,0,4,1,1,3731.1,14,7,4200.0,2,94,N,2,2,2,2
48-02102,39,1,2,0,1,N,N,2,0,450.9,4,5,31000.0,5,N,N,2,2,2,2
48-02516,30,1,6,0,1,0,N,1,2,1338.4,3,9,44000.0,6,336,N,2,2,2,2
48-02507,61,2,4,0,1,0,N,1,2,3731.1,9,5,13000.0,3,98,N,2,2,2,2
48-02102,5,1,N,0,2,2,4,1,1,450.9,N,1,N,N,501,N,2,2,2,2
48-02510,14,1,N,0,1,3,6,1,1,3092.4,N,4,N,N,501,N,2,2,2,2
48-02516,54,1,1,1,1,0,2,1,1,1338.4,2,4,100000.0,9,501,N,2,2,2,2
48-02507,72,2,1,0,1,0,2,1,1,3731.1,N,9,3700.0,2,221,N,1,1,1,2
48-02101,0,1,N,0,1,3,5,1,1,357.4,N,N,N,N,237,N,N,N,2,2
48-02510,55,1,1,0,1,0,2,1,1,3092.4,9,9,100000.0,9,501,N,2,2,2,2
48-02102,52,2,4,0,1,2,4,1,1,450.9,N,5,7200.0,2,151,N,2,2,2,2
48-02507,58,1,4,0,1,0,2,1,1,3731.1,11,10,130000.0,9,501,N,2,2,2,2
48-02101,12,2,N,0,1,2,4,1,2,357.4,N,3,N,N,491,N,2,2,2,2
48-02516,16,1,6,1,1,11,13,1,1,1338.4,N,4,0.0,0,203,N,2,2,2,2
48-02510,3,2,N,0,9,4,6,1,1,3092.4,N,1,N,N,287,N,N,N,2,2
48-02101,28,1,1,0,1,3,5,1,1,357.4,12,9,75000.0,8,247,N,2,2,2,2
48-02516,19,1,6,0,2,2,4,1,1,1338.4,N,7,0.0,0,414,N,2,2,2,2
48-02101,52,1,4,0,1,0,N,1,1,357.4,3,5,80000.0,8,501,N,2,2,2,2
48-02516,79,2,1,0,1,0,2,1,1,1338.4,N,8,56700.0,7,501,N,2,2,2,2
48-02515,10,1,N,0,1,3,6,1,1,2134.8,N,3,N,N,412,N,2,2,2,2
48-02516,64,1,1,0,1,0,4,1,1,1338.4,10,9,168000.0,9,501,N,2,2,2,2
48-02515,69,2,3,0,1,N,N,2,0,2134.8,N,4,32900.0,5,N,N,2,1,2,1
48-02101,14,2,N,0,1,2,4,1,2,357.4,N,4,N,N,353,N,2,2,2,2
48-02102,62,2,1,0,1,0,3,1,1,450.9,6,8,37600.0,6,419,N,2,2,2,2
48-02516,18,2,6,0,1,1,4,1,1,1338.4,N,4,0.0,0,461,N,2,2,2,2
48-02510,48,2,1,0,1,2,4,1,1,3092.4,7,9,47000.0,6,501,N,2,2,2,2
48-02102,45,2,1,0,1,1,4,1,1,450.9,6,4,9000.0,2,298,N,2,2,2,2
48-02507,57,2,6,0,1,0,3,1,1,3731.1,11,9,36000.0,6,501,N,2,2,2,2
48-02507,48,2,1,0,6,1,3,1,1,3731.1,N,5,0.0,0,49,N,2,2,2,2
48-02516,22,1,1,0,1,0,4,1,1,1338.4,9,7,42000.0,6,501,N,2,2,2,2
48-02102,55,2,6,0,1,0,N,1,1,450.9,10,11,149000.0,9,501,N,2,2,2,2
48-02102,71,2,4,0,1,0,N,1,2,450.9,5,7,22100.0,4,181,N,2,2,2,2
48-02101,24,1,1,0,1,0,2,1,2,357.4,14,9,20000.0,4,249,N,2,2,2,2
48-02515,75,2,3,0,1,0,N,1,1,2134.8,N,3,10800.0,3,88,N,2,1,1,1
48-02102,79,2,3,0,1,2,5,1,2,450.9,N,5,17100.0,3,378,N,2,2,2,2
48-02102,74,2,1,0,1,0,2,1,1,450.9,N,7,10400.0,3,501,N,2,2,1,2
48-02516,54,2,1,0,1,0,3,1,1,1338.4,4,4,24000.0,4,501,N,2,2,2,2
48-02510,42,1,1,0,1,2,4,1,1,3092.4,3,7,35000.0,5,206,N,2,2,2,2
48-02510,45,2,4,2,1,0,2,1,2,3092.4,3,9,90000.0,8,501,N,2,2,2,2
48-02101,30,2,1,0,1,2,4,1,1,357.4,0,5,11000.0,3,239,N,2,2,2,2
48-02507,43,1,4,0,1,0,N,1,1,3731.1,12,9,133000.0,9,501,N,2,2,2,2
48-02510,54,1,4,0,1,0,N,1,1,3092.4,10,8,20000.0,4,152,N,2,2,2,2
48-02510,72,2,3,0,1,0,N,1,2,3092.4,N,10,62000.0,7,501,N,2,2,2,2
48-02516,29,1,1,0,1,0,6,1,1,1338.4,15,10,55000.0,7,454,N,2,2,2,2
48-02101,17,2,6,0,1,2,6,1,2,357.4,14,4,0.0,0,458,N,2,2,2,2
48-02510,63,1,1,0,1,0,3,1,1,3092.4,4,8,61200.0,7,501,N,2,2,2,1
48-02102,54,1,1,0,1,1,3,1,1,450.9,7,8,120000.0,9,501,N,2,2,2,2
48-02516,40,1,5,0,1,1,2,1,2,1338.4,3,8,70000.0,8,401,N,2,2,2,2
48-02102,1,1,N,0,1,3,5,1,1,450.9,N,N,N,N,501,N,N,N,2,2
48-02507,34,1,6,0,1,0,N,1,1,3731.1,16,9,63040.0,7,482,N,2,2,2,2
48-02102,67,1,1,0,1,0,2,1,1,450.9,3,8,113700.0,9,501,N,2,2,2,2
48-02507,72,1,1,0,1,0,2,1,1,3731.1,6,9,355200.0,9,501,N,2,2,2,2
48-02510,11,2,N,0,1,2,6,1,1,3092.4,N,3,N,N,501,N,2,2,2,2
48-02507,32,1,1,0,1,0,2,1,1,3731.1,5,10,70000.0,8,501,N,2,2,2,2
48-02102,70,1,1,0,1,0,2,1,1,450.9,9,10,150000.0,9,501,N,2,2,2,2
48-02102,3,2,N,0,1,5,7,1,1,450.9,N,1,N,N,210,N,N,N,2,2
48-02102,60,1,1,0,1,0,2,1,1,450.9,11,4,49200.0,7,289,N,2,2,2,2
48-02102,18,2,6,0,1,1,4,1,1,450.9,14,5,900.0,1,120,N,2,2,2,2
48-02510,79,2,3,0,1,N,N,2,0,3092.4,6,4,7600.0,2,N,N,1,1,2,1
48-02507,4,1,N,0,9,4,5,1,2,3731.1,N,1,N,N,87,N,N,N,2,2
48-02510,43,2,1,4,1,2,4,1,1,3092.4,N,9,0.0,0,185,N,2,2,2,2
48-02507,19,1,6,0,1,0,3,1,1,3731.1,6,7,15700.0,3,299,N,2,2,2,2
48-02101,63,2,1,0,1,0,2,1,1,357.4,11,6,9600.0,2,291,N,2,1,2,2
48-02515,33,2,1,0,1,0,2,1,1,2134.8,9,9,80000.0,8,501,N,2,2,2,2
48-02101,51,1,6,0,1,1,3,1,1,357.4,4,5,32000.0,5,244,N,2,2,2,2
48-02101,49,2,6,0,1,0,N,1,2,357.4,12,6,48000.0,6,364,N,2,2,2,2
48-02507,57,2,1,0,2,0,5,1,1,3731.1,16,10,56000.0,7,501,N,2,2,2,2
48-02515,73,1,1,0,1,0,2,1,1,2134.8,N,8,79900.0,8,501,N,2,2,2,2
48-02507,46,1,4,0,1,0,N,1,1,3731.1,3,5,50000.0,7,377,N,2,2,2,2
48-02101,46,1,1,0,1,0,2,1,2,357.4,7,5,185000.0,9,501,N,2,2,2,2
48-02102,92,1,1,0,1,0,2,1,1,450.9,N,9,37500.0,6,318,N,2,1,2,2
48-02101,4,2,N,0,9,2,3,1,2,357.4,N,2,N,N,130,N,N,N,2,2
48-02101,92,2,6,0,1,0,5,1,1,357.4,N,10,18000.0,4,376,N,2,1,2,1
48-02102,68,1,1,0,1,0,7,1,2,450.9,10,6,27200.0,5,121,N,2,2,2,2
48-02516,14,2,N,0,1,2,4,1,1,1338.4,N,3,N,N,501,N,2,2,2,2
48-02516,50,1,1,0,1,0,2,1,2,1338.4,4,6,120000.0,9,501,N,2,2,2,2
48-02515,77,2,1,0,1,0,2,1,1,2134.8,N,5,10850.0,3,111,N,2,2,2,2
48-02507,15,2,6,0,1,2,3,1,2,3731.1,N,4,0.0,0,501,N,2,1,2,2
48-02516,4,2,N,1,1,2,4,1,1,1338.4,N,1,N,N,252,N,N,N,2,2
48-02102,65,1,1,0,1,0,4,1,1,450.9,6,9,24000.0,4,249,N,2,2,2,2
48-02102,73,2,4,0,1,0,N,1,2,450.9,N,8,21000.0,4,171,N,2,1,2,2
48-02516,11,1,N,0,1,3,5,1,1,1338.4,N,3,N,N,278,N,2,2,2,2
48-02101,0,2,N,0,1,1,3,1,1,357.4,N,N,N,N,345,N,N,N,2,2
48-02101,57,2,1,1,8,0,2,1,1,357.4,7,7,0.0,0,443,N,2,2,2,2
48-02510,44,2,1,0,1,3,7,1,1,3092.4,11,7,3500.0,2,311,N,2,2,2,2
48-02101,33,1,1,0,1,0,2,1,2,357.4,5,8,36000.0,6,331,N,2,2,2,2
48-02101,52,1,4,0,1,0,2,1,1,357.4,16,9,82000.0,8,481,N,2,2,2,2
48-02515,5,2,N,4,8,2,4,1,2,2134.8,N,1,N,N,335,N,2,2,2,2
48-02510,41,1,1,0,1,3,5,1,1,3092.4,7,8,100000.0,9,478,N,2,2,2,2
48-02510,19,2,6,1,1,2,5,1,1,3092.4,15,5,24000.0,4,272,N,2,2,2,2
48-02515,48,2,1,0,1,0,2,1,2,2134.8,6,5,27000.0,5,160,N,2,2,2,2
48-02102,11,2,N,1,1,4,6,1,1,450.9,N,3,N,N,118,N,2,2,2,2
48-02102,50,1,6,1,1,0,2,1,2,450.9,6,7,3800.0,2,59,N,2,2,2,2
48-02102,60,1,1,0,1,0,2,1,1,450.9,3,7,56700.0,7,406,N,2,2,2,2
48-02507,27,2,1,1,1,2,4,1,2,3731.1,10,6,6600.0,2,72,N,2,2,2,2
48-02515,14,1,N,0,1,2,8,1,1,2134.8,N,4,N,N,259,N,2,2,2,2
48-02507,11,2,N,0,1,4,6,1,1,3731.1,N,3,N,N,207,N,2,2,2,2
48-02515,11,2,N,2,1,2,4,1,2,2134.8,N,3,N,N,252,N,2,2,2,2
48-02516,77,1,1,0,1,0,2,1,1,1338.4,11,9,43500.0,6,384,N,2,2,2,2
48-02102,60,1,1,0,1,1,4,1,1,450.9,7,8,114000.0,9,501,N,2,2,2,2
48-02102,41,2,6,0,1,0,N,1,1,450.9,6,7,47000.0,6,356,N,2,2,2,2
48-02515,65,2,1,0,1,0,2,1,1,2134.8,12,10,77600.0,8,501,N,2,2,2,2
48-02516,18,1,6,0,1,0,6,1,1,1338.4,14,5,8000.0,2,501,N,2,2,2,2
48-02515,47,1,1,0,2,1,3,1,1,2134.8,10,9,144000.0,9,501,5,2,2,2,2
48-02507,66,2,1,1,1,0,2,1,1,3731.1,N,1,0.0,0,272,N,2,2,2,2
48-02101,59,2,1,0,1,0,2,1,1,357.4,11,11,0.0,0,294,N,2,2,2,2
48-02101,44,2,1,0,1,3,6,1,1,357.4,14,9,21200.0,4,335,N,2,2,2,2
48-02102,3,2,N,0,1,3,5,1,1,450.9,N,2,N,N,257,N,N,N,2,2
48-02101,36,1,4,1,1,2,5,1,1,357.4,4,6,23000.0,4,269,N,2,2,2,2
48-02101,29,1,1,0,1,0,2,1,1,357.4,3,6,76000.0,8,501,N,2,2,2,2
48-02510,62,2,1,0,1,0,2,1,1,3092.4,N,7,0.0,0,234,N,2,2,2,2
48-02102,34,2,1,0,1,3,5,1,1,450.9,12,9,0.0,0,501,N,2,2,2,2
48-02101,43,1,1,1,1,1,4,1,1,357.4,3,1,30000.0,5,113,N,2,2,2,2
48-02101,13,1,N,0,1,2,4,1,1,357.4,N,3,N,N,501,N,2,2,2,2
48-02516,0,2,N,0,1,2,4,1,1,1338.4,N,N,N,N,501,N,N,N,2,2
48-02101,62,2,1,0,1,0,2,1,1,357.4,11,9,28000.0,5,501,N,2,2,2,2
48-02510,34,2,1,1,1,3,5,1,1,3092.4,11,7,230.0,1,126,N,2,2,2,2
48-02515,17,1,6,0,1,2,3,1,1,2134.8,N,4,100000.0,9,501,N,2,2,2,2
48-02102,35,1,1,0,1,6,8,1,2,450.9,7,9,50000.0,7,184,2,2,2,2,2
48-02102,78,1,1,0,1,0,3,1,1,450.9,N,7,45300.0,6,501,N,2,2,2,2
48-02515,44,2,1,1,1,1,4,1,2,2134.8,N,5,0.0,0,120,N,2,2,2,2
48-02101,83,2,1,0,1,0,3,1,1,357.4,N,5,16100.0,3,184,N,2,1,2,2
48-02510,66,2,1,0,1,2,6,1,1,3092.4,12,7,83000.0,8,501,N,2,2,1,2
48-02516,70,2,1,0,1,0,2,1,1,1338.4,N,7,9500.0,2,217,N,2,2,2,2
48-02101,64,2,3,0,1,0,4,1,1,357.4,3,6,21300.0,4,501,N,2,2,2,2
48-02101,68,2,1,0,1,0,2,1,1,357.4,9,9,72000.0,8,501,N,2,2,2,2
48-02102,37,2,4,0,1,3,7,1,1,450.9,6,7,800.0,1,197,N,2,2,2,2
48-02516,46,2,1,1,1,0,2,1,1,1338.4,12,5,30000.0,5,501,N,2,2,2,2
48-02516,21,1,6,0,2,0,4,1,1,1338.4,7,7,0.0,0,501,N,2,2,2,2
48-02515,17,2,6,0,1,0,N,1,2,2134.8,14,4,500.0,1,3,N,2,2,2,2
48-02507,45,2,1,0,2,3,5,1,1,3731.1,13,9,6000.0,2,414,N,2,2,2,2
48-02507,73,1,1,0,1,0,2,1,1,3731.1,N,7,55000.0,7,501,N,2,2,2,2
48-02102,81,2,3,0,1,0,3,1,1,450.9,9,5,20500.0,4,419,N,2,2,2,2
48-02101,55,2,5,0,1,0,N,1,1,357.4,9,8,40000.0,6,301,N,2,2,2,2
48-02515,92,2,3,0,1,0,3,1,1,2134.8,N,9,20000.0,4,501,N,2,1,1,1
48-02102,60,2,1,0,1,0,5,1,1,450.9,N,6,200.0,1,247,N,2,2,2,2
48-02102,61,2,1,0,1,0,4,1,1,450.9,N,7,70.0,1,501,N,2,2,2,2
48-02101,68,1,1,0,1,0,2,1,1,357.4,15,10,69000.0,8,501,N,2,2,2,2
48-02101,68,2,1,0,1,0,2,1,1,357.4,11,5,16400.0,3,364,N,2,2,2,2
48-02515,25,2,1,1,1,0,3,1,1,2134.8,16,9,50000.0,7,402,N,2,2,2,2
48-02515,38,2,4,1,1,N,N,2,0,2134.8,16,6,3100.0,1,N,N,1,1,2,2
48-02510,69,2,6,0,1,0,N,1,2,3092.4,11,10,57700.0,7,472,N,2,1,2,2
48-02101,43,2,1,0,1,2,4,1,1,357.4,6,9,61000.0,7,501,N,2,2,2,2
48-02102,14,2,N,0,1,4,6,1,2,450.9,N,3,N,N,390,N,2,2,2,2
48-02515,46,1,4,0,1,0,2,1,1,2134.8,3,5,50000.0,7,338,N,2,2,2,2
48-02516,57,1,1,0,1,0,3,1,1,1338.4,9,9,215000.0,9,501,N,2,2,2,2
48-02102,80,2,3,0,1,N,N,2,0,450.9,N,4,5000.0,2,N,N,1,1,2,1
48-02510,17,1,6,3,1,1,3,1,1,3092.4,N,4,0.0,0,197,N,2,2,2,2
48-02101,7,1,N,0,1,3,5,1,1,357.4,N,2,N,N,308,N,2,2,2,2
48-02510,8,2,N,0,1,3,5,1,1,3092.4,N,3,N,N,501,N,2,2,2,2
48-02102,71,1,6,0,1,0,N,1,1,450.9,N,8,14800.0,3,121,N,1,1,2,1
48-02507,16,1,6,0,7,2,5,1,1,3731.1,N,4,0.0,0,144,N,2,2,2,2
48-02515,33,2,1,0,1,0,2,1,1,2134.8,10,9,48000.0,6,501,N,2,2,2,2
48-02101,34,1,1,0,1,2,4,1,1,357.4,16,7,60000.0,7,501,N,2,2,2,2
48-02102,17,1,6,1,1,1,5,1,1,450.9,N,4,9500.0,2,501,N,2,2,2,2
48-02507,63,2,1,0,1,0,2,1,1,3731.1,12,8,40000.0,6,501,N,2,2,2,2
48-02507,29,2,1,0,1,1,3,1,1,3731.1,14,9,150000.0,9,501,N,2,2,2,2
48-02101,44,1,4,0,1,0,N,1,2,357.4,4,8,68100.0,8,501,2,2,2,2,2
48-02101,54,2,1,0,1,0,7,1,1,357.4,11,7,17000.0,3,44,N,2,2,2,2
48-02510,39,2,1,1,1,2,4,1,2,3092.4,14,5,36000.0,6,410,N,2,2,2,2
48-02515,23,2,4,0,1,0,N,1,2,2134.8,6,7,15000.0,3,113,N,2,2,2,2
48-02516,32,2,1,0,1,0,2,1,1,1338.4,6,9,29800.0,5,420,N,2,2,2,2
48-02516,44,2,1,0,1,2,4,1,1,1338.4,N,9,0.0,0,416,N,2,2,2,2
48-02102,38,2,1,0,1,2,4,1,1,450.9,14,9,41000.0,6,501,N,2,2,2,2
48-02510,6,2,N,0,1,0,5,1,1,3092.4,N,2,N,N,501,N,2,2,2,2
48-02102,72,1,1,0,1,0,2,1,1,450.9,4,7,59200.0,7,473,N,2,2,2,2
48-02510,33,1,1,0,1,1,3,1,1,3092.4,10,5,42000.0,6,441,N,2,2,2,2
48-02515,25,1,6,0,2,0,N,1,2,2134.8,4,9,81000.0,8,501,N,2,2,2,2
48-02510,53,1,2,0,1,0,2,1,2,3092.4,5,5,50000.0,7,380,N,2,2,2,2
48-02510,49,2,1,1,1,1,3,1,1,3092.4,N,9,0.0,0,501,N,2,2,2,2
48-02102,0,2,N,0,1,3,5,1,1,450.9,N,N,N,N,327,N,N,N,2,2
48-02102,64,1,1,0,1,0,2,1,1,450.9,4,10,180900.0,9,501,N,2,2,2,2
48-02101,0,1,N,4,1,2,3,1,2,357.4,N,N,N,N,246,N,N,N,2,2
48-02102,59,1,1,0,1,0,3,1,1,450.9,6,5,60000.0,7,296,N,2,2,2,1
48-02102,84,2,3,1,1,0,3,1,2,450.9,N,3,9600.0,2,501,N,2,1,2,1
48-02101,4,2,N,0,1,3,5,1,1,357.4,N,2,N,N,206,N,N,N,2,2
48-02516,17,2,6,4,1,1,3,1,1,1338.4,N,4,0.0,0,501,N,2,2,2,2
48-02101,28,1,6,0,1,0,N,1,1,357.4,5,9,77000.0,8,501,N,2,2,2,2
48-02510,38,2,1,0,1,3,5,1,1,3092.4,9,9,45000.0,6,478,N,2,2,2,2
48-02516,47,1,1,1,1,0,2,1,1,1338.4,4,9,78400.0,8,501,5,2,2,2,2
48-02515,33,2,6,1,1,3,4,1,2,2134.8,7,5,1200.0,1,4,N,2,2,2,1
48-02516,43,2,1,0,1,3,7,1,1,1338.4,N,7,12000.0,3,501,N,2,2,2,2
48-02516,18,2,6,0,1,1,3,1,1,1338.4,14,4,7800.0,2,59,N,2,2,2,2
48-02516,4,1,N,0,1,2,3,1,1,1338.4,N,1,N,N,413,N,N,N,2,2
48-02102,1,1,N,0,1,3,5,1,1,450.9,N,N,N,N,349,N,N,N,2,2
48-02102,71,1,1,0,1,0,2,1,1,450.9,10,8,55940.0,7,501,N,2,2,2,1
48-02516,3,2,N,2,1,1,2,1,2,1338.4,N,1,N,N,189,N,N,N,2,2
48-02102,45,1,2,0,1,0,6,1,1,450.9,3,6,40000.0,6,305,N,2,2,2,2
48-02101,27,2,1,0,1,3,5,1,1,357.4,13,8,15000.0,3,206,N,2,2,2,2
48-02516,66,2,1,0,1,0,2,1,1,1338.4,N,9,20000.0,4,501,N,2,2,2,2
48-02102,43,1,2,0,1,0,5,1,1,450.9,N,5,16900.0,3,247,N,2,2,2,2
48-02507,61,2,1,0,1,0,2,1,1,3731.1,6,4,32700.0,5,501,N,2,2,2,2
48-02101,49,1,6,1,1,6,7,1,1,357.4,3,3,13000.0,3,35,N,2,2,2,2
48-02510,14,1,N,1,2,1,3,1,1,3092.4,N,3,N,N,105,N,2,2,2,2
48-02101,58,1,1,0,1,0,2,1,1,357.4,4,5,60000.0,7,501,N,2,2,2,2
48-02102,6,1,N,1,1,3,5,1,1,450.9,N,2,N,N,164,N,2,2,2,2
48-02101,56,1,4,0,1,0,N,1,1,357.4,15,4,0.0,0,0,N,2,2,2,2
48-02510,69,2,1,0,6,0,2,1,1,3092.4,N,6,7200.0,2,403,N,2,2,2,2
48-02507,13,1,N,2,1,2,3,1,1,3731.1,N,3,N,N,115,N,2,2,2,2
48-02102,46,2,4,0,1,3,5,1,2,450.9,6,7,50000.0,7,166,N,2,2,2,2
48-02507,9,2,N,1,1,2,4,1,2,3731.1,N,3,N,N,72,N,2,2,2,2
48-02516,30,1,6,1,1,2,3,1,1,1338.4,4,6,27000.0,5,204,N,2,2,2,2
48-02510,14,1,N,1,1,1,3,1,1,3092.4,N,3,N,N,501,N,2,2,2,2
48-02507,28,1,6,0,1,0,2,1,1,3731.1,7,7,8000.0,2,183,N,2,2,2,2
48-02515,28,1,1,0,1,0,2,1,1,2134.8,6,7,18000.0,4,259,N,2,2,2,2
48-02516,46,1,1,0,1,0,3,1,1,1338.4,9,5,280010.0,9,501,N,2,2,2,2
48-02102,71,2,1,0,1,0,6,1,1,450.9,N,8,11600.0,3,443,N,2,2,2,2
48-02507,26,1,6,1,1,0,N,1,2,3731.1,14,9,35000.0,5,267,N,2,2,2,2
48-02515,76,2,3,0,1,0,N,1,1,2134.8,N,5,35200.0,6,289,N,2,2,2,2
48-02515,23,1,6,0,1,0,N,1,2,2134.8,10,9,60000.0,7,455,N,2,2,2,2
48-02515,54,2,6,0,1,0,N,1,1,2134.8,6,9,114320.0,9,501,N,2,2,2,2
48-02101,54,2,4,0,1,0,N,1,2,357.4,N,6,9300.0,2,70,N,2,1,1,1
48-02102,54,1,1,0,1,0,2,1,1,450.9,7,7,100000.0,9,501,N,2,2,2,2
48-02507,82,1,1,0,1,0,2,1,2,3731.1,N,7,24400.0,4,249,N,1,1,2,1
48-02507,5,1,N,0,1,3,5,1,1,3731.1,N,2,N,N,383,N,2,2,2,2
48-02510,56,2,1,0,1,0,2,1,1,3092.4,12,10,103000.0,9,501,N,2,2,2,2
48-02102,64,2,1,0,1,0,2,1,1,450.9,N,5,0.0,0,501,N,2,2,2,2
48-02101,56,2,4,0,1,0,N,1,1,357.4,4,7,29000.0,5,219,N,2,2,2,2
48-02507,62,1,1,0,1,0,2,1,1,3731.1,3,9,95000.0,8,501,N,2,2,2,2
48-02101,69,2,1,0,1,0,2,1,1,357.4,N,5,8400.0,2,284,N,2,2,2,1
48-02515,62,1,1,0,1,0,2,1,1,2134.8,10,7,55600.0,7,501,N,2,2,1,1
48-02510,16,2,6,0,1,0,N,1,1,3092.4,N,4,0.0,0,0,N,2,2,2,2
48-02507,76,2,1,0,1,0,2,1,1,3731.1,N,12,15000.0,3,228,N,1,2,2,1
48-02510,59,1,1,0,1,1,4,1,1,3092.4,10,9,483000.0,9,501,N,2,2,2,2
48-02101,39,2,1,0,1,0,2,1,1,357.4,N,4,0.0,0,501,N,2,1,2,2
48-02101,7,2,N,4,1,4,6,1,2,357.4,N,3,N,N,85,N,2,2,2,2
48-02101,6,1,N,0,1,1,3,1,1,357.4,N,2,N,N,501,N,2,2,2,2
48-02510,13,2,N,0,1,4,6,1,1,3092.4,N,3,N,N,223,N,2,2,2,2
48-02510,24,2,1,0,1,0,2,1,1,3092.4,11,9,35000.0,5,501,N,2,2,2,2
48-02510,65,2,1,0,1,0,2,1,1,3092.4,N,9,30000.0,5,501,N,2,2,2,2
48-02102,46,1,6,0,1,0,4,1,1,450.9,N,5,9600.0,2,293,N,1,1,1,2
48-02102,47,2,1,0,1,1,3,1,1,450.9,6,5,12000.0,3,377,N,2,2,2,2
48-02515,45,1,6,0,1,0,N,1,1,2134.8,8,5,37000.0,6,282,N,2,2,2,2
48-02101,53,2,1,0,1,0,2,1,1,357.4,9,7,97000.0,8,501,N,2,2,2,2
48-02507,2,2,N,4,8,2,8,1,1,3731.1,N,N,N,N,201,N,N,N,2,2
48-02101,3,1,N,1,1,2,3,1,1,357.4,N,1,N,N,124,N,N,N,2,2
48-02102,73,1,1,0,1,0,2,1,1,450.9,9,6,56700.0,7,501,3,2,2,2,1
48-02101,49,1,1,0,1,0,4,1,1,357.4,9,7,92000.0,8,501,N,2,2,2,2
48-02516,29,1,1,0,1,1,3,1,1,1338.4,4,7,64400.0,7,501,3,2,2,2,2
48-02102,68,1,2,1,1,0,2,1,1,450.9,N,1,9800.0,2,122,N,2,2,2,2
48-02510,69,2,2,0,1,0,3,1,2,3092.4,N,1,21400.0,4,309,N,2,2,2,2
48-02507,35,1,6,0,1,0,2,1,1,3731.1,3,5,37000.0,6,420,N,2,2,2,2
48-02101,2,1,N,1,8,6,7,1,2,357.4,N,N,N,N,0,N,N,N,2,2
48-02101,47,2,1,0,1,2,4,1,1,357.4,11,9,56000.0,7,501,N,2,2,2,2
48-02515,77,2,3,0,1,0,N,1,1,2134.8,N,7,307000.0,9,501,N,2,2,2,2
48-02102,2,1,N,0,1,3,5,1,1,450.9,N,N,N,N,200,N,N,N,2,2
48-02101,53,2,1,0,1,0,2,1,1,357.4,10,9,62000.0,7,501,N,2,2,2,2
48-02101,26,2,1,1,1,3,5,1,2,357.4,14,7,1000.0,1,202,N,2,2,2,2
48-02102,56,1,4,0,1,0,2,1,1,450.9,N,4,12000.0,3,132,N,2,2,2,2
48-02510,55,1,1,0,1,0,6,1,1,3092.4,12,9,91000.0,8,436,N,2,2,2,2
48-02510,6,2,N,0,1,4,6,1,1,3092.4,N,2,N,N,501,N,2,2,2,2
48-02510,57,1,1,0,1,0,2,1,1,3092.4,4,8,108500.0,9,501,N,2,2,2,2
48-02515,13,1,N,1,2,3,4,1,1,2134.8,N,3,N,N,194,N,2,2,2,2
48-02102,35,1,1,0,1,2,4,1,2,450.9,14,5,7000.0,2,37,N,2,2,2,2
48-02102,14,1,N,1,1,1,4,1,1,450.9,N,4,N,N,251,N,2,2,2,2
48-02101,16,1,6,1,3,2,4,1,2,357.4,13,4,9000.0,2,501,N,2,2,2,2
48-02510,65,1,1,0,1,0,2,1,1,3092.4,16,7,35700.0,6,385,1,2,2,2,2
48-02102,47,2,1,0,1,2,4,1,1,450.9,11,9,32000.0,5,476,N,2,2,2,2
48-02516,6,1,N,0,1,2,4,1,1,1338.4,N,2,N,N,416,N,2,2,2,2
48-02101,14,1,N,0,9,2,4,1,1,357.4,N,3,N,N,299,N,2,2,2,2
