AGEP,SEX,MSP,RAC1P,PINCP_DECILE,HOUSING_TYPE,OWN_RENT,DVET,DEYE,EDU
76,1,3,2,6,1,2,N,2,7
27,2,6,2,6,1,1,N,2,6
17,2,6,9,0,1,1,N,2,7
49,1,1,1,7,1,1,N,2,4
48,1,4,1,3,1,1,N,2,10
91,1,1,1,2,1,2,N,2,7
60,2,1,1,3,1,1,N,2,10
56,1,4,1,6,1,2,N,2,5
45,2,6,2,2,1,2,N,2,9
48,1,1,1,9,1,1,N,2,10
73,1,6,3,4,1,0,N,2,6
22,2,6,1,3,1,2,N,2,5
22,1,6,2,2,3,0,N,2,7
64,2,6,2,3,1,1,N,2,8
30,1,1,1,9,1,1,N,2,12
47,1,1,1,8,1,1,N,2,10
2,2,N,1,N,1,1,N,2,1
64,1,1,1,9,1,1,N,2,11
65,2,1,8,5,1,1,N,2,5
44,1,1,1,8,1,1,N,2,9
48,1,4,1,7,1,1,N,2,10
26,2,6,1,6,1,2,N,2,8
48,1,6,8,5,1,2,N,2,5
15,1,6,1,3,1,2,N,2,4
31,1,1,1,9,1,1,N,2,10
34,2,6,1,2,1,1,N,2,7
82,1,1,1,4,1,1,N,2,5
67,1,1,2,6,1,1,N,2,7
61,1,6,2,6,1,1,N,2,5
80,2,1,3,4,1,1,N,2,4
17,1,6,1,0,1,1,N,2,4
88,2,6,1,1,1,1,N,2,5
49,1,1,1,9,1,1,N,2,9
27,1,6,1,4,1,2,N,2,10
46,2,1,1,4,1,1,N,2,7
55,2,1,2,0,1,2,N,2,1
22,1,6,2,5,1,2,N,2,4
76,1,3,1,2,1,2,N,2,5
32,2,6,6,9,1,2,N,2,9
73,1,6,1,4,1,2,N,2,8
25,1,6,2,7,1,2,N,2,9
31,1,6,1,0,1,1,N,2,6
8,1,N,1,N,1,1,N,2,3
41,1,1,6,3,1,1,N,2,10
54,2,5,2,2,3,0,N,2,7
55,2,6,1,1,1,0,N,2,7
50,2,1,2,6,1,1,N,2,10
24,1,6,1,1,1,1,N,2,9
2,1,N,2,N,1,1,N,2,1
60,1,4,2,6,1,1,N,2,8
37,1,1,1,9,1,1,N,2,7
62,1,6,1,3,1,2,N,2,6
36,2,6,1,7,1,2,N,2,9
57,2,1,2,5,1,1,N,2,8
47,1,1,1,7,1,1,N,2,9
65,1,1,1,9,1,1,N,1,5
38,2,6,2,2,1,2,N,2,7
57,2,1,1,7,1,1,N,2,10
15,2,6,2,0,1,2,N,2,4
53,1,1,1,0,1,1,N,2,10
36,2,1,6,8,1,1,N,2,9
19,2,6,1,1,3,0,N,2,8
43,2,2,1,8,1,1,N,2,10
13,1,N,8,N,1,1,N,2,3
52,2,1,2,0,1,1,N,2,6
8,2,N,2,N,1,2,N,2,3
31,1,1,1,6,1,1,N,2,5
60,2,4,1,8,1,1,N,2,7
52,2,6,2,2,1,2,N,2,4
35,2,2,1,0,1,2,N,2,5
6,1,N,1,N,1,1,N,2,1
10,1,N,1,N,1,1,N,2,3
34,1,1,1,4,1,2,N,2,5
61,2,1,2,6,1,1,N,2,5
49,1,1,3,4,1,1,N,2,9
51,2,6,1,0,1,1,N,2,4
40,2,6,2,3,1,2,N,2,6
42,1,6,2,8,1,1,N,2,1
59,2,6,2,4,1,2,N,2,7
43,2,6,1,9,1,1,N,2,10
37,1,2,1,9,1,2,N,2,10
72,2,1,2,3,1,1,N,2,12
76,2,1,1,9,1,1,N,2,10
81,2,6,2,3,1,2,N,2,5
71,2,1,9,5,1,1,N,2,10
46,2,1,2,9,1,2,N,2,9
6,2,N,6,N,1,1,N,2,3
39,2,6,1,6,1,2,N,2,10
46,2,1,1,7,1,1,N,2,9
37,1,1,1,7,1,1,N,2,10
35,2,1,1,9,1,1,N,2,10
39,1,4,2,4,1,2,N,2,5
10,2,N,1,N,1,2,N,2,3
31,2,4,1,9,1,1,N,2,9
0,1,N,1,N,1,2,N,2,N
33,2,6,3,4,1,1,N,2,5
35,2,6,1,5,1,2,N,2,9
44,1,6,6,8,1,1,N,2,9
47,2,4,6,9,1,2,N,2,11
67,2,1,1,0,1,1,N,2,5
43,2,1,1,9,1,1,N,2,12
31,1,1,1,1,1,1,N,2,7
89,1,3,1,3,1,1,N,1,8
12,2,N,6,N,1,1,N,2,3
29,2,6,8,2,1,2,N,2,7
50,2,6,3,3,1,2,N,2,7
22,1,6,1,3,1,2,N,2,5
12,1,N,1,N,1,1,N,2,3
51,2,1,1,7,1,1,N,2,10
10,2,N,6,N,1,1,N,2,4
66,2,1,2,4,1,1,5,2,6
55,1,4,1,9,1,2,N,2,8
24,2,6,2,3,1,2,N,2,11
45,2,1,2,6,1,2,N,2,10
14,2,N,1,N,1,1,N,2,3
66,1,3,1,2,1,2,N,2,5
69,2,1,1,3,1,1,N,2,7
64,1,3,1,4,1,1,N,2,8
2,1,N,2,N,1,1,N,2,1
11,1,N,1,N,1,1,N,2,3
8,2,N,1,N,1,1,N,2,3
60,1,1,1,3,1,1,N,2,7
64,1,1,1,9,1,1,N,2,10
69,2,3,1,9,1,1,N,2,8
32,2,1,1,9,1,1,N,2,9
36,2,1,1,4,1,2,N,2,10
75,2,2,2,3,1,1,N,2,5
22,1,6,6,6,1,1,N,2,9
8,1,N,1,N,1,2,N,2,3
31,1,6,1,7,1,1,N,2,9
30,1,1,1,8,1,1,N,2,10
4,1,N,1,N,1,1,N,2,2
69,2,4,2,2,1,2,N,2,7
55,1,6,3,5,1,2,N,2,5
7,1,N,1,N,1,1,N,2,3
35,1,1,1,9,1,1,N,2,9
65,1,1,1,8,1,1,N,2,9
59,2,1,1,7,1,1,N,2,10
70,1,4,3,1,1,2,N,2,8
85,1,3,1,2,1,2,N,2,8
76,2,1,2,0,1,1,4,2,7
7,2,N,1,N,1,1,N,2,3
17,1,6,1,1,3,0,N,2,4
25,1,6,1,4,1,2,N,2,9
31,1,6,8,4,1,2,N,2,8
55,1,6,1,1,1,2,N,2,9
63,2,1,1,9,1,1,N,2,11
0,2,N,2,N,1,2,N,2,N
27,1,1,1,1,1,2,N,2,7
28,1,6,2,5,1,2,N,2,9
63,2,3,2,4,1,1,N,2,12
61,2,1,1,7,1,1,N,2,10
73,1,1,1,8,1,1,N,2,10
17,1,6,2,0,1,1,N,2,4
73,2,1,1,9,1,1,N,2,6
66,2,4,1,8,1,1,N,2,7
56,2,4,2,6,1,2,N,2,5
37,2,1,1,9,1,2,N,2,9
3,2,N,9,N,1,2,N,2,1
17,2,6,3,0,1,1,N,2,4
0,2,N,2,N,1,1,N,2,N
32,1,1,1,7,1,2,N,2,9
28,1,6,1,7,1,2,N,2,9
66,1,1,1,9,1,1,N,2,9
22,2,6,8,6,1,2,N,2,9
12,1,N,1,N,1,1,N,2,3
16,2,6,6,0,1,1,N,2,5
1,2,N,2,N,1,1,N,1,N
79,2,6,2,2,1,2,N,2,6
31,2,1,1,6,1,2,N,2,7
0,1,N,1,N,1,1,N,2,1
10,1,N,2,N,1,2,N,2,3
27,2,6,1,2,1,2,N,2,8
62,1,1,1,9,1,1,N,2,6
63,2,1,1,9,1,1,N,2,10
48,2,4,1,8,1,1,N,2,9
27,2,3,6,1,1,2,N,2,9
11,1,N,2,N,1,2,N,2,3
21,2,6,8,1,1,2,N,2,5
59,1,1,1,2,1,1,N,2,7
32,2,1,3,2,1,1,N,2,4
20,2,6,1,0,1,1,N,2,7
50,2,1,1,9,1,1,N,2,10
81,1,4,2,5,1,1,N,2,5
74,1,6,2,5,1,1,N,2,5
39,1,6,1,2,1,2,N,2,5
12,2,N,1,N,1,2,N,2,3
78,1,4,2,3,1,1,N,2,4
16,2,6,1,1,1,1,N,2,4
59,1,6,1,2,1,2,N,2,9
8,1,N,9,N,1,1,N,2,3
56,2,3,1,5,1,2,N,2,5
0,1,N,1,N,1,1,N,2,N
17,2,6,1,0,3,0,N,2,4
66,2,3,1,9,1,1,N,2,4
27,2,6,8,5,1,2,N,2,10
50,1,6,1,2,1,2,N,2,5
54,2,5,9,6,1,2,N,2,5
29,2,6,2,5,1,1,N,2,6
6,2,N,1,N,1,1,N,2,3
66,2,6,2,8,1,1,N,2,7
64,1,1,1,7,1,2,N,2,5
0,1,N,1,N,1,1,N,2,N
64,1,1,2,1,1,1,N,2,10
62,1,4,2,7,1,2,N,2,4
38,2,4,2,3,1,2,N,2,5
0,2,N,1,N,1,2,N,2,N
42,1,1,6,0,1,2,N,2,9
59,1,1,1,9,1,1,N,2,9
52,2,1,1,1,1,1,N,2,8
71,2,4,2,0,3,0,N,2,7
9,2,N,1,N,1,2,N,2,3
42,1,6,2,5,1,2,N,2,7
73,1,6,2,2,1,2,N,2,8
77,1,1,1,8,1,1,N,2,10
19,1,6,1,1,1,2,N,2,4
59,1,6,2,8,1,1,N,2,9
33,2,1,1,8,1,1,N,2,10
38,1,1,1,7,1,1,N,2,10
71,1,1,1,0,1,1,N,2,7
17,2,6,2,0,1,2,N,2,7
69,2,1,2,6,1,1,N,2,5
58,1,2,1,4,1,1,N,1,9
35,1,6,2,6,1,2,N,2,5
60,1,1,1,8,1,1,N,2,10
59,2,1,6,6,1,2,N,2,11
27,2,6,1,8,1,1,N,2,10
6,2,N,1,N,1,1,N,2,3
68,2,6,1,0,1,2,N,1,4
27,2,6,3,0,1,2,N,2,9
4,2,N,1,N,1,2,N,2,1
37,1,1,1,7,1,1,N,2,10
69,1,4,2,1,1,2,N,2,9
7,2,N,1,N,1,1,N,2,3
22,2,6,2,3,1,2,N,2,5
60,2,5,1,1,1,1,N,2,7
48,2,4,2,2,1,2,N,1,3
28,1,1,1,8,1,2,N,2,4
22,1,6,2,2,1,2,N,2,9
53,1,6,2,8,1,1,N,2,5
33,1,1,1,4,1,1,N,2,9
59,2,1,1,8,1,1,N,2,9
40,2,4,5,7,1,2,N,2,7
64,1,4,1,8,1,1,N,2,5
57,2,1,1,9,1,1,N,2,10
62,1,4,6,5,1,1,N,2,8
81,1,3,1,5,1,1,N,2,10
12,1,N,2,N,1,1,N,2,3
0,2,N,9,N,1,2,N,2,N
50,1,1,1,8,1,1,N,2,7
31,2,6,2,5,1,2,N,2,5
57,1,1,1,4,1,1,N,2,7
1,2,N,1,N,1,2,N,2,N
66,1,1,3,0,1,1,N,2,6
1,2,N,2,N,1,2,N,2,N
6,1,N,2,N,1,2,N,2,3
75,2,4,1,5,1,1,N,2,7
43,1,1,1,7,1,1,N,2,9
71,1,1,1,2,1,2,N,2,5
59,2,1,1,9,1,1,N,2,10
4,1,N,1,N,1,1,N,2,2
59,1,6,8,0,1,1,N,2,7
59,2,6,2,8,1,2,N,2,7
62,2,4,2,0,1,2,N,2,7
19,1,6,1,0,1,2,N,2,7
74,1,4,2,0,1,2,N,2,5
39,2,1,1,5,1,1,N,2,5
68,2,1,1,3,1,1,N,2,7
27,1,6,3,1,1,2,N,2,9
45,2,1,2,0,1,1,N,2,5
2,1,N,1,N,1,2,N,2,N
38,2,1,1,9,1,1,N,2,9
27,2,6,8,6,1,2,N,2,4
22,1,6,1,4,1,2,N,2,5
43,1,1,6,9,1,2,N,2,10
62,2,6,2,0,1,1,N,2,1
22,1,6,1,1,1,2,N,2,8
39,1,6,2,2,3,0,N,2,6
45,1,1,1,5,1,1,N,2,5
1,1,N,1,N,1,1,N,2,N
49,2,6,2,5,1,2,N,2,5
56,2,1,1,4,1,1,N,2,7
42,2,6,1,1,1,2,N,2,5
36,1,1,1,3,1,2,N,2,9
69,2,6,2,0,1,2,N,2,5
50,1,4,1,9,1,1,N,2,10
69,2,4,1,0,1,1,N,2,8
37,2,1,1,0,1,1,N,2,5
79,1,1,1,4,1,1,N,2,4
42,1,4,1,4,1,1,N,2,5
54,2,4,2,0,1,1,N,2,5
23,1,6,2,1,1,2,N,2,7
12,2,N,2,N,1,1,N,2,3
57,2,1,2,4,1,1,N,2,5
53,2,1,1,9,1,2,5,2,10
34,2,1,2,6,1,1,N,2,9
51,2,4,1,6,1,2,N,2,5
26,2,1,1,2,1,2,N,2,10
74,1,4,1,9,1,1,N,2,12
56,1,6,2,0,2,0,N,2,5
40,2,6,1,7,1,1,N,2,7
36,2,6,1,2,1,1,N,2,9
29,1,1,1,7,1,1,N,2,9
57,1,6,3,6,1,2,N,2,6
17,2,6,1,1,1,2,N,2,7
68,2,4,2,3,1,2,N,2,9
1,1,N,6,N,1,1,N,2,N
59,1,4,6,2,1,2,N,2,8
75,1,1,2,7,1,1,N,2,3
29,1,6,1,7,1,1,N,2,5
11,1,N,1,N,1,2,N,2,3
24,2,6,8,1,1,2,N,2,9
28,1,6,1,1,1,2,N,2,7
36,2,6,1,3,1,2,N,2,7
25,1,6,8,7,1,1,N,2,9
48,1,4,2,3,1,2,N,2,3
29,2,1,1,7,1,2,N,2,7
76,2,3,1,8,1,1,N,2,5
4,2,N,9,N,1,1,N,2,2
69,2,6,2,3,1,2,N,2,5
73,1,6,2,5,1,2,N,2,9
32,1,1,1,2,1,1,N,2,7
53,2,1,2,3,1,1,N,2,5
75,2,3,9,7,1,1,N,2,7
42,1,6,2,0,1,1,N,2,1
38,2,6,2,4,1,2,N,2,5
24,1,6,2,5,1,2,N,2,8
20,1,6,2,2,3,0,N,2,7
69,2,1,2,8,1,2,N,2,10
35,2,6,1,0,1,2,N,2,6
67,2,1,2,6,1,2,N,2,7
70,2,6,2,4,1,1,N,2,7
44,2,4,1,9,1,2,N,2,12
52,2,3,8,2,1,2,N,2,8
9,2,N,1,N,1,1,N,2,3
19,2,6,2,1,2,0,N,2,7
59,1,1,2,4,1,1,N,2,6
36,2,6,1,5,1,1,N,2,6
1,2,N,3,N,1,1,N,2,1
64,1,1,2,8,1,1,N,2,10
5,1,N,1,N,1,1,N,2,2
74,2,1,2,2,1,1,N,1,5
73,2,1,1,2,1,1,N,2,9
65,1,6,2,8,1,1,N,2,5
62,1,1,1,0,1,1,N,2,7
85,1,3,2,2,1,1,N,2,5
54,1,1,1,7,1,1,N,2,7
11,1,N,1,N,1,2,N,2,3
50,1,1,1,2,1,2,N,2,8
31,1,1,1,9,1,1,N,2,6
54,1,4,1,3,1,1,N,2,7
63,1,4,2,3,1,1,N,1,10
36,2,6,1,9,1,2,N,2,9
45,2,1,1,5,1,1,N,2,10
55,1,1,1,2,1,1,N,2,9
51,2,1,1,9,1,1,N,2,5
29,2,6,1,1,1,1,N,2,9
3,1,N,1,2,1,1,N,2,1
8,2,N,1,N,1,1,N,2,3
69,1,4,2,4,1,1,N,2,8
35,1,1,1,7,1,1,N,2,10
52,1,6,2,0,1,1,N,2,3
58,2,1,1,7,1,1,N,2,9
39,1,1,1,8,1,1,N,2,5
93,1,6,8,2,1,1,N,2,4
24,1,6,1,0,1,2,N,2,9
55,2,3,2,2,1,2,N,2,8
32,1,6,1,5,1,2,N,2,9
45,1,6,2,0,1,2,N,2,11
46,2,4,2,2,1,2,N,2,5
52,1,6,1,3,1,2,N,2,7
17,2,6,6,0,1,2,N,2,4
63,2,3,8,0,1,2,N,2,4
1,2,N,1,N,1,1,N,2,1
34,2,6,2,4,1,2,N,2,7
43,2,1,1,9,1,1,N,2,10
6,1,N,1,N,1,1,N,2,3
51,2,6,2,2,1,2,N,2,5
73,2,4,2,3,1,2,N,2,5
36,1,1,2,5,1,2,N,2,5
48,2,1,1,4,1,1,N,2,12
45,2,6,2,4,1,2,N,2,1
67,2,1,1,9,1,1,N,2,10
68,1,1,2,3,1,2,N,2,8
76,2,3,1,5,1,1,N,2,9
54,1,4,1,9,1,1,N,2,10
1,2,N,1,N,1,1,N,2,1
57,2,1,1,8,1,1,N,2,9
68,2,1,1,4,1,2,N,2,5
30,2,6,2,3,1,1,N,2,5
59,2,6,1,4,1,1,N,2,7
65,1,1,1,9,1,1,N,2,7
18,1,6,2,2,1,2,N,2,4
70,2,6,2,3,3,0,N,2,6
79,2,3,1,3,1,1,N,2,3
63,2,1,1,3,1,1,N,2,10
86,1,4,1,4,1,2,N,2,7
15,2,6,2,0,1,2,N,2,4
65,1,1,1,6,1,1,N,2,7
63,2,1,1,2,1,1,N,2,12
18,1,6,2,5,3,0,N,2,7
57,2,1,1,0,1,1,N,2,5
3,2,N,1,N,1,1,N,2,2
7,2,N,1,N,1,2,N,2,2
59,1,4,1,6,1,1,N,2,10
29,2,6,1,9,1,2,N,2,1
35,2,6,1,2,1,1,N,2,7
51,1,1,1,0,1,1,N,2,5
33,1,6,6,2,1,2,N,2,5
31,2,6,1,4,1,2,N,2,9
67,1,1,2,3,1,2,N,1,5
64,2,1,1,2,1,1,N,2,4
0,1,N,1,N,1,1,N,2,N
35,1,5,1,4,1,1,N,2,1
47,2,1,2,5,1,1,N,2,9
15,2,6,2,0,1,2,N,2,4
36,1,6,3,0,3,0,N,2,7
0,1,N,1,N,1,1,N,2,N
4,1,N,1,N,1,1,N,2,2
53,2,1,8,2,1,1,N,2,7
0,1,N,2,N,1,1,N,2,N
68,2,4,2,7,1,2,N,2,11
43,1,6,2,7,1,1,N,2,9
7,1,N,1,N,1,1,N,2,3
7,2,N,2,N,1,1,N,2,3
32,2,6,2,0,1,1,N,2,1
4,1,N,9,N,1,1,N,2,2
6,1,N,1,N,1,2,N,2,3
12,1,N,2,N,1,2,N,2,3
41,1,1,6,7,1,1,N,2,4
48,2,1,1,3,1,2,3,2,9
5,1,N,2,N,1,1,N,2,2
52,2,1,1,7,1,1,N,2,7
27,2,6,1,0,1,1,N,2,7
37,2,4,2,2,1,2,N,2,8
10,1,N,2,N,1,2,N,2,3
5,1,N,1,N,1,1,N,2,1
57,2,1,1,8,1,1,N,2,12
55,2,3,2,3,1,1,N,2,5
56,2,6,1,1,1,1,N,2,11
64,1,1,2,9,1,1,N,2,10
87,1,1,1,7,1,2,N,2,9
20,1,6,2,0,1,2,N,2,4
3,1,N,2,N,1,1,N,2,1
19,2,6,2,4,1,2,N,2,7
20,1,6,1,0,1,2,N,2,5
29,1,1,1,5,1,1,N,2,9
31,2,6,2,7,1,2,N,2,7
57,1,4,6,2,1,1,N,2,9
55,2,6,6,9,1,1,N,2,9
64,2,1,1,8,1,2,N,2,10
55,2,4,1,0,1,1,N,2,7
39,2,1,1,9,1,1,N,2,10
68,2,1,1,8,1,1,N,2,11
51,2,6,1,7,1,1,N,2,9
38,1,1,6,8,1,1,N,2,6
21,2,4,1,5,1,1,N,2,7
66,2,2,2,7,1,2,N,2,5
55,2,4,8,3,1,2,N,2,10
2,2,N,6,N,1,1,N,2,1
16,2,6,9,0,1,2,N,2,4
27,1,6,2,1,1,2,N,2,4
59,2,1,1,5,1,1,N,2,5
1,2,N,1,N,1,1,N,2,1
8,2,N,1,N,1,1,N,2,3
27,1,6,1,2,1,2,N,2,7
31,1,6,2,2,2,0,N,2,4
51,1,1,6,9,1,1,N,2,9
69,1,1,1,2,1,1,N,2,6
15,2,6,1,0,1,1,N,2,4
55,1,6,2,4,1,2,N,1,7
67,1,6,2,8,1,2,N,2,7
48,2,1,8,9,1,1,N,2,9
78,2,1,2,0,1,1,5,2,5
2,1,N,2,N,1,1,N,2,N
48,2,3,1,5,1,2,N,2,7
36,1,6,1,7,1,1,N,2,7
42,1,1,2,5,1,1,N,2,3
27,1,2,2,0,2,0,N,2,4
31,1,6,1,0,1,2,N,2,11
29,2,6,2,3,1,2,N,2,4
42,2,6,2,0,1,2,N,2,4
44,1,2,1,4,1,1,N,2,10
45,1,6,2,0,1,1,N,2,6
50,2,1,1,3,1,1,N,2,5
18,1,6,2,3,3,0,N,2,7
49,1,1,1,9,1,1,N,2,10
35,2,1,1,8,1,1,N,2,8
35,1,1,1,9,1,1,N,2,7
38,2,6,2,2,1,2,N,1,6
36,2,6,6,2,1,2,N,2,9
90,1,1,1,8,1,1,N,2,5
54,2,3,2,0,1,2,N,2,3
23,2,6,1,1,1,2,N,2,9
28,2,6,1,1,1,2,N,2,7
4,1,N,1,N,1,1,N,2,1
35,2,1,1,8,1,1,N,2,8
65,2,6,1,6,1,1,N,2,1
0,1,N,1,N,1,1,N,2,N
42,2,5,2,1,1,1,N,2,4
91,2,4,1,0,2,0,N,2,12
61,2,1,6,9,1,1,N,2,9
27,2,6,1,7,1,2,N,2,9
12,2,N,1,N,1,1,N,2,3
46,2,1,6,9,1,1,N,2,12
11,1,N,8,N,1,1,N,2,3
44,2,6,2,2,1,2,N,2,9
17,1,6,1,3,1,0,N,2,4
11,1,N,4,N,1,2,N,2,3
6,1,N,1,N,1,1,N,2,3
59,1,1,1,1,1,1,N,2,7
17,2,6,8,0,1,1,N,2,7
65,1,1,1,3,1,1,N,2,10
90,2,4,2,0,1,1,N,2,8
44,2,2,2,2,1,1,N,2,5
29,2,6,1,1,1,2,N,2,10
8,1,N,1,N,1,1,N,2,3
44,1,1,2,4,1,1,N,2,7
74,2,4,1,1,1,1,N,2,10
48,2,1,6,4,1,1,N,2,9
56,1,1,1,1,1,1,N,1,7
37,2,4,2,7,1,2,N,2,10
31,2,1,6,7,1,2,N,2,9
53,2,5,1,1,1,2,N,2,8
53,2,1,1,9,1,2,N,2,3
3,1,N,1,N,1,1,N,2,2
70,1,1,1,9,1,1,N,2,9
27,2,6,2,5,1,2,N,2,10
24,1,6,1,8,1,1,N,2,10
22,2,6,1,8,1,2,N,2,9
66,2,3,1,0,1,1,N,2,9
9,2,N,1,N,1,1,N,2,3
7,2,N,9,N,1,1,N,2,3
12,1,N,1,N,1,1,N,2,3
51,2,1,1,8,1,2,N,2,10
79,2,6,1,2,1,1,N,2,4
25,1,6,3,5,1,1,N,2,6
63,2,4,2,1,1,2,N,2,4
29,1,6,2,2,1,2,N,2,5
4,1,N,6,N,1,1,N,2,2
72,2,4,2,4,1,1,N,2,7
12,2,N,1,N,1,1,N,2,4
16,1,6,1,1,3,0,N,2,7
28,1,1,1,8,1,1,N,2,10
11,2,N,2,N,1,2,N,2,3
49,2,4,9,6,1,1,N,2,11
64,2,2,1,2,1,1,N,2,11
16,1,6,9,0,3,1,N,2,7
72,2,4,2,1,1,2,N,2,7
72,2,3,2,2,2,2,N,2,5
49,2,6,1,2,1,1,N,2,10
2,1,N,1,N,1,2,N,2,N
60,1,3,2,4,1,1,N,2,8
24,2,6,2,1,1,2,N,2,5
14,1,N,1,N,1,1,N,2,3
7,2,N,8,N,1,1,N,2,3
28,2,6,2,2,1,2,N,2,7
28,1,6,1,8,1,1,N,2,9
76,1,1,8,2,1,1,N,2,5
46,1,2,6,7,1,2,N,2,10
29,1,6,1,8,1,1,N,2,9
6,2,N,8,N,1,1,N,2,3
8,1,N,1,N,1,1,N,2,3
73,2,1,1,7,1,1,N,2,10
56,1,1,1,5,1,2,N,2,7
47,1,1,1,9,1,1,N,2,9
27,1,6,1,8,1,1,N,2,9
16,2,6,2,0,1,0,N,2,5
32,2,2,8,8,1,2,N,2,5
33,1,6,1,2,1,1,N,2,5
51,2,1,2,6,1,1,N,2,7
59,2,1,3,0,1,2,N,2,5
27,2,6,1,3,1,2,N,2,5
69,2,3,2,9,1,1,N,2,7
68,2,6,2,3,1,1,N,2,9
64,1,1,1,8,1,1,N,2,10
42,2,1,1,8,1,1,N,2,11
32,1,1,2,6,1,2,N,2,8
64,2,6,9,9,1,2,N,2,9
64,2,6,2,7,1,1,N,2,11
73,1,4,2,4,1,2,N,2,9
39,2,1,1,8,1,1,N,2,9
34,1,1,1,7,1,1,N,2,9
61,1,2,1,8,1,1,N,2,5
71,2,3,1,7,1,1,N,2,7
5,2,N,1,N,1,1,N,2,1
36,1,6,2,2,1,2,N,2,5
87,1,1,1,2,1,1,N,2,10
76,2,1,1,9,1,1,N,2,12
54,1,1,1,7,1,1,N,2,11
76,1,1,1,1,1,1,N,2,5
79,1,6,1,6,1,1,N,2,7
45,1,1,8,0,1,1,N,2,9
67,1,6,2,8,1,2,N,2,10
40,2,1,1,8,1,1,N,2,7
75,2,3,1,4,1,1,N,2,10
57,2,5,2,8,1,1,N,2,4
43,2,1,1,3,1,1,N,2,9
27,2,6,1,8,1,2,N,2,9
54,1,6,2,2,1,1,N,2,10
87,2,3,2,3,1,0,N,1,6
0,1,N,8,N,1,1,N,2,N
59,1,1,1,2,1,2,N,2,12
79,2,1,6,5,1,1,N,2,11
15,2,6,2,0,1,1,N,2,6
47,1,4,1,8,1,1,N,2,7
61,2,6,2,4,1,2,N,2,7
70,1,1,2,4,1,1,N,2,9
43,1,1,1,9,1,2,N,2,9
16,2,6,9,0,1,1,N,2,4
59,1,2,1,2,1,2,N,2,7
10,2,N,6,N,1,2,N,2,3
0,2,N,1,N,1,1,N,2,1
4,1,N,1,N,1,1,N,2,2
15,2,6,2,0,1,2,N,2,4
4,1,N,1,N,1,2,N,2,2
31,1,4,1,9,1,1,N,2,9
28,2,1,1,8,1,1,N,2,5
53,2,6,2,6,1,1,N,2,9
33,1,6,6,9,1,2,N,2,9
13,2,6,1,5,1,1,N,2,4
63,2,6,2,9,1,1,N,2,9
51,2,6,8,5,1,2,N,2,7
48,1,1,1,9,1,1,N,2,11
47,1,1,2,7,1,1,N,2,10
17,2,6,1,0,1,1,N,2,5
53,2,1,1,6,1,2,N,2,5
72,1,1,1,4,1,1,N,2,6
72,1,1,6,8,1,1,N,2,9
48,2,1,1,8,1,1,N,2,7
44,2,1,2,2,1,2,N,2,9
43,2,5,1,2,1,1,N,2,4
12,2,N,2,N,1,1,N,2,3
29,2,6,1,7,1,2,N,2,9
0,1,N,1,N,1,2,5,2,N
85,1,1,1,8,1,1,N,2,8
42,1,1,1,9,1,1,N,2,10
47,1,4,1,9,1,1,N,2,10
52,1,3,2,8,1,1,N,2,7
46,2,1,2,7,1,1,N,2,9
3,1,N,2,N,1,1,N,2,2
27,2,6,8,1,1,2,N,2,10
7,2,N,1,N,1,1,N,2,3
0,1,N,9,N,1,1,N,2,N
30,2,6,2,1,1,2,N,2,5
28,1,6,1,6,1,1,N,2,9
51,1,6,2,1,1,1,N,2,7
88,2,4,1,6,1,1,N,2,9
88,1,6,6,3,1,1,N,2,9
9,2,N,1,N,1,1,N,2,3
81,2,3,1,6,1,1,N,2,9
59,2,1,1,0,1,1,N,2,5
55,2,1,1,5,1,1,N,2,11
59,1,4,2,7,1,2,N,2,4
80,1,5,2,3,2,0,1,1,4
0,2,N,9,N,1,1,N,2,2
18,1,6,1,1,1,2,N,2,7
38,1,1,1,6,1,2,N,2,9
7,1,N,1,N,1,1,N,2,3
22,2,6,2,4,1,2,N,2,9
48,2,1,1,6,1,1,N,2,9
35,1,1,1,1,1,1,N,2,9
52,2,1,1,9,1,1,N,2,5
11,1,N,1,N,1,1,N,2,3
47,2,4,1,4,1,1,N,2,5
9,2,N,2,N,1,1,N,2,3
12,1,N,1,N,1,1,N,2,3
53,1,1,1,8,1,1,N,2,10
65,2,4,3,2,1,1,N,1,9
35,2,6,1,0,1,2,N,2,9
4,2,N,1,N,1,1,N,2,2
5,1,N,1,N,1,1,N,2,2
12,2,N,1,9,1,1,N,2,4
84,2,1,2,0,1,1,N,2,10
65,2,1,2,6,1,2,N,2,7
77,1,1,1,9,1,1,N,2,9
24,2,6,1,4,1,2,N,2,4
42,2,6,1,2,1,2,N,2,7
42,1,4,2,1,1,1,N,2,5
23,2,6,1,6,1,2,N,2,5
85,2,5,2,0,1,1,N,2,6
1,1,N,1,N,1,1,N,2,N
44,2,1,2,3,1,1,N,2,7
67,1,1,2,4,1,2,N,2,1
35,2,1,8,3,1,1,N,2,5
13,1,6,3,N,1,2,N,2,4
48,1,1,2,6,1,1,N,2,5
69,1,1,2,4,1,1,N,2,5
48,1,4,1,3,1,1,N,2,5
54,1,1,6,9,1,2,N,2,10
6,1,N,9,N,1,1,N,2,3
37,2,4,1,5,1,2,N,2,10
76,2,1,1,9,1,1,N,2,12
38,1,1,1,7,1,1,N,2,4
52,1,1,1,5,1,2,N,2,10
11,1,N,1,N,1,1,N,2,3
