SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,1,2,0,5,6,0,48-02101,15,6825
2,6,2,1,2,4,0,48-02102,14,7325
2,3,1,1,3,5,0,48-02510,N,3798
2,6,1,1,6,6,0,48-02102,11,1849
2,N,1,1,N,3,0,48-02102,N,7818
1,N,1,0,N,3,1,48-02516,N,4713
1,N,1,0,N,3,1,48-02510,N,9082
2,3,4,1,9,11,2,48-02510,N,520
1,6,2,0,1,5,0,48-02101,6,8104
2,3,2,1,2,7,3,48-02515,7,373
1,1,1,1,4,5,0,48-02102,6,3334
2,6,1,0,6,9,0,48-02101,3,6362
1,1,1,1,6,8,0,48-02516,7,2169
2,1,1,2,0,7,0,48-02516,10,2620
2,1,1,0,8,9,0,48-02102,12,2286
1,1,1,2,8,5,0,48-02516,15,3667
1,1,1,1,9,10,0,48-02510,10,5009
2,1,7,0,7,10,1,48-02101,0,8887
2,1,2,2,7,4,3,48-02510,1,2373
1,N,1,2,N,3,0,48-02516,N,7091
1,6,6,0,2,5,1,48-02101,6,3821
1,N,1,0,N,N,0,48-02510,N,6441
2,1,2,2,5,7,0,48-02516,15,2123
1,1,6,1,5,6,3,48-02515,5,2967
1,2,1,1,8,4,1,48-02102,10,7779
1,6,1,0,0,9,0,48-02102,N,6132
1,2,2,2,4,9,0,48-02507,10,6093
2,1,1,0,5,4,0,48-02101,9,3553
1,6,2,0,0,4,0,48-02101,N,4570
1,1,1,1,8,9,0,48-02101,11,9155
2,1,6,2,0,9,0,48-02516,N,4647
2,N,1,2,N,3,0,48-02510,N,6278
2,3,1,0,2,5,0,48-02102,N,1120
2,3,4,0,4,4,3,48-02516,10,1539
2,6,4,0,0,6,2,48-02515,18,5414
2,1,2,0,3,7,3,48-02101,5,2773
2,4,1,2,7,10,1,48-02102,6,1247
2,1,1,2,9,9,0,48-02516,10,4350
1,1,1,2,8,9,0,48-02507,10,2354
2,1,1,0,9,9,2,48-02515,12,7048
2,N,1,1,N,2,0,48-02102,N,1450
1,1,1,0,5,9,1,48-02516,N,8142
2,N,4,0,N,1,2,48-02102,N,2562
2,1,4,0,7,5,3,48-02515,16,158
2,1,1,1,7,7,0,48-02507,N,1618
2,4,1,1,7,5,0,48-02102,N,5450
2,1,6,0,8,7,2,48-02510,12,7127
1,2,1,1,2,5,0,48-02102,7,2750
1,4,1,1,9,9,0,48-02101,5,1526
1,4,1,0,3,5,3,48-02515,11,4582
1,4,6,0,5,5,3,48-02507,0,2020
1,N,1,1,N,3,0,48-02515,N,7295
2,1,1,2,3,4,1,48-02510,14,4925
1,1,8,2,2,7,4,48-02510,16,1422
2,N,8,1,N,1,1,48-02101,N,4195
2,1,1,1,7,9,0,48-02102,9,722
1,1,3,0,5,7,3,48-02515,15,1920
1,1,2,0,4,10,0,48-02516,2,4384
1,N,1,1,N,3,1,48-02510,N,6872
2,1,4,0,5,9,1,48-02510,6,7099
2,6,1,2,1,4,0,48-02507,5,8859
2,1,1,1,6,8,0,48-02102,N,6669
1,4,9,1,0,6,3,48-02510,1,6814
1,4,1,1,7,5,0,48-02515,3,505
1,1,1,1,8,5,1,48-02101,3,3993
1,6,2,0,3,6,2,48-02515,11,2553
1,1,1,0,8,9,3,48-02102,3,2061
2,1,5,2,9,9,3,48-02510,12,889
1,N,1,2,N,N,0,48-02507,N,1142
2,N,6,1,N,2,0,48-02510,N,5348
1,6,1,0,1,7,2,48-02101,1,8384
1,3,1,0,4,9,1,48-02515,5,7269
2,3,1,1,8,9,0,48-02510,11,1911
2,1,1,1,0,9,0,48-02516,N,2634
2,4,3,0,8,12,4,48-02515,N,2679
1,1,2,1,6,8,0,48-02515,16,4424
2,1,1,2,0,5,0,48-02510,N,837
2,1,1,0,3,7,0,48-02515,N,202
2,1,1,0,5,9,1,48-02516,13,5790
1,1,1,2,7,4,0,48-02510,5,3156
2,1,8,2,3,6,4,48-02507,12,6033
1,N,1,1,N,3,0,48-02516,N,6044
1,4,1,0,2,3,0,48-02507,2,1778
2,1,1,0,4,4,0,48-02507,15,1067
2,N,2,0,N,1,1,48-02515,11,5815
2,3,1,0,5,5,0,48-02510,N,2691
1,1,2,0,9,10,2,48-02102,4,821
2,6,1,0,2,4,1,48-02510,14,214
2,6,1,1,5,7,0,48-02101,9,5630
2,1,9,2,5,7,1,48-02515,12,4584
2,1,1,2,0,3,0,48-02102,N,5971
2,3,1,1,6,6,0,48-02507,10,3209
1,6,1,2,0,4,0,48-02515,N,8328
1,4,8,1,5,8,1,48-02101,0,3363
2,6,1,1,2,8,0,48-02101,8,9120
2,1,1,2,1,12,4,48-02515,10,326
2,1,2,0,7,5,1,48-02101,N,8789
1,N,1,1,N,3,0,48-02515,N,9134
2,4,1,1,2,7,2,48-02515,0,77
2,1,1,0,8,7,0,48-02102,6,9230
2,6,1,0,0,7,1,48-02102,14,558
2,3,2,2,3,8,1,48-02516,7,4301
1,1,1,2,3,1,4,48-02101,4,2377
1,1,1,1,5,12,0,48-02101,10,766
1,6,8,0,1,7,2,48-02510,14,6694
2,6,5,0,5,8,3,48-02102,12,1783
2,1,1,0,6,9,1,48-02516,11,307
1,1,2,2,7,9,0,48-02515,12,6689
2,1,4,0,7,9,1,48-02507,15,3204
1,1,2,2,8,5,0,48-02510,4,2491
2,6,2,0,2,5,4,48-02510,12,1672
1,6,1,0,0,4,0,48-02102,N,6148
1,6,1,1,5,7,0,48-02102,10,3087
1,6,1,2,6,7,4,48-02516,3,4364
1,6,1,0,0,4,0,48-02516,N,8562
1,6,1,2,4,5,2,48-02515,16,7840
2,1,5,0,8,10,1,48-02101,2,6618
1,1,9,2,6,10,0,48-02515,6,2197
1,1,1,2,5,4,0,48-02102,12,7034
2,1,1,2,8,9,0,48-02515,9,4130
2,2,7,0,0,5,3,48-02515,7,8488
2,1,1,2,1,9,0,48-02507,4,7134
2,N,1,2,N,3,0,48-02515,N,2252
1,N,1,2,N,3,2,48-02102,N,3052
1,3,1,0,6,7,1,48-02510,2,3426
1,6,6,0,6,5,3,48-02510,10,5203
1,N,8,0,8,3,3,48-02101,1,3875
1,1,2,0,9,8,1,48-02101,1,2319
1,6,8,0,4,7,1,48-02101,3,6113
2,N,9,0,N,1,3,48-02101,N,4043
1,1,1,1,9,8,0,48-02102,3,3651
2,N,1,2,N,1,0,48-02516,N,3512
2,N,1,1,N,3,0,48-02510,N,1013
1,1,9,2,7,10,1,48-02102,2,5699
1,2,2,2,N,1,0,48-02510,17,4518
2,1,1,2,0,1,1,48-02101,10,7307
1,6,9,2,2,7,0,48-02101,5,282
1,4,3,2,7,5,1,48-02516,7,3692
2,1,1,2,6,7,0,48-02516,7,5813
2,1,1,2,4,12,4,48-02510,12,7600
1,1,1,1,9,7,0,48-02510,8,2003
2,N,1,2,N,3,0,48-02516,N,5210
1,1,5,0,9,9,4,48-02507,3,7119
2,6,1,1,3,4,0,48-02507,N,8736
2,4,7,0,6,8,4,48-02102,2,218
2,N,5,0,N,2,1,48-02102,N,1615
1,1,1,1,8,5,0,48-02102,6,5174
2,1,1,1,0,7,0,48-02516,N,8577
1,1,2,0,8,7,2,48-02101,4,6644
1,1,8,0,0,3,1,48-02507,7,5946
2,1,1,1,9,9,0,48-02102,N,7537
1,N,9,0,N,3,2,48-02101,N,6286
1,1,1,2,7,5,0,48-02510,7,8888
1,4,1,0,0,11,1,48-02507,2,7812
1,1,1,2,6,7,0,48-02101,7,2498
2,1,1,1,9,9,1,48-02507,12,2571
2,1,1,2,3,7,0,48-02510,4,3254
1,N,1,0,N,1,0,48-02102,N,8483
1,1,2,2,5,5,1,48-02101,1,9110
2,1,1,0,3,5,0,48-02510,N,2789
2,N,6,2,N,N,0,48-02510,N,3028
1,6,1,2,1,4,0,48-02102,16,4428
1,N,7,0,N,3,1,48-02516,N,5414
1,1,1,1,8,7,0,48-02510,7,1442
2,1,7,0,5,8,4,48-02507,8,4254
1,6,1,1,0,5,0,48-02507,N,629
2,1,1,0,0,9,1,48-02507,15,2371
1,5,1,1,8,5,1,48-02515,12,6722
1,1,6,1,9,7,3,48-02101,4,5617
1,1,6,0,5,5,4,48-02516,15,7113
2,4,1,2,9,7,0,48-02515,14,6368
1,1,1,1,6,10,0,48-02101,11,430
2,1,1,1,4,5,4,48-02510,6,7705
1,3,1,1,4,7,0,48-02515,13,1816
2,6,1,2,2,5,0,48-02102,14,2932
1,N,1,2,N,3,0,48-02507,N,3325
2,4,1,1,5,5,0,48-02101,4,3938
2,N,1,2,N,3,0,48-02507,N,2741
1,1,1,2,4,3,1,48-02102,3,1979
2,1,1,2,5,9,0,48-02101,N,7048
2,1,2,2,2,9,0,48-02516,15,1021
2,1,1,2,1,9,0,48-02102,10,1850
1,6,9,1,3,5,0,48-02507,6,2010
1,5,7,0,0,7,4,48-02510,4,5359
1,6,1,2,4,7,2,48-02507,15,4497
1,1,3,0,1,5,4,48-02510,14,4473
2,4,1,1,2,5,0,48-02507,N,2329
1,1,1,2,9,7,1,48-02102,1,8730
2,N,1,1,N,4,0,48-02101,15,7626
1,1,2,0,8,8,3,48-02102,2,5088
1,6,6,1,6,7,0,48-02102,17,3290
1,1,1,1,8,7,0,48-02507,7,4431
1,6,1,1,8,9,0,48-02515,14,6603
1,4,1,0,7,6,1,48-02515,14,6265
1,1,4,2,9,9,2,48-02101,4,3625
1,6,1,1,5,7,1,48-02515,6,6183
2,1,1,2,5,5,1,48-02516,3,7019
1,1,2,2,9,9,0,48-02101,7,2940
2,N,1,1,N,2,0,48-02515,N,7905
2,N,2,0,N,N,3,48-02102,N,1414
2,6,1,2,9,9,0,48-02102,14,1229
1,6,1,1,2,4,0,48-02101,9,6396
1,N,1,0,N,N,2,48-02102,N,6996
1,1,1,1,9,7,3,48-02507,9,7353
1,1,5,0,9,12,4,48-02101,11,5464
1,1,1,2,9,10,0,48-02101,12,571
1,6,1,1,4,5,0,48-02510,6,1904
1,1,7,2,6,5,0,48-02516,3,9079
2,3,1,2,3,3,4,48-02516,4,5872
1,4,3,2,3,6,2,48-02102,17,1199
1,N,7,1,4,2,3,48-02515,10,5865
2,1,1,2,8,6,4,48-02101,12,5755
2,1,8,0,2,9,3,48-02510,11,1618
1,1,1,2,7,9,2,48-02510,9,1601
1,1,1,2,7,9,0,48-02102,11,4569
2,1,1,2,8,7,0,48-02101,16,521
2,6,2,0,0,7,0,48-02516,N,4775
1,N,9,0,4,4,2,48-02510,4,4170
2,6,1,1,4,4,0,48-02101,18,2806
1,1,9,0,9,5,2,48-02102,10,6055
1,1,1,1,9,7,0,48-02510,16,7753
2,3,1,2,4,5,0,48-02507,N,2598
2,1,1,0,6,5,1,48-02515,10,4382
1,1,7,0,8,8,3,48-02102,3,3505
2,1,1,1,4,7,0,48-02101,15,4603
1,1,1,2,9,10,0,48-02510,N,642
1,1,1,2,3,5,1,48-02101,2,8755
2,1,1,1,3,5,0,48-02510,N,3082
2,6,1,0,1,4,1,48-02515,14,2165
1,N,1,2,N,N,1,48-02507,N,1906
2,N,9,0,N,3,2,48-02102,N,8703
2,5,1,1,N,3,1,48-02516,4,1934
2,4,6,1,3,5,0,48-02101,12,8231
2,1,2,2,8,9,0,48-02510,14,5576
1,N,2,2,N,2,4,48-02510,N,5716
1,6,1,1,1,4,2,48-02516,N,5796
2,1,8,1,5,4,4,48-02507,14,9053
2,1,1,1,3,5,0,48-02101,12,1591
1,1,9,0,9,9,2,48-02515,9,4454
1,N,1,0,N,N,1,48-02101,N,1140
2,1,8,1,4,1,3,48-02516,5,900
1,6,1,2,7,7,0,48-02101,1,7260
1,3,1,1,6,7,0,48-02102,13,5698
2,3,9,2,3,4,0,48-02516,N,2412
1,1,1,2,8,7,0,48-02516,5,163
2,1,1,1,7,3,1,48-02507,16,9018
2,1,1,0,8,7,1,48-02516,6,3452
2,N,1,0,N,3,1,48-02515,N,2873
1,1,1,2,9,9,0,48-02102,1,8296
1,4,9,0,6,7,4,48-02101,7,6022
1,N,3,2,N,3,1,48-02516,N,4501
2,1,2,1,6,9,0,48-02507,9,2583
2,1,9,0,8,7,4,48-02101,12,7960
2,6,1,1,7,5,0,48-02507,12,3082
2,N,1,0,N,3,0,48-02510,N,6792
1,1,1,1,8,9,0,48-02101,6,4028
2,3,1,0,8,3,4,48-02101,15,9082
2,1,2,1,7,9,0,48-02515,11,6374
2,1,1,0,0,9,0,48-02102,N,887
1,N,1,2,N,3,1,48-02102,N,3290
2,1,7,0,8,10,2,48-02102,N,4846
2,N,1,2,N,1,1,48-02507,N,774
1,6,1,2,6,5,0,48-02515,6,2505
1,N,1,1,N,N,1,48-02102,N,7829
2,1,1,2,7,9,0,48-02102,6,6879
1,N,1,2,N,N,1,48-02515,N,7668
1,6,1,0,5,7,0,48-02101,7,7870
2,N,1,2,N,N,4,48-02101,4,6473
2,3,1,2,2,8,0,48-02101,11,2857
2,4,1,0,0,10,4,48-02102,1,3288
1,N,9,0,N,1,3,48-02510,N,524
2,1,1,2,2,10,4,48-02516,10,1504
1,N,2,2,N,3,0,48-02101,N,8685
2,6,1,1,4,7,0,48-02102,10,3666
1,1,1,1,0,7,0,48-02510,6,324
1,N,1,1,N,3,0,48-02102,N,8540
2,1,1,1,5,5,0,48-02507,14,4357
2,2,1,1,6,9,0,48-02515,11,6262
1,4,9,2,7,7,0,48-02516,7,4060
2,1,1,2,9,11,2,48-02507,14,1759
1,6,1,0,0,4,0,48-02102,N,7549
1,1,3,0,9,10,3,48-02507,4,8321
1,1,1,1,4,5,0,48-02507,N,6030
2,1,6,1,8,8,3,48-02515,12,3967
2,6,1,1,0,4,1,48-02510,N,7232
1,1,1,1,2,5,0,48-02102,9,5171
2,1,9,2,7,7,2,48-02101,12,5659
1,1,1,1,8,7,0,48-02515,N,870
1,1,9,2,9,10,0,48-02507,16,6454
2,1,1,1,6,9,0,48-02101,11,199
1,N,2,2,N,N,0,48-02510,N,6178
1,1,1,2,6,7,1,48-02510,0,931
2,N,1,1,N,2,0,48-02102,N,646
2,6,9,0,1,4,0,48-02510,3,168
2,1,4,2,4,6,3,48-02515,6,5529
1,1,2,0,7,9,2,48-02510,N,7657
2,1,1,2,3,7,0,48-02510,9,2971
2,N,8,2,N,3,4,48-02507,N,8580
1,1,2,0,3,7,0,48-02516,N,6229
2,6,2,2,0,7,0,48-02507,N,3198
1,6,1,2,0,4,1,48-02507,N,3361
2,N,8,0,N,N,2,48-02102,N,5908
1,1,7,1,9,12,4,48-02101,4,2799
1,1,8,1,0,4,1,48-02102,N,7517
1,1,1,2,6,5,1,48-02101,15,5129
1,6,1,1,1,4,1,48-02516,6,1162
2,N,1,2,N,3,0,48-02102,N,2228
1,N,1,1,N,3,0,48-02102,N,2983
2,N,1,1,N,3,0,48-02507,N,2776
2,1,1,2,0,5,2,48-02101,N,7617
2,N,1,1,N,3,0,48-02101,N,8149
1,1,1,2,2,7,0,48-02507,14,4101
1,5,1,0,1,6,0,48-02101,N,6113
2,6,1,1,3,5,1,48-02516,4,6838
2,N,9,1,N,N,1,48-02515,N,1114
1,1,1,2,7,9,0,48-02102,4,1027
2,1,1,1,2,4,0,48-02515,12,1435
1,4,1,2,3,5,0,48-02102,5,2013
2,1,9,1,3,3,3,48-02515,18,6292
2,1,5,0,7,7,4,48-02101,0,7468
1,3,1,2,6,7,0,48-02102,15,5618
2,1,1,2,3,8,0,48-02516,6,6439
1,1,1,2,7,10,4,48-02515,4,9060
2,1,1,2,2,8,0,48-02101,12,6366
2,1,8,2,8,9,1,48-02507,6,161
2,1,1,2,6,7,0,48-02516,16,7770
2,6,1,1,0,4,1,48-02510,N,1790
1,1,5,0,3,5,4,48-02510,15,4971
2,4,1,2,5,7,0,48-02516,4,7204
1,3,8,2,0,5,3,48-02101,15,8720
2,1,2,0,5,5,0,48-02515,N,4370
2,6,6,0,2,4,3,48-02507,14,5165
1,1,3,2,9,9,0,48-02101,4,1284
2,1,1,1,5,9,0,48-02510,12,1352
1,6,3,0,5,7,2,48-02515,6,6686
2,6,1,1,0,4,0,48-02101,N,3905
2,4,2,0,6,8,0,48-02101,13,3607
1,1,1,1,5,9,0,48-02516,10,3877
1,1,1,1,9,7,0,48-02507,17,6507
2,N,1,2,N,3,1,48-02101,N,891
2,1,1,1,8,7,0,48-02101,10,752
2,N,1,0,N,3,0,48-02510,N,5094
1,1,1,2,7,7,0,48-02507,3,4213
2,6,1,2,2,7,1,48-02516,14,9149
2,1,2,0,7,10,3,48-02101,16,7991
2,N,1,1,N,2,1,48-02102,17,7643
2,N,1,0,N,3,0,48-02101,N,3642
1,1,1,2,2,9,2,48-02102,9,8237
1,1,1,2,7,9,1,48-02510,16,6936
2,6,1,1,5,7,4,48-02516,14,1270
1,6,6,2,0,4,1,48-02101,N,4136
2,1,1,0,8,1,1,48-02101,2,3916
2,6,1,2,5,5,0,48-02101,4,6461
1,1,3,0,0,11,3,48-02102,1,1348
2,N,1,0,N,3,0,48-02510,N,1773
1,3,1,0,7,5,0,48-02516,4,8002
2,N,1,1,N,3,0,48-02101,N,8621
2,6,1,1,1,5,0,48-02516,18,4870
1,1,4,0,6,5,2,48-02102,6,8642
1,3,1,2,7,5,1,48-02101,17,6652
1,6,1,2,4,10,0,48-02510,9,4090
2,N,2,2,N,1,0,48-02101,N,7850
2,4,1,2,3,9,4,48-02507,8,2276
1,1,2,1,5,7,0,48-02507,1,4816
2,1,1,1,3,8,0,48-02510,6,8352
1,6,1,2,4,7,0,48-02515,6,5685
2,N,1,1,N,3,0,48-02507,N,4004
2,1,1,1,2,9,0,48-02507,9,3225
2,1,1,1,9,9,0,48-02101,4,8973
1,6,1,2,7,5,0,48-02516,17,4336
1,N,1,1,N,3,0,48-02507,N,1212
2,N,1,2,N,3,0,48-02102,N,3275
2,1,2,0,6,9,0,48-02101,12,6130
1,N,1,2,N,3,4,48-02515,N,7555
2,N,8,1,N,3,1,48-02510,N,8610
1,4,1,2,6,9,2,48-02510,2,2882
1,N,1,1,N,3,0,48-02102,N,7222
1,3,1,1,N,6,3,48-02510,2,843
2,1,5,0,5,6,3,48-02515,4,5761
2,1,1,0,3,7,0,48-02510,11,5385
1,4,1,0,9,8,4,48-02515,11,3263
2,1,1,2,7,5,0,48-02507,6,9066
2,1,8,1,7,6,2,48-02510,9,2812
2,1,1,2,2,10,0,48-02101,12,2292
1,5,8,0,3,4,1,48-02510,1,349
1,6,1,0,0,4,0,48-02101,N,539
1,1,1,1,3,7,1,48-02102,3,7244
2,N,1,2,N,1,4,48-02516,N,2935
2,6,4,0,4,10,3,48-02101,8,3080
1,1,1,2,8,7,0,48-02102,9,8897
1,1,2,0,5,7,0,48-02516,6,326
2,1,1,2,8,5,0,48-02516,7,7622
1,N,1,1,N,1,0,48-02507,N,4052
2,1,1,1,4,9,0,48-02102,11,1641
2,6,1,1,1,4,0,48-02515,14,4010
2,1,7,0,7,9,3,48-02515,11,8030
2,6,1,0,4,5,4,48-02516,11,4254
1,6,1,0,0,4,0,48-02515,N,3840
1,1,2,2,5,7,0,48-02101,N,7621
1,6,1,2,6,8,0,48-02510,5,6528
2,1,4,0,7,5,0,48-02516,N,6401
2,N,3,0,N,3,1,48-02101,N,8549
1,N,1,2,N,2,0,48-02102,N,6164
1,1,7,0,7,5,4,48-02101,4,107
2,1,1,1,9,10,1,48-02515,15,6947
2,4,1,0,4,9,1,48-02101,N,3082
1,N,1,2,N,N,0,48-02102,N,1207
1,6,9,2,4,4,1,48-02101,3,6105
2,N,1,1,N,3,0,48-02507,N,5372
1,N,1,2,N,3,0,48-02510,N,8751
2,N,8,0,N,3,1,48-02102,N,1532
1,1,1,1,9,11,0,48-02516,10,3339
2,6,1,1,2,4,0,48-02101,14,8654
2,1,1,0,2,5,0,48-02102,N,124
2,1,1,2,7,9,0,48-02510,12,3345
1,1,1,1,5,6,0,48-02101,N,5920
2,1,6,0,7,5,4,48-02101,9,5239
2,4,1,2,2,6,2,48-02102,0,2203
2,4,1,1,7,9,0,48-02510,11,7524
1,1,7,0,3,8,3,48-02102,9,9103
1,1,3,0,8,7,4,48-02102,4,1922
1,N,9,0,N,3,3,48-02507,N,199
1,1,6,1,5,9,0,48-02101,7,7646
1,4,5,0,3,6,0,48-02507,5,1391
2,4,1,0,7,7,0,48-02507,14,8124
2,6,2,0,0,4,0,48-02516,N,36
2,1,8,1,4,9,2,48-02510,12,5802
1,1,1,1,8,9,0,48-02507,9,8682
1,6,1,2,0,4,2,48-02102,N,9036
2,2,2,0,5,7,0,48-02510,N,4918
2,N,8,2,N,2,4,48-02102,N,6743
1,6,1,1,6,5,0,48-02102,12,1507
2,1,1,2,0,7,0,48-02510,N,394
1,4,1,0,9,9,0,48-02510,10,2660
2,6,1,1,7,9,4,48-02510,9,2658
1,1,9,2,6,7,1,48-02510,N,5807
1,4,1,2,7,5,0,48-02516,3,5947
2,1,1,0,5,5,0,48-02510,15,8404
2,1,1,2,8,6,0,48-02510,7,6005
1,6,1,2,8,9,0,48-02516,9,2465
2,1,1,1,0,9,0,48-02102,N,110
1,1,5,0,9,9,4,48-02510,10,8079
1,1,4,2,3,5,4,48-02507,5,451
1,4,1,1,7,5,0,48-02101,N,4490
2,1,1,2,8,7,0,48-02516,N,5071
1,6,7,0,1,9,4,48-02515,4,4445
2,N,1,0,N,3,1,48-02101,N,3374
2,1,1,1,4,9,0,48-02101,9,7824
2,2,2,2,8,9,0,48-02510,12,5708
2,1,1,2,7,10,0,48-02101,11,3049
2,N,9,0,N,3,0,48-02515,N,4795
1,6,1,2,0,5,1,48-02516,3,7904
1,1,8,1,5,5,1,48-02102,0,5969
1,1,1,1,9,8,0,48-02507,10,5867
1,1,1,2,8,7,0,48-02516,6,3941
2,1,1,1,5,10,0,48-02102,7,6850
2,6,8,0,3,6,1,48-02515,12,1027
1,1,1,1,8,10,0,48-02102,11,5569
1,1,6,1,4,9,0,48-02510,N,2282
1,6,3,2,9,9,3,48-02102,15,3999
2,2,6,0,0,4,4,48-02507,4,6275
2,6,2,0,1,8,3,48-02102,5,442
1,1,2,2,7,7,0,48-02102,5,612
1,N,1,2,N,3,1,48-02507,N,4082
2,2,1,0,8,4,0,48-02507,5,5952
1,1,5,0,2,7,4,48-02507,0,2826
1,1,1,2,8,5,1,48-02516,15,3017
2,3,1,1,9,7,0,48-02101,4,3430
2,1,2,2,0,9,0,48-02510,11,6305
2,1,1,2,0,5,0,48-02102,N,1714
2,1,1,1,8,7,0,48-02507,12,3445
1,1,1,2,9,10,1,48-02516,17,3748
2,1,7,2,3,9,2,48-02101,11,4883
1,1,1,1,5,1,1,48-02102,9,1999
1,1,6,0,7,9,2,48-02510,11,1014
1,1,1,1,7,9,0,48-02510,7,6389
2,6,1,0,0,10,0,48-02516,18,4389
1,1,8,2,6,7,1,48-02510,3,1552
2,1,1,1,0,5,0,48-02101,6,5531
2,1,1,2,5,7,0,48-02510,N,2813
2,N,1,2,N,N,1,48-02510,N,4226
1,1,2,2,7,8,3,48-02102,6,6345
1,1,7,1,5,6,1,48-02515,7,8015
2,1,2,2,7,7,0,48-02516,14,2374
2,6,3,1,8,4,4,48-02507,2,4019
1,1,1,1,8,5,0,48-02515,6,8126
1,1,1,2,9,9,2,48-02510,5,6745
1,4,1,2,4,5,0,48-02507,N,7868
1,1,1,2,9,7,0,48-02101,4,6644
1,N,1,0,N,3,0,48-02507,N,6182
1,1,1,0,6,7,0,48-02101,N,1589
2,1,1,1,4,6,0,48-02102,12,1284
1,1,1,2,8,7,0,48-02516,4,6210
1,1,2,2,9,9,0,48-02507,6,7152
1,1,8,2,6,5,4,48-02507,6,514
2,1,1,0,3,9,0,48-02510,6,595
1,4,8,0,3,1,4,48-02101,15,7379
1,1,1,1,9,11,3,48-02510,7,2614
2,1,1,2,4,5,1,48-02516,10,420
1,1,1,1,9,10,0,48-02102,16,8230
1,1,6,0,9,7,2,48-02102,1,5359
2,3,1,0,3,4,0,48-02515,N,9018
1,N,2,1,N,3,0,48-02102,N,8973
1,1,1,2,8,5,0,48-02507,15,1214
1,N,1,1,N,3,0,48-02510,N,8824
2,N,5,0,4,N,2,48-02510,3,5003
2,4,1,0,3,5,2,48-02102,11,4007
2,1,1,1,4,8,0,48-02102,6,6547
2,3,4,2,6,9,2,48-02510,1,627
1,1,1,2,0,4,0,48-02102,0,544
1,6,1,1,0,4,1,48-02102,18,6405
2,4,2,2,6,3,1,48-02515,12,5982
1,4,1,2,6,6,0,48-02101,15,8450
1,N,1,0,N,2,1,48-02510,N,6248
1,N,2,0,N,N,0,48-02515,N,6268
2,4,1,0,7,7,1,48-02515,12,2832
1,2,6,0,4,5,2,48-02101,16,2069
2,1,3,0,8,12,3,48-02101,15,8523
1,1,1,1,6,10,0,48-02101,N,5770
1,1,1,1,7,8,3,48-02101,12,6105
2,1,1,2,5,9,0,48-02516,7,26
2,N,8,1,N,2,1,48-02510,N,5505
1,1,8,2,7,5,1,48-02515,6,6150
2,2,1,2,0,5,0,48-02101,16,5844
1,6,8,1,5,7,1,48-02101,6,8164
1,1,1,0,1,7,0,48-02102,6,6530
1,6,1,2,4,5,0,48-02510,14,6407
2,1,1,0,5,5,0,48-02516,N,3552
2,1,1,0,9,7,2,48-02102,4,8667
1,2,7,0,9,8,3,48-02101,14,8691
1,N,1,1,N,2,1,48-02101,N,7044
2,1,8,2,2,10,3,48-02101,18,846
1,6,1,1,3,5,0,48-02102,14,764
2,1,1,1,9,9,0,48-02507,12,7261
2,2,6,0,3,10,3,48-02515,17,8923
1,3,1,1,7,5,0,48-02510,N,784
2,4,5,2,1,8,3,48-02516,11,6881
1,1,2,2,9,9,0,48-02101,1,3701
2,N,9,1,N,3,0,48-02516,N,3420
2,1,1,1,8,7,1,48-02101,7,9122
1,6,1,1,6,9,0,48-02101,0,2588
1,1,1,1,5,5,1,48-02101,10,8300
2,6,8,0,9,10,1,48-02516,7,2541
2,4,1,1,9,7,1,48-02101,2,2126
1,1,1,1,4,9,0,48-02102,6,7848
2,N,1,1,7,1,1,48-02102,7,5216
1,6,1,1,3,7,0,48-02516,14,5872
2,N,2,2,N,1,0,48-02507,N,1564
1,1,1,1,7,10,0,48-02510,15,7561
2,1,8,2,2,10,4,48-02102,13,5686
1,6,1,1,4,5,1,48-02101,7,1930
1,N,1,1,N,3,1,48-02102,N,4947
1,N,1,2,N,2,0,48-02515,N,6822
2,1,2,1,7,11,0,48-02510,12,4811
2,1,9,1,5,9,3,48-02507,13,7564
1,4,1,2,2,8,0,48-02101,13,8484
1,1,1,1,9,9,0,48-02516,9,4838
1,N,1,0,N,3,1,48-02101,N,3925
2,1,3,0,2,7,1,48-02102,7,8950
2,1,1,2,9,5,0,48-02515,15,2438
1,1,1,1,7,7,1,48-02507,7,995
2,1,1,1,0,10,0,48-02101,N,8327
2,3,1,2,9,8,1,48-02515,5,8219
2,1,1,1,7,8,1,48-02516,10,5918
1,6,1,1,4,9,0,48-02507,6,6583
1,1,1,2,5,9,0,48-02510,0,505
2,1,3,0,7,9,3,48-02510,11,4319
1,1,1,1,2,9,0,48-02516,3,3608
2,1,1,1,6,7,0,48-02102,13,303
1,1,1,0,9,9,4,48-02507,9,1943
1,4,1,0,1,3,1,48-02507,9,2234
2,1,1,2,6,10,0,48-02507,9,7638
2,N,1,2,N,2,4,48-02507,N,7011
1,5,1,1,8,7,0,48-02510,6,6147
1,1,1,1,9,8,0,48-02515,7,8964
1,N,4,0,N,N,3,48-02101,N,3984
1,6,1,0,6,9,2,48-02101,9,2599
2,6,6,0,0,4,0,48-02101,N,8759
2,1,8,1,0,5,1,48-02516,3,5687
1,6,2,0,5,5,0,48-02102,6,9160
2,6,1,0,2,4,1,48-02507,1,1375
2,6,1,1,5,5,1,48-02102,10,4730
1,6,7,1,1,4,3,48-02101,15,6149
