PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
17-03531,33,2,6,0,2,1,2,1,2,8380,13,7,-1700.0,0,0,N,2,2,2,2
51-01301,28,1,6,0,2,0,N,1,1,7390,10,10,119210.0,8,501,N,2,2,2,2
28-01100,71,1,1,0,2,0,2,1,1,8191,12,5,30500.0,6,501,N,2,2,2,2
06-07502,26,2,6,0,1,0,N,1,2,8660,14,10,60200.0,7,460,N,2,2,2,2
24-01004,11,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
36-04010,73,1,1,0,2,0,2,1,1,N,N,9,27960.0,4,501,N,2,2,2,2
17-03529,43,2,6,0,3,3,5,1,2,8370,13,7,36000.0,5,222,N,2,2,2,2
13-04600,25,1,6,0,6,0,2,1,2,8680,14,9,30000.0,5,501,N,2,2,2,2
38-00100,45,1,1,0,1,2,4,1,1,7870,11,11,140000.0,9,501,N,2,2,2,2
06-07502,59,2,6,0,1,0,N,1,2,7370,10,9,92000.0,8,501,N,2,2,2,2
30-00600,11,1,N,0,1,2,4,1,1,N,N,3,N,N,377,N,2,2,2,2
32-00405,9,2,N,1,8,3,4,1,2,N,N,3,N,N,99,N,2,2,2,2
17-03529,59,1,6,1,1,0,N,1,2,2380,4,8,55000.0,7,420,N,2,2,2,2
08-00803,22,2,6,0,1,0,N,1,2,4090,5,7,1500.0,1,12,N,2,2,2,2
08-00803,21,2,6,0,1,N,N,3,0,9290,15,9,24000.0,4,75,N,1,2,2,2
28-01100,73,1,1,0,1,0,2,1,1,170,0,11,76000.0,9,501,N,2,2,2,2
17-03531,51,1,6,0,2,0,N,1,1,6390,7,7,20400.0,4,155,N,2,2,2,2
36-03710,34,1,6,0,2,N,N,2,0,7680,10,5,20000.0,4,N,N,2,2,2,2
17-03529,54,2,6,0,2,0,4,1,1,N,N,7,5000.0,1,221,N,2,2,2,2
19-01700,66,1,1,0,1,0,2,1,1,7580,10,9,70010.0,8,501,N,2,2,2,2
17-03531,2,1,N,0,2,1,2,1,2,N,N,N,N,N,168,N,N,N,2,2
30-00600,61,1,6,0,1,0,2,1,1,N,N,7,9100.0,2,501,N,2,2,2,2
08-00803,44,2,1,0,1,2,4,1,1,7870,11,12,76000.0,8,501,N,2,2,2,2
19-01700,9,2,N,0,6,3,5,1,1,N,N,3,N,N,204,N,2,2,2,2
06-08507,59,2,1,0,1,0,2,1,1,6870,9,9,219000.0,9,501,N,2,2,2,2
30-00600,8,2,N,0,3,4,6,1,1,N,N,3,N,N,264,N,2,2,2,2
17-03531,63,1,6,0,2,0,4,1,2,N,N,3,42000.0,6,437,N,2,2,2,2
24-01004,76,2,3,0,1,0,N,1,1,N,N,9,66000.0,7,500,N,2,2,2,2
13-04600,32,1,6,0,1,0,N,1,1,7280,10,11,511000.0,9,501,N,2,2,2,2
38-00100,10,1,N,0,1,3,6,1,1,N,N,3,N,N,388,N,2,2,2,2
24-01004,22,1,6,0,9,0,N,1,1,8680,14,7,26500.0,4,211,N,2,2,2,2
29-01901,28,1,6,0,2,N,N,3,0,N,N,5,0.0,0,0,N,2,2,2,1
01-01301,26,1,1,0,2,3,6,1,2,5070,6,8,25100.0,5,128,N,2,2,2,2
29-01901,22,2,6,0,1,0,N,1,2,7870,11,9,12000.0,3,91,N,2,2,2,2
30-00600,32,1,6,1,8,0,3,1,1,N,N,4,7200.0,2,82,N,2,2,2,2
51-51255,4,1,N,0,1,2,4,1,1,N,N,2,N,N,501,N,N,N,2,2
24-01004,27,2,6,4,1,0,N,1,2,8680,14,10,45000.0,5,349,N,2,2,2,2
17-03531,11,1,N,0,2,3,5,1,1,N,N,3,N,N,241,N,2,2,2,2
38-00100,56,2,6,0,1,0,2,1,1,7890,11,5,38130.0,5,501,N,2,2,2,2
17-03529,18,1,6,0,1,N,N,3,0,5180,6,7,11000.0,2,N,N,2,2,2,2
17-03529,65,2,4,0,2,0,N,1,2,N,N,7,9200.0,2,76,N,2,1,2,2
01-01301,10,1,N,0,2,0,4,1,1,N,N,3,N,N,180,N,2,2,2,2
24-01004,7,2,N,0,9,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
19-01700,28,1,1,0,1,4,6,1,1,6890,9,9,160000.0,9,501,N,2,2,2,2
13-04600,25,2,6,0,2,0,3,1,1,7970,12,7,26700.0,5,501,N,2,2,2,2
06-07502,78,1,1,0,1,0,2,1,1,N,N,9,8400.0,2,126,N,2,2,2,2
51-51255,41,2,1,4,1,0,2,1,1,7270,10,11,552000.0,9,501,N,2,2,2,2
30-00600,5,1,N,0,1,3,4,1,1,N,N,1,N,N,308,N,1,2,2,2
40-00200,71,2,4,0,3,0,N,1,2,N,N,3,13200.0,3,108,N,2,1,1,1
01-01301,26,2,1,4,1,2,4,1,2,8680,14,4,56000.0,8,247,N,2,2,2,2
17-03529,0,2,N,0,2,0,3,1,2,N,N,N,N,N,N,N,N,N,2,2
19-01700,5,1,N,0,3,5,8,1,1,N,N,2,N,N,166,N,2,2,2,2
06-08507,49,2,1,0,6,0,2,1,1,N,N,11,0.0,0,501,N,2,2,2,2
30-00600,24,2,1,0,1,0,2,1,1,9490,16,9,35000.0,6,454,N,2,2,2,2
51-51255,94,1,1,0,1,0,2,1,1,6992,9,10,166000.0,9,501,N,1,1,2,1
06-07502,28,1,6,0,6,0,N,1,2,3291,4,10,110400.0,8,501,N,2,2,2,2
51-01301,54,1,1,0,1,0,2,1,1,7380,10,10,200000.0,9,501,N,2,2,2,2
17-03529,53,1,6,0,2,0,N,1,2,N,N,4,0.0,0,0,N,2,2,2,2
40-00200,72,1,1,0,3,0,3,1,1,N,N,4,45800.0,7,501,5,1,1,1,2
51-51255,85,1,4,0,1,0,N,1,1,7860,11,10,80000.0,7,501,N,2,1,2,1
32-00405,35,2,6,0,2,0,N,1,2,N,N,4,15300.0,3,117,N,1,2,2,1
38-00100,58,1,1,0,9,0,5,1,2,7860,11,5,27400.0,4,168,N,2,2,2,2
28-01100,67,2,1,0,2,0,2,1,1,N,N,7,14100.0,4,250,N,2,2,2,2
32-00405,4,1,N,1,8,2,4,1,1,N,N,1,N,N,186,N,N,N,2,2
24-01004,13,1,N,0,9,2,5,1,1,N,N,3,N,N,501,N,2,2,2,2
24-01004,35,1,6,0,1,0,N,1,2,9590,16,9,150000.0,9,501,N,2,2,2,2
32-00405,18,1,6,1,8,2,6,1,2,N,N,6,0.0,0,247,N,2,2,2,2
29-01901,22,1,6,0,1,0,N,1,2,5275,6,8,2100.0,1,15,N,2,2,2,2
08-00803,64,1,1,0,1,0,2,1,1,6870,9,7,60000.0,7,501,N,2,2,2,1
24-01004,65,2,1,0,1,0,3,1,1,N,N,11,0.0,0,501,N,2,2,2,2
17-03531,16,2,6,0,2,1,3,1,1,9290,15,4,1500.0,1,501,N,2,2,2,2
51-51255,29,2,4,0,2,1,2,1,2,7690,10,4,30000.0,4,501,N,2,2,2,2
26-02702,17,1,6,4,1,1,3,1,2,N,N,4,0.0,0,111,N,2,2,2,2
06-08507,44,1,1,0,1,1,3,1,2,3390,4,10,172200.0,9,501,N,2,2,2,2
51-51255,76,2,4,0,1,0,N,1,1,N,N,9,156000.0,9,501,N,2,2,2,2
06-08507,11,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
06-08507,25,2,6,1,8,0,4,1,2,7780,10,10,1000.0,1,501,N,2,2,2,2
24-01004,68,1,1,0,1,0,2,1,1,7390,10,12,253000.0,9,501,N,2,2,2,2
06-07502,26,2,2,0,1,0,4,1,2,8660,14,5,31000.0,5,217,N,2,2,2,2
36-04010,33,2,2,4,2,1,2,1,1,8680,14,4,4900.0,1,58,N,2,2,2,2
29-01901,75,2,1,0,2,0,2,1,1,N,N,6,47400.0,7,406,N,2,2,2,2
06-07502,43,1,1,0,1,0,2,1,2,7870,11,10,63600.0,7,501,N,2,2,2,2
26-02702,64,2,1,0,1,0,2,1,1,6870,9,7,32000.0,5,458,N,2,2,2,2
08-00803,21,2,6,0,1,0,N,1,2,7290,10,7,7000.0,1,54,N,2,2,2,2
28-01100,69,1,1,0,1,0,2,1,1,8370,13,7,15200.0,4,159,N,2,2,2,2
06-07502,51,2,1,0,6,1,3,1,2,7290,10,7,15000.0,3,501,N,2,2,2,2
17-03529,45,2,1,1,8,1,3,1,1,7290,10,9,116900.0,9,501,N,2,2,2,2
36-04010,85,1,1,0,2,0,2,1,1,N,N,5,8000.0,2,343,N,2,2,2,2
30-00600,26,2,1,0,1,0,2,1,1,6780,8,9,80000.0,8,501,N,2,2,2,2
28-01100,80,1,3,0,2,N,N,2,0,N,N,5,11100.0,3,N,N,1,1,2,2
40-00200,27,2,6,0,3,2,3,1,2,8191,12,7,8000.0,2,64,N,2,2,2,2
06-08507,2,2,N,0,1,2,4,1,2,N,N,N,N,N,501,N,N,N,2,2
26-02702,18,2,6,3,1,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
38-00100,3,2,N,0,1,3,5,1,1,N,N,2,N,N,139,N,N,N,2,2
24-01004,65,1,4,0,2,0,N,1,1,N,N,12,89600.0,8,501,N,2,2,2,2
51-01301,29,2,6,0,2,0,N,1,2,7071,9,10,73500.0,7,501,N,2,2,2,2
51-51255,25,1,6,0,1,0,N,1,2,770,3,8,120000.0,8,501,N,2,2,2,2
32-00405,36,1,6,0,2,0,N,1,2,N,N,5,0.0,0,0,N,2,2,2,2
06-07502,49,2,6,0,1,0,N,1,2,7270,10,11,188700.0,9,501,N,2,2,2,2
32-00405,17,2,6,0,2,2,3,1,2,N,N,4,0.0,0,5,N,2,2,2,2
51-01301,26,1,6,0,1,0,N,1,2,6890,9,10,51000.0,6,390,N,2,2,2,2
06-07502,7,1,N,0,9,1,3,1,2,N,N,3,N,N,489,N,2,2,2,2
24-01004,6,2,N,0,1,4,5,1,2,N,N,2,N,N,501,N,2,2,2,2
13-04600,48,2,1,0,2,0,2,1,2,8870,15,5,4110.0,2,283,N,2,2,2,2
17-03531,83,2,3,0,2,0,2,1,1,N,N,7,29500.0,5,364,N,2,2,2,2
17-03529,61,1,6,0,2,0,N,1,2,N,N,7,9000.0,2,67,N,2,1,2,2
26-02702,4,1,N,0,6,2,4,1,2,N,N,2,N,N,0,N,N,N,2,2
19-01700,25,1,2,4,1,0,N,1,2,770,3,7,65000.0,8,492,N,2,2,2,2
51-51255,10,1,N,4,1,2,3,1,1,N,N,3,N,N,501,N,2,2,2,2
17-03531,61,1,4,0,2,0,2,1,2,N,N,7,10400.0,2,283,N,2,2,2,2
17-03531,85,1,4,0,2,0,2,1,1,N,N,7,5700.0,1,37,N,2,1,1,2
36-03710,30,1,6,0,2,N,N,2,0,N,N,5,0.0,0,N,N,2,2,2,2
17-03531,55,1,6,0,2,0,5,1,1,N,N,5,0.0,0,239,N,2,2,2,2
51-01301,5,1,N,0,2,1,2,1,2,N,N,2,N,N,0,N,2,2,2,2
08-00803,23,1,6,0,6,N,N,3,0,7870,11,9,37000.0,5,221,N,2,2,2,2
24-01004,3,2,N,0,2,3,4,1,2,N,N,1,N,N,501,N,N,N,2,2
26-02702,3,1,N,1,1,2,4,1,1,N,N,2,N,N,501,N,N,N,2,2
17-03529,13,2,N,0,9,1,2,1,2,N,N,3,N,N,137,N,2,2,2,2
28-01100,19,2,6,0,2,N,N,3,0,N,N,7,3600.0,1,N,N,2,2,2,2
06-08507,5,2,N,0,6,2,4,1,2,N,N,2,N,N,501,N,2,2,2,2
38-00100,35,1,1,1,1,0,4,1,2,770,3,4,53500.0,7,484,N,2,2,2,2
17-03531,40,2,1,1,8,0,2,1,2,9370,16,5,42800.0,6,356,N,2,2,2,2
26-02702,18,2,6,0,1,N,N,3,0,4880,6,7,10100.0,2,N,N,2,2,2,2
51-51255,50,1,6,4,9,1,3,1,1,7071,9,4,9600.0,2,316,N,2,2,2,2
40-00200,40,1,4,0,1,0,2,1,1,490,1,5,30000.0,6,259,N,2,2,2,2
51-51255,41,1,1,0,1,2,4,1,1,7280,10,9,518000.0,9,501,N,2,2,2,2
36-04010,0,2,N,1,8,2,9,1,2,N,N,N,N,N,260,N,N,N,2,2
36-03710,37,1,6,2,1,0,N,1,2,4870,6,7,15600.0,3,118,N,2,2,2,2
38-00100,36,1,2,0,5,0,N,1,1,3490,4,7,12000.0,2,90,N,2,2,2,2
30-00600,31,2,6,0,1,0,N,1,1,8680,14,7,0.0,0,0,N,2,2,2,2
24-01004,76,1,1,0,1,0,2,1,1,7390,10,11,185000.0,9,501,N,2,2,2,2
51-01301,62,2,1,0,6,0,2,1,1,7370,10,9,25000.0,4,278,N,2,2,2,2
51-01301,12,2,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2
08-00803,18,1,6,0,1,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
51-51255,18,1,6,0,2,6,10,1,2,6770,8,7,1000.0,1,43,N,2,2,2,2
08-00803,27,1,6,0,1,0,N,1,2,680,2,9,3000.0,1,22,N,2,2,2,2
17-03529,40,2,6,1,2,2,3,1,2,N,N,5,0.0,0,0,N,2,1,1,2
40-00200,6,1,N,0,1,3,5,1,2,N,N,2,N,N,207,N,2,2,2,2
24-01004,62,2,3,0,1,N,N,2,0,N,N,5,13300.0,2,N,N,2,1,2,2
29-01901,20,2,6,0,1,N,N,3,0,8590,14,9,22000.0,4,N,N,2,2,2,2
17-03529,17,1,6,0,2,1,2,1,2,8680,14,4,8000.0,2,208,N,2,2,2,2
24-01004,0,2,N,4,5,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
08-00803,46,1,4,0,1,0,N,1,2,8562,14,9,65000.0,7,496,N,2,2,2,2
30-00600,25,1,1,0,1,0,2,1,2,7460,10,11,45000.0,7,309,N,2,2,2,2
17-03529,80,1,4,0,3,0,N,1,1,N,N,5,15100.0,3,124,N,1,1,2,2
51-01301,39,2,1,0,6,2,4,1,1,8570,14,7,20000.0,3,501,N,2,2,2,2
51-01301,32,1,6,0,1,0,N,1,1,7280,10,10,47100.0,6,356,N,2,2,2,2
30-00600,29,2,1,0,1,0,2,1,2,8191,12,5,27200.0,5,277,N,2,2,2,2
36-04010,71,1,1,0,8,0,3,1,1,9370,16,9,74000.0,8,501,N,2,2,2,2
38-00100,45,2,6,0,3,0,2,1,2,N,N,1,0.0,0,23,N,2,2,2,2
06-08507,45,2,1,0,1,2,4,1,1,9380,16,10,118000.0,8,501,N,2,2,2,2
17-03531,22,2,6,0,1,0,5,1,1,8680,14,8,24000.0,4,239,N,2,2,2,2
13-04600,19,2,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
19-01700,35,1,6,0,1,0,N,1,1,770,3,8,0.0,0,0,N,2,2,2,2
38-00100,36,1,1,1,1,0,9,1,1,490,1,6,48000.0,6,501,N,2,2,2,2
51-51255,39,1,4,0,1,0,N,1,2,7290,10,10,352300.0,9,501,N,2,2,2,2
38-00100,68,1,1,0,1,0,2,1,1,7690,10,5,21300.0,3,216,N,2,2,2,2
38-00100,10,1,N,0,1,3,5,1,1,N,N,3,N,N,266,N,2,2,2,2
06-07502,63,2,1,0,1,0,2,1,1,7860,11,12,151500.0,9,501,N,2,2,2,2
13-04600,54,2,6,0,1,0,N,1,1,9570,16,5,54000.0,7,413,N,2,2,2,2
30-00600,53,2,4,0,1,0,4,1,1,9920,18,7,0.0,0,153,N,2,2,2,2
28-01100,21,2,6,0,2,0,N,1,2,5391,6,5,7000.0,2,52,N,1,2,2,1
40-00200,3,2,N,0,3,1,5,1,1,N,N,1,N,N,286,N,N,N,2,2
13-04600,83,2,4,0,2,0,2,1,1,8170,12,9,85800.0,8,501,N,2,2,2,2
17-03529,56,2,5,0,2,0,2,1,2,N,N,5,0.0,0,11,N,1,2,2,1
30-00600,87,2,3,0,1,0,N,1,2,N,N,5,28800.0,5,244,N,2,2,2,2
36-04010,19,2,6,4,2,1,4,1,1,N,N,10,920.0,1,501,N,2,2,2,2
19-01700,22,1,6,1,1,0,N,1,2,5391,6,7,20000.0,3,152,N,2,2,2,2
19-01700,22,1,6,0,6,0,5,1,1,6570,8,5,19000.0,3,239,N,2,2,2,2
32-00405,51,1,1,0,1,0,2,1,1,8680,14,4,57000.0,7,401,N,2,2,2,2
13-04600,26,2,6,0,1,0,N,1,1,9170,15,9,30000.0,5,229,N,2,2,2,2
29-01901,0,1,N,0,2,N,N,2,0,N,N,N,N,N,N,N,N,N,2,2
38-00100,17,1,6,0,3,2,3,1,1,8680,14,4,1000.0,0,188,N,2,2,2,2
32-00405,16,1,6,1,8,3,4,1,1,N,N,4,0.0,0,176,N,2,2,2,2
08-00803,39,2,4,0,1,0,N,1,2,5275,6,10,20000.0,3,152,N,2,2,2,2
06-08507,15,1,6,0,6,1,3,1,1,N,N,4,0.0,0,501,N,2,2,2,2
40-00200,19,2,6,0,1,0,N,1,1,8680,14,7,600.0,1,6,N,2,2,2,2
13-04600,49,2,4,0,2,0,N,1,1,8370,13,9,15600.0,3,119,N,2,2,2,2
32-00405,7,2,N,4,1,2,4,1,1,N,N,3,N,N,93,N,2,2,2,2
06-08507,61,1,1,2,1,0,4,1,1,3590,4,8,106000.0,8,501,N,2,2,2,2
24-01004,33,2,1,0,1,0,2,1,2,8191,12,10,85000.0,7,501,N,2,2,2,2
06-08507,52,2,1,0,6,0,2,1,1,7390,10,10,200000.0,9,501,N,2,2,2,2
36-03710,81,2,3,2,8,0,4,1,1,N,N,4,36200.0,5,501,N,2,2,2,2
13-04600,62,1,1,0,1,0,2,1,1,5490,6,5,26100.0,5,417,N,2,2,2,2
26-02702,29,2,6,0,1,0,N,1,2,6180,7,11,40000.0,6,305,N,2,2,2,2
24-01004,63,2,1,0,9,0,2,1,1,7970,12,11,71000.0,7,501,N,2,2,2,2
17-03529,14,2,N,0,2,2,4,1,2,N,N,3,N,N,68,N,2,2,2,2
17-03531,69,2,3,0,2,0,N,1,2,N,N,7,23000.0,4,188,N,2,1,2,2
13-04600,21,1,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
17-03529,12,1,N,0,2,2,3,1,2,N,N,3,N,N,27,N,2,2,2,2
26-02702,61,2,3,0,1,0,N,1,2,6970,9,9,55400.0,7,424,N,2,2,2,2
29-01901,21,2,6,0,1,0,N,1,2,7870,11,7,10600.0,2,79,N,2,2,2,2
36-04010,4,2,N,0,2,1,2,1,2,N,N,1,N,N,227,N,N,N,2,2
24-01004,47,1,5,0,1,N,N,3,0,6190,7,1,2400.0,1,19,N,1,2,2,2
06-07502,4,2,N,0,6,2,4,1,2,N,N,1,N,N,229,N,N,N,2,2
36-04010,70,2,1,0,2,0,2,1,1,N,N,4,1500.0,1,315,N,2,2,2,2
51-51255,5,1,N,0,2,2,4,1,2,N,N,2,N,N,274,N,2,2,2,2
36-04010,67,2,1,0,2,0,2,1,1,7380,10,5,94400.0,8,501,N,2,2,2,2
19-01700,10,2,N,0,1,5,7,1,1,N,N,3,N,N,281,N,2,2,2,2
30-00600,2,1,N,0,1,2,3,1,2,N,N,N,N,N,63,N,N,N,2,2
01-01301,17,1,6,0,2,3,4,1,2,770,3,4,4000.0,1,500,N,1,2,2,2
19-01700,27,1,4,0,2,0,N,1,2,770,3,4,88500.0,9,501,N,2,2,2,2
01-01301,41,2,6,0,2,1,2,1,2,8290,12,5,30000.0,5,176,N,2,2,2,2
51-51255,67,1,6,0,1,0,N,1,1,N,N,12,79400.0,7,501,N,2,2,2,2
51-51255,29,2,1,0,1,0,2,1,1,7870,11,12,108000.0,8,501,N,2,2,2,2
08-00803,63,2,1,0,1,0,2,1,1,5275,6,10,5900.0,1,501,N,2,2,2,2
29-01901,52,1,1,0,2,0,2,1,2,7680,10,6,10000.0,2,399,6,2,1,2,2
17-03531,46,2,6,0,2,0,N,1,1,7490,10,7,15000.0,3,113,N,2,2,2,2
28-01100,18,2,6,0,2,0,2,1,2,N,N,6,0.0,0,62,N,2,2,2,2
17-03531,72,2,4,0,2,0,N,1,1,7860,11,7,41400.0,6,344,N,2,2,2,2
51-01301,14,1,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2
51-51255,16,2,6,4,8,4,12,1,2,N,N,4,0.0,0,122,N,2,2,2,2
01-01301,80,1,3,0,2,N,N,2,0,N,N,5,22000.0,4,N,N,2,1,2,2
06-08507,16,1,6,0,1,2,5,1,2,8590,14,4,5000.0,2,501,N,1,2,2,2
06-08507,12,1,N,0,6,1,5,1,1,N,N,3,N,N,501,N,2,2,2,2
28-01100,50,2,6,0,2,0,N,1,1,8290,12,6,22700.0,5,174,N,2,2,2,2
26-02702,33,1,2,0,6,0,N,1,2,7870,11,12,50000.0,7,376,N,2,2,2,2
38-00100,48,1,4,0,3,1,3,1,1,6170,7,7,11000.0,2,204,N,2,2,2,2
32-00405,49,2,4,0,2,0,N,1,1,9470,16,5,12200.0,2,96,N,1,1,2,2
51-51255,63,2,6,0,6,0,N,1,1,2190,4,6,68600.0,7,501,N,2,2,2,2
24-01004,77,2,3,0,1,0,N,1,2,N,N,7,110000.0,8,501,N,2,2,2,2
19-01700,2,2,N,0,1,0,6,1,1,N,N,N,N,N,324,N,N,N,2,2
26-02702,30,1,1,0,6,0,2,1,2,170,0,5,1600.0,1,98,N,2,2,2,2
32-00405,71,2,1,0,1,0,2,1,1,N,N,9,9800.0,2,142,N,2,2,2,2
51-01301,4,2,N,4,9,0,6,1,1,N,N,2,N,N,246,N,N,N,2,2
28-01100,72,2,4,0,2,0,N,1,1,7280,10,10,42000.0,7,343,N,2,2,2,2
36-04010,77,1,3,0,2,0,4,1,1,N,N,3,0.0,0,286,N,2,1,2,2
26-02702,19,2,6,0,1,N,N,3,0,7870,11,7,31000.0,5,N,N,2,2,2,2
51-51255,72,2,4,0,1,0,N,1,1,9590,16,9,21100.0,3,175,N,2,2,1,2
24-01004,42,2,5,0,6,2,3,1,1,9590,16,9,121600.0,8,501,N,1,2,2,2
13-04600,33,1,6,0,1,0,N,1,1,6480,8,9,78000.0,8,501,N,2,2,2,2
51-01301,38,2,6,0,1,0,N,1,1,7380,10,9,105000.0,8,501,N,2,2,2,2
26-02702,39,1,1,0,2,1,3,1,2,4690,6,9,70000.0,8,501,N,2,2,2,2
17-03531,1,2,N,0,2,4,5,1,2,N,N,N,N,N,18,N,N,N,2,2
24-01004,63,2,1,0,1,0,2,1,1,N,N,9,0.0,0,501,N,2,2,2,2
32-00405,15,2,6,0,2,1,4,1,2,N,N,4,0.0,0,279,N,2,2,2,2
30-00600,8,2,N,0,3,4,6,1,1,N,N,3,N,N,223,N,2,2,2,2
17-03529,65,2,6,0,2,0,N,1,2,8191,12,5,42000.0,6,349,N,2,2,2,2
08-00803,20,1,6,0,1,0,N,1,2,5790,6,7,1000.0,1,7,N,2,2,2,2
51-01301,21,2,6,0,1,N,N,3,0,9670,17,7,8000.0,2,114,N,1,2,2,2
06-07502,50,1,1,0,1,1,3,1,2,7380,10,11,63600.0,7,501,N,2,2,2,2
01-01301,2,2,N,0,2,1,3,1,1,N,N,N,N,N,76,N,N,N,2,2
51-01301,47,1,1,1,8,2,4,1,2,9590,16,10,195000.0,9,501,N,2,2,2,2
29-01901,89,1,3,0,2,0,2,1,1,N,N,4,24700.0,4,426,N,1,2,2,2
38-00100,80,2,4,0,1,0,2,1,1,N,N,7,11500.0,2,66,N,2,2,2,2
17-03529,76,2,4,0,2,0,2,1,2,N,N,7,9500.0,2,63,N,1,2,2,2
51-51255,94,1,1,0,6,1,4,1,1,8570,14,9,3000.0,1,102,N,1,1,1,1
51-01301,52,1,1,0,2,3,5,1,1,5391,6,9,18000.0,3,501,N,2,2,2,2
17-03529,17,2,6,0,1,N,N,2,0,N,N,3,0.0,0,N,N,1,2,2,2
17-03531,14,2,N,0,2,2,4,1,1,N,N,3,N,N,450,N,2,2,2,2
17-03531,71,2,6,0,2,0,3,1,1,N,N,7,24040.0,4,234,N,2,2,2,2
17-03529,12,1,N,0,2,3,5,1,2,N,N,3,N,N,2,N,2,2,2,2
32-00405,16,2,6,0,9,0,4,1,2,N,N,4,0.0,0,157,N,2,2,2,2
36-04010,52,2,1,0,2,0,2,1,2,7270,10,9,40000.0,5,432,N,2,2,2,2
29-01901,76,2,4,0,2,0,N,1,2,N,N,5,8900.0,2,74,N,2,1,2,2
08-00803,29,1,6,0,1,0,N,1,2,8680,14,9,45000.0,6,342,N,2,2,2,2
17-03531,33,2,6,0,2,0,N,1,2,6680,8,7,60000.0,7,458,N,2,2,2,2
06-07502,61,2,1,0,6,0,2,1,2,N,N,4,0.0,0,222,N,2,2,2,2
13-04600,54,1,4,0,2,0,N,1,1,770,3,6,32000.0,5,244,N,2,2,2,2
30-00600,41,1,6,0,1,0,N,1,2,8680,14,7,9000.0,2,67,N,2,2,2,2
17-03531,67,2,3,0,2,2,5,1,1,7071,9,4,50000.0,6,384,N,2,1,2,2
24-01004,36,1,6,0,1,0,N,1,1,7580,10,9,78000.0,7,501,N,2,2,2,2
19-01700,58,2,4,0,1,0,N,1,2,6991,9,7,7200.0,1,51,N,1,2,2,2
28-01100,25,1,6,0,2,0,N,1,2,8680,14,7,18000.0,4,137,N,2,2,2,2
32-00405,0,1,N,1,8,2,5,1,2,N,N,N,N,N,122,N,N,N,2,2
51-51255,72,2,1,0,1,0,2,1,1,N,N,8,293300.0,9,501,N,2,1,2,2
17-03529,67,2,6,0,2,0,N,1,1,8191,12,10,103000.0,9,501,N,2,1,2,2
40-00200,86,2,3,0,1,0,N,1,1,N,N,4,16200.0,4,133,N,2,2,2,2
40-00200,29,2,6,0,3,0,2,1,1,8680,14,5,12500.0,3,129,N,2,2,2,2
51-01301,48,1,6,0,2,0,2,1,1,7280,10,8,40000.0,5,338,N,2,2,2,2
30-00600,82,1,1,0,1,0,2,1,1,N,N,5,26600.0,5,248,N,2,2,2,2
36-03710,41,1,6,4,8,N,N,2,0,1280,4,3,0.0,0,N,N,2,2,2,2
17-03531,12,2,N,0,2,3,6,1,2,N,N,3,N,N,501,N,2,2,2,2
13-04600,21,1,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
38-00100,59,1,4,0,1,0,N,1,1,N,N,8,12300.0,2,98,N,1,2,2,1
36-04010,54,1,1,0,2,0,2,1,2,8270,12,9,80000.0,8,501,N,2,2,2,2
51-51255,29,2,6,0,1,0,N,1,2,7290,10,7,0.0,0,0,N,2,2,2,2
38-00100,66,1,2,0,3,0,N,1,2,9570,16,7,7200.0,1,58,N,2,2,2,2
06-08507,18,1,6,0,6,1,4,1,1,N,N,5,0.0,0,501,N,2,2,2,2
06-07502,35,2,1,0,1,2,4,1,1,7280,10,9,75000.0,7,501,N,2,2,2,2
19-01700,55,2,1,0,1,0,2,1,1,8660,14,5,17000.0,3,294,N,2,2,2,2
30-00600,66,1,1,0,1,0,2,1,1,9160,15,10,37300.0,6,372,N,2,2,2,2
24-01004,86,1,1,0,1,0,2,1,1,7270,10,11,564000.0,9,501,N,2,2,2,1
28-01100,70,1,6,0,1,0,N,1,1,7860,11,7,63500.0,8,501,N,1,1,2,2
30-00600,32,1,1,0,1,2,4,1,1,7290,10,5,55000.0,7,271,N,2,2,2,2
24-01004,13,1,N,0,1,3,4,1,1,N,N,3,N,N,231,N,2,2,2,2
36-03710,21,2,6,0,2,1,3,1,2,N,N,4,0.0,0,53,N,2,2,2,2
51-01301,87,2,1,0,1,0,2,1,1,N,N,9,9600.0,2,501,N,2,1,2,2
29-01901,28,1,6,0,1,0,N,1,2,6570,8,9,2000.0,1,15,N,2,2,2,2
38-00100,75,1,3,0,1,N,N,2,0,N,N,10,20700.0,3,N,5,1,1,2,2
