SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,2,1,1,7,5,0,48-02510,N,573
2,4,1,1,6,9,0,48-02510,10,1753
1,6,1,1,8,9,0,48-02101,8,3987
1,1,1,1,N,6,0,48-02102,11,5534
1,1,1,2,7,5,0,48-02516,11,5385
1,N,6,1,N,9,0,48-02507,9,8306
1,2,4,1,9,1,0,48-02510,15,4060
2,1,1,1,0,5,0,48-02101,11,5606
2,1,1,1,3,5,0,48-02102,11,1806
1,6,1,1,6,4,0,48-02516,14,6904
1,6,1,1,1,4,0,48-02516,10,6712
1,N,1,1,N,9,1,48-02510,N,7720
2,1,1,2,5,7,0,48-02101,6,709
2,6,1,2,4,7,0,48-02101,N,2257
1,1,1,1,3,4,0,48-02507,15,7362
2,6,2,1,0,4,0,48-02516,N,2238
1,6,1,2,5,5,0,48-02516,N,5614
2,1,1,1,1,9,0,48-02507,10,5694
2,N,1,1,N,3,0,48-02101,N,8721
1,1,1,1,4,9,0,48-02101,6,7353
2,6,1,1,5,7,0,48-02516,10,7463
2,1,1,1,1,3,0,48-02510,10,7024
1,6,2,1,6,2,0,48-02101,9,8430
2,1,1,1,6,8,2,48-02102,N,3113
2,4,1,1,1,5,0,48-02516,9,1825
2,4,1,1,9,9,0,48-02515,6,5607
1,1,1,1,1,7,0,48-02515,N,5878
1,1,1,1,0,4,0,48-02102,10,5357
1,N,1,1,5,9,0,48-02516,9,825
1,1,8,1,5,10,0,48-02101,N,725
2,4,1,1,9,4,0,48-02101,10,5334
1,6,1,1,5,8,0,48-02507,6,7343
2,1,1,1,8,5,0,48-02101,11,3709
2,6,9,2,8,9,0,48-02507,3,7120
1,6,1,1,8,9,0,48-02516,8,7284
1,1,1,1,0,6,1,48-02507,6,1871
2,1,1,1,7,9,0,48-02102,6,775
1,1,1,1,3,8,0,48-02510,14,734
2,4,1,1,3,9,0,48-02516,N,1968
2,N,1,1,N,12,0,48-02515,11,8559
2,1,1,1,2,7,0,48-02510,11,2084
2,6,1,1,4,7,0,48-02507,9,4314
2,1,1,2,1,6,0,48-02102,6,5609
2,N,1,2,9,1,0,48-02507,N,8527
2,3,1,1,7,3,0,48-02102,10,1889
2,1,1,1,4,5,0,48-02516,N,5540
1,1,2,1,8,9,0,48-02507,6,5507
2,6,1,1,8,7,0,48-02101,10,3163
1,1,1,1,6,5,0,48-02101,10,3541
1,1,1,1,N,7,1,48-02102,5,2310
1,1,1,1,4,5,0,48-02102,N,5412
2,1,1,1,5,9,0,48-02507,8,3854
2,4,1,1,3,9,0,48-02102,5,6801
2,1,1,1,9,1,0,48-02101,9,7343
1,1,1,1,4,7,0,48-02507,N,1868
1,1,1,2,1,6,0,48-02516,4,4736
1,6,1,1,0,4,0,48-02102,N,3584
1,1,2,2,4,4,0,48-02507,11,5085
2,1,1,1,0,3,0,48-02516,5,6864
1,3,1,1,6,4,0,48-02101,N,4908
1,1,1,1,9,8,0,48-02510,15,7155
1,1,1,1,3,3,0,48-02101,6,7051
2,1,1,1,7,9,0,48-02516,6,5403
1,6,1,1,6,5,0,48-02510,6,6362
1,N,1,1,1,3,1,48-02515,6,3897
2,1,1,1,4,7,0,48-02507,N,4660
1,N,2,1,N,5,0,48-02102,11,8580
2,1,1,1,8,7,0,48-02102,6,1698
2,1,2,1,7,1,0,48-02507,11,5594
1,4,1,1,1,9,0,48-02515,9,6479
1,1,1,2,3,7,0,48-02515,N,6573
2,1,1,1,8,3,0,48-02516,6,5614
2,1,1,1,1,5,0,48-02515,9,689
2,1,1,1,9,7,0,48-02101,N,1972
2,3,1,1,9,3,0,48-02515,14,3040
1,1,2,1,1,9,0,48-02510,11,846
2,N,2,1,N,3,0,48-02515,N,7557
2,6,1,1,8,9,0,48-02515,14,3243
1,1,1,1,7,1,0,48-02510,11,5708
1,1,1,1,5,5,0,48-02101,3,5644
2,1,1,1,6,5,0,48-02102,14,516
1,1,1,1,N,8,0,48-02102,5,8737
2,1,1,1,1,9,0,48-02101,N,823
1,4,1,1,3,4,0,48-02101,9,3848
1,1,1,1,1,9,0,48-02516,6,6667
1,6,1,1,1,7,0,48-02516,9,1834
2,1,1,1,7,3,0,48-02515,9,7519
1,1,1,1,4,9,0,48-02101,6,3756
1,1,1,1,1,2,1,48-02101,N,3161
2,6,9,1,0,7,2,48-02507,N,2616
1,N,1,1,N,3,0,48-02102,N,8893
1,6,1,1,6,9,0,48-02102,8,7144
1,1,1,1,3,5,1,48-02101,9,1730
2,1,1,1,1,9,0,48-02102,9,5598
2,6,1,1,8,4,0,48-02515,6,3859
2,1,1,1,9,10,0,48-02510,8,2421
1,1,2,2,5,6,0,48-02515,5,705
2,1,8,1,9,10,1,48-02102,N,663
2,N,1,1,8,9,0,48-02101,9,7613
2,4,1,1,1,5,0,48-02507,11,5485
2,3,1,2,7,7,0,48-02101,11,5043
1,1,1,1,9,4,0,48-02507,11,7147
2,6,1,1,N,7,0,48-02101,N,8576
1,1,1,1,2,5,0,48-02102,11,7469
1,6,1,1,0,3,0,48-02102,9,761
1,1,1,1,9,5,0,48-02102,15,3858
1,1,1,2,5,9,0,48-02102,5,5517
1,1,1,2,4,6,0,48-02516,6,5573
2,1,1,1,9,7,0,48-02516,9,4767
1,1,2,1,8,8,0,48-02515,15,7302
2,1,1,1,5,9,0,48-02516,N,4032
1,1,1,1,0,5,0,48-02515,8,4194
2,1,1,1,3,9,0,48-02102,14,7265
1,2,1,1,4,5,0,48-02510,10,4142
1,2,1,2,2,1,0,48-02510,8,6024
2,1,1,1,7,1,0,48-02510,14,4337
2,1,1,1,5,10,0,48-02515,14,4288
2,N,1,1,N,7,0,48-02510,9,8441
2,6,1,1,9,9,1,48-02515,6,5461
2,6,1,1,0,4,1,48-02507,2,4590
2,4,1,1,0,9,0,48-02101,11,5618
2,1,1,1,5,9,1,48-02101,9,2087
2,5,1,1,7,9,0,48-02510,14,5646
2,1,1,1,0,9,0,48-02510,5,6581
2,6,1,1,0,6,0,48-02101,8,4012
1,6,1,2,3,2,0,48-02515,14,943
1,1,1,1,6,9,0,48-02101,10,4394
1,1,1,1,7,4,0,48-02507,8,6888
1,1,6,1,7,8,0,48-02510,N,755
2,N,1,1,N,3,4,48-02516,N,8754
2,6,2,2,1,4,0,48-02515,9,4063
2,4,1,2,1,5,0,48-02102,N,3636
1,6,1,1,6,4,0,48-02510,10,1886
2,1,1,1,1,7,0,48-02515,N,5484
2,N,1,1,7,5,0,48-02102,N,7114
1,1,1,1,5,9,0,48-02515,N,5723
2,N,1,2,5,9,0,48-02101,10,629
2,1,1,1,0,1,0,48-02507,11,5351
1,6,1,2,1,5,0,48-02510,14,7610
1,1,1,2,1,9,0,48-02516,10,4526
2,1,1,1,3,6,0,48-02102,N,4824
2,6,1,1,1,4,0,48-02510,14,3693
2,4,2,2,3,1,0,48-02101,N,692
1,1,1,1,8,6,0,48-02102,N,3875
1,1,1,1,9,5,0,48-02102,6,6763
1,4,1,2,0,3,0,48-02102,N,3788
2,4,1,1,6,3,0,48-02101,6,1706
2,6,1,1,0,9,1,48-02510,9,5522
2,4,1,1,1,9,1,48-02102,N,7356
1,1,1,1,5,8,0,48-02510,11,3439
2,6,1,1,1,4,0,48-02102,3,6419
2,1,1,2,6,4,0,48-02101,6,2694
1,1,1,2,3,9,0,48-02102,11,1801
2,1,1,1,5,6,0,48-02102,15,2972
2,3,1,1,6,8,0,48-02515,11,4372
2,1,1,1,6,3,0,48-02101,10,7232
1,1,1,1,5,5,0,48-02102,N,1995
2,1,1,1,5,7,0,48-02507,14,7482
2,1,8,2,5,1,0,48-02507,N,5829
2,4,1,1,8,6,0,48-02515,N,5328
1,3,1,1,9,9,0,48-02516,10,3981
1,N,1,1,N,1,0,48-02515,9,7504
2,1,6,1,1,6,0,48-02102,N,1604
2,1,1,1,0,5,0,48-02510,4,7236
1,1,1,1,9,4,1,48-02510,2,2968
2,6,9,1,8,9,0,48-02101,9,7797
2,2,1,1,6,4,0,48-02102,15,812
2,1,1,2,0,9,0,48-02516,11,5371
2,1,1,1,6,10,0,48-02102,3,7625
2,1,1,1,7,7,0,48-02516,11,3854
2,4,1,1,6,9,0,48-02510,N,5244
2,1,1,2,3,1,0,48-02515,9,5274
1,1,1,2,6,7,0,48-02102,4,532
2,1,1,1,6,5,0,48-02101,8,7317
2,N,1,1,9,3,1,48-02101,N,8909
2,1,1,1,8,7,0,48-02510,15,5471
2,1,1,1,5,4,0,48-02515,N,7354
1,1,1,1,8,5,0,48-02102,3,982
2,1,1,1,1,7,0,48-02101,N,7288
2,1,2,1,9,9,0,48-02515,14,7156
1,6,1,2,0,5,0,48-02515,N,703
1,1,1,1,6,5,0,48-02516,10,5793
1,1,1,1,3,10,0,48-02101,5,7181
1,6,1,2,6,6,0,48-02507,14,1817
2,1,1,1,0,6,0,48-02507,N,753
1,6,1,1,0,9,2,48-02510,N,2083
1,6,9,1,8,3,0,48-02101,N,5546
1,N,2,1,N,9,0,48-02515,N,7648
2,6,1,1,8,9,0,48-02510,14,8620
1,1,1,1,8,1,0,48-02515,6,8620
2,1,1,1,6,9,0,48-02101,11,2163
2,1,1,2,1,7,0,48-02507,5,7322
1,6,1,2,3,4,1,48-02507,14,5559
2,1,1,1,8,10,0,48-02515,15,2193
1,4,1,1,1,7,1,48-02516,5,3861
2,1,1,1,0,5,0,48-02101,10,7417
2,1,1,2,4,4,0,48-02516,14,5229
1,6,1,1,2,6,0,48-02102,N,4767
1,1,1,1,6,7,0,48-02516,11,7063
1,6,1,1,8,9,0,48-02101,14,495
2,1,1,1,3,9,1,48-02101,11,7334
1,6,1,1,0,6,0,48-02515,N,8589
2,N,1,1,8,9,0,48-02507,11,7237
2,6,1,1,1,9,0,48-02507,14,7324
1,5,9,0,N,3,0,48-02516,9,574
2,1,1,1,8,4,0,48-02102,14,3332
1,N,1,1,9,5,0,48-02101,6,7384
1,1,1,1,3,7,0,48-02515,14,2917
1,4,1,2,7,7,0,48-02510,15,5752
2,6,1,1,6,6,4,48-02507,10,1566
2,1,1,1,3,8,0,48-02515,N,3776
1,1,1,1,1,9,0,48-02101,14,3819
2,1,1,1,1,7,0,48-02102,14,4632
2,1,1,1,0,9,0,48-02510,4,6425
2,1,1,1,4,1,0,48-02102,14,3145
1,1,1,1,0,7,0,48-02101,N,3910
2,1,1,1,6,5,0,48-02516,4,3858
2,6,1,1,1,5,0,48-02515,14,5061
2,4,1,1,9,9,0,48-02515,N,7243
1,3,1,1,3,9,0,48-02510,14,1442
1,1,1,2,8,5,0,48-02101,2,2148
1,1,1,1,8,10,0,48-02516,N,7254
2,1,1,1,8,6,0,48-02516,14,3938
1,1,1,1,3,7,1,48-02101,8,2160
1,1,1,1,9,9,0,48-02516,14,5806
1,N,1,1,N,4,0,48-02101,9,8798
1,6,1,2,8,9,0,48-02101,9,754
2,N,1,1,9,9,0,48-02102,N,8451
2,1,1,1,5,4,0,48-02101,2,1803
1,1,1,1,5,6,0,48-02102,11,729
2,1,1,1,8,9,0,48-02101,6,5514
1,1,1,1,1,7,0,48-02102,6,5633
2,3,1,1,7,4,0,48-02102,11,5017
1,N,1,1,N,9,1,48-02510,9,7339
2,1,1,1,7,7,0,48-02510,4,6795
1,1,1,1,9,6,0,48-02507,6,7009
2,1,1,2,0,8,0,48-02507,9,1725
2,1,1,1,7,6,1,48-02515,10,1748
2,1,8,1,6,3,0,48-02101,N,3895
2,1,1,1,8,3,0,48-02101,3,5636
1,1,1,2,7,9,0,48-02507,14,5558
1,1,1,1,7,7,0,48-02507,4,1805
2,4,1,1,3,3,0,48-02515,N,4236
1,6,1,1,4,5,1,48-02102,9,4776
1,N,1,2,N,5,0,48-02101,9,8838
2,1,1,1,8,9,0,48-02515,11,775
1,1,1,2,4,9,0,48-02515,8,655
1,1,1,1,8,5,4,48-02101,8,4885
2,1,2,2,0,9,0,48-02102,N,1919
1,1,1,1,9,9,0,48-02101,9,6084
1,4,1,1,0,5,0,48-02515,3,617
2,N,1,2,7,12,0,48-02515,N,8824
1,1,1,1,1,4,0,48-02507,10,520
2,4,1,2,1,9,0,48-02102,5,4262
2,4,1,1,1,4,0,48-02510,9,7269
1,1,1,2,4,3,0,48-02507,6,7148
1,1,1,2,8,4,0,48-02102,6,8633
2,6,1,1,8,9,0,48-02516,11,704
2,6,1,1,0,3,0,48-02101,9,6628
2,4,1,2,5,5,0,48-02516,N,599
2,N,1,1,N,12,0,48-02101,N,8718
1,1,1,1,8,5,0,48-02102,4,3145
2,1,1,0,6,7,0,48-02101,11,5386
1,1,1,1,7,5,0,48-02515,10,7030
2,3,1,1,1,3,0,48-02102,N,5836
1,4,2,1,4,5,0,48-02510,N,5767
1,1,1,1,1,4,0,48-02101,9,1877
2,6,1,1,3,9,0,48-02507,5,2029
1,1,1,1,0,5,0,48-02102,N,763
1,6,1,1,7,8,0,48-02510,8,4639
1,1,1,1,3,1,0,48-02516,10,3767
1,N,1,1,9,5,0,48-02510,9,4030
1,1,1,2,N,5,0,48-02102,9,724
1,1,1,1,8,5,0,48-02510,10,3580
1,N,1,1,9,1,0,48-02510,N,594
1,3,1,2,4,6,1,48-02516,N,5393
1,4,1,2,1,4,0,48-02516,4,8509
2,N,2,1,9,2,0,48-02101,9,8960
2,1,1,1,6,9,0,48-02516,11,7146
1,1,1,1,7,4,0,48-02101,6,5662
1,4,1,1,6,4,0,48-02102,14,5342
2,N,1,1,N,3,0,48-02510,N,8555
2,6,1,1,9,3,0,48-02507,5,6510
1,1,1,1,1,4,0,48-02102,16,5631
2,1,1,1,4,9,0,48-02516,N,5095
2,N,1,1,N,3,1,48-02101,N,8610
2,N,9,2,N,10,0,48-02102,N,8748
1,1,1,1,7,9,0,48-02102,10,5657
2,1,1,1,4,7,0,48-02515,14,4092
2,1,1,1,0,3,0,48-02102,N,1802
2,4,1,2,7,4,0,48-02101,2,4784
1,N,1,1,N,9,0,48-02510,N,8668
2,1,1,1,6,9,0,48-02510,9,734
1,1,1,1,6,5,0,48-02101,8,2362
2,1,1,2,5,7,0,48-02510,9,1682
2,1,1,1,9,8,0,48-02101,N,707
2,1,1,2,9,9,0,48-02516,N,6200
2,1,1,2,5,5,0,48-02510,5,5396
1,4,1,1,0,5,0,48-02102,9,2966
2,1,1,1,9,4,0,48-02516,8,5774
1,6,1,2,6,6,0,48-02516,N,5526
2,4,1,2,7,7,0,48-02516,11,5442
1,1,2,1,8,9,0,48-02516,9,726
2,4,1,1,0,2,0,48-02510,9,1476
2,1,1,1,0,4,0,48-02101,10,641
1,N,9,0,N,6,1,48-02507,2,7069
2,1,2,1,5,5,0,48-02102,8,5436
2,6,1,1,4,9,1,48-02101,9,1918
1,1,1,1,1,1,0,48-02515,14,5047
2,1,1,1,7,4,0,48-02515,8,3744
2,1,1,2,4,7,0,48-02101,N,5658
1,1,1,2,6,6,0,48-02516,11,5608
1,1,1,1,8,6,0,48-02510,5,5375
1,2,8,0,6,4,0,48-02515,9,407
1,6,1,1,6,3,0,48-02516,3,1719
1,1,6,1,3,3,0,48-02507,6,7143
2,6,1,1,4,3,0,48-02516,11,1692
1,1,1,1,9,10,0,48-02516,8,6031
1,1,1,1,8,5,0,48-02102,11,5302
2,1,1,2,N,7,4,48-02507,6,6161
2,1,1,1,0,10,0,48-02516,9,1847
2,1,1,1,4,8,0,48-02507,11,7335
1,1,2,1,6,5,1,48-02101,5,3564
2,1,2,1,1,6,0,48-02102,14,754
2,3,1,1,8,9,0,48-02510,N,1924
2,4,1,2,4,3,1,48-02507,4,1883
1,6,1,1,7,9,0,48-02510,9,1997
1,5,1,2,0,7,0,48-02510,N,6182
1,1,1,1,3,5,0,48-02516,N,472
2,1,1,1,5,5,0,48-02102,6,566
1,1,1,1,0,7,0,48-02102,6,3734
2,1,1,1,4,9,0,48-02510,9,7346
1,1,1,1,5,9,0,48-02516,11,770
2,N,1,2,N,3,0,48-02515,9,8738
2,1,1,1,4,5,0,48-02101,11,3529
2,N,1,1,N,3,0,48-02507,N,5504
1,1,1,1,7,9,0,48-02516,11,2234
2,N,1,1,3,5,0,48-02102,N,8531
1,2,6,1,0,5,0,48-02515,N,4664
1,6,1,1,8,8,1,48-02510,11,840
1,6,1,2,6,4,0,48-02102,5,7443
2,4,1,1,N,3,0,48-02515,9,7958
1,4,1,1,4,7,0,48-02101,10,4271
2,1,1,1,1,9,4,48-02510,9,5774
2,N,1,2,N,1,0,48-02101,9,7178
1,6,7,1,0,4,0,48-02515,N,7507
2,N,1,1,9,9,0,48-02515,9,5958
2,1,1,1,1,6,0,48-02101,N,3915
2,1,1,1,6,5,0,48-02516,11,827
2,6,1,1,6,4,1,48-02101,11,1642
2,1,1,1,1,4,0,48-02515,N,722
1,1,1,1,6,6,0,48-02510,N,3045
1,1,1,2,6,7,1,48-02101,N,5626
2,N,1,1,N,2,0,48-02101,N,8840
1,N,6,1,N,3,0,48-02101,N,8862
2,N,1,2,N,3,0,48-02507,9,8491
1,6,1,1,7,7,0,48-02516,4,7450
1,1,2,1,6,8,0,48-02101,6,2576
2,1,1,1,4,7,0,48-02101,N,6719
2,2,1,2,8,9,0,48-02102,10,620
2,1,1,1,0,8,0,48-02510,11,8740
2,N,1,1,8,3,1,48-02101,9,7487
2,3,1,1,6,7,0,48-02507,N,4284
2,1,1,1,6,1,0,48-02516,9,4200
2,1,1,1,1,6,0,48-02516,N,7508
1,1,1,1,9,9,0,48-02102,6,8644
1,1,1,1,6,10,0,48-02516,N,3896
1,1,1,2,8,9,0,48-02515,9,813
1,6,1,2,1,4,1,48-02102,9,7316
2,6,1,1,6,7,0,48-02515,N,5471
2,1,2,1,7,1,0,48-02101,10,3674
2,1,1,1,0,3,1,48-02515,14,3045
1,4,1,1,3,5,0,48-02101,N,8800
2,1,1,1,N,3,0,48-02102,5,7266
2,1,1,1,9,7,0,48-02515,6,3797
1,6,1,1,0,5,0,48-02510,9,7148
2,N,1,1,N,3,0,48-02510,N,8871
1,1,1,1,6,9,0,48-02101,9,554
1,1,1,1,0,6,0,48-02101,N,2916
2,1,1,1,0,6,0,48-02515,N,4009
1,6,2,1,6,6,0,48-02101,4,605
2,1,1,1,N,10,0,48-02101,N,3824
2,N,1,1,6,7,1,48-02507,11,3684
1,1,1,1,0,4,0,48-02507,14,8506
2,1,1,1,6,5,0,48-02102,14,7356
1,N,1,1,N,9,0,48-02510,6,5922
2,1,1,1,1,5,0,48-02102,N,707
2,4,1,1,3,4,0,48-02516,N,2627
2,N,1,2,N,1,0,48-02516,9,7645
1,1,1,1,5,7,0,48-02507,11,3413
2,1,1,1,5,9,0,48-02510,10,7236
2,1,1,1,0,9,0,48-02516,9,6050
2,1,1,1,8,12,1,48-02510,11,2424
2,4,1,1,9,9,1,48-02516,10,1723
2,1,1,1,2,7,0,48-02102,N,1730
2,1,1,1,9,9,0,48-02101,9,8724
1,6,1,1,4,5,0,48-02101,11,6874
1,1,1,1,8,7,0,48-02516,9,8710
2,1,1,1,7,7,0,48-02515,N,2098
1,6,1,1,5,8,0,48-02516,11,3947
1,N,1,1,N,3,0,48-02516,N,8556
2,1,1,1,3,10,0,48-02102,11,3587
2,N,1,1,9,3,0,48-02101,N,7679
1,6,1,1,0,3,0,48-02510,10,4846
1,1,1,1,3,9,1,48-02516,9,596
1,1,1,1,0,3,1,48-02510,14,4050
2,1,1,2,0,7,0,48-02516,3,6002
1,1,1,2,3,7,0,48-02516,2,4229
2,4,1,1,9,7,0,48-02510,15,2052
1,1,1,1,6,8,0,48-02102,N,6123
1,4,1,1,2,4,1,48-02515,11,1868
1,4,1,1,3,12,0,48-02102,N,8530
1,1,1,1,8,8,1,48-02101,11,2002
1,1,1,2,4,5,0,48-02102,8,6182
1,N,1,1,7,5,0,48-02515,3,3553
1,6,2,1,5,4,0,48-02516,10,3810
2,1,1,2,0,5,0,48-02516,10,7212
1,N,1,1,N,3,0,48-02102,9,8863
2,3,1,1,1,6,0,48-02102,N,6588
1,1,1,1,5,8,0,48-02516,11,661
1,1,1,1,5,9,0,48-02102,N,3768
2,4,1,2,0,3,1,48-02507,N,2200
2,N,1,1,9,9,0,48-02101,N,8567
1,1,1,1,4,4,0,48-02102,14,652
2,6,1,1,9,7,0,48-02516,10,6070
1,1,1,1,8,8,0,48-02101,10,658
2,4,1,1,0,6,0,48-02515,11,5758
2,6,1,1,1,3,1,48-02102,N,3395
2,N,1,2,6,3,0,48-02101,6,717
1,1,1,1,N,3,0,48-02510,9,5281
1,6,1,1,0,3,0,48-02101,9,7342
1,6,1,1,1,4,0,48-02515,14,687
2,1,1,1,1,3,1,48-02101,9,5215
1,6,2,1,1,9,0,48-02101,6,3757
2,1,1,1,1,10,0,48-02515,9,7294
1,6,1,2,0,5,0,48-02102,9,426
1,6,1,2,7,7,1,48-02515,8,6337
1,1,1,2,3,9,0,48-02102,8,5279
2,4,1,2,6,5,0,48-02515,6,7157
1,4,1,1,8,9,0,48-02510,2,1632
2,1,1,1,7,7,0,48-02101,14,2095
1,1,1,1,3,7,0,48-02101,5,4160
2,1,1,1,8,7,0,48-02101,9,7352
2,1,1,1,1,9,0,48-02516,14,3632
2,N,1,1,N,1,0,48-02516,6,8505
2,6,1,1,1,9,0,48-02101,5,5479
2,N,1,1,N,3,0,48-02507,N,7195
1,N,2,1,9,9,0,48-02101,N,7681
2,1,1,1,9,10,0,48-02510,N,6627
2,1,2,1,6,4,0,48-02510,4,3838
2,N,1,1,N,3,0,48-02101,9,8727
2,1,1,1,1,9,0,48-02102,10,736
1,N,1,1,5,3,0,48-02101,10,7520
2,1,1,1,3,7,1,48-02516,N,7193
2,4,1,1,0,3,0,48-02516,4,5563
1,1,1,1,9,8,0,48-02515,10,4152
1,N,1,1,5,5,0,48-02101,10,2583
2,4,1,1,5,9,0,48-02510,9,8603
1,1,1,1,9,7,0,48-02510,10,4953
2,3,1,2,7,9,0,48-02507,9,512
2,1,1,1,1,7,0,48-02101,11,5827
1,N,1,1,N,4,0,48-02102,9,8671
1,1,1,1,4,4,0,48-02101,14,1571
1,3,1,1,3,7,0,48-02101,N,5394
2,1,1,1,3,1,1,48-02510,N,7172
2,4,1,2,7,8,0,48-02102,9,2594
2,1,1,1,3,6,0,48-02102,11,6405
2,4,1,1,4,6,0,48-02516,14,7210
2,1,1,1,5,1,0,48-02515,11,7253
2,6,1,1,0,4,0,48-02102,N,7125
2,4,1,1,8,7,1,48-02515,5,5514
1,1,1,1,0,5,1,48-02515,9,3278
2,6,1,1,8,5,0,48-02515,10,5862
2,3,2,1,4,9,0,48-02510,6,5216
2,6,1,1,3,10,0,48-02102,11,7444
2,1,1,2,7,9,0,48-02507,14,2199
2,1,1,1,5,7,0,48-02516,N,3721
2,1,1,1,0,6,1,48-02507,N,5330
2,3,1,1,6,8,0,48-02510,N,3449
2,3,1,1,1,4,0,48-02102,9,772
2,6,1,1,7,9,1,48-02515,11,7339
1,N,1,1,N,2,0,48-02101,N,8301
2,1,2,1,7,8,0,48-02510,N,618
2,1,1,1,3,8,1,48-02507,11,1894
1,N,2,2,9,4,0,48-02515,N,8639
2,4,1,1,7,5,0,48-02101,10,6714
2,6,1,1,6,4,0,48-02101,10,1640
2,N,6,1,N,3,0,48-02515,N,7508
2,1,1,1,0,8,0,48-02516,8,1735
2,1,1,1,5,1,0,48-02101,N,7326
1,1,1,1,5,6,0,48-02510,4,656
2,4,1,2,4,5,0,48-02102,6,648
1,N,1,2,N,3,0,48-02515,N,8395
2,2,1,2,3,3,0,48-02102,N,715
2,N,1,2,9,3,0,48-02101,N,6626
1,1,1,1,6,7,0,48-02507,N,7386
1,6,1,1,3,7,0,48-02101,14,707
1,1,1,2,3,5,0,48-02102,N,714
1,1,2,0,1,4,0,48-02102,11,2685
1,1,1,1,N,9,0,48-02516,3,5673
2,1,1,1,1,1,0,48-02102,N,843
1,1,1,2,5,5,0,48-02102,14,5647
2,3,1,1,8,9,0,48-02516,N,731
2,N,1,1,9,3,0,48-02101,N,7520
2,1,1,1,8,9,0,48-02507,11,1989
2,1,1,1,N,8,1,48-02101,9,7258
1,1,1,1,8,1,0,48-02101,9,3921
2,1,1,1,4,7,0,48-02101,11,7474
1,6,1,2,N,9,0,48-02510,11,8649
2,N,1,1,6,4,0,48-02516,11,5101
1,1,1,1,6,5,0,48-02515,6,5653
2,1,1,1,1,3,0,48-02102,N,5525
2,N,1,1,0,3,0,48-02516,8,5871
1,1,1,1,9,9,0,48-02516,6,3397
2,3,1,1,3,6,0,48-02102,9,3339
1,4,1,1,1,2,0,48-02507,9,5279
2,1,1,1,0,9,0,48-02510,9,5801
1,N,1,1,7,9,0,48-02102,5,7137
2,1,1,1,8,8,0,48-02515,N,654
1,N,1,1,N,3,0,48-02507,N,8846
1,1,1,1,6,5,4,48-02102,N,4593
1,1,1,2,5,6,0,48-02101,2,2064
2,1,1,1,8,7,0,48-02102,9,4615
1,4,1,1,8,4,0,48-02507,10,7085
1,N,1,2,9,9,0,48-02102,N,8575
1,1,2,2,6,9,0,48-02510,15,1444
2,6,1,1,1,9,0,48-02515,14,3989
1,1,1,2,6,8,0,48-02507,6,3611
1,6,1,2,3,9,0,48-02102,14,729
2,1,1,1,8,1,0,48-02510,15,700
1,1,1,1,3,9,0,48-02101,5,1975
1,1,1,2,0,9,0,48-02515,N,639
2,N,2,1,9,3,0,48-02101,9,5439
2,1,1,1,0,5,0,48-02507,N,4687
2,1,1,1,7,7,0,48-02101,8,5842
1,N,1,1,N,1,0,48-02516,N,8775
2,1,1,1,7,7,0,48-02510,11,1970
1,4,1,2,1,7,0,48-02515,N,5679
1,6,1,1,9,7,1,48-02515,14,8618
2,3,1,1,4,5,0,48-02101,N,2467
1,1,1,1,1,9,0,48-02516,15,1590
1,6,2,1,1,3,0,48-02510,9,7229
2,1,1,1,1,12,0,48-02507,N,5668
2,1,1,1,6,9,0,48-02507,N,5486
2,6,1,2,9,4,0,48-02101,5,5770
2,6,1,2,4,5,0,48-02507,9,3060
1,1,1,1,3,5,0,48-02102,6,751
1,6,1,1,9,12,0,48-02102,8,911
2,1,1,1,3,9,0,48-02515,4,2020
1,1,1,1,8,10,0,48-02510,10,2913
2,6,1,1,4,6,0,48-02510,14,3129
1,N,1,1,N,5,0,48-02516,9,7435
2,1,1,1,9,4,1,48-02515,9,777
2,1,2,2,8,9,0,48-02102,N,5582
2,1,1,1,6,12,0,48-02102,11,915
1,6,1,1,9,5,0,48-02101,9,3346
1,2,1,0,9,9,0,48-02101,9,662
2,N,1,1,N,9,0,48-02101,N,8793
1,1,1,1,N,9,0,48-02101,2,689
2,1,1,1,6,9,0,48-02102,8,1913
1,6,1,1,4,7,0,48-02507,N,637
2,1,1,1,5,3,0,48-02507,15,3553
2,N,1,2,N,9,0,48-02507,N,8704
2,1,1,1,0,7,0,48-02510,10,7192
1,1,2,1,8,4,0,48-02515,N,700
1,N,1,1,8,3,0,48-02101,N,6280
1,1,8,1,6,9,0,48-02102,9,7155
1,1,1,1,4,5,0,48-02510,14,5397
2,1,1,1,0,9,0,48-02516,N,2075
1,3,1,1,8,3,0,48-02510,N,7331
2,6,9,1,3,3,0,48-02507,N,823
1,1,1,1,6,1,0,48-02516,10,4624
2,1,1,1,1,4,0,48-02101,10,6872
1,N,1,1,9,5,0,48-02507,14,5660
2,1,1,1,0,5,0,48-02516,5,6992
1,1,1,1,4,4,0,48-02507,9,7283
1,1,1,1,6,5,1,48-02515,10,7336
1,1,1,1,4,4,0,48-02102,11,2060
2,1,1,2,6,5,0,48-02102,11,739
1,N,1,1,8,3,0,48-02101,N,8725
1,N,1,1,N,2,0,48-02102,N,768
1,1,1,1,4,7,0,48-02101,14,4855
2,1,1,2,8,7,0,48-02102,11,7119
2,N,1,1,9,9,0,48-02516,N,7216
