PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02515,68,2,1,0,1,0,2,1,1,3092.4,3080,3,7,57200.0,8,52,N,2,2,2,2,119,123,7581
48-02516,13,2,N,0,1,2,4,1,2,357.4,9920,N,3,99000.0,N,214,N,2,2,2,2,55,17,8487
48-02507,82,2,3,0,1,2,4,1,1,3731.1,9920,N,6,9900.0,1,53,N,2,1,2,2,50,43,539
48-02515,14,2,2,0,1,0,3,1,1,357.4,8590,14,5,210000.0,0,5,N,2,2,2,2,81,82,7297
48-02516,55,1,1,0,1,0,4,1,1,1338.4,7071,9,8,80040.0,8,473,N,2,2,2,2,124,132,802
48-02516,36,1,1,0,9,2,4,3,1,3731.1,7890,9,1,29800.0,4,219,N,2,2,2,2,52,16,654
48-02101,63,1,3,0,1,0,2,1,1,357.4,3365,6,6,22550.0,7,501,N,2,2,2,2,87,83,704
48-02102,72,1,1,0,1,2,4,1,1,3092.4,9920,3,1,80040.0,1,401,N,2,2,2,2,94,88,797
48-02510,28,1,6,4,9,2,3,1,2,3092.4,7670,2,8,2430.0,1,40,N,2,2,2,2,308,241,5546
48-02515,38,2,6,0,1,0,2,1,2,2134.8,490,8,9,7900.0,7,501,N,2,2,2,2,84,88,1761
48-02507,15,1,6,0,1,1,3,1,1,3731.1,8660,N,3,0.0,0,299,N,2,2,2,2,33,72,1833
48-02516,67,2,1,0,1,0,2,1,1,1338.4,9920,N,6,40900.0,7,500,N,2,2,2,2,87,81,3906
48-02515,51,1,1,0,1,2,4,1,1,2134.8,7780,3,8,81050.0,8,143,N,2,2,2,2,79,20,3152
48-02516,66,2,1,0,1,0,3,1,1,1338.4,9920,N,1,36020.0,4,52,N,2,2,2,2,11,16,7349
48-02510,36,2,1,0,2,0,2,1,1,3731.1,9920,N,9,79500.0,1,90,N,2,2,1,2,86,59,4103
48-02507,76,2,1,0,1,0,2,1,1,3731.1,9920,9,9,30400.0,5,213,N,2,2,2,1,41,49,6723
48-02101,57,1,1,0,1,0,2,1,1,357.4,9920,3,9,53880.0,7,501,N,2,2,2,2,88,91,4504
48-02102,37,1,1,1,1,0,4,1,1,450.9,4980,6,5,274000.0,4,401,N,2,2,2,2,140,87,1931
48-02515,63,1,4,0,1,0,2,1,1,2134.8,9920,N,1,370.0,6,501,N,2,2,2,2,316,16,822
48-02510,38,2,1,0,1,0,3,1,1,3092.4,9920,14,7,23000.0,3,239,N,2,2,2,2,91,54,1647
48-02507,5,1,N,0,1,3,6,2,0,3731.1,9920,N,7,99800.0,N,346,N,N,1,2,2,37,38,8364
48-02510,37,1,1,0,2,1,6,1,1,3092.4,N,9,8,99300.0,5,135,N,2,2,2,2,50,52,3024
48-02101,46,2,1,0,1,0,2,1,1,357.4,7880,11,9,21500.0,8,501,N,2,2,2,2,44,50,544
48-02515,79,2,N,0,2,1,6,1,2,2134.8,N,N,6,98400.0,N,229,N,2,1,2,2,81,76,7137
48-02510,27,2,1,0,2,0,7,1,1,3092.4,7880,11,9,83990.0,6,343,N,2,2,2,2,134,97,5374
48-02101,5,2,N,0,1,0,6,1,1,357.4,9920,N,12,N,4,216,N,2,2,2,2,60,54,4454
48-02101,14,1,6,0,1,2,4,1,1,357.4,5470,6,5,8200.0,1,381,N,2,2,2,2,16,80,5546
48-02101,26,1,6,1,1,0,6,1,1,2134.8,7780,11,5,247000.0,3,134,N,2,2,2,2,92,78,5487
48-02102,36,1,1,0,1,0,3,1,1,450.9,6992,8,4,40100.0,6,469,N,2,2,2,2,42,42,1966
48-02515,28,2,6,0,1,0,4,1,2,2134.8,7890,11,9,80200.0,6,399,N,2,2,2,2,89,58,3636
48-02515,61,1,1,0,1,0,2,1,1,2134.8,3070,4,4,3300.0,9,52,N,2,2,2,2,86,85,6322
48-02102,15,2,4,0,1,3,6,1,1,2134.8,8590,14,5,6000.0,2,14,N,2,2,2,2,16,16,556
48-02102,4,1,N,0,1,2,4,1,1,357.4,9920,9,3,9950.0,9,52,N,2,2,2,2,257,288,8497
48-02510,65,2,1,0,1,0,2,1,1,3092.4,7890,11,4,4200.0,0,233,N,2,2,2,2,88,84,7038
48-02516,49,1,1,0,1,1,4,1,1,1338.4,7790,11,4,48300.0,6,455,N,2,2,2,2,81,87,3540
48-02101,64,1,1,1,1,0,2,1,1,1338.4,N,N,3,-600.0,0,52,N,2,2,2,2,341,184,2981
48-02507,2,2,N,1,1,3,6,1,1,3731.1,9920,N,2,99800.0,9,225,N,2,2,2,2,40,44,7545
48-02510,5,1,N,0,1,2,4,1,2,3092.4,9920,N,10,N,9,425,N,2,N,2,2,68,62,8907
48-02516,6,2,N,1,8,0,8,1,1,1338.4,9920,9,12,N,N,208,N,2,2,2,2,55,53,9002
48-02515,72,1,3,0,1,0,2,1,1,2134.8,3070,4,5,79520.0,9,501,N,2,2,2,2,76,87,6331
48-02102,6,2,N,0,1,0,7,1,1,450.9,N,9,1,N,9,239,N,2,2,2,2,51,50,8900
48-02101,38,2,1,0,1,0,3,1,1,357.4,6991,11,10,138000.0,9,500,N,2,2,2,2,91,200,895
48-02102,63,2,1,0,1,0,2,1,1,450.9,9920,N,7,61800.0,1,229,N,2,1,2,1,47,49,4511
48-02102,59,2,1,0,1,1,3,1,1,450.9,5670,6,7,130600.0,9,501,N,2,2,2,2,110,81,5459
48-02101,64,1,4,1,1,0,6,1,1,450.9,9920,N,5,9950.0,1,84,N,2,2,2,2,78,12,4362
48-02102,14,2,N,0,1,3,4,1,1,450.9,N,N,3,0.0,N,318,N,2,2,2,2,18,25,8768
48-02102,15,2,6,0,1,1,4,1,1,3092.4,8680,14,7,20100.0,4,501,N,2,2,2,2,45,228,7646
48-02102,39,1,1,0,1,0,4,1,1,450.9,7770,10,9,59420.0,7,501,N,2,2,2,2,45,49,2025
48-02507,56,1,1,0,1,0,2,1,1,3731.1,2880,6,6,149000.0,7,501,N,2,2,2,2,30,38,1957
48-02102,6,2,N,0,1,2,4,1,1,450.9,N,N,4,21810.0,N,400,N,2,2,2,2,57,58,7654
48-02516,15,2,N,1,1,5,6,1,1,450.9,N,9,3,N,N,235,N,2,2,2,2,121,133,8205
48-02101,50,2,1,0,6,0,2,1,1,357.4,7860,11,1,79480.0,1,501,N,2,2,2,2,89,60,2741
48-02516,58,1,4,0,1,0,N,1,2,1338.4,7870,10,7,55900.0,6,400,N,2,2,2,2,47,46,2204
48-02515,39,2,1,0,1,0,2,1,1,2134.8,7790,11,1,56750.0,7,235,N,2,2,2,2,254,53,3908
48-02101,44,1,6,0,1,0,2,1,1,357.4,8590,14,4,25700.0,7,357,N,2,2,2,2,15,11,554
48-02102,58,1,4,0,1,0,N,1,1,2134.8,2780,2,9,56700.0,7,52,N,2,2,2,2,47,49,4428
48-02101,3,1,N,0,1,2,6,1,1,450.9,9920,9,9,9900.0,N,500,N,N,N,2,2,89,89,7779
48-02507,13,2,N,0,1,1,7,1,2,3731.1,N,N,2,N,9,231,N,2,2,2,2,165,124,7620
48-02507,40,1,1,0,1,0,4,1,1,3092.4,6280,10,7,785000.0,5,324,N,2,2,2,2,47,45,7290
48-02507,34,2,1,0,1,3,5,1,2,3731.1,7780,11,3,14100.0,3,148,N,2,2,2,2,87,54,3318
48-02102,56,2,1,0,1,0,6,1,1,450.9,9920,8,1,2300.0,4,414,N,2,2,2,2,56,164,7368
48-02510,68,2,4,0,1,0,2,1,1,450.9,9920,N,6,82000.0,1,52,N,2,2,2,2,50,54,4281
48-02510,69,1,1,1,1,0,6,1,1,3092.4,7071,9,4,583000.0,4,235,N,2,1,2,2,78,48,530
48-02516,45,2,1,0,1,0,4,1,1,2134.8,2490,5,4,59400.0,5,349,N,2,2,2,2,245,185,6271
48-02516,16,2,4,0,1,0,N,1,2,1338.4,9920,N,9,101100.0,6,90,N,2,2,2,2,51,52,3915
48-02101,28,2,6,0,1,0,N,1,2,357.4,8660,6,5,60.0,1,225,N,2,2,2,2,127,84,1878
48-02102,73,1,6,0,1,0,4,1,1,1338.4,9190,14,7,274000.0,4,500,N,2,2,2,2,124,90,802
48-02102,69,1,1,0,1,0,2,1,1,450.9,7280,11,12,568000.0,6,471,N,2,2,2,2,13,21,693
48-02515,51,1,6,0,2,3,3,1,2,2134.8,9920,9,4,128000.0,2,218,N,2,2,2,2,80,80,5118
48-02101,35,1,1,0,1,3,4,1,1,357.4,7780,3,6,41850.0,6,501,N,2,2,2,2,89,96,5907
48-02510,69,1,1,0,1,0,2,1,1,3092.4,7280,10,1,219000.0,4,342,N,2,2,2,2,81,80,7191
48-02507,37,2,1,0,1,0,2,1,1,3731.1,7770,11,4,101000.0,6,247,N,2,2,2,2,81,81,669
48-02102,41,1,1,0,1,1,4,1,1,1338.4,3670,10,7,58900.0,7,52,N,2,2,2,2,56,92,2048
48-02510,58,2,4,0,1,0,2,1,1,1338.4,9920,N,5,12800.0,1,340,N,2,2,2,2,17,18,693
48-02101,68,2,1,0,1,0,2,1,1,357.4,4990,5,7,25800.0,5,344,N,2,2,2,2,48,54,784
48-02101,65,2,1,0,1,0,2,1,1,357.4,9920,N,7,83400.0,8,52,N,2,2,2,2,41,14,3920
48-02516,38,1,1,1,1,2,4,1,1,357.4,9920,3,3,36020.0,1,344,N,2,2,2,2,92,56,4927
48-02101,41,1,6,0,1,0,7,1,1,357.4,5190,9,9,241800.0,8,396,N,1,2,2,2,50,52,2298
48-02510,47,1,1,0,1,1,4,1,1,3731.1,580,8,6,14000.0,8,500,N,2,2,2,2,54,22,3851
48-02101,56,1,4,0,1,0,N,1,1,2134.8,3080,6,3,N,9,500,N,2,2,2,2,47,43,651
48-02102,68,2,N,0,1,0,6,1,1,450.9,9920,N,6,N,N,233,N,N,N,2,2,45,45,8607
48-02515,31,2,1,0,1,0,2,1,1,2134.8,8580,14,8,275000.0,7,53,N,2,2,2,2,51,51,1989
48-02516,38,2,1,0,1,0,2,1,1,357.4,7860,11,6,133800.0,3,469,N,2,2,2,2,257,252,2126
48-02510,63,2,1,0,1,0,2,1,1,3092.4,9920,15,9,5700.0,1,52,N,2,2,2,2,80,84,3901
48-02515,70,2,N,0,1,N,4,2,0,2134.8,N,N,12,N,N,365,N,1,1,2,2,88,15,7377
48-02102,30,2,1,1,1,1,5,1,1,450.9,4795,14,6,6500.0,1,501,N,2,2,2,2,140,99,1843
48-02515,72,2,1,0,1,0,3,1,2,2134.8,7890,11,1,124000.0,3,52,N,2,2,2,2,82,157,3946
48-02507,58,1,1,0,1,2,4,1,1,1338.4,N,N,3,10070.0,0,135,N,2,2,2,2,84,87,8598
48-02516,57,2,5,1,1,0,4,1,1,1338.4,7880,11,1,13800.0,0,125,N,2,2,2,2,86,91,564
48-02515,65,1,1,0,1,0,2,1,1,3731.1,7880,10,10,557000.0,7,53,N,2,2,2,2,27,34,4498
48-02516,40,2,1,0,1,1,3,1,1,1338.4,5090,5,7,59200.0,2,215,N,2,2,2,2,261,280,1833
48-02516,73,2,1,0,6,0,5,1,1,450.9,9920,9,8,81500.0,1,35,N,1,1,2,2,15,16,4679
48-02516,29,2,1,0,1,1,2,1,1,1338.4,7680,11,9,221300.0,4,33,N,2,2,2,2,49,61,2020
48-02515,62,1,1,0,1,0,2,1,1,2134.8,2970,8,9,135000.0,8,501,N,2,2,2,2,119,84,2003
48-02101,28,2,6,0,1,0,N,1,2,357.4,7890,11,1,58010.0,7,411,N,2,2,2,2,17,15,298
48-02102,47,1,2,0,1,0,2,1,1,3092.4,3080,6,6,135000.0,7,411,N,2,2,2,2,125,82,800
48-02102,69,1,1,0,1,0,2,1,1,450.9,9920,8,9,597000.0,7,466,N,2,2,2,1,51,81,6720
48-02510,56,1,1,0,2,0,2,1,2,3092.4,7790,11,1,59600.0,6,501,N,2,2,2,2,407,99,830
48-02510,13,2,6,0,1,3,5,1,1,3092.4,9920,N,5,102100.0,0,500,N,2,2,2,2,82,94,8584
48-02510,36,2,4,0,1,4,4,1,1,2134.8,7880,11,8,40600.0,5,26,N,2,2,2,2,83,16,493
48-02507,37,2,3,1,1,0,3,1,1,3731.1,9920,9,4,20500.0,3,217,N,2,2,2,2,10,18,2197
48-02102,30,2,1,0,1,0,3,1,1,450.9,7870,11,7,52600.0,6,501,N,2,2,2,2,20,14,1843
48-02101,36,2,4,0,1,0,7,1,1,357.4,N,9,4,56200.0,1,358,N,2,2,2,2,96,91,5639
48-02515,59,2,1,0,1,0,N,1,1,1338.4,9390,9,9,850.0,5,384,N,2,2,2,2,133,86,5408
48-02516,19,2,6,1,1,0,3,1,2,1338.4,8670,14,6,124000.0,0,5,N,2,2,2,2,143,98,7284
48-02102,61,1,4,0,1,0,7,1,1,450.9,N,N,3,98500.0,0,131,N,2,2,2,2,260,239,8632
48-02102,64,2,1,0,1,0,2,1,1,450.9,9920,N,8,58430.0,9,52,N,2,2,2,2,76,85,3210
48-02515,61,1,2,0,1,0,N,1,0,2134.8,9920,14,4,-600.0,8,501,N,2,1,2,2,74,7,655
48-02507,39,1,6,1,1,N,4,1,2,3731.1,5190,6,7,35900.0,5,237,N,2,2,2,2,48,46,1919
48-02102,37,1,1,0,1,0,4,1,1,3731.1,7071,11,4,100200.0,3,347,N,2,2,2,2,83,94,3821
48-02510,16,2,N,0,2,0,2,1,2,3092.4,9920,N,8,97100.0,1,9,N,1,1,2,2,81,50,8496
48-02102,6,1,1,0,1,0,2,1,1,450.9,7870,10,10,99300.0,7,53,N,2,2,2,2,90,85,4706
48-02507,68,1,6,0,1,0,N,1,1,3731.1,6992,2,1,48800.0,6,331,N,2,2,2,2,17,55,443
48-02515,74,1,1,0,1,0,2,1,1,2134.8,9920,10,1,205200.0,3,501,N,2,2,2,2,45,50,3370
48-02510,71,2,1,1,1,0,2,1,1,3092.4,9920,N,2,98200.0,1,501,N,2,2,2,2,91,140,7441
48-02102,26,2,5,0,1,0,N,1,2,450.9,7880,10,5,144020.0,1,387,N,2,2,2,2,44,57,4669
48-02516,46,2,1,0,1,1,2,1,2,1338.4,9920,N,4,-1300.0,0,500,N,2,2,2,2,195,98,4550
48-02516,80,2,3,0,1,0,N,1,1,1338.4,9920,9,7,41800.0,6,407,N,2,1,2,2,43,47,1748
48-02516,66,1,1,0,1,2,4,1,1,357.4,9920,N,3,N,5,394,N,2,2,2,2,41,78,8756
48-02515,38,1,1,0,1,3,5,1,1,2134.8,6970,15,8,78000.0,7,500,N,2,2,2,2,54,55,545
48-02101,60,1,1,0,1,0,2,1,1,357.4,9180,15,6,597000.0,7,472,N,2,2,2,2,51,52,3534
48-02516,35,1,4,0,1,0,N,1,1,1338.4,5580,6,6,38360.0,5,470,N,2,2,2,2,38,44,616
48-02507,55,2,6,0,1,2,3,1,1,3731.1,9920,N,3,98510.0,0,239,N,2,2,2,2,86,60,6311
48-02510,74,2,4,0,1,0,N,1,1,3092.4,N,N,6,13400.0,7,323,N,2,2,2,2,90,20,5597
48-02101,15,2,6,0,1,0,N,1,1,2134.8,9920,N,3,214600.0,3,501,N,2,2,2,2,44,44,2040
48-02510,39,1,1,0,1,0,5,1,1,3092.4,7890,11,9,43700.0,6,470,N,2,2,2,2,71,48,700
48-02507,37,2,4,0,1,0,N,1,1,3731.1,5080,9,5,58430.0,7,401,N,2,2,2,2,70,43,5819
48-02516,56,2,1,0,1,0,2,1,1,450.9,5275,9,5,83400.0,1,473,N,2,2,2,2,138,158,6061
48-02507,33,1,6,0,1,0,2,1,1,3092.4,5180,6,3,13400.0,3,5,N,2,2,2,2,43,53,3863
48-02101,40,2,1,0,1,0,7,1,1,1338.4,9920,N,2,13600.0,3,500,N,2,2,2,2,138,87,5530
48-02101,55,1,1,1,1,0,2,1,1,357.4,7880,11,1,136000.0,7,52,N,2,2,2,2,16,87,5820
48-02102,74,1,1,0,1,0,2,1,1,450.9,9920,N,5,60500.0,9,251,N,2,1,2,2,67,73,3578
48-02515,4,1,N,0,1,2,3,1,1,2134.8,N,N,9,99000.0,N,220,N,N,N,2,2,43,51,7452
48-02101,58,2,1,1,1,3,5,1,2,450.9,9920,9,5,14100.0,0,14,N,2,2,2,2,54,56,3769
48-02101,60,1,1,0,1,2,4,1,1,357.4,6970,8,8,102900.0,9,501,N,2,2,2,2,54,52,5273
48-02507,59,2,6,0,2,0,N,1,2,3731.1,5180,6,3,100004.0,1,82,N,2,2,2,2,83,250,5527
48-02102,36,1,1,0,1,1,4,1,1,450.9,4880,3,9,77400.0,8,5,N,2,2,2,2,48,52,1959
48-02507,45,2,1,0,1,1,4,1,2,3731.1,6991,6,9,101200.0,0,304,N,2,2,2,2,37,48,3791
48-02101,36,1,1,0,1,2,4,1,1,450.9,3390,10,7,22100.0,4,501,N,2,2,2,2,20,21,3785
48-02101,64,2,3,0,2,0,4,1,1,357.4,9380,15,6,268000.0,1,501,N,2,2,2,2,34,44,1415
48-02510,56,1,1,0,1,0,2,1,1,3092.4,3291,4,8,220000.0,8,501,N,2,2,2,2,33,9,1987
48-02101,15,1,6,0,1,1,5,1,1,357.4,290,4,4,44200.0,N,391,N,2,2,2,2,88,91,8533
48-02515,27,2,4,0,1,0,N,1,1,450.9,5670,5,6,304300.0,1,326,N,2,2,2,2,15,44,1592
48-02507,41,2,1,0,1,2,4,1,1,3731.1,7780,10,6,137600.0,8,409,N,2,2,2,2,44,41,2172
48-02515,14,1,4,0,1,0,2,1,1,2134.8,9920,N,7,81700.0,1,211,N,2,2,2,2,147,154,834
48-02101,38,2,1,0,1,0,4,1,1,357.4,7072,6,6,28900.0,5,415,N,2,2,2,2,14,49,2527
48-02101,55,2,1,0,1,0,3,1,1,357.4,4980,10,3,28400.0,6,500,N,2,2,2,2,19,18,2176
48-02101,34,2,1,0,1,0,3,1,1,357.4,7860,11,8,83000.0,8,501,N,2,2,2,2,79,83,5634
48-02516,62,2,1,1,1,0,5,1,1,1338.4,7072,10,1,214600.0,4,52,N,2,2,2,2,16,19,481
48-02510,39,1,6,0,1,0,5,1,1,3092.4,N,N,4,40400.0,0,240,N,2,2,2,2,48,57,3739
48-02516,60,2,1,0,1,0,3,1,1,3092.4,7890,11,10,136060.0,7,52,N,2,2,2,2,51,52,3916
48-02507,3,1,N,0,1,1,2,1,1,3731.1,9920,N,1,N,6,395,N,2,2,2,2,46,45,8785
48-02507,16,2,6,0,1,1,2,1,1,3731.1,8660,14,4,98370.0,1,141,N,2,2,2,2,58,58,1458
48-02516,37,1,1,0,1,2,4,1,1,1338.4,6290,6,5,209000.0,4,381,N,2,2,2,2,76,77,7094
48-02102,48,2,1,0,1,0,2,1,1,2134.8,7860,11,8,101700.0,4,501,N,2,2,2,2,80,89,2927
48-02102,37,1,1,0,1,0,2,1,2,450.9,9180,14,8,78400.0,8,501,N,2,2,2,2,49,54,1821
48-02507,62,2,6,0,1,0,2,1,2,2134.8,8670,14,4,194200.0,1,398,N,2,2,2,2,63,62,5624
48-02507,74,1,6,0,1,0,6,1,1,3731.1,7790,11,6,81000.0,8,91,N,2,2,2,2,49,47,4728
48-02101,62,1,1,0,1,0,2,1,1,357.4,7770,3,5,42400.0,4,404,N,2,2,2,2,57,58,3652
48-02101,68,2,3,0,1,0,2,1,1,357.4,9920,N,6,8000.0,6,388,N,2,2,2,2,41,37,4806
48-02507,70,1,1,0,1,0,2,1,1,3092.4,N,9,5,136000.0,8,346,N,2,2,1,1,43,53,1995
48-02515,50,1,1,0,1,1,3,1,2,1338.4,9920,10,3,27140.0,6,339,N,2,2,2,2,16,22,7195
48-02101,56,2,1,0,2,0,2,1,1,357.4,7780,10,1,44900.0,6,33,N,2,2,2,2,50,53,7154
48-02516,50,2,1,1,1,1,3,1,1,1338.4,8070,10,10,5400.0,7,52,N,2,2,2,2,52,50,1834
48-02101,72,2,1,0,1,0,3,1,1,357.4,7890,11,1,56750.0,7,53,N,2,2,2,2,48,46,6842
48-02515,37,2,4,1,1,0,8,1,2,450.9,8660,6,6,43250.0,6,224,N,2,2,2,2,62,60,3277
48-02101,75,1,1,0,1,0,3,1,1,357.4,5070,3,5,40600.0,6,52,N,2,2,2,2,41,63,3869
48-02516,57,2,4,0,1,0,2,1,1,1338.4,7980,10,5,248000.0,4,141,N,2,2,2,2,82,77,4349
48-02102,4,1,N,0,1,1,3,1,2,450.9,N,N,1,99300.0,N,501,N,N,N,2,2,82,47,8531
48-02102,25,1,6,1,1,0,3,1,2,3731.1,9370,15,4,57500.0,1,162,N,2,2,2,2,49,55,5720
48-02101,61,2,1,0,1,0,3,1,2,2134.8,8680,15,6,100900.0,5,247,N,2,2,2,2,129,134,3013
48-02510,62,2,1,0,1,0,2,1,1,3092.4,7880,9,6,139000.0,9,501,N,2,2,2,2,78,82,1985
48-02510,58,1,1,1,6,0,2,1,1,3092.4,7190,8,1,143000.0,9,52,N,2,2,2,2,86,89,3327
48-02516,28,2,6,0,1,0,3,1,1,1338.4,8070,11,8,101100.0,3,501,N,2,2,2,2,85,94,2071
48-02510,66,1,1,0,1,0,2,1,1,3092.4,6992,8,8,-1300.0,9,501,N,2,2,2,2,50,53,2147
48-02507,49,1,5,0,8,0,2,1,1,3731.1,8670,14,6,59600.0,7,501,N,2,2,2,2,53,53,1896
48-02101,33,2,2,0,1,0,4,1,1,357.4,7890,10,5,300700.0,5,240,N,2,2,2,2,56,49,3426
48-02516,63,2,1,0,1,0,2,1,1,1338.4,7860,11,4,23800.0,5,469,N,2,2,2,2,41,47,2018
48-02507,52,1,1,0,1,1,3,1,1,3731.1,6991,10,9,100000.0,0,349,N,2,2,2,2,73,77,644
48-02101,63,1,1,0,1,0,2,1,1,357.4,2880,3,6,81000.0,8,501,N,2,2,2,2,71,78,1901
48-02101,57,1,1,0,1,0,4,1,1,1338.4,7890,11,9,58000.0,7,473,N,2,2,2,2,86,186,5733
48-02507,14,2,6,0,2,2,5,1,1,3731.1,3070,3,7,83200.0,1,333,N,2,2,2,2,24,25,5754
48-02515,60,2,6,1,8,1,3,1,2,2134.8,9920,9,9,98510.0,1,121,N,2,2,2,2,268,234,5896
48-02102,16,2,6,0,1,0,N,1,2,3092.4,7790,6,4,5900.0,1,331,N,2,2,2,2,51,53,3355
48-02102,70,1,1,0,6,2,3,1,1,3731.1,6970,10,1,5100.0,9,52,N,2,2,2,2,52,51,6641
48-02507,37,2,6,0,1,3,6,1,1,3731.1,9920,N,9,78100.0,1,320,N,2,2,2,2,88,52,815
48-02515,39,2,1,0,1,0,4,1,1,2134.8,7181,9,7,13400.0,8,500,N,2,2,2,2,14,48,3859
48-02101,60,1,1,0,1,0,2,1,1,357.4,9920,9,2,28400.0,5,53,N,2,2,2,2,78,47,513
48-02101,37,1,1,0,1,1,4,1,1,357.4,7770,10,8,6200.0,6,231,N,2,2,2,2,285,263,6106
48-02102,58,1,1,0,1,0,2,1,1,357.4,9920,9,4,81240.0,4,398,N,2,2,2,2,90,92,6411
48-02516,16,1,N,1,1,2,4,1,1,1338.4,9920,N,2,N,9,414,N,2,2,2,2,176,162,8855
48-02102,40,1,1,0,1,2,4,1,1,1338.4,2670,4,1,60500.0,8,53,N,2,2,2,2,17,20,4690
48-02101,13,2,2,1,1,1,4,1,1,2134.8,9920,N,2,99000.0,1,228,N,2,2,2,2,88,150,3807
48-02516,17,1,1,1,1,0,2,1,1,357.4,4780,10,6,38500.0,6,325,N,2,2,2,2,87,51,3046
48-02510,43,1,6,0,1,0,2,1,1,3092.4,8580,15,4,55600.0,7,342,N,2,2,2,2,79,51,1830
48-02510,56,1,4,0,1,0,N,1,1,357.4,9180,15,4,58240.0,5,407,N,2,2,2,2,87,80,5448
48-02102,29,2,4,0,1,0,N,1,1,3731.1,9870,9,4,19180.0,0,92,N,2,2,2,2,39,45,7314
48-02507,3,1,2,0,1,0,7,1,1,3731.1,9920,N,9,N,N,462,N,N,N,2,2,80,55,8533
48-02515,58,1,1,0,1,0,4,1,1,2134.8,4990,3,8,785000.0,8,52,N,2,2,2,2,135,95,3612
48-02101,38,2,3,0,1,N,N,1,0,357.4,9920,6,5,199350.0,2,94,N,2,2,2,2,9,0,6924
48-02102,39,1,1,0,1,0,5,1,1,357.4,5690,8,6,60600.0,7,52,N,2,2,2,2,131,90,5743
48-02102,7,1,N,0,1,3,2,1,1,450.9,N,N,3,N,N,338,N,2,2,2,2,19,21,8870
48-02101,64,1,1,0,1,0,2,1,1,357.4,6991,8,1,51500.0,6,219,N,2,2,2,2,9,40,4198
48-02101,13,2,N,0,1,2,N,1,2,1338.4,9920,11,3,990.0,N,38,N,2,2,2,2,141,146,4000
48-02507,5,1,6,1,1,1,3,1,2,3731.1,9920,N,4,22400.0,1,218,N,2,2,2,2,87,90,6979
48-02102,55,2,1,0,1,0,3,1,1,450.9,7790,10,9,60300.0,4,41,N,2,2,2,2,91,95,5621
48-02510,38,1,1,0,2,2,4,1,2,3092.4,7870,3,12,38100.0,6,407,N,2,2,2,2,92,52,5188
48-02101,49,2,1,0,1,3,6,1,1,357.4,N,N,5,100.0,0,501,N,2,2,2,2,130,102,3022
48-02516,59,2,6,0,6,0,4,1,1,1338.4,9920,9,3,56190.0,1,469,N,2,2,2,2,86,95,3909
48-02102,62,2,1,0,1,0,2,1,1,450.9,290,4,6,14600.0,9,52,N,2,2,2,2,68,78,3144
48-02515,70,1,1,1,1,0,2,1,1,3092.4,9370,14,7,40200.0,1,393,N,2,2,2,2,88,94,755
48-02507,36,1,1,0,1,1,3,1,1,3731.1,7072,10,7,41000.0,6,47,N,2,2,2,2,80,87,2599
48-02101,58,2,1,0,1,0,3,1,1,2134.8,8590,N,4,56750.0,7,501,N,2,2,2,2,79,119,1708
48-02515,16,1,6,0,2,1,2,1,2,2134.8,9920,N,3,57010.0,1,81,N,2,2,2,2,67,71,8469
48-02101,58,1,1,0,1,1,4,1,1,357.4,2390,9,7,5800.0,7,388,N,2,2,2,2,81,90,733
48-02515,55,1,1,0,1,1,3,1,1,2134.8,9920,9,8,13980.0,9,501,N,2,2,2,2,85,79,1945
48-02102,16,1,6,0,1,0,2,1,1,450.9,6270,N,4,517700.0,6,334,N,2,2,2,2,40,43,678
48-02510,79,2,3,0,1,0,3,1,1,3092.4,N,N,5,N,0,332,N,2,1,2,2,57,86,7338
48-02507,4,1,N,0,1,2,3,1,2,450.9,9920,N,1,N,9,321,N,N,N,2,2,189,190,7779
48-02516,39,2,1,0,1,1,3,1,2,1338.4,7870,9,1,100030.0,3,33,N,2,1,2,2,18,13,7162
48-02515,65,2,4,0,1,0,N,1,2,2134.8,4880,6,3,133000.0,7,82,N,2,1,2,1,50,49,1931
48-02507,14,1,6,1,1,1,3,1,2,3731.1,3370,3,4,58200.0,1,501,N,2,2,2,2,58,55,7385
48-02507,58,2,1,0,1,0,2,1,1,3731.1,5170,6,4,98300.0,1,500,N,2,2,2,2,30,38,694
48-02515,56,1,6,0,1,1,3,1,1,450.9,7071,6,6,136060.0,4,52,N,2,2,2,2,50,54,3857
48-02102,56,2,1,0,1,0,3,1,1,3092.4,490,11,4,42200.0,9,52,N,2,2,2,2,81,86,4019
48-02102,75,1,1,0,1,0,3,1,1,450.9,9920,9,7,4260.0,8,53,N,2,2,2,2,11,10,653
48-02515,38,2,1,0,1,1,3,1,1,2134.8,8070,11,9,54600.0,8,501,N,2,2,2,2,65,74,3740
48-02507,17,1,6,0,1,0,N,1,1,1338.4,8670,3,6,209000.0,1,223,N,2,2,2,2,45,46,7155
48-02510,75,2,3,0,1,0,3,1,1,3092.4,N,N,7,201200.0,1,476,N,2,2,2,2,54,52,7331
48-02507,55,1,1,0,1,0,3,1,1,357.4,7780,10,5,13300.0,9,501,N,2,2,2,2,16,48,7400
