PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
13-04600,39,2,4,0,2,3,4,1,2,3670.4,9,7,33000.0,5,252,N,2,2,2,2
40-00200,9,2,N,1,8,3,5,1,1,90.7,N,3,N,N,144,N,2,2,2,2
36-04010,12,1,N,0,1,2,4,1,2,50441.6,N,3,N,N,501,N,2,2,2,2
08-00803,13,1,N,0,9,3,4,1,1,3393.2,N,3,N,N,28,N,2,2,2,2
06-07502,24,1,6,0,9,0,N,1,2,33632.6,10,9,85000.0,8,501,N,2,2,2,2
17-03531,1,1,N,0,2,4,5,1,2,11171.6,N,N,N,N,148,N,N,N,2,2
51-01301,11,1,N,0,6,2,4,1,2,11162.8,N,3,N,N,224,N,2,2,2,2
01-01301,68,2,5,0,2,0,N,1,2,2731.2,N,6,11100.0,3,91,N,2,1,2,2
29-01901,57,1,6,0,2,0,4,1,1,5434.8,11,5,8000.0,2,227,N,2,1,2,2
13-04600,15,2,6,0,2,0,4,1,2,3670.4,N,3,0.0,0,318,N,2,2,2,2
40-00200,12,1,N,0,1,0,3,1,1,90.7,N,3,N,N,145,N,1,2,2,2
19-01700,30,1,6,0,1,0,N,1,2,3572.3,11,9,56000.0,7,422,N,2,2,2,2
30-00600,66,2,1,0,1,0,2,1,1,16.3,N,5,12000.0,2,266,N,2,2,2,2
38-00100,48,1,6,0,1,0,N,1,1,73.0,4,3,0.0,0,0,N,2,2,2,2
08-00803,77,2,1,0,1,0,2,1,1,3393.2,N,10,30700.0,4,501,N,2,2,2,2
17-03529,65,1,1,0,1,1,3,1,1,15097.5,10,10,27200.0,4,501,N,2,2,2,2
17-03529,61,1,4,0,2,0,N,1,1,15097.5,3,4,9300.0,2,70,N,1,1,2,2
36-03710,53,2,6,0,2,2,4,1,2,52864.7,12,4,68000.0,7,275,N,2,2,2,2
24-01004,16,2,6,0,1,1,2,1,1,4187.9,N,4,0.0,0,501,N,2,2,2,2
24-01004,62,1,5,0,2,N,N,2,0,4187.9,N,8,21700.0,3,N,N,2,1,2,2
51-51255,25,1,6,0,1,0,N,1,2,11224.3,3,9,67000.0,7,501,N,2,2,2,2
17-03529,56,1,6,0,2,N,N,2,0,15097.5,N,4,4300.0,1,N,N,2,2,2,2
29-01901,12,2,N,0,2,1,3,1,1,5434.8,N,3,N,N,501,N,2,2,2,2
06-07502,39,1,6,0,9,0,N,1,2,33632.6,10,9,105000.0,8,501,N,2,2,2,2
19-01700,34,2,1,0,1,5,7,1,1,3572.3,N,9,0.0,0,95,N,2,2,2,2
01-01301,41,2,6,0,2,0,2,1,2,2731.2,6,7,14000.0,3,181,N,2,2,2,2
36-03710,34,2,6,4,8,1,2,1,1,52864.7,12,9,60000.0,7,456,N,2,2,2,2
36-04010,5,2,N,0,2,2,4,1,2,50441.6,N,2,N,N,270,N,2,2,2,2
08-00803,40,2,1,0,1,2,4,1,1,3393.2,11,7,60000.0,7,501,N,2,2,2,2
36-03710,7,2,N,4,2,2,3,1,2,52864.7,N,3,N,N,211,N,2,2,2,2
38-00100,26,1,6,0,1,0,N,1,1,73.0,0,9,33000.0,5,250,N,2,2,2,2
51-01301,51,2,4,0,1,1,2,1,2,11162.8,15,7,50000.0,6,286,N,2,2,2,2
51-01301,67,1,1,0,1,0,3,1,1,11162.8,8,10,45600.0,6,501,N,2,2,2,2
30-00600,3,1,N,0,3,4,6,1,2,16.3,N,1,N,N,103,N,N,N,2,2
26-02702,63,2,1,0,1,0,2,1,1,4817.2,8,10,23000.0,4,501,N,2,2,2,2
06-08507,66,1,1,0,1,0,2,1,1,3305.1,16,9,100000.0,8,501,N,2,2,2,2
30-00600,30,2,6,0,1,0,N,1,1,16.3,11,9,31500.0,5,240,N,2,2,2,2
40-00200,58,1,4,0,1,0,4,1,1,90.7,N,5,9000.0,2,274,N,1,2,2,2
30-00600,3,1,N,0,1,2,4,1,1,16.3,N,1,N,N,234,N,N,N,2,2
32-00405,3,2,N,1,1,5,8,1,1,7990.5,N,1,N,N,176,N,N,N,2,2
28-01100,32,2,6,0,2,0,4,1,2,2674.3,12,7,7300.0,2,138,N,2,2,2,2
38-00100,64,1,1,0,1,0,2,1,1,73.0,5,7,60000.0,7,500,N,2,2,2,2
06-07502,11,2,N,0,6,1,3,1,2,33632.6,N,3,N,N,325,N,2,2,2,2
51-51255,54,2,1,0,6,0,2,1,2,11224.3,12,5,25000.0,4,412,N,2,2,2,2
26-02702,44,1,1,0,1,0,2,1,2,4817.2,12,12,160000.0,9,501,N,2,2,2,2
26-02702,3,2,N,0,1,3,5,1,1,4817.2,N,2,N,N,501,N,N,N,2,2
40-00200,50,2,1,0,1,0,2,1,1,90.7,11,10,65000.0,8,501,N,2,2,2,2
36-04010,17,1,6,0,2,1,2,1,2,50441.6,N,4,0.0,0,227,N,2,2,2,2
06-08507,16,1,6,0,1,2,4,1,2,3305.1,N,4,0.0,0,501,N,2,2,2,2
06-08507,72,2,3,0,6,0,2,1,1,3305.1,N,7,374800.0,9,501,N,2,2,2,2
26-02702,32,2,1,0,6,0,2,1,2,4817.2,N,10,0.0,0,0,N,2,2,2,2
19-01700,23,1,6,0,1,0,N,1,2,3572.3,7,6,7700.0,1,58,N,2,2,2,2
51-51255,60,2,4,0,1,0,2,1,1,11224.3,12,7,3700.0,1,199,N,2,2,2,2
24-01004,60,2,1,0,9,0,3,1,1,4187.9,15,9,54700.0,6,501,N,2,2,2,2
30-00600,12,1,N,0,9,3,5,1,1,16.3,N,3,N,N,501,N,2,2,2,2
13-04600,65,2,4,0,2,0,N,1,2,3670.4,6,7,32700.0,5,270,N,2,2,2,2
51-01301,54,2,1,0,6,1,3,1,2,11162.8,13,9,55000.0,6,501,N,2,2,2,2
38-00100,23,2,6,0,1,0,N,1,2,73.0,6,5,17500.0,3,132,N,2,2,2,2
38-00100,15,1,6,0,1,3,5,1,2,73.0,N,3,0.0,0,398,N,2,2,2,2
30-00600,54,1,1,0,1,0,2,1,1,16.3,9,10,89800.0,9,501,N,2,2,2,2
28-01100,15,2,6,0,2,2,4,1,1,2674.3,N,4,0.0,0,137,N,2,2,2,2
51-51255,29,2,6,0,1,0,N,1,2,11224.3,12,9,57790.0,6,438,N,2,2,2,2
08-00803,10,1,N,0,1,2,4,1,1,3393.2,N,3,N,N,501,N,2,2,2,2
28-01100,70,2,1,0,2,0,2,1,1,2674.3,N,9,29800.0,6,326,N,2,2,2,2
06-07502,52,2,4,0,1,2,3,1,1,33632.6,10,9,175000.0,9,501,N,2,2,2,2
28-01100,83,1,1,0,2,0,3,1,1,2674.3,N,4,24700.0,5,383,N,2,1,2,2
13-04600,50,2,6,0,2,0,N,1,2,3670.4,11,10,67000.0,8,501,N,2,2,2,2
30-00600,63,1,3,1,8,0,N,1,2,16.3,1,7,160000.0,9,501,N,2,2,2,2
38-00100,59,2,1,0,1,0,3,1,2,73.0,12,7,168000.0,9,501,N,2,2,2,2
51-01301,51,1,1,0,9,0,12,1,1,11162.8,10,9,224000.0,9,501,N,2,2,2,2
13-04600,67,1,6,0,2,0,N,1,2,3670.4,N,1,14100.0,3,115,N,2,2,2,2
06-07502,25,2,6,0,6,0,3,1,2,33632.6,10,10,80000.0,8,501,N,2,2,2,2
13-04600,31,2,6,0,2,0,N,1,1,3670.4,4,9,43000.0,6,326,N,2,2,2,2
40-00200,61,2,4,0,1,0,2,1,1,90.7,11,9,50000.0,7,293,N,2,2,2,2
26-02702,46,2,4,0,6,0,2,1,1,4817.2,15,7,34000.0,5,200,N,2,2,2,2
06-08507,67,1,1,0,1,0,3,1,1,3305.1,4,12,269000.0,9,501,N,2,2,2,2
30-00600,57,2,1,0,3,0,2,1,1,16.3,N,5,0.0,0,193,N,2,2,2,2
08-00803,68,1,4,0,1,N,N,2,0,3393.2,3,7,8400.0,2,N,N,2,2,2,2
24-01004,63,1,1,0,1,0,2,1,1,4187.9,10,11,454510.0,9,501,N,2,2,2,2
29-01901,62,2,4,0,2,0,7,1,1,5434.8,12,7,36800.0,6,186,N,2,2,2,2
51-51255,40,2,6,0,2,0,2,1,2,11224.3,13,9,33000.0,5,501,N,2,2,2,2
38-00100,57,2,4,0,1,0,N,1,1,73.0,N,8,33400.0,5,255,N,2,2,2,2
01-01301,72,2,1,0,2,0,4,1,1,2731.2,N,8,8300.0,2,239,N,2,2,2,2
30-00600,67,1,6,0,1,0,N,1,1,16.3,N,7,16800.0,3,138,N,2,1,2,1
06-08507,11,1,N,0,6,2,4,1,2,3305.1,N,3,N,N,501,N,2,2,2,2
38-00100,3,1,N,1,9,3,5,1,1,73.0,N,1,N,N,331,N,N,N,2,2
30-00600,46,1,1,0,1,1,3,1,1,16.3,3,7,72000.0,8,501,N,2,2,2,2
08-00803,20,2,6,0,1,0,N,1,2,3393.2,14,7,5000.0,1,38,N,2,2,2,2
17-03531,50,2,6,0,2,0,2,1,1,11171.6,10,7,15000.0,3,245,N,2,2,2,2
32-00405,58,2,1,1,8,0,4,1,1,7990.5,14,5,0.0,0,210,N,2,2,2,2
17-03531,44,2,6,0,2,0,N,1,2,11171.6,10,7,26000.0,4,196,N,2,2,2,2
32-00405,33,2,6,0,1,0,N,1,2,7990.5,14,7,38900.0,6,294,N,2,2,2,2
17-03529,30,1,6,3,1,0,N,1,2,15097.5,11,9,2000.0,1,15,N,2,2,1,2
24-01004,78,2,1,0,1,0,3,1,1,4187.9,N,5,9800.0,2,501,N,1,2,2,2
19-01700,1,1,N,1,8,3,4,1,1,3572.3,N,N,N,N,217,N,N,N,2,2
38-00100,62,1,6,0,1,0,N,1,1,73.0,3,5,2500.0,1,19,N,2,1,2,2
19-01700,21,2,6,0,1,0,4,1,1,3572.3,9,7,26000.0,4,315,N,2,2,2,2
24-01004,58,2,1,0,6,0,3,1,1,4187.9,12,10,9600.0,2,501,N,2,2,2,2
24-01004,46,1,1,0,1,4,6,1,1,4187.9,10,9,58000.0,6,501,N,2,2,2,2
51-01301,52,1,1,0,1,2,4,1,1,11162.8,10,10,40000.0,5,501,N,2,2,2,2
30-00600,57,1,1,4,1,0,2,1,1,16.3,10,10,150000.0,9,501,N,2,2,2,2
38-00100,21,1,6,0,1,0,N,1,2,73.0,17,7,45000.0,6,341,N,2,2,2,2
30-00600,25,1,1,0,1,0,2,1,1,16.3,0,9,10200.0,2,273,N,2,2,2,2
36-03710,23,2,6,4,8,1,3,1,2,52864.7,N,7,0.0,0,56,N,2,2,2,2
06-08507,90,1,1,0,1,0,3,1,1,3305.1,N,9,20000.0,4,302,N,1,1,1,1
08-00803,32,2,1,0,1,0,2,1,2,3393.2,14,9,30000.0,4,501,N,2,2,2,2
08-00803,29,1,1,0,1,0,2,1,2,3393.2,10,10,66000.0,7,406,N,2,2,2,2
06-07502,27,1,6,0,1,0,2,1,2,33632.6,10,9,163000.0,9,501,N,2,2,2,2
17-03529,20,1,6,0,2,0,2,1,2,15097.5,17,7,18000.0,3,458,N,2,2,2,2
08-00803,47,2,1,0,1,2,5,1,1,3393.2,4,10,30000.0,4,501,N,2,2,2,2
13-04600,17,2,6,0,1,3,5,1,1,3670.4,6,4,0.0,0,501,N,2,2,2,2
06-08507,16,2,6,0,1,2,4,1,2,3305.1,N,3,0.0,0,501,N,2,2,2,2
36-03710,17,1,6,2,1,1,3,1,2,52864.7,N,3,0.0,0,103,N,2,2,2,2
28-01100,61,2,3,0,2,0,N,1,1,2674.3,6,5,3600.0,2,27,N,2,1,2,2
01-01301,61,2,6,0,2,0,N,1,1,2731.2,N,8,9000.0,2,68,N,1,1,2,2
19-01700,80,1,6,0,1,0,4,1,1,3572.3,N,5,0.0,0,0,N,2,2,2,2
24-01004,12,2,N,0,1,2,4,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
28-01100,54,2,4,0,2,0,N,1,1,2674.3,6,7,20000.0,5,152,N,2,2,2,2
32-00405,45,2,1,1,1,1,4,1,2,7990.5,6,5,1400.0,1,250,N,2,2,2,2
36-04010,16,1,6,0,2,1,2,1,2,50441.6,N,4,0.0,0,372,N,2,2,2,2
28-01100,55,1,6,0,2,0,N,1,2,2674.3,11,7,30500.0,6,232,N,2,2,2,2
17-03529,45,1,1,0,9,1,4,1,1,15097.5,13,10,150000.0,9,501,N,2,2,2,2
08-00803,42,1,1,0,1,1,3,1,1,3393.2,6,6,45000.0,6,296,N,2,2,2,2
06-08507,57,1,1,0,6,2,4,1,1,3305.1,4,10,167900.0,9,501,N,2,2,2,2
17-03531,17,1,6,0,2,5,6,1,2,11171.6,10,4,9600.0,2,280,N,2,2,2,2
13-04600,46,2,4,0,2,0,N,1,1,3670.4,13,5,28000.0,5,213,N,2,2,2,2
51-51255,52,2,1,0,1,0,2,1,2,11224.3,12,9,48000.0,6,501,N,2,2,2,2
26-02702,23,2,6,0,2,0,N,1,2,4817.2,11,7,5000.0,1,38,N,2,2,2,2
24-01004,39,1,1,0,2,1,3,1,2,4187.9,16,11,100000.0,8,497,N,2,2,2,2
28-01100,21,2,6,0,2,0,N,1,2,2674.3,12,7,13000.0,3,98,N,2,2,2,2
06-08507,55,2,4,0,1,0,2,1,1,3305.1,N,8,7500.0,2,56,N,2,2,2,2
08-00803,53,1,4,0,1,N,N,3,0,3393.2,N,6,0.0,0,0,N,1,2,2,1
17-03529,67,1,1,0,2,0,2,1,1,15097.5,10,10,200000.0,9,501,N,2,2,2,2
40-00200,82,1,1,0,1,0,2,1,1,90.7,N,10,21000.0,4,347,N,2,2,2,2
17-03529,56,2,6,0,1,N,N,3,0,15097.5,N,5,0.0,0,0,N,2,2,2,2
19-01700,52,1,4,4,1,0,N,1,1,3572.3,12,8,68000.0,8,501,N,2,2,2,2
13-04600,26,1,6,0,2,0,2,1,2,3670.4,14,7,9200.0,2,54,N,2,2,2,2
51-01301,46,1,1,0,1,1,3,1,1,11162.8,11,10,36000.0,5,350,N,2,2,2,2
08-00803,47,1,6,0,1,0,N,1,2,3393.2,10,7,108000.0,8,501,N,2,2,2,2
36-04010,51,2,6,0,2,1,3,1,2,50441.6,12,4,40000.0,5,293,N,2,2,2,2
17-03531,21,1,6,0,1,0,3,1,1,11171.6,9,7,6000.0,1,460,N,2,2,2,2
38-00100,16,1,6,0,1,1,5,1,1,73.0,0,4,1000.0,0,342,N,2,2,2,2
06-08507,59,2,1,0,6,0,2,1,1,3305.1,10,11,16800.0,3,501,N,2,2,2,2
06-07502,63,1,2,0,1,0,N,1,2,33632.6,4,10,5000.0,2,37,N,2,2,2,2
30-00600,85,2,3,0,1,0,N,1,1,16.3,N,5,200.0,0,1,N,2,1,1,1
28-01100,1,1,N,0,1,1,3,1,2,2674.3,N,N,N,N,220,N,N,N,2,2
26-02702,32,2,1,0,1,0,2,1,2,4817.2,12,10,105000.0,9,501,N,2,2,2,2
38-00100,75,1,1,0,1,0,2,1,1,73.0,N,5,12000.0,2,155,N,1,2,2,1
32-00405,44,2,6,1,8,0,5,1,1,7990.5,3,1,50000.0,7,165,N,2,2,2,2
17-03531,57,1,4,0,2,0,N,1,1,11171.6,3,7,0.0,0,0,N,2,2,2,2
38-00100,70,2,3,0,1,0,N,1,1,73.0,N,4,14000.0,2,116,N,2,2,2,2
40-00200,19,2,6,0,3,0,3,1,1,90.7,15,5,3000.0,1,501,N,2,2,2,2
24-01004,48,2,1,0,1,3,5,1,1,4187.9,N,9,50000.0,6,501,N,2,2,2,2
36-04010,39,1,2,0,2,0,3,1,1,50441.6,7,8,81000.0,8,501,N,2,2,2,2
06-08507,17,1,6,0,1,1,4,1,1,3305.1,N,4,0.0,0,227,N,2,2,2,2
08-00803,45,1,1,0,6,3,5,1,2,3393.2,10,10,220000.0,9,501,N,2,2,2,2
17-03529,24,1,6,0,2,0,N,1,2,15097.5,14,8,25000.0,4,190,N,2,2,2,2
24-01004,49,2,1,0,1,1,3,1,1,4187.9,10,11,300000.0,9,501,N,2,2,2,2
28-01100,41,2,6,0,2,1,4,1,2,2674.3,12,7,20300.0,5,77,N,2,2,2,2
32-00405,15,1,6,1,1,0,5,1,1,7990.5,N,4,0.0,0,155,N,2,2,2,2
51-01301,53,1,1,0,1,1,3,1,1,11162.8,10,9,430000.0,9,501,N,2,2,2,2
24-01004,6,2,N,0,1,2,4,1,1,4187.9,N,3,N,N,68,N,2,2,2,2
08-00803,49,1,2,0,1,2,3,1,1,3393.2,10,10,426000.0,9,501,N,2,2,2,2
06-07502,15,2,6,0,6,2,5,1,2,33632.6,N,4,0.0,0,249,N,2,2,2,2
30-00600,79,1,3,0,1,0,N,1,1,16.3,N,7,22600.0,4,184,N,2,2,2,2
24-01004,68,1,1,0,1,0,2,1,1,4187.9,10,10,90000.0,8,501,N,2,2,2,2
51-01301,29,2,1,0,1,0,2,1,1,11162.8,16,12,105000.0,8,501,N,2,2,2,2
08-00803,19,1,6,0,1,0,N,1,2,3393.2,N,7,0.0,0,0,N,2,2,2,2
26-02702,54,1,1,0,1,6,8,1,1,4817.2,11,11,433000.0,9,501,N,2,2,2,2
24-01004,14,2,N,1,1,2,4,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
19-01700,22,1,6,0,1,0,N,1,2,3572.3,9,5,5000.0,1,37,N,2,2,2,2
24-01004,58,2,1,0,1,0,4,1,1,4187.9,10,9,314000.0,9,501,N,2,2,2,2
06-08507,38,2,1,0,1,2,4,1,1,3305.1,4,9,100000.0,8,501,N,2,2,2,2
08-00803,67,1,1,0,1,0,2,1,1,3393.2,10,11,437000.0,9,501,N,2,2,2,2
51-51255,51,1,6,0,1,0,N,1,1,11224.3,16,11,224000.0,9,501,N,2,2,2,2
30-00600,18,1,6,0,1,0,3,1,1,16.3,10,6,1500.0,1,501,N,2,2,2,1
28-01100,71,1,1,0,1,0,4,1,2,2674.3,16,7,102790.0,9,501,N,2,2,2,2
32-00405,79,1,1,0,2,0,5,1,1,7990.5,N,1,18200.0,3,135,N,2,2,2,2
19-01700,41,2,6,0,1,2,3,1,2,3572.3,10,5,37500.0,6,184,N,2,2,2,2
01-01301,62,1,1,0,1,0,2,1,2,2731.2,16,5,3800.0,1,181,N,2,2,1,1
29-01901,62,2,4,0,2,1,4,1,2,5434.8,N,5,43000.0,6,279,N,2,2,1,2
38-00100,36,1,1,0,1,3,5,1,1,73.0,3,9,410000.0,9,501,N,2,2,2,2
06-08507,36,2,1,0,9,3,5,1,1,3305.1,9,5,115000.0,8,501,N,2,2,2,2
29-01901,37,2,6,0,2,0,N,1,2,5434.8,13,8,27000.0,5,206,N,2,2,2,2
13-04600,75,2,4,0,2,0,4,1,1,3670.4,15,5,10800.0,2,139,N,2,1,2,2
51-51255,55,1,3,1,8,0,N,1,2,11224.3,9,5,50000.0,6,381,N,2,2,2,2
38-00100,87,1,1,0,1,0,2,1,1,73.0,N,5,25700.0,4,232,N,1,1,1,1
19-01700,84,1,1,0,1,0,2,1,1,3572.3,N,5,32010.0,5,273,N,2,1,2,2
26-02702,54,1,1,0,6,1,3,1,1,4817.2,10,9,150000.0,9,501,N,2,2,2,2
06-08507,14,2,N,0,6,2,4,1,1,3305.1,N,3,N,N,501,N,2,2,2,2
30-00600,36,1,1,0,1,3,5,1,1,16.3,3,5,36000.0,6,198,N,2,2,2,2
51-51255,44,1,3,0,2,0,2,1,1,11224.3,10,11,3000.0,1,253,N,2,2,2,2
24-01004,53,1,4,0,1,0,2,1,1,4187.9,9,10,190000.0,9,501,N,2,2,2,2
36-03710,40,1,2,1,1,N,N,2,0,52864.7,10,5,0.0,0,N,N,2,2,2,2
19-01700,58,2,1,0,1,0,2,1,1,3572.3,N,7,30000.0,5,501,N,2,2,2,2
38-00100,66,1,6,0,1,0,2,1,1,73.0,14,7,12000.0,2,407,N,2,2,2,2
24-01004,13,1,N,0,6,1,5,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
51-51255,2,1,N,0,2,3,6,1,2,11224.3,N,N,N,N,106,N,N,N,2,2
30-00600,2,1,N,0,1,2,4,1,1,16.3,N,N,N,N,501,N,N,N,2,2
26-02702,74,2,4,0,1,0,N,1,1,4817.2,12,9,132530.0,9,501,N,2,2,2,1
30-00600,67,2,1,0,1,0,3,1,1,16.3,6,8,11400.0,2,270,N,2,2,2,2
26-02702,31,1,6,0,1,0,N,1,1,4817.2,11,9,105000.0,9,501,N,2,2,2,2
06-08507,53,2,1,0,1,0,2,1,1,3305.1,10,9,47000.0,6,501,N,2,2,2,2
51-01301,74,2,1,0,1,0,2,1,1,11162.8,N,10,38700.0,5,501,N,2,2,2,2
06-07502,32,1,1,0,1,0,2,1,1,33632.6,8,9,54000.0,6,501,N,2,2,2,2
38-00100,47,2,1,0,1,0,2,1,1,73.0,9,7,40000.0,5,501,N,2,2,2,2
51-51255,30,1,1,0,1,2,4,1,1,11224.3,9,5,24000.0,4,93,N,2,2,2,2
06-07502,29,1,6,0,1,0,N,1,2,33632.6,9,10,190000.0,9,501,N,2,2,2,2
24-01004,64,1,1,0,1,0,2,1,1,4187.9,16,12,211000.0,9,501,N,2,2,2,2
01-01301,47,1,4,0,2,0,N,1,1,2731.2,10,9,120000.0,9,501,N,2,2,2,2
06-07502,33,1,6,1,1,0,N,1,2,33632.6,10,7,30000.0,5,227,N,2,2,2,2
38-00100,58,1,1,0,1,0,2,1,1,73.0,4,5,44900.0,6,285,N,2,2,2,1
26-02702,94,2,3,0,1,0,N,1,1,4817.2,N,9,17900.0,3,147,N,2,2,2,2
51-51255,7,1,N,0,1,3,5,1,1,11224.3,N,2,N,N,501,N,2,2,2,2
13-04600,54,2,6,0,2,0,N,1,2,3670.4,N,5,9100.0,2,69,N,1,1,1,2
51-51255,26,2,6,0,1,0,N,1,2,11224.3,10,10,54000.0,6,412,N,2,2,2,2
08-00803,23,2,6,0,1,0,N,1,2,3393.2,11,9,21000.0,3,158,N,2,2,2,2
19-01700,56,1,4,0,1,0,N,1,1,3572.3,N,5,0.0,0,0,N,2,2,2,2
26-02702,10,2,N,0,9,1,3,1,1,4817.2,N,3,N,N,501,N,2,2,2,2
30-00600,59,1,1,0,3,1,4,1,1,16.3,16,7,26200.0,5,244,N,2,2,1,2
26-02702,18,1,6,0,1,N,N,3,0,4817.2,2,7,5050.0,1,N,N,2,2,2,2
13-04600,40,1,2,0,2,0,N,1,2,3670.4,15,10,200000.0,9,501,N,2,2,2,2
13-04600,50,2,6,0,2,0,N,1,1,3670.4,12,8,60000.0,7,454,N,2,2,2,2
06-07502,48,2,1,0,1,3,5,1,1,33632.6,9,9,571000.0,9,501,N,2,2,2,2
32-00405,64,2,4,3,2,0,N,1,2,7990.5,12,4,27000.0,4,203,N,2,2,2,2
36-03710,46,1,6,0,2,N,N,3,0,52864.7,N,3,14500.0,3,111,N,1,2,2,2
17-03531,38,2,1,0,2,2,6,1,1,11171.6,13,7,34000.0,5,449,N,2,2,2,2
38-00100,11,2,N,0,1,1,3,1,1,73.0,N,3,N,N,501,N,2,2,2,2
32-00405,69,1,6,1,1,0,4,1,2,7990.5,7,7,10000.0,2,144,N,2,1,2,2
17-03529,17,1,6,4,8,N,N,3,0,15097.5,0,3,5000.0,1,37,N,2,2,2,2
19-01700,22,1,6,0,6,0,2,1,1,3572.3,14,7,36000.0,5,313,N,2,2,2,2
19-01700,57,1,1,0,1,0,2,1,1,3572.3,8,9,75000.0,8,501,N,2,2,2,2
24-01004,7,2,N,0,6,3,7,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
19-01700,42,2,6,0,1,1,3,1,2,3572.3,N,1,900.0,0,4,N,1,1,2,2
51-51255,35,2,1,0,1,2,4,1,1,11224.3,16,10,93000.0,8,501,N,2,2,2,2
24-01004,21,2,6,0,2,1,11,1,1,4187.9,10,9,12000.0,2,501,N,2,2,2,2
19-01700,68,1,6,0,1,0,N,1,1,3572.3,11,10,40000.0,6,327,N,2,2,2,2
32-00405,83,2,3,0,2,0,N,1,1,7990.5,N,7,39000.0,6,318,N,2,1,2,2
24-01004,72,2,6,4,2,0,2,1,1,4187.9,N,3,7800.0,2,64,N,2,2,2,2
01-01301,6,2,N,0,1,0,3,1,1,2731.2,N,2,N,N,76,N,2,2,2,2
06-08507,44,1,1,0,6,1,3,1,2,3305.1,10,10,172500.0,9,501,N,2,2,2,2
30-00600,60,1,1,0,1,1,3,1,1,16.3,0,5,70000.0,8,345,N,2,2,2,2
24-01004,67,1,1,0,1,0,4,1,1,4187.9,9,7,270800.0,9,501,N,2,2,2,2
06-07502,32,1,6,0,1,0,N,1,2,33632.6,10,9,185000.0,9,501,N,2,2,2,2
32-00405,5,1,N,1,8,1,3,1,2,7990.5,N,2,N,N,117,N,2,2,2,2
51-51255,52,2,6,0,1,1,2,1,1,11224.3,16,10,160500.0,9,501,N,2,2,2,2
19-01700,72,2,4,0,1,N,N,2,0,3572.3,N,9,24900.0,4,N,N,1,1,1,1
32-00405,58,1,1,1,8,1,4,1,1,7990.5,3,3,72000.0,8,501,N,2,1,2,2
28-01100,2,1,N,0,2,3,4,1,2,2674.3,N,N,N,N,36,N,N,N,2,2
29-01901,64,2,3,0,2,0,N,1,1,5434.8,15,7,58700.0,8,445,N,2,2,2,2
06-08507,45,2,1,0,6,1,3,1,1,3305.1,4,10,200000.0,9,501,N,2,2,2,2
08-00803,21,1,6,0,1,0,N,1,2,3393.2,11,7,4000.0,1,30,N,2,2,2,2
28-01100,49,1,1,0,2,0,3,1,1,2674.3,7,5,33000.0,6,338,N,2,2,2,2
38-00100,20,2,6,0,1,1,6,1,1,73.0,12,5,16700.0,3,325,N,2,2,2,2
24-01004,52,2,1,0,2,0,3,1,2,4187.9,16,12,115000.0,8,501,N,2,2,2,2
32-00405,9,2,N,1,1,0,4,1,2,7990.5,N,3,N,N,0,N,2,2,2,2
24-01004,49,1,1,0,1,2,5,1,1,4187.9,N,11,7000.0,2,152,N,2,2,2,2
26-02702,57,2,1,0,1,0,2,1,1,4817.2,12,9,0.0,0,501,N,2,2,2,2
24-01004,68,2,2,0,6,3,7,1,1,4187.9,N,1,0.0,0,501,N,2,2,2,2
51-01301,39,1,1,0,1,0,2,1,2,11162.8,6,6,43000.0,5,501,N,2,2,2,2
06-07502,39,1,1,0,6,0,2,1,2,33632.6,9,9,380000.0,9,501,N,2,2,2,2
38-00100,75,2,1,0,1,0,2,1,1,73.0,6,5,6000.0,1,217,N,2,2,2,2
40-00200,40,2,1,0,3,1,4,1,1,90.7,4,5,3000.0,1,75,N,2,1,2,2
28-01100,59,2,5,0,2,0,2,1,1,2674.3,N,7,16100.0,4,163,N,2,1,2,2
24-01004,19,1,6,0,6,0,5,1,1,4187.9,N,5,0.0,0,501,N,2,2,2,2
36-04010,57,2,6,0,1,0,N,1,2,50441.6,13,5,20200.0,4,152,N,2,2,2,2
13-04600,44,1,6,0,2,N,N,2,0,3670.4,3,5,43200.0,6,N,N,2,2,2,2
06-08507,3,1,N,0,6,2,4,1,1,3305.1,N,2,N,N,501,N,N,N,2,2
26-02702,16,2,6,0,1,3,5,1,1,4817.2,N,4,50.0,1,248,N,2,2,2,2
51-01301,49,1,1,0,1,2,4,1,1,11162.8,16,10,165050.0,9,501,N,2,2,2,2
51-01301,84,1,1,0,1,0,2,1,1,11162.8,N,9,186700.0,9,501,N,2,2,2,2
24-01004,19,1,6,4,1,0,3,1,2,4187.9,14,7,18000.0,3,242,N,2,2,2,2
08-00803,26,2,1,0,1,0,2,1,2,3393.2,4,7,31200.0,4,400,N,2,2,2,2
17-03529,45,2,3,0,2,2,3,1,1,15097.5,9,9,30000.0,5,147,N,2,2,2,2
26-02702,19,1,6,0,1,N,N,3,0,4817.2,14,7,17700.0,3,N,N,2,2,2,2
