,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
323,18,2,7,2,2,1,N,7,0,1,5,6,0,N,2,2,71,48-02510,55,1,1,63,32,2,7,2,2,2,N,1,0,N,5,267,107,106,57.14285714285714
324,15,2,6,2,2,2,N,3,0,1,N,6,3,5,1,0,248,48-02515,14,1,2,14,16,2,6,2,2,2,N,1,1,3,0,423,204,192,57.14285714285714
325,31,2,2,1,2,2,N,7,1,1,6,1,1,3,2,5,183,48-02102,120,1,1,75,45,2,2,2,2,2,N,1,3,6,8,358,94,94,42.857142857142854
326,27,2,2,2,2,2,N,5,0,1,N,6,0,4,1,0,501,48-02102,123,2,1,65,40,2,2,2,1,2,N,1,0,4,0,69,85,57,64.28571428571429
327,53,2,2,2,2,2,N,6,0,1,12,4,1,3,1,5,170,48-02101,197,1,2,168,62,2,2,2,2,2,N,1,3,6,3,260,17,13,50.0
328,15,2,7,2,2,2,N,4,0,1,N,6,0,3,1,0,266,48-02507,50,2,1,49,16,2,7,2,2,2,N,1,2,4,0,501,189,192,57.14285714285714
329,65,2,2,2,2,2,N,4,0,1,N,2,0,N,2,3,119,48-02101,108,1,1,78,20,2,2,2,2,2,N,1,0,3,0,238,96,59,57.14285714285714
330,62,2,5,2,2,2,N,8,0,1,16,1,0,2,1,5,501,48-02516,71,1,1,61,60,2,5,2,2,2,N,1,0,2,7,501,273,273,71.42857142857143
331,39,2,2,2,2,2,N,8,0,1,11,1,2,5,1,9,501,48-02101,118,1,1,115,37,2,2,2,2,2,N,1,1,3,7,472,280,281,50.0
332,15,2,5,2,2,2,N,4,0,1,N,6,3,4,2,0,172,48-02516,282,1,1,235,15,2,5,2,2,2,N,1,2,3,1,212,70,99,57.14285714285714
333,6,2,2,2,2,2,N,2,0,1,N,N,0,5,1,N,501,48-02101,158,9,2,94,5,2,2,2,2,2,N,1,4,6,N,492,13,6,57.14285714285714
334,2,2,2,2,N,N,N,N,4,1,N,N,3,6,1,N,331,48-02101,66,1,2,78,1,2,2,2,N,N,N,1,3,6,N,335,419,330,71.42857142857143
335,61,2,6,2,2,2,N,9,0,1,13,1,0,2,1,8,501,48-02515,109,1,2,103,38,2,6,2,2,2,N,1,3,5,0,501,51,54,57.14285714285714
336,60,2,6,2,2,2,N,4,0,1,3,1,1,3,1,5,215,48-02515,164,1,1,169,67,2,6,2,2,2,N,1,0,2,5,450,15,15,57.14285714285714
337,55,2,2,2,2,2,N,9,0,1,5,6,0,3,1,9,501,48-02102,28,1,1,19,60,2,2,2,2,2,N,1,0,3,0,287,38,36,64.28571428571429
338,21,2,7,2,2,2,N,5,0,1,14,6,0,3,2,5,183,48-02507,391,1,2,450,18,2,7,2,2,2,N,1,0,3,2,254,44,48,64.28571428571429
339,9,2,2,2,2,2,N,3,1,1,N,N,2,4,2,N,501,48-02101,95,9,1,84,12,2,2,2,2,2,N,1,2,3,N,330,23,23,64.28571428571429
340,33,2,6,2,2,2,N,9,0,1,11,4,0,N,2,7,444,48-02515,68,1,2,69,59,2,6,2,2,2,N,1,0,N,7,438,77,76,71.42857142857143
341,50,2,2,2,2,2,N,10,0,1,15,1,2,5,1,7,476,48-02102,15,1,1,35,69,2,2,2,2,2,N,1,0,4,5,274,59,47,50.0
342,60,2,2,2,2,2,N,5,0,1,10,4,0,N,1,1,10,48-02102,140,1,2,141,75,2,2,2,2,2,N,1,0,2,7,482,104,105,57.14285714285714
343,33,2,2,2,2,2,N,8,0,1,11,1,3,5,1,4,221,48-02101,131,9,2,136,60,2,2,2,2,2,N,1,0,6,7,501,18,18,50.0
344,28,2,7,2,2,2,N,9,0,1,5,6,0,4,1,7,501,48-02507,214,1,1,157,29,2,7,2,2,2,N,1,0,3,5,400,138,84,57.14285714285714
345,39,2,7,2,2,2,N,5,0,1,14,1,2,5,1,5,501,48-02510,106,1,1,107,55,2,7,2,2,2,N,1,0,2,7,501,45,45,57.14285714285714
346,3,2,7,2,N,N,N,2,0,1,N,N,2,4,1,N,501,48-02510,53,9,1,58,6,2,7,2,2,2,N,1,2,6,N,501,101,64,57.14285714285714
347,42,2,7,2,2,2,N,9,0,1,2,6,0,2,1,8,501,48-02510,67,1,2,65,22,2,7,2,2,2,N,1,0,3,6,501,107,83,64.28571428571429
348,77,2,7,2,1,1,N,7,0,1,N,3,0,8,1,2,129,48-02507,78,2,2,62,83,1,7,2,1,2,N,1,0,3,4,501,72,70,42.857142857142854
349,58,2,2,2,2,2,N,4,0,1,9,6,0,2,1,9,501,48-02101,38,1,1,38,16,2,2,2,2,2,N,1,3,5,0,232,34,38,57.14285714285714
350,1,2,7,2,N,N,N,N,1,1,N,N,1,6,2,N,205,48-02507,38,1,2,39,1,2,7,2,N,N,N,1,2,5,N,80,306,175,64.28571428571429
351,16,2,2,2,2,2,N,4,0,1,N,6,0,3,1,0,86,48-02102,39,2,2,23,16,2,2,2,2,2,N,1,1,3,0,501,153,86,71.42857142857143
352,54,2,2,2,2,2,N,4,0,1,15,1,0,2,1,6,238,48-02101,32,1,2,32,69,2,2,2,2,2,N,1,0,2,3,452,64,46,64.28571428571429
353,38,2,7,2,2,2,N,9,0,1,9,1,2,4,2,7,465,48-02507,58,1,1,75,34,2,7,2,2,2,N,1,2,4,8,492,52,54,64.28571428571429
354,55,2,7,2,2,2,N,7,0,1,7,4,0,N,1,8,501,48-02510,73,1,2,78,79,2,7,2,2,2,N,1,0,2,6,501,100,100,64.28571428571429
355,44,2,7,2,2,2,N,10,0,1,N,1,4,6,1,1,501,48-02510,129,6,2,105,29,2,7,2,2,2,N,1,3,5,0,146,98,103,50.0
356,41,2,7,2,2,2,N,10,0,1,4,1,0,2,1,8,501,48-02507,49,1,2,45,62,2,7,2,2,2,N,1,0,2,8,501,149,149,78.57142857142857
357,54,2,5,2,2,2,N,9,0,1,11,6,0,N,1,5,196,48-02516,62,2,2,72,25,2,5,2,2,2,N,1,0,4,2,501,130,145,57.14285714285714
358,60,2,7,2,2,2,N,5,0,1,5,1,0,2,1,8,501,48-02507,114,2,1,112,57,2,7,2,2,2,4,1,0,2,8,501,36,37,71.42857142857143
359,47,2,5,2,2,2,N,9,0,1,7,1,0,2,1,6,501,48-02516,18,1,2,16,63,2,5,2,2,2,N,1,0,2,5,501,63,66,71.42857142857143
360,23,2,5,2,2,2,N,7,0,1,6,6,0,4,1,3,309,48-02516,142,6,2,113,19,2,5,2,2,2,N,1,0,5,3,374,387,337,64.28571428571429
361,42,2,7,2,1,2,N,7,0,1,3,1,2,5,1,5,212,48-02510,57,1,2,46,38,2,7,2,2,2,N,1,2,4,7,391,59,58,50.0
362,4,2,2,2,N,N,N,2,0,1,N,N,1,2,1,N,501,48-02102,136,9,1,151,6,2,2,2,2,2,N,1,2,7,N,251,115,75,42.857142857142854
363,7,2,7,2,2,2,N,2,0,1,N,N,3,5,1,N,501,48-02510,155,9,2,154,6,2,7,2,2,2,N,1,4,6,N,287,98,104,57.14285714285714
364,3,2,2,2,N,N,N,1,1,1,N,N,0,4,1,N,384,48-02101,96,8,1,147,3,2,2,2,N,N,N,1,4,6,N,178,86,120,64.28571428571429
365,26,2,6,2,2,2,N,10,0,1,12,6,1,2,1,7,402,48-02515,179,1,1,160,39,2,6,2,2,2,N,1,0,N,8,501,56,56,50.0
366,58,2,5,2,2,1,N,6,0,1,9,1,0,2,1,7,501,48-02516,16,1,1,12,63,2,5,2,2,2,N,1,0,2,6,457,66,58,57.14285714285714
367,19,2,2,2,2,2,N,4,0,1,6,6,0,2,2,2,483,48-02101,166,1,1,253,18,2,2,2,2,2,N,1,1,3,1,306,63,39,50.0
368,79,2,2,2,2,2,N,11,0,1,N,1,0,2,1,2,501,48-02101,19,1,2,10,66,2,2,2,2,2,N,1,0,2,3,501,50,66,71.42857142857143
369,14,2,6,2,2,2,N,3,1,1,N,N,2,3,2,N,92,48-02515,78,8,2,21,8,2,6,2,2,2,N,1,3,6,N,187,301,308,57.14285714285714
370,53,2,7,2,2,2,N,7,0,1,4,4,0,2,1,7,340,48-02510,60,1,1,60,54,2,7,2,2,2,N,1,0,N,8,501,86,86,57.14285714285714
371,4,2,7,2,N,N,N,2,0,1,N,N,3,4,2,N,13,48-02507,47,2,1,35,6,2,7,2,2,2,N,1,4,5,N,24,81,67,42.857142857142854
372,50,2,2,2,2,2,1,5,0,1,7,1,2,4,2,3,111,48-02102,10,1,1,17,60,2,2,2,2,2,N,1,0,2,6,458,43,43,42.857142857142854
373,56,2,7,2,1,2,N,7,0,1,13,1,0,2,1,7,501,48-02510,58,1,2,57,63,2,7,2,2,2,N,1,0,2,7,501,100,99,71.42857142857143
374,67,2,2,2,1,1,N,7,0,1,N,6,0,2,1,5,186,48-02102,76,2,2,77,54,2,2,2,2,2,N,1,0,7,0,351,294,169,42.857142857142854
375,6,2,2,2,2,2,N,2,1,1,N,N,6,8,2,N,28,48-02102,398,1,2,334,5,2,2,2,2,2,N,1,3,6,N,358,75,94,57.14285714285714
376,45,2,6,2,2,2,N,9,0,1,17,1,3,5,1,8,420,48-02515,17,1,1,15,46,2,6,2,2,2,N,1,1,4,7,448,112,113,50.0
377,58,2,6,2,2,2,N,5,0,1,9,1,0,2,1,4,277,48-02515,36,1,1,27,68,2,6,2,2,2,N,1,0,2,9,501,61,61,64.28571428571429
378,47,2,2,2,2,2,N,10,0,1,8,1,1,3,1,9,483,48-02101,17,1,1,17,48,2,2,2,2,2,N,1,0,2,6,501,91,90,50.0
379,0,2,7,2,N,N,N,N,0,1,N,N,4,5,2,N,24,48-02507,71,2,1,83,0,2,7,2,N,N,N,1,0,N,N,N,90,70,64.28571428571429
380,21,2,7,2,2,2,N,8,0,1,10,6,0,2,1,1,501,48-02510,226,1,2,132,30,2,7,2,2,2,N,1,0,N,7,433,76,76,57.14285714285714
381,4,2,7,2,N,N,N,2,0,1,N,N,2,4,1,N,501,48-02510,66,2,1,32,4,2,7,2,N,N,N,1,3,5,N,501,78,58,71.42857142857143
382,5,2,5,2,2,2,N,2,1,1,N,N,3,5,1,N,216,48-02516,90,9,2,71,6,2,5,2,2,2,N,1,0,2,N,N,97,81,57.14285714285714
383,58,2,7,2,2,2,N,7,0,1,5,1,0,3,1,2,501,48-02507,204,1,2,128,54,2,7,2,2,2,N,1,0,2,7,333,41,46,57.14285714285714
384,69,1,6,2,1,2,N,9,0,3,N,6,N,N,0,3,N,48-02515,13,1,2,0,60,2,6,2,1,1,N,2,N,N,3,N,38,0,64.28571428571429
385,12,2,7,2,2,2,N,3,1,1,N,N,1,4,1,N,501,48-02510,58,8,1,57,12,2,7,2,2,2,N,1,2,4,N,501,97,81,78.57142857142857
386,55,2,7,2,2,2,N,7,0,1,5,2,0,2,1,5,501,48-02510,86,1,1,84,72,2,7,2,2,2,N,1,0,N,8,501,12,12,64.28571428571429
387,31,2,2,2,2,2,N,7,0,1,17,1,2,5,2,5,413,48-02101,47,1,1,46,37,1,2,2,2,1,5,1,3,5,4,193,49,49,35.714285714285715
388,33,2,5,2,2,2,N,8,0,1,16,1,1,4,1,6,488,48-02516,84,6,2,74,49,2,5,2,2,2,N,1,0,2,5,446,24,24,50.0
389,53,2,2,2,2,2,N,9,0,1,11,6,0,3,1,6,300,48-02101,52,1,2,52,30,2,2,2,2,2,N,1,0,3,7,501,88,77,64.28571428571429
390,42,2,2,2,2,2,N,7,0,1,14,4,0,2,2,5,315,48-02102,59,1,2,58,50,2,2,2,2,2,N,1,0,2,6,366,66,67,64.28571428571429
391,71,2,7,2,2,2,N,5,0,1,10,1,0,2,1,3,228,48-02507,104,2,2,94,67,2,7,2,2,2,N,1,0,2,8,501,53,53,64.28571428571429
392,78,2,2,2,2,2,N,5,0,1,9,4,0,N,1,7,488,48-02101,24,1,2,23,66,2,2,2,2,2,N,1,0,N,6,324,55,55,64.28571428571429
393,62,2,5,2,2,2,N,5,0,1,12,1,0,2,1,9,501,48-02516,91,1,1,71,36,2,5,2,2,2,N,1,4,6,7,380,147,141,50.0
394,4,2,2,2,N,N,N,2,0,1,N,N,1,4,1,N,245,48-02101,55,2,1,57,7,2,2,2,2,2,N,1,3,6,N,443,121,135,42.857142857142854
395,70,1,6,2,1,2,N,5,0,2,N,3,N,N,0,2,N,48-02515,77,1,2,0,92,1,6,1,1,1,N,2,N,N,4,N,73,0,64.28571428571429
396,3,2,7,2,N,N,N,2,1,1,N,N,2,4,1,N,279,48-02510,67,1,1,59,5,2,7,2,2,2,N,1,3,5,N,126,116,112,42.857142857142854
397,30,2,5,2,2,2,N,8,0,1,N,4,2,4,1,0,501,48-02516,51,1,2,51,78,2,5,2,1,2,N,1,0,N,3,140,71,71,42.857142857142854
398,20,2,7,2,2,2,N,7,1,1,11,1,1,3,1,4,501,48-02510,96,1,2,118,34,2,7,2,2,2,N,1,3,5,1,126,112,112,50.0
399,30,2,7,2,2,2,N,7,0,1,4,6,1,2,1,8,501,48-02510,61,1,1,51,47,2,7,2,2,2,N,1,0,2,5,229,99,51,64.28571428571429
400,29,2,6,2,2,2,N,7,0,3,6,6,N,N,0,3,N,48-02515,76,1,2,0,33,2,6,2,2,1,N,2,N,N,1,N,92,0,64.28571428571429
401,55,2,2,2,2,2,N,5,0,1,N,4,0,N,1,3,122,48-02102,32,3,2,22,69,2,2,1,1,2,N,1,0,N,3,109,89,88,57.14285714285714
402,68,2,2,2,2,2,N,7,0,1,6,4,0,N,1,4,152,48-02101,17,1,1,17,47,2,2,2,2,2,N,1,0,N,9,501,74,74,64.28571428571429
403,30,2,6,2,2,2,N,9,0,1,12,6,0,N,2,8,501,48-02515,87,1,2,87,24,2,6,2,2,2,N,1,0,N,7,437,210,210,64.28571428571429
404,44,2,2,2,2,2,N,4,0,1,3,1,1,3,2,5,179,48-02102,125,1,1,135,34,2,2,2,2,2,N,1,2,4,7,186,81,82,50.0
405,12,2,7,2,2,2,N,3,1,1,N,N,2,5,1,N,272,48-02510,247,9,2,146,13,2,7,2,2,2,N,1,1,2,N,270,119,75,57.14285714285714
406,36,2,2,2,2,2,N,6,0,1,3,1,0,2,2,5,397,48-02101,128,1,1,138,51,2,2,2,2,2,N,1,0,5,9,501,22,21,57.14285714285714
407,92,2,7,2,1,1,N,8,0,1,N,3,0,N,1,6,321,48-02507,66,1,2,66,74,1,7,2,2,2,N,1,0,2,7,501,31,31,35.714285714285715
408,69,2,2,2,2,2,N,7,0,1,5,1,0,4,1,6,501,48-02101,104,1,2,90,38,2,2,2,2,2,N,1,2,4,7,409,471,471,57.14285714285714
409,75,2,6,2,2,2,N,4,0,1,N,1,0,2,1,2,398,48-02515,41,1,2,49,58,2,6,1,2,2,N,1,0,2,0,194,46,46,57.14285714285714
410,20,2,7,2,2,2,N,5,0,1,10,6,0,3,1,8,501,48-02510,86,1,1,73,30,2,7,2,2,2,N,1,1,3,4,189,405,278,57.14285714285714
411,34,2,2,2,2,2,N,5,0,1,0,1,2,5,1,0,206,48-02101,87,1,2,52,30,2,2,2,2,2,N,1,2,4,3,239,64,64,57.14285714285714
412,70,2,7,2,2,2,N,7,0,1,5,4,0,N,2,2,75,48-02507,117,1,1,118,53,2,7,2,2,2,N,1,0,5,5,95,179,179,57.14285714285714
413,59,2,2,2,2,2,N,8,0,1,10,4,0,N,1,9,501,48-02101,75,1,2,75,48,2,2,2,2,2,N,1,0,N,3,114,96,88,64.28571428571429
414,22,2,2,2,2,2,N,7,0,1,6,6,0,N,2,5,245,48-02101,96,1,2,96,32,2,2,2,2,2,N,1,1,2,5,166,97,97,57.14285714285714
415,40,2,2,2,2,2,N,7,0,1,6,4,6,6,2,3,237,48-02101,91,1,1,93,66,2,2,2,2,2,N,1,1,3,7,370,124,125,50.0
416,2,2,7,2,N,N,N,N,0,1,N,N,2,4,1,N,501,48-02510,110,6,1,92,2,2,7,2,N,N,N,1,3,5,N,146,94,103,64.28571428571429
417,29,2,5,2,2,2,N,7,0,1,5,1,3,6,1,2,14,48-02516,11,1,2,12,55,2,5,2,2,2,N,1,0,3,9,501,115,114,50.0
418,33,2,2,2,2,2,N,9,0,1,11,5,0,N,1,6,327,48-02101,34,1,2,33,55,2,2,2,2,2,N,1,0,3,7,420,12,12,57.14285714285714
419,52,2,7,2,2,2,N,8,0,1,12,6,0,5,1,6,324,48-02507,53,1,2,48,50,2,7,2,2,2,N,1,0,N,6,314,50,50,64.28571428571429
420,77,2,6,2,1,2,N,6,0,1,9,1,0,2,1,4,172,48-02515,11,1,2,11,49,2,6,2,2,2,N,1,0,2,6,421,127,86,57.14285714285714
421,51,2,7,2,2,2,N,9,0,1,7,4,0,N,1,8,501,48-02510,110,1,1,113,52,2,7,2,2,2,N,1,0,N,8,501,54,55,78.57142857142857
422,81,2,7,2,2,2,N,6,0,1,N,4,0,N,2,4,113,48-02507,50,1,2,50,64,1,7,2,1,1,N,1,0,N,3,106,101,101,42.857142857142854
423,68,2,6,2,2,2,N,5,0,1,7,4,0,N,1,6,377,48-02515,34,1,2,45,40,2,6,2,2,2,N,1,1,2,8,406,15,15,50.0
424,48,2,6,2,2,2,N,8,0,1,14,1,2,4,1,5,501,48-02515,45,1,2,45,43,2,6,2,2,2,N,1,0,3,9,501,292,292,57.14285714285714
425,62,2,6,2,2,2,N,7,0,1,N,1,0,2,1,3,259,48-02515,15,2,2,13,41,2,6,2,2,2,N,1,2,5,0,413,70,65,50.0
426,39,2,2,2,2,2,N,7,0,1,10,5,0,N,2,6,328,48-02101,123,1,2,121,27,2,2,2,2,2,N,1,1,3,3,64,44,24,50.0
427,73,2,2,2,2,2,N,9,0,1,N,6,0,N,1,3,132,48-02102,50,1,2,49,66,2,2,2,2,2,N,1,0,2,1,161,59,58,57.14285714285714
428,5,2,2,2,2,2,N,2,4,1,N,N,3,6,1,N,264,48-02102,150,1,1,157,6,2,2,2,2,2,N,1,3,5,N,264,194,191,71.42857142857143
429,35,2,5,2,2,2,N,4,4,1,N,1,1,3,1,0,481,48-02516,572,1,2,335,68,2,5,2,2,2,N,1,0,2,3,81,118,120,50.0
430,66,2,6,2,2,2,N,7,0,1,N,4,0,N,2,5,218,48-02515,64,1,2,64,59,2,6,2,2,1,N,1,0,N,3,101,77,76,57.14285714285714
431,49,2,2,2,2,2,N,5,1,1,10,4,1,2,1,5,418,48-02101,102,1,1,92,78,1,2,2,1,1,N,1,0,2,5,211,145,144,42.857142857142854
432,45,2,7,2,2,2,N,7,0,1,9,1,0,2,1,0,501,48-02507,63,2,2,77,49,1,7,2,2,2,N,1,0,2,7,501,37,28,64.28571428571429
433,27,2,7,2,2,2,N,10,0,1,10,1,1,3,1,9,501,48-02510,47,6,1,47,62,2,7,2,2,2,N,1,0,3,5,159,44,44,57.14285714285714
434,66,2,2,2,2,2,N,9,0,1,9,6,0,N,1,4,132,48-02102,100,1,2,90,43,2,2,2,2,2,N,1,0,N,8,501,58,59,64.28571428571429
435,41,2,2,2,2,2,N,9,0,1,7,4,0,N,1,9,501,48-02102,291,1,1,291,63,2,2,2,2,2,N,1,0,2,9,501,51,52,71.42857142857143
436,92,2,7,2,2,2,N,5,0,1,N,4,0,N,2,6,243,48-02507,41,2,2,49,36,2,7,2,2,2,N,1,0,N,0,0,94,70,64.28571428571429
437,10,2,2,2,2,2,N,3,1,1,N,N,0,4,1,N,321,48-02101,48,9,1,65,13,2,2,2,2,2,N,1,1,6,N,501,50,41,57.14285714285714
438,2,2,7,2,N,N,N,N,1,1,N,N,3,6,1,N,449,48-02507,46,1,2,67,1,2,7,2,N,N,N,1,1,3,N,333,311,175,57.14285714285714
439,20,2,7,2,2,2,N,7,1,1,9,6,0,2,1,2,342,48-02507,98,8,2,26,21,2,7,2,2,2,N,1,0,6,5,501,46,31,57.14285714285714
440,23,2,2,2,2,2,N,7,0,1,6,6,0,2,2,2,157,48-02101,93,2,1,71,24,2,2,2,2,2,N,1,0,N,1,4,164,164,57.14285714285714
441,1,2,2,2,N,N,N,N,1,1,N,N,2,6,1,N,231,48-02101,90,8,1,125,2,2,2,2,N,N,N,1,2,4,N,136,132,305,64.28571428571429
442,18,2,5,2,2,2,N,4,1,1,6,6,2,5,1,1,109,48-02516,149,1,1,151,18,2,5,2,2,2,N,1,2,5,0,218,23,16,71.42857142857143
443,47,2,7,2,2,2,N,9,0,1,11,6,0,2,1,6,501,48-02507,29,2,2,29,26,2,7,2,2,2,N,1,0,4,7,501,406,361,64.28571428571429
444,84,2,7,2,2,2,N,7,0,1,11,1,0,2,1,4,501,48-02507,25,1,2,25,48,2,7,2,2,2,N,1,0,3,5,501,197,197,64.28571428571429
445,37,2,7,2,2,2,N,7,0,1,12,6,0,2,1,4,478,48-02507,42,1,2,42,26,2,7,2,2,2,N,1,0,N,7,424,63,55,57.14285714285714
446,34,2,7,2,2,2,N,9,0,1,N,1,4,6,1,0,89,48-02507,79,2,2,76,63,2,7,2,2,2,N,1,0,2,5,384,95,95,50.0
447,73,2,2,2,2,2,N,9,0,1,11,2,0,2,1,9,483,48-02101,49,1,1,49,56,2,2,2,2,2,N,1,0,N,7,423,63,50,57.14285714285714
448,35,2,7,2,2,2,N,4,1,1,3,1,3,5,1,3,144,48-02507,61,1,1,54,51,2,7,2,2,2,N,1,0,5,8,257,136,97,57.14285714285714
449,46,2,2,2,2,2,N,5,1,1,10,6,0,N,1,4,188,48-02101,398,1,1,257,18,2,2,2,2,2,N,1,0,4,2,214,48,48,57.14285714285714
450,35,2,2,2,2,2,N,6,0,1,5,1,0,3,1,8,501,48-02102,97,1,1,207,43,2,2,2,2,2,N,1,2,4,6,155,115,107,50.0
451,43,2,2,2,2,2,N,5,0,1,N,4,0,3,2,4,211,48-02102,78,1,1,62,63,2,2,2,2,2,N,1,1,5,3,292,88,105,50.0
452,86,1,2,2,1,1,N,7,0,1,N,1,0,2,2,4,154,48-02101,15,1,1,16,79,2,2,2,2,1,N,1,0,2,2,71,51,51,50.0
453,49,2,2,2,2,2,N,6,0,1,11,6,0,3,1,6,501,48-02102,363,1,2,300,25,2,2,2,2,2,N,1,0,4,7,501,96,89,64.28571428571429
454,40,2,2,2,2,2,N,5,0,1,3,4,0,N,2,5,201,48-02102,81,1,1,81,25,2,2,2,2,2,N,1,0,N,4,181,247,247,64.28571428571429
455,45,2,2,2,2,2,N,11,0,1,9,4,1,2,1,9,501,48-02101,125,1,2,127,58,2,2,2,2,2,N,1,0,N,7,455,51,50,50.0
456,59,1,6,1,1,2,N,5,0,1,3,4,0,N,2,2,75,48-02515,288,1,1,288,61,2,6,2,2,2,N,1,0,N,7,458,131,131,42.857142857142854
457,74,2,5,2,2,2,N,7,0,1,11,3,0,2,1,9,501,48-02516,68,1,2,69,74,2,5,2,2,2,N,1,0,N,3,137,80,80,64.28571428571429
458,32,2,6,2,2,1,N,4,0,3,15,6,N,N,0,0,0,48-02515,40,1,1,0,22,2,6,2,2,2,N,2,N,N,4,N,91,0,57.14285714285714
459,53,2,7,2,2,2,N,5,0,1,10,3,0,N,1,8,501,48-02510,99,1,2,99,58,2,7,2,2,2,N,1,0,N,9,501,45,45,71.42857142857143
460,53,2,2,2,2,2,N,6,0,1,N,1,0,4,2,3,140,48-02101,207,1,1,207,65,2,2,2,2,2,N,1,1,4,7,374,96,102,57.14285714285714
461,32,2,7,2,2,2,N,5,0,1,5,6,0,4,1,7,417,48-02507,430,2,1,448,26,2,7,2,2,2,N,1,0,2,2,64,91,49,57.14285714285714
462,32,2,5,2,2,2,N,7,0,1,2,1,2,4,1,8,460,48-02516,265,1,1,246,65,1,5,2,2,2,N,1,0,2,8,469,14,13,50.0
463,60,2,2,2,2,2,N,7,0,1,6,1,0,2,2,9,501,48-02102,210,1,1,219,45,2,2,2,2,2,N,1,1,4,7,252,117,101,50.0
464,18,2,2,2,2,2,N,5,0,1,13,6,0,3,1,3,476,48-02102,81,1,2,45,37,2,2,2,2,2,N,1,1,6,3,121,63,53,57.14285714285714
465,29,2,2,2,2,2,N,10,0,1,11,1,1,3,2,6,399,48-02102,25,1,1,25,57,2,2,2,2,2,N,1,1,3,6,301,127,169,71.42857142857143
466,46,2,7,2,2,2,N,9,0,1,4,4,1,2,1,9,501,48-02510,95,1,2,85,55,2,7,2,2,2,N,1,0,3,8,481,48,48,50.0
467,58,2,2,2,2,2,N,4,0,1,14,1,0,6,1,9,501,48-02101,92,1,1,80,73,2,2,2,2,2,N,1,0,2,7,488,69,69,57.14285714285714
468,25,2,5,2,2,2,N,4,1,1,N,1,5,5,1,0,261,48-02516,91,8,2,80,31,2,5,2,2,2,N,1,2,4,0,251,77,68,57.14285714285714
469,74,2,2,2,1,2,N,5,0,1,N,4,0,3,1,2,501,48-02101,48,2,1,49,79,2,2,2,2,2,N,1,0,N,6,318,110,110,50.0
470,45,2,2,2,2,2,N,8,0,1,12,4,0,2,1,9,501,48-02101,70,1,2,79,59,2,2,2,2,2,N,1,0,N,8,501,62,62,64.28571428571429
471,63,2,2,2,2,2,N,7,0,1,N,6,0,6,1,7,501,48-02101,58,1,2,58,20,2,2,2,2,2,N,1,0,3,0,418,105,58,64.28571428571429
472,32,2,5,2,2,2,N,10,0,1,11,1,3,5,2,0,246,48-02516,95,1,2,95,24,2,5,2,2,2,N,1,0,2,7,501,73,73,50.0
473,4,2,6,2,N,N,N,1,1,1,N,N,3,6,2,N,213,48-02515,269,1,2,162,4,2,6,2,N,N,N,1,3,4,N,4,69,63,71.42857142857143
474,50,2,2,2,2,2,N,7,0,1,7,4,0,2,1,2,155,48-02102,44,1,1,48,54,1,2,2,2,2,N,1,0,3,4,391,59,59,50.0
475,62,2,7,2,2,2,N,10,0,1,11,1,0,2,1,9,501,48-02507,83,2,1,83,64,2,7,2,2,2,N,1,0,2,2,404,77,77,64.28571428571429
476,45,2,2,2,2,2,N,7,0,1,3,4,0,2,1,3,373,48-02102,86,1,1,55,66,2,2,2,2,2,N,1,0,N,6,372,100,99,57.14285714285714
477,82,2,2,2,2,2,N,3,0,1,N,2,0,N,1,2,70,48-02102,11,1,1,11,49,2,2,2,2,1,N,1,0,2,0,0,138,76,50.0
478,12,2,7,2,2,1,N,3,4,1,N,N,5,8,2,N,22,48-02507,25,8,1,11,13,2,7,2,2,2,N,1,3,5,N,138,219,203,50.0
479,23,2,6,2,2,2,N,7,1,1,4,1,6,8,1,3,291,48-02515,35,1,2,34,52,2,6,2,2,2,N,1,2,8,9,501,40,39,57.14285714285714
480,49,2,7,2,2,2,N,9,0,1,14,6,2,3,1,9,501,48-02507,47,1,2,45,23,2,7,2,2,2,N,1,0,2,2,501,110,86,57.14285714285714
481,58,2,2,2,2,2,N,1,1,1,3,1,0,5,1,7,236,48-02101,74,1,1,72,43,2,2,2,2,2,N,1,1,4,5,113,21,20,50.0
482,57,2,2,2,2,2,N,3,1,1,6,1,1,6,1,6,299,48-02101,143,1,2,93,53,2,2,2,2,2,N,1,0,5,3,251,286,349,50.0
483,51,2,2,2,2,2,N,5,1,1,7,1,0,5,1,7,501,48-02101,67,1,1,38,30,2,2,2,2,2,N,1,2,5,8,408,44,44,57.14285714285714
484,86,2,7,2,2,2,N,5,0,1,N,3,0,N,1,6,383,48-02510,48,1,1,48,62,2,7,2,2,2,6,1,0,3,1,163,117,74,50.0
485,47,2,5,2,2,2,N,8,0,1,3,1,3,5,1,7,451,48-02516,295,1,1,244,67,2,5,2,2,2,N,1,0,2,7,501,69,72,57.14285714285714
