AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET
3,2,N,2,1,1,1,N,N
5,1,4,5,3,0,12,3,6
5,1,6,5,2,2,1,0,5
6,2,5,6,1,0,12,7,1
7,1,N,1,1,2,2,N,N
7,1,N,1,1,2,2,N,N
7,1,N,1,1,2,2,N,N
7,1,N,8,1,2,3,N,N
7,1,N,8,1,2,3,N,N
7,1,N,8,1,2,3,N,N
7,1,N,8,3,0,3,6,5
10,1,2,1,1,1,8,1,N
10,2,3,4,1,0,2,0,1
10,2,N,5,1,1,3,N,N
13,2,4,9,1,2,12,8,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
13,2,N,2,1,1,3,N,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
15,1,6,1,1,2,4,0,N
17,1,6,1,1,2,6,0,N
18,1,6,9,1,1,4,0,N
18,2,1,4,2,1,7,8,3
18,2,6,1,1,1,7,2,N
18,2,6,1,1,2,5,4,N
18,2,6,8,1,2,5,0,N
19,1,6,1,1,1,7,2,N
19,1,6,6,3,0,7,3,N
19,2,6,9,1,2,8,1,N
19,2,6,9,1,2,8,1,N
20,1,6,1,1,1,7,4,N
20,1,6,1,1,1,7,4,N
20,1,6,6,1,2,7,8,N
20,2,6,2,1,2,7,2,N
20,2,6,2,1,2,7,2,N
21,2,2,6,3,0,6,8,6
22,1,6,3,1,2,4,3,N
23,1,6,5,1,1,4,4,N
23,1,6,5,3,0,11,2,4
23,2,3,8,1,0,5,1,6
23,2,6,6,2,1,6,6,N
24,1,6,6,1,2,10,8,N
24,1,6,6,1,2,9,8,N
24,1,6,6,1,2,9,8,N
24,1,6,6,1,2,9,8,N
24,1,6,6,1,2,9,8,N
24,2,1,3,1,2,4,0,N
24,2,1,3,1,2,4,0,N
24,2,6,2,1,2,7,3,N
24,2,6,2,1,2,7,3,N
24,2,6,2,1,2,7,3,N
24,2,6,2,1,2,7,3,N
25,1,1,1,1,2,4,6,N
25,1,6,2,1,2,7,1,N
26,1,2,5,3,2,5,9,2
27,2,N,5,2,2,6,3,2
28,1,6,1,1,2,10,3,N
28,1,6,1,2,0,4,0,N
28,1,6,2,2,0,6,1,N
29,1,1,8,1,2,7,5,N
29,1,6,1,1,2,9,2,N
30,2,1,1,1,1,9,8,N
30,2,1,1,1,1,9,8,N
31,1,4,1,1,2,9,7,N
31,1,6,1,3,0,7,0,N
31,1,N,2,2,0,3,8,5
31,2,N,7,1,2,4,5,5
32,1,5,7,3,0,12,N,4
32,1,6,1,1,1,9,9,N
32,1,6,2,3,0,3,0,N
32,1,6,2,3,0,3,0,N
32,1,6,2,3,0,3,0,N
32,2,1,2,1,1,9,2,N
32,2,6,1,1,2,5,2,N
33,1,1,3,1,2,7,6,N
33,1,6,1,1,1,10,8,N
33,1,6,1,1,1,10,8,N
33,1,6,6,1,2,7,6,N
33,2,4,1,1,2,10,9,N
33,2,6,1,1,2,9,9,N
33,2,6,1,1,2,9,9,N
34,1,1,1,1,2,7,6,N
34,1,1,9,1,1,5,6,N
34,2,6,9,1,2,6,1,N
35,2,1,1,1,2,9,6,N
35,2,1,9,1,2,9,1,N
36,1,1,1,1,1,9,6,N
36,1,6,2,1,1,7,0,N
36,1,6,6,1,2,9,9,N
36,1,N,9,1,1,3,1,1
37,1,1,2,1,2,5,4,N
37,1,1,2,1,2,5,4,N
37,1,4,6,1,0,5,7,3
37,1,6,2,1,2,10,6,N
37,2,6,2,1,2,10,7,N
38,1,1,3,1,2,8,0,5
38,1,6,1,1,2,9,6,N
38,1,N,1,1,2,6,4,N
38,2,1,1,1,1,10,7,N
38,2,1,1,1,1,10,7,N
38,2,1,1,1,1,10,7,N
38,2,4,1,1,2,7,5,N
38,2,6,9,1,2,5,3,N
39,2,4,1,1,1,6,2,N
39,2,4,8,2,2,4,8,3
40,1,6,1,1,1,5,5,N
40,2,6,2,1,2,7,5,N
41,1,4,1,1,1,7,9,N
41,1,5,8,2,0,5,5,N
41,1,5,8,3,2,9,7,3
41,1,6,2,2,2,11,8,3
41,2,1,1,1,1,9,6,N
42,1,2,1,1,2,8,0,N
42,1,6,1,1,2,7,0,3
42,2,1,2,1,1,11,9,N
42,2,2,8,1,2,7,3,N
43,1,1,1,1,1,9,8,N
43,1,1,6,1,1,11,9,N
43,2,N,4,3,2,1,6,1
44,1,1,1,1,1,5,8,N
44,2,1,1,1,1,5,6,N
44,2,4,2,1,2,4,2,N
44,2,6,1,1,1,9,2,N
45,1,2,8,2,1,N,9,6
45,1,6,2,1,1,7,3,N
45,1,6,2,1,2,7,7,N
45,2,1,1,1,2,9,8,N
45,2,4,5,2,0,11,3,1
46,1,1,1,1,2,9,7,N
46,1,1,2,1,2,7,3,N
46,1,6,9,1,1,9,6,N
46,2,1,3,1,1,5,6,N
46,2,4,2,1,2,5,5,N
46,2,N,9,3,0,9,8,6
47,1,1,8,1,1,1,7,N
47,1,4,2,2,1,3,6,1
47,1,6,2,1,2,7,6,N
47,2,4,2,1,1,11,6,N
47,2,6,8,3,0,12,5,4
48,1,1,3,1,1,7,8,N
48,1,4,1,1,1,12,7,N
48,2,1,1,1,1,5,3,N
48,2,1,3,1,2,4,2,N
48,2,3,2,1,2,7,2,N
49,1,1,1,1,2,12,9,N
49,1,6,1,1,2,5,8,N
49,2,1,1,1,2,7,1,N
50,1,1,1,1,2,11,9,N
50,1,1,2,1,1,10,8,N
50,1,4,1,1,1,7,7,N
50,1,5,2,1,2,7,6,N
50,2,4,2,1,1,7,2,N
51,1,1,9,1,1,9,9,N
51,1,6,9,2,2,3,8,6
51,2,4,1,1,1,10,8,N
51,2,4,1,1,1,10,8,N
52,1,5,2,1,2,3,0,N
52,1,6,1,1,2,10,1,N
53,2,1,6,1,1,10,8,N
54,1,3,1,3,1,5,7,3
55,1,4,2,3,0,5,4,N
55,1,6,2,3,0,6,0,N
55,1,6,2,3,0,6,0,N
55,1,6,2,3,0,6,0,N
55,1,6,6,1,2,10,0,N
55,2,1,1,1,1,10,7,N
55,2,1,1,1,1,10,7,N
55,2,1,3,1,1,5,4,N
55,2,1,6,1,1,10,8,N
55,2,6,1,1,2,8,7,N
56,1,1,1,1,1,7,4,N
56,1,2,1,1,1,5,9,N
57,1,1,8,1,1,5,5,N
57,1,6,2,1,2,4,2,N
57,2,2,5,2,0,N,3,6
57,2,5,1,1,1,6,2,N
58,1,1,2,1,1,10,8,N
58,1,4,1,1,2,12,5,N
58,1,4,1,1,2,5,5,N
58,2,2,3,1,1,10,N,1
59,1,4,2,2,0,4,1,N
59,2,1,1,1,1,8,1,N
59,2,1,1,1,1,8,1,N
59,2,5,2,1,1,5,1,N
60,1,5,2,1,2,7,6,N
60,1,6,1,1,1,5,6,N
60,1,6,2,1,1,7,4,N
60,1,N,5,2,2,11,8,6
60,2,4,2,1,2,5,0,N
60,2,4,2,1,2,5,0,N
61,1,1,1,2,0,5,3,6
61,1,1,2,1,1,6,2,N
61,1,3,3,1,1,6,1,N
61,1,4,1,1,1,9,4,N
61,1,4,1,1,1,9,4,N
61,1,6,1,1,1,11,4,N
61,1,6,1,1,1,8,5,N
61,2,2,5,2,2,6,2,N
61,2,4,5,1,1,8,3,N
62,1,1,1,1,1,10,6,N
62,1,6,1,1,1,4,3,N
62,2,4,1,1,1,7,4,N
63,2,1,1,1,2,7,2,N
63,2,1,2,1,1,10,7,N
63,2,4,3,1,1,3,4,4
63,2,6,2,2,2,10,1,4
64,1,1,2,1,2,5,0,N
64,1,1,2,1,2,5,0,N
64,1,4,1,1,1,7,3,N
64,2,1,1,1,1,10,8,N
64,2,1,1,1,1,10,8,N
64,2,1,3,1,1,10,8,N
64,2,3,1,1,1,5,9,N
65,1,1,1,1,1,10,6,N
65,1,1,1,1,1,10,6,N
66,1,1,1,1,1,8,5,N
66,1,1,4,2,1,N,N,4
66,1,4,2,1,2,7,2,N
66,2,1,3,1,1,8,9,N
66,2,4,1,1,1,5,7,N
66,2,N,2,2,1,11,3,3
67,1,1,1,1,1,12,2,N
67,1,1,1,1,1,12,2,N
67,2,5,7,1,2,10,7,2
68,2,4,2,1,2,10,8,N
68,2,4,2,1,2,6,2,N
68,2,6,1,1,2,5,7,N
69,1,1,1,1,1,11,9,N
69,1,1,1,1,1,11,9,N
69,1,1,1,1,1,11,9,N
69,1,1,1,1,1,11,9,N
69,1,1,1,1,1,11,9,N
69,1,1,1,1,1,11,9,N
69,1,1,1,1,1,7,9,N
69,1,1,1,1,1,7,9,N
69,1,1,1,1,1,7,9,N
69,1,5,1,1,1,N,5,3
69,2,1,1,1,1,12,8,N
69,2,1,1,1,1,7,0,N
69,2,1,1,1,1,7,0,N
69,2,2,4,2,2,4,6,6
69,2,3,3,1,1,5,2,N
69,2,6,3,3,0,3,8,5
70,2,1,1,1,1,10,4,N
70,2,3,1,1,1,7,3,N
71,1,1,1,1,1,9,8,N
71,1,1,1,1,1,9,8,N
71,1,1,1,1,1,9,8,N
71,2,1,1,1,1,7,2,N
71,2,1,1,1,1,7,2,N
71,2,1,1,1,1,7,2,N
72,1,3,1,1,1,9,8,N
72,2,3,1,1,1,4,3,N
72,2,4,1,1,2,7,2,N
73,2,1,1,1,1,10,1,N
73,2,1,2,1,1,1,3,N
73,2,1,3,1,1,5,3,N
73,2,3,1,1,1,11,9,N
74,2,6,1,3,0,9,3,N
75,1,4,6,2,0,10,5,2
75,2,1,1,1,1,10,5,N
76,1,1,1,1,1,7,5,N
76,2,1,1,1,1,9,9,N
76,2,3,1,1,1,6,3,N
77,1,2,2,2,0,5,1,N
77,1,4,2,1,1,9,2,N
77,1,5,7,1,1,N,6,3
77,1,6,2,2,1,2,9,N
78,1,1,5,1,1,5,6,2
78,1,1,6,1,1,12,9,N
79,2,3,1,1,1,3,2,N
79,2,3,3,1,1,9,3,N
80,2,3,9,1,2,10,4,N
83,1,4,1,1,1,10,4,N
83,1,4,1,1,1,9,4,N
83,1,4,1,1,1,9,4,N
83,2,1,1,1,1,5,2,N
85,1,6,1,3,0,5,0,N
86,2,3,2,1,1,3,3,N
86,2,3,2,1,1,3,3,N
87,1,2,1,1,1,3,8,N
87,2,3,1,2,0,9,4,N
87,2,N,5,3,2,6,0,6
89,1,1,1,1,1,9,3,N
90,1,N,1,2,2,11,0,1
91,2,1,7,2,1,4,N,2
93,1,3,1,1,2,8,3,N
93,1,4,8,3,0,4,4,2
93,2,6,9,1,2,4,2,N
0,1,N,4,1,0,12,N,1
0,2,2,2,2,1,8,6,1
3,2,N,6,1,0,12,0,5
4,1,N,3,1,2,2,N,N
4,1,N,3,1,2,2,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
5,2,N,2,1,2,1,N,N
6,1,1,2,2,2,N,9,5
6,1,N,1,2,1,3,N,2
8,2,1,3,1,0,8,0,2
9,1,3,1,3,2,2,1,3
11,1,6,1,2,1,12,4,5
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
11,2,N,2,1,2,3,N,N
12,1,1,7,3,2,4,1,4
12,2,3,3,1,1,4,3,N
13,2,6,7,1,2,10,3,3
13,2,N,3,1,1,3,N,N
13,2,N,3,1,1,3,N,N
13,2,N,3,1,1,3,N,N
13,2,N,3,1,1,3,N,N
13,2,N,3,1,1,3,N,N
15,2,6,1,2,0,4,0,N
15,2,6,9,1,1,4,0,N
15,2,6,9,1,1,4,0,N
16,2,5,9,1,1,N,6,N
18,2,6,1,1,1,7,1,N
18,2,6,1,1,1,7,1,N
18,2,6,1,1,1,7,1,N
18,2,6,1,1,1,7,1,N
18,2,6,2,1,2,4,0,N
18,2,6,2,1,2,4,0,N
18,2,6,2,1,2,4,0,N
18,2,6,2,1,2,4,0,N
18,2,6,2,2,0,4,2,N
19,1,6,6,1,2,7,2,N
19,1,6,6,3,0,5,5,N
19,1,6,8,1,2,4,0,N
20,2,N,4,1,2,4,7,5
21,1,6,1,3,0,7,5,N
21,1,6,1,3,0,7,5,N
21,2,6,2,1,2,7,0,N
21,2,6,2,1,2,7,0,N
21,2,6,2,1,2,7,0,N
21,2,6,2,1,2,7,0,N
22,1,6,2,2,0,4,1,N
23,1,3,2,1,0,1,1,6
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
23,2,6,1,1,2,9,6,N
24,1,6,1,1,2,4,3,N
24,1,6,2,1,2,4,6,N
25,1,6,2,1,2,7,3,N
25,1,6,2,1,2,7,3,N
25,2,6,1,1,2,9,1,N
25,2,6,3,1,1,5,5,N
25,2,6,7,1,2,10,0,N
27,1,6,6,1,2,7,4,N
27,2,1,1,1,1,5,4,N
27,2,1,1,1,2,10,0,N
27,2,6,2,1,2,9,4,N
27,2,6,2,1,2,9,4,N
28,2,N,4,2,1,3,1,N
29,1,1,1,1,2,9,7,N
29,1,6,6,1,2,9,8,N
29,2,5,5,1,1,9,1,N
29,2,6,1,1,2,11,8,N
30,1,6,2,2,0,7,2,N
30,1,6,3,1,1,7,6,N
30,2,1,1,1,2,9,7,N
30,2,1,1,1,2,9,7,N
30,2,6,1,1,2,9,7,N
30,2,6,1,1,2,9,7,N
30,2,6,2,1,1,4,8,N
30,2,6,2,1,1,7,7,N
30,2,6,2,1,2,7,4,N
30,2,6,2,1,2,7,4,N
31,1,6,1,1,2,10,6,N
31,1,6,9,1,2,7,0,N
31,2,1,1,1,2,10,6,N
31,2,4,1,2,1,11,8,4
31,2,4,1,3,2,11,6,5
31,2,6,2,3,0,6,2,N
31,2,6,8,1,2,7,6,N
32,1,1,1,1,2,12,9,N
32,2,6,1,1,1,10,8,N
32,2,6,1,1,1,10,8,N
32,2,6,9,1,1,10,7,N
33,1,6,2,3,0,4,2,N
33,2,1,1,1,1,8,0,N
34,1,2,4,2,2,1,1,6
34,2,1,9,1,2,5,0,N
34,2,5,2,1,2,7,0,N
34,2,6,2,1,2,7,0,N
35,2,1,1,1,1,11,0,N
35,2,6,4,2,0,3,3,6
35,2,N,1,2,2,11,9,N
36,1,N,3,1,2,10,4,5
36,2,4,1,1,1,10,6,N
36,2,6,1,1,1,9,2,N
37,1,1,2,1,1,9,9,N
37,1,6,1,1,2,10,9,N
37,1,6,2,1,1,9,6,N
37,2,1,1,1,1,10,0,N
37,2,1,1,1,1,10,0,N
37,2,6,1,1,2,5,5,N
37,2,6,2,1,1,9,7,N
38,1,1,1,1,1,12,7,N
38,1,3,7,1,2,6,0,3
38,1,4,1,1,2,10,7,N
38,2,4,3,1,2,5,1,N
38,2,6,8,1,2,7,2,N
39,1,6,1,1,1,8,6,N
39,1,6,1,1,1,8,6,N
39,2,1,1,1,2,6,3,N
39,2,1,6,1,2,9,0,N
39,2,1,6,1,2,9,0,N
39,2,6,2,1,1,9,8,N
39,2,6,2,1,1,9,8,N
40,1,6,2,1,2,7,6,N
40,2,1,1,1,1,12,9,N
40,2,1,1,1,1,12,9,N
40,2,1,1,1,1,9,2,N
41,1,6,2,2,0,5,0,N
41,1,6,2,2,0,5,0,N
41,2,1,6,1,1,12,9,N
41,2,1,6,1,1,12,9,N
41,2,1,6,1,1,12,9,N
41,2,4,1,1,2,9,7,N
42,1,1,6,1,2,10,9,N
42,1,1,6,1,2,10,9,N
42,1,1,6,1,2,10,9,N
42,1,6,2,2,0,6,1,N
43,1,4,8,1,2,5,0,N
43,2,1,1,1,1,11,4,N
43,2,4,1,1,2,7,7,N
44,1,5,2,1,1,4,0,N
44,2,1,3,1,1,10,6,N
44,2,6,7,3,1,7,1,5
45,1,N,8,3,2,2,1,N
46,2,1,1,1,1,4,0,N
46,2,1,1,1,1,4,0,N
46,2,1,2,1,1,10,8,N
46,2,5,8,3,0,5,1,6
47,1,1,2,1,1,5,7,N
47,2,3,2,3,1,N,2,6
49,1,6,1,2,0,6,0,N
49,2,1,1,1,1,11,9,N
49,2,1,1,1,1,11,9,N
49,2,1,1,1,1,11,9,N
49,2,4,2,1,1,10,9,N
49,2,5,9,1,1,6,8,4
50,1,1,2,1,1,9,8,N
50,1,3,8,2,0,3,3,4
50,2,4,1,1,1,7,6,N
50,2,5,5,1,0,4,6,1
51,2,6,2,1,1,10,8,N
51,2,6,2,1,1,9,8,N
51,2,6,2,1,1,9,8,N
52,1,1,2,1,1,1,7,N
52,1,2,1,2,0,5,0,N
52,2,1,1,1,1,11,9,N
52,2,1,1,1,1,11,9,N
52,2,6,2,1,1,9,6,N
52,2,6,2,1,2,5,5,N
52,2,6,2,1,2,9,5,N
53,2,4,1,1,2,8,9,N
53,2,6,1,1,1,10,9,N
53,2,6,1,1,1,10,9,N
53,2,6,1,1,1,10,9,N
53,2,6,2,1,1,7,8,N
54,2,1,1,1,1,7,8,N
54,2,1,6,1,1,10,9,N
54,2,4,1,1,1,5,6,N
54,2,6,2,1,2,7,0,N
55,1,1,1,1,1,5,7,N
55,2,5,2,1,2,7,4,N
55,2,6,2,1,2,5,5,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,1,1,1,1,1,9,9,N
56,2,6,2,1,2,1,9,N
57,2,1,1,1,1,7,6,N
57,2,1,1,1,1,7,9,N
57,2,1,1,1,1,9,2,N
57,2,2,4,3,0,11,0,3
57,2,3,2,3,2,1,6,1
58,1,4,1,1,1,3,0,N
58,2,1,1,1,1,7,7,N
58,2,1,3,2,0,4,2,1
58,2,4,3,1,2,6,4,N
59,2,1,2,1,1,10,9,N
59,2,4,1,1,1,5,0,N
60,1,1,1,1,1,8,8,N
60,1,1,1,1,1,8,8,N
60,1,1,1,1,1,8,8,N
60,1,4,2,1,1,7,8,N
60,2,2,2,1,1,9,9,N
61,1,1,1,1,1,8,1,N
61,1,1,2,1,1,4,5,N
61,1,6,1,1,2,8,7,N
61,1,6,1,1,2,8,7,N
61,2,6,9,1,2,12,9,6
62,1,6,1,1,0,9,1,2
62,2,3,1,1,1,5,1,N
62,2,3,1,2,0,5,4,N
62,2,3,1,2,0,5,4,N
62,2,3,1,2,0,5,4,N
62,2,3,1,2,0,5,4,N
62,2,3,2,1,2,7,4,N
62,2,4,1,1,2,6,2,N
63,1,1,1,1,1,3,3,N
63,2,4,3,2,2,2,3,N
63,2,6,2,1,2,9,9,N
65,1,1,2,1,1,4,4,N
65,1,4,1,1,2,6,6,N
65,1,6,2,1,2,5,1,N
65,2,1,6,1,1,12,8,N
65,2,2,8,1,2,N,4,6
65,2,N,2,3,1,7,1,6
66,2,3,1,1,2,7,2,N
67,1,1,1,1,1,7,2,N
68,1,1,1,1,1,10,7,N
68,1,1,1,1,1,7,7,5
68,1,6,2,1,1,9,5,N
68,1,N,2,3,0,7,3,6
68,2,3,1,1,1,5,8,N
68,2,4,6,3,2,7,9,N
68,2,N,6,3,2,6,7,5
69,2,1,2,1,1,10,3,N
69,2,5,2,1,2,9,2,N
70,2,2,9,3,1,10,9,1
70,2,4,1,1,1,11,5,N
71,1,2,9,3,2,9,7,N
71,2,4,1,1,1,10,8,N
71,2,4,2,1,2,8,3,N
72,2,4,6,2,1,12,5,2
72,2,5,2,1,2,5,2,N
73,1,1,2,1,1,8,5,N
73,1,1,2,1,1,8,5,N
73,1,5,2,1,2,12,3,N
74,2,1,2,1,1,7,7,N
75,2,4,2,1,1,5,2,N
75,2,4,2,1,1,7,1,N
76,2,1,1,1,1,4,3,N
76,2,1,1,1,1,5,1,N
76,2,1,1,1,1,5,1,N
76,2,1,1,1,1,5,1,N
76,2,6,2,1,2,9,6,N
77,2,1,7,3,2,9,9,5
77,2,4,1,1,2,10,2,N
78,1,5,2,3,2,5,N,1
78,2,4,2,1,2,7,3,N
78,2,4,4,3,2,8,4,2
79,2,4,1,1,1,5,3,N
81,2,1,1,1,1,9,5,N
83,1,3,1,1,1,12,2,N
84,2,4,1,3,2,11,N,4
85,1,1,1,1,1,11,9,N
85,1,N,4,2,2,3,4,3
88,2,3,4,1,0,8,0,3
88,2,5,4,1,2,4,6,3
89,1,1,2,1,1,5,3,N
89,2,5,2,2,0,1,3,1
92,1,1,3,1,2,N,0,3
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
0,2,N,2,1,2,N,N,N
1,1,1,1,3,2,8,7,1
1,1,N,9,1,2,N,N,N
1,1,N,9,1,2,N,N,N
1,2,6,8,3,0,3,1,3
2,2,N,3,3,0,3,4,3
4,1,5,5,1,2,12,5,5
4,2,4,2,2,1,5,7,6
5,2,N,3,1,2,2,N,N
7,1,N,8,1,1,3,N,N
7,2,N,8,1,2,3,N,N
8,1,5,8,2,2,1,5,5
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
8,2,N,2,1,2,3,N,N
9,2,3,9,2,2,10,6,2
11,2,4,1,3,0,7,8,1
12,2,1,6,1,2,9,N,5
12,2,3,2,3,2,4,5,6
13,1,3,4,2,0,10,1,3
13,1,N,8,1,2,3,N,N
13,1,N,8,1,2,3,N,N
13,1,N,8,1,2,3,N,N
13,1,N,8,1,2,3,N,N
13,2,3,8,2,0,12,N,6
15,1,6,9,1,2,4,0,N
15,1,6,9,1,2,4,0,N
15,2,6,2,1,2,3,0,N
15,2,6,2,1,2,3,0,N
15,2,6,2,1,2,3,0,N
15,2,6,2,1,2,3,0,N
16,2,6,2,3,0,4,0,N
16,2,6,6,1,2,4,0,N
18,1,5,2,1,1,11,7,3
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,1,6,2,3,0,7,0,N
19,2,6,1,1,1,4,1,N
19,2,6,2,1,2,7,1,N
19,2,6,2,1,2,7,1,N
19,2,6,2,1,2,7,1,N
19,2,6,2,1,2,7,1,N
20,1,6,1,1,2,4,5,N
20,2,6,9,1,2,4,1,N
21,2,6,2,1,2,5,4,N
22,1,6,3,1,1,5,4,N
22,2,1,6,1,2,7,0,N
22,2,2,2,1,2,11,0,N
22,2,6,2,3,0,7,0,N
22,2,6,2,3,0,7,0,N
22,2,6,2,3,0,7,0,N
22,2,6,2,3,0,7,0,N
22,2,6,2,3,0,7,0,N
23,1,6,6,3,0,9,1,N
23,1,6,6,3,0,9,1,N
23,2,6,1,3,0,9,0,N
23,2,6,8,1,1,9,1,N
24,1,1,3,1,1,5,5,N
24,1,6,1,1,1,9,4,N
24,1,6,6,1,2,10,4,N
25,1,1,4,3,2,11,5,3
25,2,1,1,1,1,5,1,N
25,2,6,6,3,0,9,8,N
25,2,6,8,1,2,9,4,N
26,2,1,1,1,1,9,6,N
26,2,1,1,1,1,9,6,N
26,2,1,1,1,1,9,6,N
27,1,1,2,1,1,5,7,N
27,1,6,2,1,1,5,2,N
27,2,6,2,1,2,8,5,N
28,1,1,1,1,1,8,2,N
29,1,6,2,1,1,7,0,N
29,2,1,1,1,1,3,6,N
29,2,1,1,1,2,11,9,N
29,2,6,1,1,1,5,2,N
29,2,6,2,1,2,10,1,N
31,1,1,1,1,1,7,8,N
31,1,1,1,1,1,7,8,N
31,1,1,2,1,2,5,2,N
31,2,6,1,1,2,9,2,N
31,2,6,1,1,2,9,3,N
32,1,6,1,1,1,7,5,N
32,1,6,1,1,1,7,5,N
34,1,1,1,1,1,10,5,N
34,2,1,1,1,1,9,2,N
34,2,1,3,1,1,7,6,N
34,2,5,7,1,1,6,3,2
34,2,6,2,1,1,7,3,N
35,2,1,6,1,2,5,4,N
35,2,6,1,1,2,11,9,N
36,1,6,1,2,0,5,1,N
36,1,6,2,1,2,9,8,N
36,2,1,3,3,0,4,3,1
36,2,1,6,1,1,5,5,N
36,2,2,2,1,2,7,1,N
36,2,6,9,1,2,9,8,N
37,1,1,6,1,1,10,5,N
37,1,6,9,1,2,9,7,N
38,1,2,8,1,2,10,6,N
38,2,1,1,1,1,7,0,N
38,2,1,1,1,1,7,0,N
38,2,1,1,1,1,9,1,N
38,2,1,1,1,1,9,1,N
38,2,6,1,1,2,10,9,N
