PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
48-02101,2,4,0,1,1,1,11,2,2,2,2,46,1,N,9,4,N,445,374.4359637206,18316.4855118
48-02515,2,4,0,1,2,0,17,2,2,2,2,43,N,N,4,3,3,17,2159.12718396,16052.085455700002
48-02507,2,1,0,1,1,2,1,2,2,2,2,73,0,2,5,3,N,498,1828.845125238,-2.606379300000299
48-02102,1,1,1,1,1,1,7,2,2,2,2,30,0,5,5,8,6,305,430.255456344,83791.12312199999
48-02515,2,1,1,1,1,1,18,1,2,2,2,69,0,6,4,3,N,417,2175.10165346,10701.738772199998
48-02102,2,4,0,1,1,1,11,2,2,2,2,83,0,N,7,8,N,501,403.3920867032,37467.7298058
48-02510,2,6,0,1,1,1,5,2,2,2,2,52,0,2,9,0,N,501,3108.3157896879998,-0.9907925999996223
48-02101,2,1,0,1,1,2,6,2,2,2,2,62,2,4,3,5,N,229,389.81984004599997,47084.316258
48-02101,1,N,0,1,1,1,N,N,N,2,2,0,1,3,N,N,N,293,358.46357073294996,N
48-02510,2,6,0,1,1,1,9,2,2,2,2,65,0,7,10,5,N,501,3112.829226759,84079.457532
48-02510,2,5,0,1,1,1,14,2,1,2,2,58,3,4,7,4,N,413,3109.46844803,39547.5120558
48-02507,2,2,0,1,1,1,14,2,2,2,2,43,4,7,10,1,N,501,378.8808910657,4291.4580408
48-02101,2,N,1,1,1,1,N,2,2,2,2,7,0,5,5,N,N,169,379.4891691757,N
48-02102,1,6,0,1,1,1,2,2,2,2,2,15,4,6,6,0,N,478,464.283606654,2880.2781797999996
48-02510,2,6,0,1,1,1,8,2,1,2,2,23,2,4,3,0,N,249,3095.519750432,11386.309149599998
48-02516,1,3,0,1,1,1,13,2,2,2,2,79,2,4,2,3,N,233,1322.995920938,17310.0384702
48-02101,1,1,0,1,1,1,11,2,2,2,1,74,0,2,7,8,N,43,408.60412258059995,24080.9538669
48-02516,2,1,0,1,1,1,13,2,2,2,2,62,1,2,9,6,N,501,1364.59688069,27682.4808414
48-02515,1,1,0,1,1,2,7,2,2,2,2,38,0,N,7,9,N,501,2169.30091368,65602.53661499999
48-02510,1,1,0,2,1,1,4,2,2,2,2,32,0,2,10,9,N,501,815.1877102589999,222130.56245099998
48-02515,2,1,0,1,1,1,17,2,2,2,2,70,0,3,6,0,N,343,2163.6361340099998,14699.995107000002
48-02507,2,1,0,1,1,1,12,2,2,2,2,30,0,4,7,7,N,300,2631.010448978,37907.9149785
48-02516,1,1,0,1,1,2,4,2,2,2,2,69,1,4,7,7,N,392,1368.915621534,31333.793105999997
48-02510,1,5,3,1,1,1,16,1,2,2,2,49,2,7,10,5,N,143,3107.7090634799997,80100.984306
48-02510,1,6,0,8,1,1,4,2,1,2,2,84,0,3,1,7,N,249,3112.19304815,36677.483640000006
48-02516,2,1,0,6,1,1,11,2,2,2,2,62,2,3,8,0,N,501,1366.344018709,-4.1254877999999735
48-02515,1,N,0,1,1,2,N,2,2,2,2,11,1,3,4,N,N,254,2135.526330662,N
48-02510,2,1,0,1,1,1,11,2,2,2,2,52,0,7,9,8,N,501,3103.49902325,22430.4479826
48-02507,1,1,0,2,1,1,11,2,2,2,2,53,0,2,9,8,N,501,3017.4588774100002,95848.1087172
48-02507,2,6,0,1,1,1,14,2,2,2,2,59,4,5,9,9,N,236,3345.9813491600003,0.8321376000003511
48-02507,1,6,0,1,1,1,N,2,2,2,2,28,0,3,3,1,N,501,395.1140086499,5088.1817868
48-02507,1,1,0,1,1,1,4,2,2,2,2,77,1,3,5,9,N,501,3724.751236392,118923.651189
48-02510,2,1,0,1,1,1,13,2,2,2,2,86,2,3,8,0,N,501,3134.24152713,99.78119508000054
48-02102,2,4,0,1,1,1,9,2,2,2,2,55,0,N,9,6,N,173,420.60015298189995,24353.7265125
48-02507,1,1,0,1,1,1,12,2,2,2,2,54,0,4,3,8,N,327,3452.724373735,138368.070729
48-02507,1,N,0,1,1,1,N,N,N,2,2,0,1,3,N,N,N,459,403.2107705704,N
48-02102,1,6,4,1,1,1,18,2,2,2,2,27,0,5,7,7,6,305,3345.9517618110003,133296.897258
48-02101,2,4,0,2,1,1,11,2,2,2,2,55,0,2,8,5,N,448,395.23758728089996,93643.849278
48-02510,1,1,4,2,1,1,4,2,2,2,2,33,0,5,7,9,N,501,2712.598963931,134425.31136300002
48-02101,2,6,0,1,2,0,4,2,2,2,2,18,N,N,5,1,N,321,379.6156087043,0.7031614799998351
48-02507,1,1,0,1,1,1,7,2,2,2,2,64,0,4,5,8,N,501,1586.2441125619998,65556.193227
48-02102,2,1,0,1,1,1,6,2,2,2,2,48,0,2,7,3,N,260,443.85907503749996,15337.631378999999
48-02515,1,1,0,1,1,1,6,2,2,2,2,62,0,2,10,6,N,501,403.341629646,72392.52846
48-02101,1,N,0,1,1,1,N,2,2,2,2,9,0,2,6,N,N,453,385.24381746629996,N
48-02510,2,2,0,1,1,1,12,2,2,2,2,31,3,7,10,5,N,501,390.97930651459995,279989.055234
48-02507,2,6,0,1,1,1,10,2,2,2,2,18,0,N,9,5,N,501,2136.367697705,38571.141669900004
48-02515,2,1,0,1,1,2,4,2,2,2,2,69,1,4,8,7,N,173,2146.43296297,30718.617635999995
48-02507,2,2,0,8,1,2,9,2,2,2,2,57,0,2,11,5,N,172,2142.9185796799998,24633.916977599998
48-02101,2,1,1,1,1,1,1,2,2,2,2,85,0,2,10,2,N,501,409.1762245055,4327.2159083999995
48-02516,1,1,0,1,1,2,12,2,2,2,2,39,2,4,5,0,N,342,1363.46567908,-0.8262718800006041
48-02516,1,3,0,2,1,1,15,2,2,1,2,53,4,12,1,7,6,243,3427.58676635,100168.17909
48-02101,2,1,0,1,1,1,6,2,2,2,2,52,0,2,9,8,N,501,1350.5393475299998,444332.78005199996
48-02515,2,3,0,1,3,0,13,1,1,2,1,70,N,N,6,3,4,97,1364.959317281,15454.276061700002
48-02516,1,6,0,1,1,1,4,2,2,2,2,18,0,3,5,5,N,113,376.52235257735,84765.30751500001
48-02507,2,1,0,1,1,2,11,2,2,2,2,52,0,7,9,8,N,501,3473.8148905999997,54304.846302
48-02507,1,1,0,1,1,1,4,2,2,2,2,34,0,3,5,9,N,501,3621.688716095,111979.20959399999
48-02515,2,N,0,1,1,2,N,2,2,2,2,13,0,2,3,N,N,90,2149.070049312,N
48-02102,1,N,0,1,1,1,N,2,2,2,2,8,4,6,5,N,N,75,460.4948808274,N
48-02101,1,6,1,1,1,1,2,2,2,2,2,15,3,5,6,0,N,73,385.63398924499995,0.21730064999974275
48-02515,1,1,4,1,1,2,3,2,1,2,2,62,0,2,6,0,N,152,1557.970381131,431.61957195000014
48-02515,2,1,0,1,1,1,N,2,2,2,2,70,0,4,7,4,N,501,2173.4827497779997,2889.0314607
48-02102,2,1,0,4,1,1,16,2,2,1,1,67,3,5,8,8,5,91,3408.291125359,75958.100379
48-02510,1,1,1,1,1,1,7,2,2,2,2,37,0,5,5,8,N,501,3110.0775358280002,66020.498796
48-02510,2,1,0,1,1,1,N,2,2,2,2,20,0,2,9,3,N,501,3130.39281017,10569.712587000002
48-02515,2,4,0,1,1,2,6,2,2,2,2,71,2,N,8,3,N,229,2172.97655983,16133.9395917
48-02102,2,2,3,5,3,0,4,2,1,1,1,87,N,N,10,6,3,355,434.00253384409996,46927.4833272
48-02515,2,1,0,2,1,2,4,2,2,2,2,20,0,3,7,2,N,93,2146.154464035,4610.203394999999
48-02101,1,6,1,1,1,2,18,2,2,2,2,15,3,5,3,2,N,417,405.76125065969995,27.016151820000232
48-02101,1,1,0,1,1,1,4,2,2,2,2,46,1,3,9,9,N,501,379.74525122368,104280.579291
48-02507,2,4,4,8,3,0,11,1,1,2,1,74,N,N,10,5,2,446,2353.498287491,37496.854374
48-02510,2,4,0,1,1,2,15,2,2,2,2,36,2,N,8,7,N,436,3110.83243494,101210.65143000001
48-02102,1,2,2,2,1,2,8,2,2,2,2,47,2,5,5,0,6,74,2452.0681189720003,1745.2722440999996
48-02101,2,1,0,1,1,1,N,2,2,2,2,46,1,2,9,0,N,501,425.81515434159996,10586.133345899998
48-02510,1,1,0,1,1,1,12,2,2,2,2,37,0,3,8,9,N,308,3110.64890566,91068.52452600001
48-02101,1,1,0,6,1,1,7,2,2,2,2,25,0,2,9,8,N,500,1366.065283615,22135.719776100002
48-02102,1,3,0,8,1,1,15,2,2,1,2,84,5,12,1,7,N,436,3120.6632280549998,12906.3519648
48-02101,1,N,0,1,1,1,N,2,2,2,2,5,0,2,3,N,N,490,408.68925790009996,N
48-02102,2,N,0,1,1,1,N,2,2,2,2,8,4,5,3,N,N,88,459.93740051829997,N
48-02510,1,4,0,1,1,1,8,2,2,2,2,30,0,2,8,7,N,190,3110.41713247,78906.355689
48-02515,1,1,1,1,1,1,17,2,2,2,2,68,2,3,9,0,N,188,2158.3991395,27655.0175601
48-02102,2,1,0,1,1,1,6,2,2,2,2,62,0,2,7,6,N,501,436.47004790299997,79913.943543
48-02101,2,1,0,1,1,1,11,2,2,2,2,39,0,3,9,5,N,501,375.73481899050995,50516.43174480001
48-02507,2,1,0,1,1,1,7,2,2,2,2,61,0,4,5,6,N,501,3095.2924980000003,66995.99495400001
48-02510,2,1,0,1,1,1,14,2,2,2,2,58,3,7,7,4,N,501,3107.878625642,21772.968514500004
48-02516,1,1,0,6,1,1,5,2,2,2,2,54,0,4,5,9,N,501,1337.3374521639998,21407.3262921
48-02510,1,1,1,1,1,1,3,2,2,2,2,68,0,2,7,9,N,258,3109.883885448,45445.65942
48-02516,1,6,0,9,1,1,8,2,2,2,2,18,3,4,4,0,N,71,1366.1291477559998,-2.717921639999986
48-02507,2,6,0,1,1,1,10,2,2,2,2,55,0,7,10,5,N,501,408.2058775378,35628.2603649
48-02102,1,6,0,1,1,1,4,2,1,2,2,23,0,2,5,6,N,209,430.97771153479994,31292.150914499995
48-02515,2,N,0,2,1,2,N,2,2,2,2,14,2,4,1,N,N,184,2167.49193574,N
48-02102,1,4,0,1,1,1,16,2,2,2,2,59,0,2,8,7,N,253,411.2729217026,79468.5155418
48-02510,1,6,1,1,1,1,17,2,2,2,2,16,0,5,6,0,N,283,3107.33087171,915.2508245999998
48-02102,2,6,0,1,1,2,10,2,1,2,2,23,1,2,1,4,N,403,411.08853550279997,16303.6921383
48-02101,2,4,0,1,1,1,4,2,2,2,2,46,2,N,8,2,N,453,2142.847158451,11455.428163199998
48-02507,2,6,0,1,1,1,2,2,2,2,2,50,0,3,10,0,N,460,3314.34144108,0.28034999999999854
48-02101,2,6,0,2,1,1,N,2,2,2,2,52,0,2,4,0,N,501,509.43393496499993,-4.1969155200004025
48-02510,1,1,1,2,1,1,4,2,2,2,2,20,0,2,9,3,N,97,3135.638441352,6.393428790000144
48-02507,1,1,1,1,1,2,4,2,2,2,2,19,0,3,5,9,N,321,2896.019340895,135896.84934
48-02510,2,N,0,1,1,1,N,2,2,2,2,12,0,5,5,N,N,249,3112.02301367,N
48-02102,2,6,0,1,1,1,N,2,2,2,2,21,4,6,5,2,N,501,444.02665009019995,21034.889127000002
48-02510,2,6,0,1,1,1,13,2,2,2,2,32,1,2,9,0,N,501,3128.46204166,26489.430573899997
48-02515,2,4,0,1,1,2,3,2,2,2,2,54,0,N,9,5,N,334,2174.977028982,41819.208910500005
48-02510,2,1,0,2,1,1,14,2,2,2,2,76,0,2,7,4,N,267,3114.964374015,2510.613493500001
48-02102,2,1,0,5,1,1,11,2,2,2,2,61,3,4,7,6,N,266,457.60889976789997,65431.46553300001
48-02516,1,1,0,2,1,1,9,2,2,2,2,37,3,5,7,9,N,501,1340.651977466,-4.379377799999929
48-02101,1,N,0,1,1,1,N,2,2,2,2,14,2,4,3,N,N,255,392.28593040349995,N
48-02102,2,1,0,7,1,1,11,2,2,1,2,52,2,3,5,5,2,352,1028.2386533200001,53201.228787
48-02515,2,6,2,2,1,2,8,2,2,2,2,23,3,5,4,0,N,272,2272.92782025,0.2507294999995793
48-02101,1,6,0,1,1,1,5,2,2,2,2,54,0,3,9,0,N,187,377.30386174809996,0.06598220999967452
48-02516,2,1,0,6,1,1,11,2,2,2,2,75,0,3,7,9,N,501,1326.70213281,23839.129566000003
48-02515,2,N,0,1,1,1,N,2,2,2,2,10,1,3,1,N,N,501,2170.269941531,N
48-02510,2,1,3,1,1,2,12,2,2,2,2,26,0,7,10,5,N,23,422.70347612579997,89986.750014
48-02102,1,1,0,1,1,1,3,2,2,2,2,66,0,2,7,9,N,501,444.85405676259995,597646.042245
48-02101,1,6,1,1,1,1,6,2,2,2,2,16,2,5,6,0,N,125,407.46894843884996,38.69306069999948
48-02507,2,1,0,1,1,1,9,2,2,2,2,65,0,4,5,6,N,501,3377.15906034,53629.642773
48-02507,1,6,1,1,1,1,2,2,2,2,2,15,3,5,4,0,N,416,1282.7028772019999,-1.6912751099998786
48-02101,2,4,0,1,1,1,12,2,2,2,2,40,0,7,2,8,1,452,380.74317481518,132495.01108199998
48-02101,2,3,0,1,1,1,10,2,1,2,2,92,0,4,6,6,N,245,376.1573536612,43807.451121
48-02101,2,1,0,1,1,1,0,2,2,2,2,68,0,2,9,5,N,501,387.8037641578,62306.536635
48-02102,1,3,4,1,1,2,12,2,2,2,1,86,0,8,7,8,N,100,454.8521617817,55843.255519800005
48-02101,2,N,0,1,1,1,N,N,N,2,2,2,1,4,N,N,N,287,403.56311305099996,N
48-02510,1,6,0,1,1,1,8,2,2,2,2,42,0,2,11,7,N,29,3111.6520416179997,27714.548841000003
48-02102,1,1,0,1,1,1,14,2,2,2,2,60,0,2,5,3,N,152,421.49550259859996,12497.9326626
48-02101,2,1,0,1,1,1,10,2,2,2,2,51,1,2,9,3,N,501,462.50624028299995,15476.306943300002
48-02516,2,6,0,1,1,1,10,2,2,2,2,71,1,3,1,0,N,501,623.6391453589999,26168.781891000002
48-02516,1,1,0,1,1,1,9,2,2,2,1,49,0,2,7,8,N,337,1339.102099686,23581.769736000002
48-02101,2,4,3,1,2,0,13,1,1,2,1,57,N,N,4,3,4,293,371.60449254411,19256.7502008
48-02102,1,N,1,1,1,1,N,N,N,2,2,4,4,6,3,N,N,144,443.0988859639,N
48-02515,1,4,1,1,1,2,12,2,2,2,2,35,2,6,4,8,N,75,2170.46214122,45222.899719199995
48-02101,1,N,0,5,1,2,N,2,2,2,2,13,3,5,3,N,N,106,375.7742767736,N
48-02515,2,1,1,1,1,1,11,2,2,2,2,91,0,4,5,2,4,501,2133.9340792099997,193.2212627099998
48-02515,2,N,1,1,1,1,N,N,N,2,2,4,0,4,3,N,N,172,2156.87996239,N
48-02510,2,5,0,3,1,2,6,2,2,2,2,53,2,N,9,4,N,261,3111.7903970549996,88656.2276208
48-02101,2,N,0,1,1,1,N,2,2,2,2,14,0,4,3,N,N,369,382.12017273659995,N
48-02101,2,4,0,1,1,1,5,1,1,2,2,74,0,2,12,3,N,291,364.65928374148996,17644.8626781
48-02101,2,4,0,1,1,2,14,2,2,2,2,36,2,N,8,4,N,294,2169.30901056,16070.561031000001
48-02515,2,6,0,1,1,2,10,2,2,2,2,23,0,2,1,2,N,494,2129.33572611,15742.862669099999
48-02507,2,1,1,2,1,2,9,2,2,2,2,37,0,5,5,6,6,304,1080.215123789,95778.192489
48-02515,2,1,0,1,1,1,N,2,2,2,2,62,0,2,5,0,N,501,1331.821587612,0.9238765199997943
48-02101,2,4,0,1,1,2,11,2,2,2,2,47,2,N,8,4,N,294,359.31949158038,18076.7786535
48-02101,1,1,0,1,1,1,N,2,2,2,2,51,1,3,9,7,N,501,358.700638405308,63399.465381
48-02102,2,5,0,8,1,2,16,1,1,1,2,67,3,7,11,2,N,403,772.2626407309999,6727.3552909499995
48-02507,2,1,0,1,1,1,11,2,2,2,2,47,2,4,9,0,N,501,1366.04352325,1.4609385000003385
48-02516,2,3,0,1,1,2,12,2,2,2,1,70,1,N,7,4,N,180,2263.511924761,28985.0017065
48-02507,1,1,0,1,1,1,3,2,2,2,2,65,0,2,5,9,N,501,3115.7749054399997,101610.59588400001
48-02510,2,1,0,1,1,1,10,2,2,2,2,52,0,2,9,9,N,501,3106.8761981609996,88560.954552
48-02510,2,1,0,1,1,1,12,2,2,2,2,40,0,2,7,9,N,501,3103.2381350289997,45791.305266
48-02102,2,1,0,1,1,1,4,2,1,2,2,88,0,4,7,6,N,95,974.969178589,43392.45099
48-02507,2,1,0,1,1,1,3,2,2,2,2,60,0,2,5,3,N,132,460.48769822009996,10011.7960824
48-02101,2,4,0,1,1,1,9,2,2,2,2,55,3,7,9,8,N,176,378.51397555057997,23192.8500321
48-02507,1,6,0,8,1,1,10,2,2,2,2,84,0,2,1,7,N,440,3111.63841187,36818.4916071
48-02516,1,6,1,1,1,1,8,2,2,2,2,20,2,3,9,0,N,58,1340.604205874,-4.039672980000432
48-02101,2,1,0,1,1,1,11,2,2,2,2,55,0,7,9,8,N,501,408.17528819989997,20074.3276251
48-02102,2,6,0,1,1,1,12,2,2,2,2,52,4,6,4,8,N,155,439.66839647179995,30615.885279000002
48-02510,2,1,0,2,1,1,9,2,2,2,2,31,0,4,7,4,N,501,962.699571481,2890.4701706999986
48-02516,2,N,0,1,1,1,N,2,2,2,2,5,0,2,3,N,N,440,1348.895073624,N
48-02102,1,1,0,1,1,1,3,2,2,2,2,60,0,6,5,9,N,501,411.53374582329997,10716.681045000001
48-02101,2,1,0,1,1,1,9,2,2,2,2,65,0,4,5,6,N,274,379.8328513684,62618.5115892
48-02515,1,6,0,1,1,2,3,2,2,2,2,18,0,11,9,7,N,404,2166.6680782,27380.903529000003
48-02516,1,1,0,6,1,1,1,2,2,2,2,77,1,3,1,9,N,501,1685.0228098100001,48297.495770999994
48-02516,2,N,0,6,1,2,N,2,2,2,2,14,0,2,1,N,N,231,1819.2279210699999,N
48-02516,1,6,0,1,1,1,9,2,2,2,2,46,2,5,9,5,N,501,1328.74963134,82706.2883892
48-02102,1,N,0,1,3,0,N,1,1,2,1,5,N,N,3,N,N,293,1572.2477783200002,N
48-02102,1,1,0,1,1,1,N,2,2,2,2,18,0,2,5,3,N,252,429.49374910539996,10085.033191800001
48-02102,1,1,0,2,1,2,6,2,2,2,2,53,2,3,1,2,N,470,426.63259173049994,7480.5347862
48-02507,1,4,0,7,1,2,5,2,2,2,2,54,6,N,9,5,N,335,422.08297510069997,59119.252352999996
48-02510,1,N,0,1,1,1,N,2,2,2,2,8,2,3,3,N,N,501,3136.5872607399997,N
48-02102,2,6,0,1,1,1,6,2,2,2,2,22,0,2,4,8,N,429,411.05302393659997,4301.9546997
48-02516,2,1,0,1,1,2,11,2,2,2,2,39,1,3,9,5,N,501,1363.428737065,53000.681076
48-02102,1,3,0,1,1,1,15,2,2,2,2,30,0,N,7,7,N,493,458.49306556909994,371087.93547
48-02516,2,N,0,1,1,1,N,2,2,2,2,5,2,4,3,N,N,352,1360.147577656,N
48-02510,1,3,0,1,1,1,9,2,2,2,2,66,3,5,9,5,N,147,415.0897875609,37219.648809
48-02102,2,N,0,1,1,1,N,2,2,2,2,14,0,6,1,N,N,501,431.751017554,N
48-02102,1,1,0,1,1,1,16,2,2,2,2,50,0,2,7,5,N,208,414.83521153259994,446804.11146000004
48-02102,1,1,0,1,1,1,N,2,2,2,2,42,0,3,7,7,N,501,441.539369523,61617.0086322
48-02101,2,1,0,1,1,1,16,2,2,2,2,31,0,4,10,5,N,501,392.41384423899996,49572.332470500005
48-02507,2,6,0,1,1,2,14,2,2,2,2,43,4,6,4,1,N,133,1930.4011197999998,0.05100270000002638
48-02507,1,1,0,1,1,1,11,2,2,2,2,59,0,3,9,7,N,501,3020.78500824,55871.203731
48-02102,2,1,0,1,1,1,N,2,2,2,2,85,0,2,4,3,N,104,440.2961745678,-2.8913285099997665
48-02515,1,6,0,1,1,1,4,2,2,2,2,18,0,4,5,6,N,209,2128.5958737,166408.655574
48-02507,2,1,0,1,1,1,18,2,2,2,2,46,2,4,3,2,N,344,2142.473723598,11529.2238306
48-02515,2,4,0,1,1,1,9,2,2,2,2,46,0,N,5,3,N,52,2162.242930858,11542.321169400002
48-02516,2,1,0,1,1,1,14,2,2,2,2,38,0,3,8,6,N,225,1647.4784544119998,42284.8330149
48-02102,2,6,0,1,1,1,8,2,2,2,2,47,0,3,7,0,N,368,3353.242023878,-0.9378142200002912
48-02516,1,1,0,9,1,2,5,2,2,2,2,54,0,3,7,5,N,325,1331.25595307,67418.40444150001
48-02510,1,6,0,1,1,1,5,2,2,2,2,16,0,5,5,9,N,501,3139.7740577600002,-2.4506601000002775
48-02516,2,1,0,1,1,1,13,2,2,2,2,20,1,2,9,6,N,501,1340.3106265000001,30579.4799919
48-02510,1,5,0,6,1,1,6,2,2,2,2,54,2,6,12,5,N,501,3105.21589918,84947.3762655
48-02101,2,N,1,1,1,2,N,2,2,2,2,13,2,5,3,N,N,448,379.18342322739,N
48-02102,2,4,0,1,1,1,9,2,2,2,2,67,1,5,9,7,N,173,411.47307320249996,63275.093133
48-02516,1,1,0,1,1,1,16,2,2,2,2,49,0,2,7,9,N,501,1362.746844821,131760.490386
48-02515,2,N,0,1,1,1,N,2,2,2,2,12,0,6,5,N,N,501,2150.97767424,N
48-02507,2,1,1,1,1,1,6,2,2,2,2,26,0,2,10,5,N,501,423.6302247684,90039.99921
48-02510,1,6,0,1,1,1,12,2,2,2,2,15,3,5,4,1,N,155,421.9076034273,-2.3107667099993705
48-02507,1,2,4,4,1,2,5,1,2,1,1,33,9,10,10,7,N,334,2620.67059827,53117.394309
48-02101,1,1,1,1,1,1,1,2,2,2,1,85,1,2,10,8,N,501,410.7096858613,48040.271349
48-02507,1,6,0,1,1,1,12,1,2,2,2,42,3,7,12,8,N,454,3211.17403245,32308.239852
48-02101,2,1,0,2,1,1,N,2,2,2,2,33,0,2,4,4,N,501,421.6729254816,-3.710631540000577
48-02102,1,1,0,1,1,1,N,2,2,2,2,42,0,3,7,7,N,501,965.0310006029999,44307.8725425
48-02102,2,1,0,1,1,1,9,2,2,2,2,67,0,5,7,8,N,256,464.055983115,37182.580869000005
48-02510,1,5,0,6,1,1,15,2,2,2,2,30,2,11,9,7,N,500,3091.394626231,-34.73615880000034
48-02101,2,N,1,1,1,1,N,2,2,2,2,8,4,5,3,N,N,122,404.1037113653,N
48-02510,2,1,0,1,1,1,1,2,2,2,2,74,0,2,12,3,N,501,3098.629593355,3119.7768483
48-02510,2,3,0,1,1,2,6,1,2,2,1,73,1,N,10,5,N,417,2277.51234118,36712.892832
48-02515,2,6,0,1,1,2,14,2,2,2,2,46,2,6,4,0,N,330,2128.890229025,749.7754781999993
48-02101,1,3,0,1,1,1,8,2,1,2,2,23,3,4,6,0,N,125,403.6264441474,14983.890673499998
48-02516,1,1,0,1,1,2,14,2,1,2,1,46,1,3,7,4,N,467,1354.89715582,12424.0896024
48-02507,2,1,0,4,1,1,15,2,2,2,2,57,3,4,4,3,N,345,2989.35359482,14831.659075799998
48-02102,2,6,0,1,1,1,10,2,2,2,2,17,0,2,1,2,N,501,424.59316646459996,8462.406122100001
48-02101,1,N,0,1,1,2,N,2,2,2,2,13,1,2,3,N,N,441,382.5010196085,N
48-02101,2,1,0,1,1,1,12,2,2,2,2,46,3,5,7,4,N,310,780.868409639,12612.005439600001
48-02101,2,N,0,1,1,1,N,2,2,2,2,9,0,4,6,N,N,23,382.68827109170996,N
48-02102,2,1,0,1,1,2,6,2,2,2,2,26,1,4,4,3,N,467,462.762405324,-4.9882060199997795
48-02515,1,1,0,2,1,1,6,2,2,2,2,62,0,2,6,6,N,215,1363.91269433,2125.966758299999
48-02101,2,1,0,1,1,1,N,2,2,2,2,40,0,4,7,9,N,501,389.3555447046,-2.7218146200002593
48-02510,1,1,0,1,1,1,5,2,2,2,2,53,0,3,5,9,N,501,3107.0990985199996,50516.5324545
48-02507,2,3,1,6,1,2,15,1,2,1,2,78,5,13,3,2,3,236,2901.16406471,5257.5941208
48-02102,1,N,0,1,1,1,N,2,2,2,2,10,2,5,3,N,N,492,437.7792054406,N
48-02102,1,6,0,1,1,1,5,2,2,2,2,54,5,6,4,0,N,188,457.80920308429995,0.27273330000025453
48-02516,1,N,1,1,1,1,N,2,2,2,2,11,0,5,5,N,N,17,1345.22644477,N
48-02507,1,1,0,1,1,1,4,2,2,2,2,64,0,4,5,9,N,501,3438.0457424049996,106737.430506
48-02516,1,1,0,2,1,2,14,2,2,2,2,57,0,2,4,3,N,150,1815.20815752,23158.850775900002
48-02507,1,1,0,1,1,1,14,2,2,2,2,60,0,3,10,9,N,501,3716.89908459,33203.4932292
48-02510,2,N,0,1,1,1,N,2,2,2,2,8,0,3,3,N,N,501,3136.504740038,N
48-02510,1,5,0,3,1,2,3,2,2,2,2,53,3,8,1,9,N,417,3103.54085713,72410.791614
48-02515,1,1,1,1,1,1,11,2,2,2,2,29,0,3,8,0,N,188,2172.8820962299997,300.61647882000034
48-02101,1,1,1,1,1,1,6,2,2,2,2,28,0,2,2,2,N,188,359.11488004908,13677.1526955
48-02101,2,6,0,1,1,1,6,2,2,2,2,22,1,2,8,4,N,15,379.90598981069996,18772.2840732
48-02102,2,1,0,1,1,2,16,2,2,2,2,33,2,4,4,5,N,474,463.580898681,52405.537527
48-02101,2,4,0,1,1,1,1,2,2,2,2,74,0,2,9,7,N,501,406.12164278849997,60500.5696722
48-02101,2,1,1,1,1,1,11,2,2,2,2,29,0,4,7,1,N,35,376.91504788365,239.99922576000063
48-02102,2,1,0,1,1,1,16,2,2,2,1,48,1,2,4,3,N,231,442.675867842,19844.113713900002
48-02510,1,1,0,1,1,1,14,2,1,2,2,59,1,3,9,9,N,501,3118.42899523,71211.19521600001
48-02515,1,6,0,9,1,2,7,1,1,2,1,18,0,10,6,4,N,421,1550.381411666,5405.124522
48-02101,2,6,3,2,1,2,5,1,1,2,2,36,6,7,11,9,N,238,408.82910788619995,28713.247159799997
48-02102,1,3,0,1,1,1,14,2,2,2,2,58,4,5,7,8,N,401,386.8377017891,23302.380716999996
48-02515,2,N,0,1,1,1,N,2,2,2,2,10,2,3,8,N,N,288,2158.85189004,N
48-02510,2,1,0,1,1,1,10,2,2,2,2,69,0,2,8,4,N,345,3108.57779123,30839.063051999998
48-02101,1,4,0,1,1,1,12,2,2,2,2,46,3,5,9,7,N,325,400.4425248935,64682.659293000004
48-02516,2,1,0,6,1,1,N,2,2,2,2,20,0,2,7,4,N,501,1345.1518859999999,21076.0929351
48-02101,2,1,0,1,1,1,11,2,2,2,2,39,0,2,8,0,N,501,395.01032810149997,433.5592915499992
48-02102,2,1,0,1,1,1,17,2,2,2,2,56,0,3,5,3,N,225,426.36260464059995,14883.791155800001
48-02516,2,1,0,6,1,1,9,2,2,2,2,55,0,4,7,9,N,501,2094.69592399,24555.291476100003
48-02101,1,6,0,5,1,1,13,2,2,2,2,16,3,11,5,6,5,501,367.04455104283,21079.813269899998
48-02516,1,1,0,1,1,1,10,2,2,2,2,79,2,4,5,0,N,501,1353.7914931189998,34727.312235
48-02515,1,4,0,1,1,1,4,2,2,2,2,20,0,N,9,7,N,289,2174.1791151949997,56841.0262938
48-02101,1,6,0,1,1,1,18,2,2,2,2,28,0,3,5,2,N,48,400.01844574294995,14324.026332000001
48-02507,2,6,4,3,1,2,14,1,2,2,2,17,N,12,4,4,3,416,3112.50713962,35312.8697439
48-02507,2,1,0,1,1,1,10,2,2,2,2,61,2,4,3,0,N,501,3125.382359615,8039.346676199999
48-02102,1,N,1,1,1,1,N,2,2,2,2,10,2,6,1,N,N,10,464.204324704,N
48-02101,1,6,1,8,1,1,6,2,2,2,2,28,0,2,2,5,N,236,395.72788710189997,417390.95495999994
